ADX_14;Máximo_ROC_12;K%_10;Máximo_MACD_12:26
0.21591452627179225;0.387793448269678;0.42487143331121463;0.41583686868092806
0.23948180931593438;0.4058605002414853;0.4038938080623739;0.4023125175665661
0.25529244418234665;0.4396087647905174;0.39209211181154713;0.39810245013768536
0.2609984760247795;0.4579062458313381;0.3580037947909769;0.3992188820073812
0.25308243566392435;0.458836644668385;0.3501368613138681;0.40272971534723156
0.23714240889182148;0.47364800653159744;0.35013686131387045;0.4141329792249709
0.22102884679007745;0.48370071178094926;0.26884694343065685;0.42528039954297375
0.20144950524761202;0.4661695949726843;0.2950683269741206;0.430044350818382
0.17911633410326938;0.45503997753427305;0.30817901874585485;0.4305100286231671
0.15395620085395612;0.4595329042791194;0.33309140676841353;0.4306305497896745
0.12955533187431895;0.46502210613324146;0.4628945131055099;0.43249827013823317
0.11545965326273373;0.47973019876785267;0.44716323822163356;0.4364748952963611
0.10647726616868693;0.5575517868412919;0.4838747304246848;0.4420584786375239
0.1029076677207517;0.5641255858819615;0.43798471715328546;0.45036004649106187
0.10331432865528138;0.5304727441747557;0.35538061960849354;0.453590841050378
0.09340813313177905;0.513698487085762;0.3868483535169217;0.4553503249934039
0.08429560395093048;0.5211962695588209;0.3369587757133377;0.46075776402580204
0.08921742019510813;0.49155076776525997;0.3683979968480445;0.46490172410693903
0.08933972169844075;0.5475215243324093;0.4194954794293287;0.4850106141506177
0.08999856546498096;0.5670379309334772;0.40121360733245015;0.5014116538042759
0.09036869202425545;0.5763456658226457;0.4130801053417389;0.5126908059179262
0.08246405083121335;0.531323017211073;0.3893471093231591;0.5081550951412005
0.06974978845832337;0.5228841467190884;0.4091246060053093;0.5032073964284351
0.055849431021665855;0.5435121584718436;0.35901988636363735;0.5066210463859637
0.052430537048133094;0.5397641993856519;0.40384974286662356;0.509948931460708
0.05348805187651458;0.5322816765095266;0.5159204960185807;0.5136795639091153
0.06730374102265226;0.5538298416830836;0.4737293671201068;0.5184445260055695
0.07852335429953396;0.5688569554545672;0.43549373755806253;0.5247263610504892
0.07048928506698539;0.5481995087323269;0.3471559804246852;0.5273037999938456
