ADX_14;Fechamento_MACD_12:26;R%_21;R%_14
1.4868129084073392;-0.0148778067259627;0.0;-233.7000000000444
1.4081521396673664;-0.0590102346786807;-58.400000000074215;-175.20000000004077
1.4178461400927271;-0.0463275538431844;-58.400000000074215;-233.7000000000444
1.462399988080427;-0.0824499197151453;0.0;-116.79999999996652
1.4175847515745503;-0.0632244293765325;-233.7000000000444;-116.80000000005748
1.4733686894598317;0.1855730019606198;-292.10000000002765;-116.80000000005748
1.624671911817522;0.3783849720593935;-525.800000000072;-175.20000000004077
1.719648990241802;0.5251364016858133;-233.7000000000444;-116.80000000005748
1.7602481724952344;0.5409543514588222;-116.79999999996652;0.0
1.926210320924433;0.687023054331803;-116.8999999999869;0.0
2.2981441828964315;0.8402219140252782;-175.20000000004077;-58.400000000074215
2.3589344823198317;0.6244065486771433;-408.8999999999942;-408.8999999999942
2.2057051227724216;0.5880451388529764;-409.00000000001455;-350.59999999994034
2.1869968206884125;0.5528554856555274;-408.8999999999942;-350.5000000000109
2.290425816025176;0.4723980051167018;-292.10000000002765;-233.7000000000444
2.28544046912657;0.5437387409738221;-409.00000000001455;-467.3999999999978
2.094734120862037;0.6866895836965341;-525.7999999999811;-584.1999999999643
1.8933029047470709;0.7442756922391709;0.0;-116.79999999996652
2.052586326971308;0.8740850247340859;-233.7000000000444;-233.7000000000444
2.3964748167085164;1.0124133030067242;-116.8999999999869;116.79999999996652
2.5804305554331037;1.062665792606822;-233.7000000000444;0.0
2.578563624232486;0.9967534635743504;-350.5000000000109;-175.1999999999498
2.4267741886205063;0.9803406292558066;-525.7999999999811;-292.0999999999367
2.2589995348997074;1.0494833845632456;-584.1999999999643;-175.29999999997017
2.071818644532215;1.045108240893569;-642.6000000000386;-642.6000000000386
1.9986571109756144;0.9831834628412252;-584.2000000000553;-525.800000000072
2.043769496178925;0.8302089696862822;-233.7000000000444;-350.5000000000109
2.0828668966884614;0.6543091943049149;-233.69999999995343;-292.0999999999367
2.03332273903478;0.6488799181242939;-292.0999999999367;-467.3999999999978
1.8762939928778064;0.6838184625175927;-408.8999999999942;-233.7000000000444
1.662273841446525;0.7499860567668293;-233.7000000000444;-116.80000000005748
1.6075659006821923;0.9331203685542278;-642.6000000000386;-116.80000000005748
1.6631094948768976;1.019380922624805;-292.10000000002765;175.29999999997017
1.8420234669885416;1.075347101161242;-116.79999999996652;175.29999999997017
2.0582536713900987;1.013687018753444;-233.69999999995343;0.0
2.089786515204799;0.9538258485481492;-584.2000000000553;-175.20000000004077
2.086534027463264;0.849469366964513;-292.200000000048;-233.7000000000444
2.245143776182485;0.6648542399188955;-408.8999999999942;-350.5000000000109
2.657981748881935;0.3262087233460988;-233.7000000000444;-175.30000000006112
2.993527039507179;0.1969313662393688;-233.7000000000444;-409.00000000001455
3.223152005668122;0.0934014555077737;-175.30000000006112;-350.6000000000313
3.5362507858647314;-0.081949914980214;-116.80000000005748;-233.7000000000444
3.760317347749424;-0.3582400201121345;-116.80000000005748;-175.30000000006112
3.79864170138284;-0.4773705586312644;0.0;58.39999999998327
3.759560903103188;-0.5652663302953442;233.69999999995343;350.5000000000109
3.767467068403689;-0.5811018629665341;116.8999999999869;292.200000000048
3.810400030711773;-0.8199006197764902;-58.39999999998327;175.30000000006112
3.847546693283529;-0.9510631716548232;116.79999999996652;408.8999999999942
3.7545976103694976;-0.7167197230628517;175.29999999997017;350.59999999994034
3.60737030993922;-0.5249495599482543;175.1999999999498;233.69999999995343
3.474201887661549;-0.3687199499890994;233.69999999995343;116.79999999996652
3.322574969306614;-0.1955290027408409;408.8999999999942;58.39999999998327
3.191164973399004;-0.1041967333621869;642.7000000000589;175.30000000006112
3.285919167422016;0.0617211040198526;525.800000000072;233.7000000000444
3.4654347070038978;0.0978365483124434;175.20000000004077;-233.69999999995343
3.340067222260521;0.1716040723795231;58.39999999998327;-350.59999999994034
3.092305878340041;0.0876030835934216;-58.39999999998327;-408.9999999999236
2.872017475513722;0.1606324729100379;-58.50000000000364;-233.69999999995343
2.603234193064268;0.2160186614264603;-233.69999999995343;-408.9999999999236
2.45927915779859;0.4433779978398888;-350.5000000000109;-701.1000000000422
2.359546698663558;0.5698688968350325;-233.69999999995343;-525.7999999999811
2.242521424556072;0.6624772205814224;-292.0999999999367;-525.7999999999811
2.302394758424832;0.8672446851924178;-292.0999999999367;58.50000000000364
2.713170695396796;1.2042192548242383;-408.9999999999236;-58.39999999998327
