R%_5;Máximo_TSI_13:25;K%_14;K%_10
2.9999999999997584;-57.366741552063935;94.00000000000011;17.99999999999997
6.000000000000227;-56.05193910872796;37.0000000000001;30.00000000000007
-3.9999999999999143;-53.90869082994981;37.9999999999999;34.99999999999979
-6.000000000000227;-51.41088031445591;31.000000000000227;31.000000000000227
-12.0000000000001;-49.13083916706108;37.9999999999999;19.000000000000128
-8.999999999999986;-46.65146909303154;35.00000000000014;5.999999999999872
-14.000000000000057;-44.68077614532703;25.0;-9.999999999999789
-10.000000000000142;-43.44530963863759;23.000000000000043;-8.000000000000185
-12.9999999999999;-42.86437064122654;3.0000000000001137;-16.000000000000014
-10.000000000000142;-43.09512211782642;-8.999999999999986;-14.999999999999858
-12.0000000000001;-43.08244808496083;-21.999999999999886;-12.0000000000001
-7.000000000000028;-40.77366533989759;-21.000000000000085;-14.000000000000057
-7.000000000000028;-39.49805563243787;-25.0;-8.999999999999986
16.999999999999815;-39.18711723987981;-26.99999999999996;-12.0000000000001
3.0000000000001137;-39.30499369240882;-3.0000000000001137;8.999999999999986
-11.999999999999744;-37.89801032152989;2.9999999999997584;16.999999999999815
-22.00000000000024;-38.58376315287878;14.000000000000057;23.000000000000043
-7.000000000000028;-38.06494133256753;0.999999999999801;12.9999999999999
7.000000000000028;-38.7800104699039;7.000000000000028;-1.9999999999999571
1.0000000000001563;-35.8507360004352;16.999999999999815;-1.0000000000001563
-13.999999999999702;-33.98531380545569;25.9999999999998;1.9999999999999571
-6.000000000000227;-30.060578931866186;28.000000000000117;15.000000000000211
-10.999999999999943;-26.83611793967425;10.999999999999943;12.0000000000001
12.0000000000001;-23.03874936415652;0.999999999999801;1.9999999999999571
-8.999999999999986;-19.498554944063372;8.000000000000185;6.000000000000227
-21.000000000000085;-16.47190666609724;37.0000000000001;21.999999999999886
-16.000000000000014;-13.3190918861748;22.00000000000024;10.000000000000142
-7.999999999999829;-10.99033211167836;5.000000000000071;0.999999999999801
-10.000000000000142;-9.194801683976028;-7.999999999999829;-16.000000000000014
-5.000000000000071;-8.706605035255018;-6.000000000000227;-12.0000000000001
-7.000000000000028;-7.42757801839703;-12.0000000000001;-22.00000000000024
-8.999999999999986;-3.9530073350970447;-10.000000000000142;-10.999999999999943
-2.0000000000003126;0.1655938866200068;-28.999999999999915;-12.9999999999999
-7.000000000000028;2.6292183033892003;-21.999999999999886;-10.999999999999943
-6.000000000000227;4.099530668229326;-23.000000000000043;-0.999999999999801
-6.999999999999673;4.420669180502014;-19.000000000000128;-8.000000000000185
-27.000000000000316;8.70970159621911;-5.999999999999872;7.000000000000028
-14.000000000000057;12.141221969646784;-19.000000000000128;-8.999999999999986
5.000000000000071;14.65688597515758;-25.0;-24.0000000000002
-1.9999999999999571;16.949161087164356;-19.000000000000128;-10.999999999999943
-21.000000000000085;16.493836579937952;-8.999999999999986;-14.999999999999858
-16.000000000000014;15.371106803543997;-16.000000000000014;-8.000000000000185
-3.0000000000001137;12.417500247162462;-33.999999999999986;-9.999999999999789
-1.9999999999999571;11.949304378014784;-27.99999999999976;-17.99999999999997
-8.999999999999986;8.446448692066099;-37.0000000000001;-23.000000000000043
-3.0000000000001137;5.925522178145767;-21.000000000000085;-12.9999999999999
8.999999999999986;1.292547372423969;-9.999999999999789;0.0
-10.999999999999943;-6.0423181801955765;-8.999999999999986;8.999999999999986
-29.99999999999972;-13.728718498672082;-5.000000000000071;16.000000000000014
1.9999999999999571;-21.21893790285146;-16.999999999999815;-1.9999999999999571
-5.000000000000071;-25.73677641981707;12.9999999999999;12.0000000000001
-12.0000000000001;-30.237970222463986;30.00000000000007;20.000000000000284
14.999999999999858;-33.713526206855015;19.000000000000128;1.9999999999999571
28.000000000000117;-36.25538537721315;35.99999999999994;37.0000000000001
12.0000000000001;-38.11453822498386;76.00000000000016;64.99999999999986
-25.0;-39.76956012368067;82.00000000000003;61.999999999999744
20.99999999999973;-41.27569509571745;80.00000000000007;78.00000000000011
8.999999999999986;-42.81793842204197;110.00000000000014;73.00000000000004
-2.9999999999997584;-44.6814953695826;106.99999999999967;41.999999999999815
-3.9999999999999143;-45.83861696801536;87.9999999999999;26.00000000000016
-3.0000000000001137;-46.20739556475058;100.0;21.000000000000085
-1.9999999999999571;-45.49553505389813;83.99999999999999;1.0000000000001563
4.00000000000027;-45.056796501404136;41.999999999999815;-1.0000000000001563
-3.0000000000001137;-44.043648472484186;31.000000000000227;5.000000000000071
-0.999999999999801;-43.790666786754855;28.999999999999915;7.999999999999829
-16.000000000000014;-43.930503342049015;15.000000000000211;14.000000000000057
-12.9999999999999;-44.49463963652872;10.999999999999943;12.0000000000001
3.0000000000001137;-44.966224305354686;0.999999999999801;-5.000000000000071
-8.999999999999986;-44.87027903968048;5.999999999999872;-1.9999999999999571
-1.0000000000001563;-44.53307317800406;3.0000000000001137;-10.999999999999943
3.9999999999999143;-44.24471086785084;4.00000000000027;-7.999999999999829
3.9999999999999143;-40.743826869112645;6.000000000000227;11.000000000000298
-1.0000000000001563;-38.06657251821133;8.000000000000185;10.000000000000142
-10.000000000000142;-34.74859824452305;7.000000000000028;17.99999999999997
-7.000000000000028;-32.25215385712278;6.000000000000227;15.000000000000211
-12.0000000000001;-30.302213889386355;18.000000000000327;7.000000000000028
-8.000000000000185;-29.41878494743107;4.00000000000027;-5.999999999999872
-10.999999999999943;-24.80235945479289;1.9999999999999571;-14.999999999999858
-10.999999999999943;-22.11767962709434;3.0000000000001137;-12.0000000000001
-10.999999999999943;-20.319275916903862;-5.000000000000071;-12.0000000000001
-1.9999999999999571;-19.396139613402838;-19.000000000000128;-13.000000000000256
-7.000000000000028;-20.24161948032405;-23.000000000000043;-8.000000000000185
-17.99999999999997;-22.45375047956032;-18.000000000000327;-6.000000000000227
-9.999999999999789;-19.03375304070819;-18.000000000000327;-6.000000000000227
0.0;-16.81942080688223;-21.000000000000085;-7.999999999999829
-17.99999999999997;-15.460326801487856;-5.000000000000071;3.9999999999999143
5.000000000000071;-15.077881974998238;-16.000000000000014;-10.999999999999943
7.000000000000028;-15.454405710485704;-7.000000000000028;-0.999999999999801
-16.000000000000014;-16.759884681274954;13.000000000000256;21.000000000000085
