R%_5;Abertura|T-7|_TSI_13:25;R%_21;R%_14
-3.0000000000001137;5.526377546737951;4.999999999999716;11.999999999999744
-0.999999999999801;9.4582332523447;8.000000000000185;7.000000000000028
0.0;12.848151687789503;10.000000000000142;7.999999999999829
1.0000000000001563;14.431389750424808;8.000000000000185;8.000000000000185
1.9999999999999571;14.111598486528534;7.999999999999829;5.999999999999872
5.999999999999872;12.842764706319192;9.999999999999789;7.000000000000028
5.000000000000071;8.9021681366025;3.9999999999999143;-9.999999999999789
-3.0000000000001137;2.7340160480173425;-5.000000000000071;-16.999999999999815
-3.0000000000001137;-1.89973076791242;-12.0000000000001;-19.99999999999993
-5.000000000000071;-5.4994936687914375;-12.0000000000001;-19.99999999999993
-1.9999999999999571;-7.024642791600375;-6.999999999999673;-16.999999999999815
-2.9999999999997584;-8.238313177379661;-5.999999999999872;-16.999999999999815
-0.999999999999801;-9.224624558609;-2.9999999999997584;-13.999999999999702
-2.9999999999997584;-10.039944655271045;-13.999999999999702;-9.999999999999789
-1.0000000000001563;-10.227214785664994;-12.9999999999999;-3.0000000000001137
-7.000000000000028;-12.01619215189551;-19.99999999999993;-1.9999999999999571
-5.999999999999872;-10.903970877498605;-14.999999999999858;1.9999999999999571
-10.000000000000142;-9.50907236176394;-14.000000000000057;2.9999999999997584
-5.000000000000071;-6.395631841649475;-10.000000000000142;4.999999999999716
1.0000000000001563;-2.9622092906259345;-4.999999999999716;7.000000000000028
-14.000000000000057;-2.910610640455753;-7.000000000000028;0.0
-12.0000000000001;-1.5012207888400442;1.9999999999999571;5.000000000000071
-7.999999999999829;3.448691051715158;16.000000000000014;12.0000000000001
-5.999999999999872;7.907799137105148;16.999999999999815;14.999999999999858
-0.999999999999801;11.66308423916696;17.99999999999997;14.000000000000057
-3.9999999999999143;14.934919182603076;16.999999999999815;10.999999999999943
-7.999999999999829;17.050612525959647;16.000000000000014;5.000000000000071
-8.999999999999986;20.397159112147943;19.99999999999993;10.999999999999943
-10.999999999999943;22.047762127113145;19.99999999999993;12.9999999999999
1.9999999999999571;26.649624828488783;28.999999999999915;14.999999999999858
-3.0000000000001137;28.14316113933801;25.9999999999998;9.999999999999789
-2.9999999999997584;29.53634721188497;25.0;6.000000000000227
-8.000000000000185;30.13511904348484;19.99999999999993;5.000000000000071
-5.000000000000071;31.12107605828493;16.999999999999815;10.999999999999943
0.0;32.90854105215048;22.00000000000024;11.000000000000298
-5.000000000000071;32.85204974481024;23.000000000000043;5.000000000000071
-7.999999999999829;31.834518699476565;12.0000000000001;-2.9999999999997584
0.999999999999801;32.51938785727538;16.999999999999815;3.0000000000001137
0.999999999999801;31.6220602103442;8.999999999999986;1.9999999999999571
-5.000000000000071;28.137179516233296;3.0000000000001137;-5.000000000000071
-1.9999999999999571;25.43147235391896;7.000000000000028;-5.999999999999872
-3.9999999999999143;23.547488973597225;4.00000000000027;-8.999999999999986
-12.9999999999999;20.718998269504265;-1.9999999999999571;-10.999999999999943
-21.999999999999886;15.91806372164179;-13.999999999999702;-16.000000000000014
-5.999999999999872;16.862734417780214;2.0000000000003126;-1.9999999999999571
-1.9999999999999571;18.623607548513707;8.000000000000185;1.0000000000001563
3.0000000000001137;18.80393341826864;3.9999999999999143;0.999999999999801
7.999999999999829;17.841548860680163;0.0;0.999999999999801
-4.00000000000027;13.281955047535009;-15.000000000000211;-10.000000000000142
-1.9999999999999571;9.875757794927756;-14.000000000000057;-7.000000000000028
-1.9999999999999571;7.5089139065738735;-12.0000000000001;-8.999999999999986
-9.999999999999789;5.02740411532055;-16.000000000000014;-16.999999999999815
-8.999999999999986;3.605547900007629;-14.999999999999858;-17.99999999999997
-3.0000000000001137;4.153348213341278;-6.000000000000227;-12.0000000000001
-12.9999999999999;3.981544959696415;-5.000000000000071;-14.000000000000057
-14.000000000000057;2.932941265513997;-8.000000000000185;-8.999999999999986
8.999999999999986;5.180482819128864;6.000000000000227;10.000000000000142
-21.000000000000085;2.5176479141754955;-12.0000000000001;-6.000000000000227
-34.99999999999979;0.8149192061847679;-16.999999999999815;-2.9999999999997584
-25.0;2.864249080623838;-7.000000000000028;8.999999999999986
-157.00000000000003;7.177505357274488;5.000000000000071;15.000000000000211
-156.00000000000023;10.53859117944998;5.999999999999872;14.999999999999858
5.000000000000071;35.70939445406039;165.0000000000002;166.0
-1.9999999999999571;46.54087398916528;167.00000000000017;152.0000000000003
-0.999999999999801;52.80559750424513;166.0;154.00000000000026
-3.0000000000001137;56.6965609543875;167.00000000000017;164.99999999999986
-0.999999999999801;59.46276494706968;167.00000000000017;151.00000000000014
0.0;61.32216000510277;160.00000000000014;135.00000000000014
-5.000000000000071;62.39243980971501;157.00000000000003;130.00000000000006
-6.000000000000227;63.270076357905005;157.99999999999983;-13.000000000000256
-0.999999999999801;64.12845278801711;154.00000000000026;-8.999999999999986
-0.999999999999801;64.82414415237353;156.00000000000023;1.0000000000001563
-3.0000000000001137;64.84165319703959;164.99999999999986;-3.0000000000001137
-1.9999999999999571;64.89670734279008;151.00000000000014;-0.999999999999801
-1.9999999999999571;64.98471436217974;137.00000000000009;-1.0000000000001563
-1.9999999999999571;65.05938851707373;133.99999999999997;0.0
-3.9999999999999143;65.1233828798008;-10.000000000000142;1.9999999999999571
-2.9999999999997584;65.225632249373;-8.999999999999986;0.0
-3.0000000000001137;65.3634402359468;1.9999999999999571;-1.0000000000001563
-3.0000000000001137;65.48361493151894;0.999999999999801;0.0
0.0;65.7500597782555;5.000000000000071;3.0000000000001137
1.9999999999999571;65.71095082638814;2.9999999999997584;2.9999999999997584
-0.999999999999801;64.82195222373285;1.0000000000001563;0.0
-1.9999999999999571;64.04560845052487;3.0000000000001137;-0.999999999999801
2.9999999999997584;63.433366801575566;0.999999999999801;0.0
-2.0000000000003126;61.2715906780953;-6.000000000000227;-7.000000000000028
-5.999999999999872;59.06237455096204;-5.999999999999872;-7.999999999999829
-7.999999999999829;57.139059560707096;-5.999999999999872;-8.999999999999986
-1.0000000000001563;55.86184139393594;-1.0000000000001563;-5.000000000000071
-1.9999999999999571;54.75568059953323;-1.0000000000001563;-5.000000000000071
-3.9999999999999143;53.40365170330016;-2.9999999999997584;-2.9999999999997584
-3.9999999999999143;52.22265912538674;-2.9999999999997584;-2.9999999999997584
-5.999999999999872;51.1848600425388;-4.999999999999716;-3.9999999999999143
-6.000000000000227;50.70556542379341;-1.9999999999999571;2.9999999999997584
-3.0000000000001137;50.74306212268398;0.0;5.999999999999872
-2.0000000000003126;50.932406088605006;0.999999999999801;3.9999999999999143
-3.0000000000001137;50.59311434967467;0.0;1.0000000000001563
1.0000000000001563;50.81419947708016;6.000000000000227;7.000000000000028
-0.999999999999801;49.39101723326202;3.0000000000001137;3.0000000000001137
-3.0000000000001137;48.187598221453;1.9999999999999571;1.9999999999999571
-8.999999999999986;45.48185902147434;2.9999999999997584;-1.0000000000001563
-1.9999999999999571;44.508593259792;8.999999999999986;3.0000000000001137
0.0;44.151520773444055;8.000000000000185;1.9999999999999571
-1.9999999999999571;43.85915595811766;6.000000000000227;1.9999999999999571
0.0;43.61598347962822;8.999999999999986;1.9999999999999571
-1.0000000000001563;42.805893803508965;7.000000000000028;0.999999999999801
-0.999999999999801;41.50213439965296;5.000000000000071;1.0000000000001563
0.0;40.39734753328739;5.000000000000071;2.0000000000003126
0.0;39.45162731518009;3.0000000000001137;0.0
-0.999999999999801;36.61356490429645;-3.0000000000001137;-5.999999999999872
-3.0000000000001137;34.21103241230525;-3.0000000000001137;-5.000000000000071
-6.000000000000227;30.10542261104356;-6.000000000000227;-8.000000000000185
-3.0000000000001137;27.820510689105863;-3.0000000000001137;-7.000000000000028
-8.999999999999986;25.93822874549081;-1.9999999999999571;-5.000000000000071
-12.9999999999999;24.3647441446851;-0.999999999999801;-5.000000000000071
-8.000000000000185;26.42362825913856;4.999999999999716;3.9999999999999143
-3.0000000000001137;29.981226486700773;7.000000000000028;9.999999999999789
0.999999999999801;33.423938948981544;9.999999999999789;11.999999999999744
-3.0000000000001137;33.2821927175833;5.999999999999872;10.000000000000142
-1.0000000000001563;33.85134839481909;5.999999999999872;9.999999999999789
-1.9999999999999571;33.616768532316826;7.000000000000028;8.999999999999986
1.9999999999999571;33.76660175374641;7.999999999999829;9.999999999999789
0.0;31.2176451262834;5.000000000000071;0.0
-0.999999999999801;27.932636705940777;3.9999999999999143;-5.999999999999872
-1.9999999999999571;24.097754333265957;1.9999999999999571;-10.999999999999943
-0.999999999999801;21.82853811202788;6.000000000000227;-8.999999999999986
-4.999999999999716;18.83820603739051;1.9999999999999571;-8.999999999999986
-7.000000000000028;16.447625027562342;1.9999999999999571;-8.999999999999986
1.9999999999999571;16.198324312907598;5.999999999999872;-5.000000000000071
0.0;14.844531353234588;-1.9999999999999571;-7.000000000000028
-1.9999999999999571;12.62597407230616;-7.999999999999829;-5.999999999999872
0.0;11.73671836995338;-8.999999999999986;-1.9999999999999571
0.0;9.909858650241466;-10.999999999999943;-2.9999999999997584
1.0000000000001563;8.44088153655271;-8.999999999999986;-1.9999999999999571
-1.0000000000001563;6.683386928913716;-10.000000000000142;-3.9999999999999143
0.0;4.680406755232117;-10.999999999999943;-6.999999999999673
1.9999999999999571;1.918938531132372;-13.000000000000256;-11.000000000000298
-0.999999999999801;-3.0119851860111355;-14.999999999999858;-10.999999999999943
-1.9999999999999571;-7.433573925993516;-14.000000000000057;-12.0000000000001
2.9999999999997584;-9.80091744359169;-10.999999999999943;-10.000000000000142
1.0000000000001563;-13.122106667829325;-12.9999999999999;-12.9999999999999
-7.000000000000028;-17.97953982917916;-18.999999999999773;-16.000000000000014
-5.000000000000071;-19.8592964772698;-17.99999999999997;-12.0000000000001
-2.9999999999997584;-20.07931238576794;-17.99999999999997;-10.999999999999943
-2.9999999999997584;-20.251031626701213;-12.9999999999999;-8.999999999999986
-5.000000000000071;-19.772003834821188;-12.0000000000001;-3.9999999999999143
-5.999999999999872;-19.80181760017518;-12.9999999999999;-2.9999999999997584
5.000000000000071;-16.14756219781622;-7.000000000000028;3.0000000000001137
0.0;-15.871412499895865;-10.999999999999943;0.0
-1.0000000000001563;-16.074185184803216;-10.999999999999943;0.0
-5.000000000000071;-17.44230612084258;-15.000000000000211;-6.000000000000227
-3.9999999999999143;-16.820436409995786;-10.000000000000142;-3.9999999999999143
-0.999999999999801;-15.788896666731912;-4.999999999999716;-2.9999999999997584
5.000000000000071;-14.972890951015158;-2.9999999999997584;-2.9999999999997584
3.0000000000001137;-16.327585999520625;-7.999999999999829;-10.999999999999943
0.0;-18.55072330855628;-8.000000000000185;-14.000000000000057
0.999999999999801;-20.670872580588675;-8.000000000000185;-10.000000000000142
0.0;-23.08740647680014;-13.000000000000256;-11.000000000000298
-2.9999999999997584;-25.375590106531703;-14.999999999999858;-12.0000000000001
-3.0000000000001137;-27.57521947128472;-16.000000000000014;-14.000000000000057
-6.000000000000227;-28.131143749128366;-14.000000000000057;-14.000000000000057
-7.000000000000028;-28.933016897967928;-17.99999999999997;-12.9999999999999
0.0;-25.21876849517937;-10.999999999999943;0.0
0.0;-22.305429615813715;-5.999999999999872;3.0000000000001137
-0.999999999999801;-19.964963875231724;-5.000000000000071;3.0000000000001137
-1.0000000000001563;-18.45617634219579;-6.000000000000227;3.9999999999999143
-2.9999999999997584;-17.632556822858454;-7.999999999999829;4.00000000000027
0.0;-15.743552678661862;-7.999999999999829;4.00000000000027
-5.000000000000071;-15.526154743625504;-8.999999999999986;1.9999999999999571
-0.999999999999801;-14.741581835501291;-1.9999999999999571;-1.9999999999999571
0.999999999999801;-13.48823984406591;1.9999999999999571;-1.0000000000001563
-1.9999999999999571;-13.40608193135354;0.0;-3.0000000000001137
1.9999999999999571;-13.338774952509826;1.9999999999999571;-3.0000000000001137
1.0000000000001563;-14.26131493988875;1.0000000000001563;-5.999999999999872
1.9999999999999571;-15.511839420762993;-1.9999999999999571;-6.000000000000227
-0.999999999999801;-18.94310758954787;-5.999999999999872;-11.999999999999744
1.9999999999999571;-20.976155119077315;-10.000000000000142;-10.000000000000142
0.0;-23.50623436656668;-12.0000000000001;-14.000000000000057
1.0000000000001563;-25.538412390313702;-12.0000000000001;-10.999999999999943
0.0;-28.06181885881407;-14.000000000000057;-12.0000000000001
1.0000000000001563;-30.115708081177637;-14.999999999999858;-12.9999999999999
-1.9999999999999571;-32.64755524087536;-16.000000000000014;-10.999999999999943
-1.9999999999999571;-34.72517798908845;-16.999999999999815;-9.999999999999789
-3.0000000000001137;-35.58534091634996;-15.000000000000211;-7.000000000000028
-3.9999999999999143;-35.41225303022127;-16.000000000000014;-3.9999999999999143
-1.0000000000001563;-34.363178026070315;-12.0000000000001;-1.0000000000001563
1.9999999999999571;-32.57384282566955;-10.000000000000142;0.0
0.999999999999801;-32.50881161017405;-14.000000000000057;-1.9999999999999571
0.0;-32.92783392242156;-10.999999999999943;-1.9999999999999571
-4.999999999999716;-35.12029670422923;-13.999999999999702;-4.999999999999716
-1.9999999999999571;-34.048614294942745;-8.999999999999986;-3.0000000000001137
-0.999999999999801;-32.313871023969874;-5.999999999999872;-1.9999999999999571
-1.0000000000001563;-30.06247168114637;-3.0000000000001137;-3.0000000000001137
-3.0000000000001137;-29.23310954674084;-5.000000000000071;-7.000000000000028
-5.000000000000071;-29.52939559680417;-5.999999999999872;-7.000000000000028
1.0000000000001563;-25.54209277061871;0.0;0.0
-3.0000000000001137;-23.969990246935403;-1.9999999999999571;-1.0000000000001563
-1.0000000000001563;-21.25991804928837;-1.0000000000001563;0.999999999999801
1.0000000000001563;-19.67439484123088;-1.9999999999999571;-0.999999999999801
0.0;-18.930492305615527;-5.000000000000071;-1.9999999999999571
0.0;-19.806763161647098;-9.999999999999789;-4.999999999999716
-3.0000000000001137;-22.353861118371103;-12.0000000000001;-10.000000000000142
3.9999999999999143;-22.1818882968834;-7.000000000000028;-7.000000000000028
1.9999999999999571;-24.2001475104976;-10.000000000000142;-12.0000000000001
0.0;-26.5143609272488;-12.0000000000001;-12.9999999999999
-1.0000000000001563;-28.657640177539506;-14.000000000000057;-15.000000000000211
0.0;-30.325583530109384;-14.000000000000057;-15.000000000000211
-1.9999999999999571;-32.019917446557834;-14.999999999999858;-12.9999999999999
-1.9999999999999571;-33.38724558142557;-16.000000000000014;-12.9999999999999
0.0;-33.04421616761484;-14.000000000000057;-8.000000000000185
-3.0000000000001137;-33.50414877491774;-16.000000000000014;-8.999999999999986
0.0;-32.39269667952825;-12.9999999999999;-3.0000000000001137
-1.9999999999999571;-32.25597247327886;-16.000000000000014;-1.9999999999999571
0.0;-30.662659826640333;-14.000000000000057;0.0
-1.0000000000001563;-29.777018332958185;-12.0000000000001;-1.0000000000001563
-4.00000000000027;-29.865632782267472;-14.000000000000057;-1.9999999999999571
-4.00000000000027;-28.448201840456548;-9.000000000000341;-1.0000000000001563
-3.9999999999999143;-25.839435550192825;-5.999999999999872;1.0000000000001563
-1.9999999999999571;-22.31221408919358;0.0;3.0000000000001137
0.0;-18.099185355919506;5.000000000000071;3.9999999999999143
3.0000000000001137;-14.7207672975205;5.000000000000071;5.000000000000071
-3.0000000000001137;-13.506165887143098;1.9999999999999571;1.9999999999999571
-3.9999999999999143;-13.045597808529402;2.0000000000003126;1.0000000000001563
5.000000000000071;-10.02792321716135;5.000000000000071;5.000000000000071
3.9999999999999143;-10.289053809573607;0.0;-1.0000000000001563
-7.000000000000028;-12.966059869090548;-5.000000000000071;-8.000000000000185
-11.999999999999744;-15.438215216270848;-7.000000000000028;-10.999999999999943
-8.999999999999986;-13.080155423928366;1.0000000000001563;-3.9999999999999143
-2.0000000000003126;-8.577168770780863;5.999999999999872;0.999999999999801
3.0000000000001137;-4.256184660086671;8.000000000000185;6.000000000000227
-7.000000000000028;-2.8344381193845702;3.9999999999999143;-1.0000000000001563
-9.999999999999789;-2.209173951824939;1.9999999999999571;-1.9999999999999571
-3.9999999999999143;1.3819011399030878;7.000000000000028;10.000000000000142
-5.000000000000071;4.893967852751658;7.000000000000028;16.000000000000014
-3.0000000000001137;8.353018097091836;8.999999999999986;12.0000000000001
-3.0000000000001137;11.773115546916408;10.999999999999943;10.000000000000142
-1.9999999999999571;14.45683383037476;14.000000000000057;5.999999999999872
-1.9999999999999571;16.61353336157791;10.999999999999943;7.999999999999829
-3.0000000000001137;18.380155750842174;10.999999999999943;10.999999999999943
-3.9999999999999143;19.850049465170624;16.000000000000014;5.000000000000071
-1.0000000000001563;21.80479005359596;21.999999999999886;5.000000000000071
-0.999999999999801;23.799607010032524;17.00000000000017;5.000000000000071
-0.999999999999801;25.47662629035572;13.000000000000256;1.9999999999999571
-0.999999999999801;26.90255982989525;8.999999999999986;1.9999999999999571
-0.999999999999801;28.12674075846236;10.999999999999943;0.0
0.0;29.186439539309987;14.000000000000057;1.0000000000001563
-1.0000000000001563;29.364989840645787;7.000000000000028;0.0
1.9999999999999571;29.51995660219309;5.000000000000071;-1.0000000000001563
-1.9999999999999571;28.035232353418472;1.9999999999999571;-3.9999999999999143
1.9999999999999571;26.760382323688493;-1.0000000000001563;-3.0000000000001137
-1.0000000000001563;23.131302295042936;-4.00000000000027;-7.000000000000028
3.0000000000001137;20.633368613139268;-5.000000000000071;-5.999999999999872
-3.9999999999999143;15.26422475087892;-7.999999999999829;-9.999999999999789
-5.000000000000071;11.555002431168084;-7.000000000000028;-8.999999999999986
-0.999999999999801;10.448390094636228;-5.000000000000071;-5.000000000000071
-3.0000000000001137;9.569269705352298;-5.999999999999872;-5.000000000000071
-1.0000000000001563;9.499147884664184;-4.00000000000027;-1.0000000000001563
-3.0000000000001137;10.089072586698231;-3.9999999999999143;-1.9999999999999571
-4.00000000000027;9.770606991480218;-5.000000000000071;0.999999999999801
-3.0000000000001137;11.476310454730184;-1.9999999999999571;3.9999999999999143
-3.0000000000001137;12.841276193944488;-1.9999999999999571;7.000000000000028
-2.9999999999997584;14.593986810569556;0.0;5.000000000000071
-3.9999999999999143;16.02858495129655;0.0;3.0000000000001137
-3.0000000000001137;17.861959880467076;3.9999999999999143;5.000000000000071
-3.0000000000001137;20.647318341007367;3.9999999999999143;4.999999999999716
-1.9999999999999571;22.924844097363025;7.999999999999829;5.999999999999872
1.0000000000001563;23.798984647549347;7.000000000000028;1.9999999999999571
2.9999999999997584;23.48890991783028;8.999999999999986;0.999999999999801
1.0000000000001563;19.16436182249298;1.9999999999999571;-5.000000000000071
-0.999999999999801;13.859630202528448;-1.9999999999999571;-7.000000000000028
-0.999999999999801;9.699467160264891;-0.999999999999801;-7.999999999999829
-5.000000000000071;6.357796292576699;-3.0000000000001137;-8.999999999999986
-4.00000000000027;4.430560564342356;-1.0000000000001563;-8.000000000000185
0.0;6.074545720618678;0.0;-5.999999999999872
-0.999999999999801;5.607334970993933;-1.9999999999999571;-6.999999999999673
0.0;4.391388543184884;-5.000000000000071;-3.9999999999999143
0.0;2.600126922298908;-6.000000000000227;-2.0000000000003126
0.0;0.3622385181791356;-7.999999999999829;-0.999999999999801
0.0;-1.4269596957653872;-8.999999999999986;-0.999999999999801
-3.9999999999999143;-6.010678525920659;-12.9999999999999;-4.999999999999716
3.0000000000001137;-6.175114693111464;-10.999999999999943;-5.000000000000071
0.0;-9.09850548492198;-13.999999999999702;-8.999999999999986
0.0;-11.26464383623614;-9.999999999999789;-8.999999999999986
-1.0000000000001563;-13.557208821750102;-8.000000000000185;-8.999999999999986
-3.0000000000001137;-15.346935177757338;-5.999999999999872;-7.000000000000028
-5.000000000000071;-17.974823067684756;-7.999999999999829;-7.999999999999829
-4.999999999999716;-17.51136471126938;-4.999999999999716;-3.9999999999999143
