R%_5;Fechamento_TSI_13:25;K%_8;K%_14_SMA_3
-0.4999999999995452;45.34052995366466;14.799999999999612;-10.033333333333395
-15.29999999999916;43.92193963935309;13.299999999999557;19.19999999999978
-53.000000000000114;42.8920181511615;10.699999999999932;20.566666666666816
-41.19999999999919;40.82776601667314;-8.200000000000784;12.199999999999989
-26.9999999999996;39.12014836318695;-43.80000000000024;9.633333333333384
-14.800000000001036;35.460030890828804;-27.499999999999147;7.766666666666803
0.4999999999995452;33.46017492131732;-5.099999999998772;2.033333333333568
-8.200000000000784;32.091312367451586;9.200000000001296;-7.799999999999348
-15.30000000000058;29.15098420597493;11.200000000000898;-21.033333333332862
-20.400000000000773;26.369325310767437;10.200000000000388;-19.166666666666288
-48.399999999999466;21.529615918941584;13.19999999999908;-23.099999999999927
-45.39999999999935;17.910761844639296;25.99999999999909;-8.633333333333345
-35.199999999998965;15.137728661755787;1.5000000000000568;4.100000000000155
18.80000000000024;13.76583449700088;-30.49999999999926;16.866666666667147
40.799999999998704;12.59883207144824;-24.499999999999037;12.06666666666744
25.40000000000049;12.853155947656123;25.99999999999909;15.30000000000058
-16.29999999999967;13.18970510044491;35.09999999999991;32.7666666666668
-19.899999999999807;12.866151186367963;26.00000000000051;47.73333333333293
-18.89999999999929;13.272802767308807;-8.70000000000033;52.1333333333331
-21.399999999999864;11.862239774541406;-18.39999999999975;31.266666666666747
-26.9999999999996;9.90022089945859;-15.29999999999916;24.800000000000463
-19.299999999999784;5.756140030609007;-19.40000000000026;14.933333333333584
-15.800000000000123;-0.3878936271235072;-20.90000000000032;11.166666666666458
-25.399999999999068;-9.68515963675637;5.100000000000193;-0.066666666666985
-8.199999999999363;-22.426045572185718;-3.0000000000001137;-20.600000000000307
-2.5000000000005684;-27.04638251674508;9.70000000000084;-25.36666666666652
24.50000000000045;-26.75171385164907;29.50000000000017;-26.53333333333308
19.899999999999807;-26.60660842653786;39.30000000000007;1.0000000000005116
47.99999999999898;-27.279636404682567;65.2000000000001;31.76666666666724
57.59999999999934;-27.68599215521737;100.40000000000047;86.33333333333393
-72.39999999999895;-28.034888239705214;171.79999999999893;162.26666666666696
-47.39999999999896;-28.63755072018186;57.59999999999934;207.83333333333331
-36.69999999999902;-27.03964930674817;-65.2000000000001;223.4333333333329
4.599999999999227;-25.92054867153437;-45.39999999999935;186.23333333333295
-6.599999999998829;-25.60778377850456;22.399999999998958;171.59999999999937
-3.6000000000001364;-25.50934317302031;19.899999999999807;148.66666666666646
-32.59999999999934;-25.4864766520852;0.0;130.66666666666626
-53.000000000000114;-25.02572355419325;10.200000000000388;90.23333333333312
-2.000000000001023;-25.47681266234123;-23.99999999999949;13.266666666666538
-7.599999999999341;-24.043979155581848;-28.600000000000136;-34.16666666666638
-26.9999999999996;-22.97718736515906;19.899999999999807;-41.83333333333318
-8.199999999999363;-22.185510774227385;19.899999999999807;-1.9000000000005457
-11.200000000000898;-23.97980859792544;6.100000000000705;13.733333333333064
-10.700000000001353;-25.234631656242637;-5.099999999998772;6.433333333333735
-43.30000000000069;-26.174893423581576;13.800000000000525;4.733333333334144
-25.499999999999545;-26.91446397877825;-5.60000000000116;-2.399999999999617
-27.50000000000057;-27.79128242518806;-23.499999999999943;4.066666666666663
33.59999999999985;-29.147005921166425;4.600000000000648;3.4000000000001287
-9.69999999999942;-28.57081401831513;56.09999999999928;27.200000000000085
-12.699999999999534;-29.556802915080883;50.900000000000034;36.86666666666696
-30.09999999999877;-30.99327598755718;25.0;56.06666666666674
-22.40000000000037;-32.60165100167756;-1.6000000000005343;55.03333333333321
-7.099999999999795;-32.46899789965077;5.099999999998772;51.46666666666609
-26.9999999999996;-28.283671346180565;19.40000000000026;52.29999999999961
12.800000000000011;-21.963291591201987;-6.099999999999284;53.16666666666663
-3.100000000000591;-12.70460611081339;10.699999999999932;68.30000000000022
-9.599999999998944;-12.329665610497967;43.79999999999882;56.56666666666676
-63.2000000000005;-14.41772918010042;23.399999999999466;56.53333333333327
-95.3000000000003;-15.875664956386354;-6.60000000000025;42.0999999999997
-106.59999999999884;-15.32404540106266;-61.10000000000042;26.499999999999584
-62.699999999999534;-16.494909812641513;-82.99999999999983;-7.766666666666803
115.2000000000001;-14.58271731712376;-97.89999999999992;-61.63333333333346
40.800000000000125;-8.08811321599349;59.60000000000037;-54.00000000000015
-42.30000000000018;-3.3215529588533363;171.3000000000008;-24.96666666666698
-45.90000000000032;-0.3661485043258077;51.50000000000006;24.33333333333299
-40.800000000000125;1.9799841783491423;-29.09999999999968;13.800000000000049
-108.59999999999984;3.779681936263985;11.700000000000443;15.3333333333336
-119.80000000000076;4.415626179070872;-12.699999999999534;18.70000000000071
-70.3000000000003;5.149600368885197;-99.39999999999998;32.266666666667255
5.5999999999997385;4.957678251158519;-114.70000000000056;23.60000000000042
-26.9999999999996;5.409144394283314;11.699999999999022;-17.3333333333332
-24.899999999999523;5.264727309694274;13.2000000000005;-73.23333333333342
5.100000000000193;6.60961372064322;-1.6000000000005343;-125.93333333333352
-16.800000000000637;6.477755047864033;21.399999999999864;-127.30000000000008
-7.099999999999795;5.080398108594846;14.300000000000068;-126.43333333333356
-17.799999999999727;6.858689551951774;13.799999999999102;-100.766666666667
-28.599999999998715;6.020151771362373;2.599999999999625;-60.50000000000088
-79.50000000000017;4.204852468883565;-4.099999999999682;0.9999999999995642
20.400000000000773;3.3690244439756603;-26.00000000000051;19.866666666666315
-51.50000000000006;2.145521690779068;-9.70000000000084;17.999999999999734
-76.00000000000051;6.166275976611076;57.60000000000076;19.899999999999807
9.599999999998944;9.7210028311385;-44.79999999999933;8.033333333333323
-0.4999999999995452;13.181816767722868;-23.0000000000004;4.96666666666717
-18.39999999999975;15.756735774118056;81.09999999999928;-4.233333333333178
-95.80000000000126;17.871679649784067;13.800000000000525;18.500000000000227
-164.69999999999914;19.041322532589;-1.0000000000005116;22.59999999999991
-85.20000000000039;20.27861044407107;-85.59999999999945;2.90000000000011
-35.69999999999993;21.18207931742277;-154.50000000000017;-44.66666666666678
-11.7999999999995;22.27049348797396;-42.30000000000018;-110.93333333333344
-5.5999999999997385;23.32288458047196;-21.89999999999941;-130.6333333333337
-2.599999999999625;21.38494495645718;0.0;-140.96666666666712
-16.29999999999967;19.252384160212628;10.699999999999932;-138.26666666666702
-17.799999999999727;17.840704882373135;2.5000000000005684;-160.0333333333334
-27.599999999999625;16.84846662877248;-7.100000000001216;-167.3666666666667
-31.59999999999883;17.11189063260761;-8.100000000000307;-127.43333333333358
55.50000000000068;14.70113832223886;-16.29999999999967;-85.10000000000038
-6.199999999999761;12.83951675033286;52.50000000000057;-11.699999999999967
-21.89999999999941;9.697516087886084;68.79999999999882;22.6333333333334
-37.80000000000001;4.063379584906687;0.4999999999995452;50.133333333333496
-44.89999999999981;0.6973329519937134;-15.30000000000058;44.53333333333281
-29.600000000000648;-0.9823163257010098;-35.199999999998965;29.066666666666663
-12.199999999999989;-3.066635382205161;21.90000000000083;32.96666666666681
22.49999999999943;-4.266609386707626;49.39999999999998;45.50000000000077
39.70000000000056;-5.278005193816067;30.09999999999877;77.10000000000008
-2.599999999999625;-10.059267046824946;54.59999999999923;80.66666666666625
-25.0;-13.99610709878812;42.30000000000018;84.4333333333329
-1.999999999999602;-16.822761868058738;-45.90000000000032;71.83333333333337
-39.30000000000007;-18.69748255850887;-4.599999999999227;78.3000000000006
-5.100000000000193;-21.22203986446049;7.200000000000273;88.33333333333353
90.69999999999963;-23.47308505338325;-9.69999999999942;85.63333333333343
0.0;-24.19907064073447;98.40000000000089;108.76666666666635
-36.70000000000044;-24.04251766368083;104.00000000000064;116.56666666666666
-19.899999999999807;-22.25227896488056;0.9999999999990904;117.4333333333332
23.499999999999943;-21.056675223194315;-13.300000000000978;90.36666666666662
-17.900000000000205;-16.93198080738831;20.90000000000032;88.86666666666656
-45.90000000000032;-13.728268545309128;35.20000000000039;107.3666666666668
-57.60000000000076;-12.683841957241263;-13.799999999999102;117.06666666666716
-60.20000000000039;-11.013538277517195;-33.10000000000031;105.16666666666718
-70.29999999999887;-9.59009737004176;-42.80000000000115;54.70000000000018
-88.10000000000002;-9.508451001185922;-21.999999999999886;7.966666666666337
-17.40000000000066;-10.049035569908447;-48.90000000000043;-50.83333333333352
11.200000000000898;-10.58498538423483;-54.00000000000063;-64.06666666666656
-3.6000000000001364;-11.465444327123867;0.0;-87.83333333333303
-14.799999999999612;-11.072292689926185;21.399999999999864;-89.03333333333354
17.300000000000182;-10.717049181311824;-17.300000000000182;-87.33333333333395
7.600000000000762;-10.694913289912469;23.0000000000004;-62.86666666666747
-4.600000000000648;-10.61316464220656;37.70000000000096;-30.06666666666717
-9.099999999999396;-11.503649063294535;15.200000000000102;-5.100000000000193
-26.60000000000053;-10.980762225100609;12.300000000000466;29.56666666666668
-16.29999999999967;-10.913625155405452;-9.199999999999877;43.000000000000206
-7.699999999999818;-9.257515476595218;-20.300000000000296;45.23333333333378
-17.899999999998784;-13.081108464637644;5.099999999998772;32.500000000000284
-14.300000000000068;-11.021912712700749;4.600000000000648;27.06666666666706
-41.80000000000064;-9.473062840049607;17.80000000000115;32.63333333333378
-33.099999999998886;-8.405479586102386;-1.100000000000989;19.700000000000276
-48.99999999999949;-8.54219759070776;-12.699999999999534;8.133333333333326
-4.600000000000648;-8.698528566277256;-16.29999999999967;-12.233333333333482
-78.00000000000011;-7.595842342025947;70.3000000000003;16.133333333333155
-20.90000000000032;-7.098535041914723;18.39999999999975;18.166666666666725
-1.099999999999568;-7.968051110050407;-75.40000000000049;28.70000000000014
22.89999999999992;-8.768570445327969;-19.40000000000026;-4.099999999999682
-27.599999999999625;-9.916673208485436;20.90000000000032;-5.09999999999972
-20.90000000000032;-9.964278026902546;19.900000000001228;2.733333333333595
-13.800000000000525;-8.834478723405528;-19.899999999999807;7.333333333333769
3.09999999999917;-7.908999355749188;-12.800000000000011;15.300000000000106
0.4999999999995452;-8.302928563427782;33.10000000000031;-5.966666666666735
-8.599999999999852;-7.387040471185228;26.49999999999864;6.933333333332807
-44.29999999999978;-5.30461558771883;11.699999999999022;13.199999999999552
-33.70000000000033;-2.436520755341459;-4.5000000000001705;36.66666666666648
-15.29999999999916;2.227199234550273;-33.10000000000031;22.233333333333388
-14.300000000000068;-0.3697419138989601;-18.39999999999975;3.900000000000148
-41.30000000000109;1.10972974783458;20.90000000000032;4.900000000000186
-64.70000000000056;2.659031124327266;1.5000000000000568;9.666666666666876
-64.79999999999961;4.0319156396244304;-39.20000000000101;-0.3333333333335038
-63.19999999999908;4.972465241167254;-38.30000000000098;-30.9000000000007
38.700000000000045;7.219806215817619;-56.60000000000025;-68.6000000000007
-84.59999999999894;8.75678942482375;64.19999999999959;-52.50000000000057
-18.39999999999975;10.0974121832023;41.80000000000064;-43.83333333333373
-8.70000000000033;12.75407394533133;-76.39999999999958;-24.30000000000045
-30.59999999999974;15.426410519718972;-14.300000000000068;-50.10000000000048
-43.899999999999295;18.078630179491608;-2.000000000001023;-54.70000000000065
0.0;19.3830372355582;-30.100000000000197;-58.1333333333338
-38.19999999999908;20.871574597792144;-28.10000000000059;-47.60000000000039
-55.10000000000019;22.15729723676413;1.6000000000005343;-32.299999999999805
-25.0;24.350573638067257;-38.19999999999908;-58.93333333333288
-14.800000000001036;23.74633035213174;-47.89999999999992;-76.93333333333261
-9.10000000000082;24.67488925190436;-23.99999999999949;-107.36666666666632
-26.500000000000057;22.986291304234705;2.499999999999148;-85.63333333333343
-31.60000000000025;23.84417958660944;4.100000000001103;-84.13333333333337
-30.59999999999974;23.273345478353026;-12.199999999999989;-72.19999999999989
-28.600000000000136;18.658728588241928;-28.000000000000117;-76.43333333333307
-53.000000000000114;15.583652231801686;7.600000000000762;-64.36666666666657
-19.40000000000026;13.455044982970552;1.0000000000005116;-61.66666666666648
-81.60000000000025;12.589058055512089;2.10000000000008;-32.633333333333304
4.600000000000648;12.09555184507256;-16.30000000000109;-29.366666666666674
59.0999999999994;11.997769221755965;-34.199999999999875;-25.133333333333496
-0.5000000000009663;11.201768418339626;63.700000000000045;-18.999999999999773
