ADX_14;Máximo_MACD_8:17;Máximo_MACD_12:26;Máximo_ROC_10
0.21167618701854266;0.6496010052173935;0.7323474877620458;0.5230319052910317
0.21023545832235022;0.6607859971916464;0.7413073155353866;0.5481137843491584
0.21851354086134187;0.6611244967358598;0.7440728322762351;0.5299871935636047
0.21203292221998024;0.6282393641199907;0.725970572241545;0.45431383604490483
0.1934600549211852;0.5867828421354433;0.7001691458809308;0.4158987734190194
0.19180183437250262;0.5510987980311144;0.6752641652128042;0.4086930412448328
0.20946047899981093;0.5241684208408446;0.6537578992198155;0.393116074173564
0.2350323184028367;0.5156001006034779;0.6423971908515262;0.39676081649215594
0.26760262019886316;0.4675619096098759;0.6065621596511264;0.2631820131235885
0.3126083675322019;0.4365897893714588;0.5787898732602238;0.2503248857296242
0.33652443070993143;0.41622963780004496;0.5564381340364081;0.2691626626125958
0.33100495307115807;0.4027335909279653;0.5379818287721826;0.2232978027498367
0.3131788684641327;0.4030948671742627;0.5282438204761849;0.2494682147538786
0.28784488831786326;0.40571150299718617;0.5209003003071011;0.3203193900573469
0.26479603691613907;0.4117743314791769;0.5167294018990368;0.36327617573760895
0.23433403630201396;0.4234839954172038;0.5172135485618482;0.3885398916911672
0.2074497633766292;0.4378332320689564;0.5207331388136334;0.40182140505514163
0.19209783782989162;0.45072623156115477;0.5247717506863174;0.37910091670813645
0.17892045131704862;0.4544908554020486;0.5243211428705269;0.4668927512216205
0.16354205987222226;0.4552655317841763;0.5224803164344063;0.45593654054192145
0.14319170445866278;0.4568807809827573;0.5213903311091903;0.4571526690307473
0.1208308768367658;0.46049972621317636;0.5218099627903775;0.46445085226652516
0.10494140347989867;0.46639084132277214;0.5240143180281832;0.45224924263781086
0.10161874911360938;0.46395259093156616;0.521529092045029;0.4340481578180577
0.11137899020131403;0.45093857620022;0.5123666403636219;0.3988725121783495
0.14435192178832484;0.42947084322345297;0.4971676265991928;0.35165777511202834
0.1743760996270579;0.40415204417882444;0.4783218535895848;0.3105825168579111
0.19333229664113546;0.3889894211714029;0.4644121347798867;0.3069989156485028
0.21195269538978065;0.37488193094809463;0.4505873033174255;0.30686422388914436
0.23126027197634355;0.36916833989505154;0.4415335880551644;0.31650193731882975
0.25210015389892637;0.367447474704954;0.4351081915304887;0.3140871849308311
0.26286260934702355;0.3670670611130502;0.4299063132701096;0.30444253976613617
0.25333623782911474;0.3710367543936952;0.4278441538235708;0.30087979079989335
0.22443908939530396;0.3720622622560594;0.4246272570296737;0.30677185534688295
0.19939506344980693;0.36810207878935947;0.4187244518541131;0.31743681567309384
0.18073290407567985;0.36957034301588115;0.41623995862743857;0.3537028788434819
0.16000475519850535;0.3791455918751735;0.41919054190207716;0.39750054540195306
0.13993372780663435;0.38969997695511177;0.42363775569898443;0.3999443030595361
0.12302851050383648;0.39969540882946075;0.42860070857880134;0.4158115129457136
0.1174213070629834;0.3978394019860468;0.42693889164514076;0.3852614516773744
0.1239891724746992;0.3888109199987076;0.4207118202627261;0.3620374188242199
0.13287327980496091;0.38041213722929756;0.414313699102703;0.35590068747154596
0.1320820391336112;0.392652814093302;0.4202827495391143;0.39136591301207574
0.12443751950709017;0.40276491254468033;0.42586950093167597;0.40112728058327046
0.12072812112648967;0.41310725979519836;0.4323059751196548;0.4231502257975417
0.12059852496481094;0.41164806647746965;0.4320597798319936;0.3937560887047102
0.11374015152007763;0.4088937767992915;0.4308243629642937;0.3705446756254139
0.10266839992006907;0.4082379733768971;0.4306464563440506;0.36566607590199335
0.09007255970620562;0.40807388315597215;0.43069295662694623;0.3607784520585685
0.07424046507303675;0.415082728796259;0.43515902998960765;0.40109208609354474
0.06264699154214654;0.42151206130333835;0.43970208364460084;0.42561393173463197
0.062026273276122784;0.4293325633810833;0.4454659851885535;0.44159551755135845
0.05521131373442545;0.4452378544494319;0.45666776715541574;0.425600206472962
0.04704930127658796;0.46097535447634097;0.46866819148253175;0.43663036847626874
0.047529479271359754;0.4766954277505061;0.48146035131389103;0.4439740702365914
0.056797856252627926;0.4890894485771425;0.4929085745613008;0.47348351989149445
0.07202358451400687;0.4983898235375915;0.5028700132923165;0.48457535277828556
0.07628180296042353;0.5136131190641842;0.5167062870421715;0.5091526941157049
0.08563265138253037;0.5242640130644365;0.5282675065090158;0.5153238608290965
0.1008864977583539;0.5261262039885115;0.5345803746162539;0.49066843133831844
0.09459278131616533;0.5364974871806751;0.5458028641951679;0.5164457985085544
0.08164798573234822;0.5305482142785704;0.5471034513404069;0.48205142427713993
0.08398427977135137;0.5495538493420751;0.5630469706988126;0.51990068570461
0.09671247939585709;0.5565677171425449;0.5723969174754019;0.4990179556766876
0.11110583835059137;0.5585308100370902;0.578595645816926;0.4854973700829194
0.11619620191414354;0.5598813329700639;0.584074498906278;0.4867012763884571
0.11173420309532367;0.5622374464652644;0.5898358398181278;0.49279843402254375
0.10497296405710296;0.536455339222683;0.5778685839424694;0.40606370202996694
0.09221846536454936;0.5235573650785186;0.5718505062249096;0.4194797646460021
0.07750452997264318;0.5174476814861733;0.5690469636920894;0.4402284176350286
0.07794563905832924;0.5122798838400827;0.5663686609190635;0.41460996036061776
0.08632952660380874;0.499599490193935;0.5586657870750423;0.4231416919588374
0.09580889337252507;0.49423178509120774;0.5546925007871624;0.37210583227973737
0.11145069341026531;0.4799082463120501;0.5448957919840798;0.3574709152161684
0.11492058567866673;0.46754993641585435;0.5354980527614824;0.3538115664758174
0.11748095924303747;0.46612210786993885;0.5322793628409164;0.36599330588619
0.13416954641316728;0.4439982993222415;0.5163570013109676;0.30407172048304665
0.15980460632575613;0.4266467185067495;0.5021824143745562;0.359642205643971
0.1839585874149182;0.41448533168986984;0.4904476299837357;0.34020846509783953
0.21917071908978988;0.3935318651869082;0.4728768907357185;0.29518242849431164
0.25592247795247114;0.3694559905694888;0.4524497455835138;0.26593551151860095
0.27432503418709586;0.34723083249358944;0.43213990794478396;0.26567614448770044
0.2909974384354391;0.3346362297914415;0.41700266259905133;0.2548202323726842
0.3012124215783065;0.33096230668283944;0.40730343380061146;0.2838075059294195
0.29848934850208864;0.33208306874902493;0.40106575893801827;0.2898538430518052
