R%_5;Abertura|T-7|_ROC_12;K%_14;K%_10
-1.9999999999999571;-1.0279001468428692;-7.000000000000028;0.0
-3.0000000000001137;-0.809418690213388;-5.999999999999872;0.0
-5.000000000000071;-0.8100147275404965;-3.9999999999999143;0.9999999999999788
-6.00000000000005;-0.663716814159291;0.9999999999999788;0.0
0.9999999999999788;-0.9594095940959468;-6.00000000000005;-5.000000000000071
-2.999999999999936;-0.7385524372230403;-4.000000000000092;-3.0000000000001137
-2.999999999999936;-0.5921539600296082;-3.0000000000001137;-4.000000000000092
-0.9999999999999788;-0.371471025260035;-6.00000000000005;-6.00000000000005
0.0;-0.5192878338278952;-6.00000000000005;-0.9999999999999788
0.0;-0.5192878338278952;-6.00000000000005;-2.999999999999936
-1.9999999999999571;-0.3711952487008219;-5.000000000000071;-0.9999999999999788
-0.9999999999999788;-0.4454342984409836;-6.00000000000005;0.9999999999999788
-1.9999999999999571;-0.4451038575667692;0.0;0.9999999999999788
0.0;-0.5192878338278952;-2.999999999999936;0.0
-1.9999999999999571;-0.3711952487008219;-0.9999999999999788;0.0
-0.9999999999999788;-0.4454342984409836;0.9999999999999788;0.0
-1.9999999999999571;0.0;0.9999999999999788;0.9999999999999788
0.0;-0.2976190476190413;-0.9999999999999788;0.0
-5.999999999999872;0.0744601638123588;1.9999999999999571;1.9999999999999571
-6.00000000000005;0.0745712155108112;0.9999999999999788;0.9999999999999788
-2.999999999999936;0.0;0.0;-0.9999999999999788
1.9999999999999571;-0.2237136465324337;-1.9999999999999571;-1.9999999999999571
-4.000000000000092;-0.149031296572277;-1.9999999999999571;-2.999999999999936
-4.000000000000092;-0.0745712155108112;-0.9999999999999788;-1.9999999999999571
-1.9999999999999571;-0.4470938897168443;-6.00000000000005;-4.000000000000092
0.9999999999999788;-0.2237136465324337;-1.9999999999999571;0.0
0.9999999999999788;-0.2235469448584155;-3.9999999999999143;-1.9999999999999571
-0.9999999999999788;0.0;-0.9999999999999788;0.9999999999999788
-7.000000000000028;0.149031296572277;3.9999999999999143;7.000000000000028
-1.9999999999999571;0.0;1.9999999999999571;1.9999999999999571
-0.9999999999999788;-0.3720238095238016;-1.9999999999999571;0.0
3.9999999999999143;-0.149031296572277;0.0;-0.9999999999999788
0.0;0.2982848620432449;8.000000000000007;0.9999999999999788
-6.00000000000005;0.7473841554559016;9.999999999999964;8.000000000000007
-6.00000000000005;0.5223880597014946;8.000000000000007;8.999999999999986
-1.9999999999999571;0.1492537313432804;0.9999999999999788;1.9999999999999571
-4.999999999999893;0.5239520958083854;-0.9999999999999788;-1.9999999999999571
-6.00000000000005;0.2989536621823553;1.9999999999999571;-6.00000000000005
-4.000000000000092;0.074682598954442;1.9999999999999571;-7.000000000000028
-5.000000000000071;-0.2237136465324337;-1.9999999999999571;-4.999999999999893
-8.999999999999986;-0.2976190476190413;-4.999999999999893;-2.999999999999936
-2.999999999999936;-0.5223880597014946;-15.000000000000036;-8.999999999999986
-4.000000000000092;-0.4480955937266654;-14.000000000000057;-8.000000000000007
-5.000000000000071;-0.5970149253731348;-10.999999999999943;-4.999999999999893
-3.0000000000001137;-1.115241635687722;-12.9999999999999;-9.999999999999964
-5.999999999999872;-1.48367952522256;-14.000000000000057;-5.000000000000071
-1.9999999999999571;-1.4847809948032744;-14.000000000000057;-5.000000000000071
0.9999999999999788;-1.1922503725782423;-10.999999999999943;-5.000000000000071
0.0;-0.9679821295606776;-9.999999999999964;1.0000000000001563
1.9999999999999571;-0.8196721311475367;-1.9999999999999571;3.0000000000001137
0.9999999999999788;-0.4477611940298544;1.9999999999999571;6.00000000000005
0.0;-0.2242152466367798;3.9999999999999143;4.999999999999893
-3.0000000000001137;-0.1492537313432804;9.000000000000163;4.000000000000092
0.0;0.1500375093773411;7.000000000000028;3.9999999999999143
0.0;0.2250562640660117;8.000000000000007;1.9999999999999571
-1.9999999999999571;0.3753753753753673;6.999999999999851;1.9999999999999571
-2.999999999999936;0.4511278195488626;1.9999999999999571;-2.000000000000135
-3.9999999999999143;0.5271084337349419;3.9999999999999143;0.0
0.0;0.4521477015825207;-0.9999999999999788;-3.9999999999999143
0.9999999999999788;0.5279034690799418;-1.9999999999999571;-3.9999999999999143
0.9999999999999788;0.3007518796992416;-4.000000000000092;-1.9999999999999571
-4.999999999999893;0.450788880540937;1.9999999999999571;1.9999999999999571
-2.999999999999936;0.074962518740628;-1.9999999999999571;2.999999999999936
1.9999999999999571;-0.2247191011235907;-4.999999999999893;-0.9999999999999788
-3.9999999999999143;-0.1494768310911909;0.0;0.9999999999999788
-1.9999999999999571;0.0;0.0;-3.0000000000001137
0.9999999999999788;-0.224550898203588;0.9999999999999788;-2.999999999999936
0.0;-0.0747943156320103;2.999999999999936;3.9999999999999143
-2.000000000000135;0.1497005988024053;3.0000000000001137;2.000000000000135
-7.000000000000028;0.3745318352059978;1.9999999999999571;4.000000000000092
-2.999999999999936;0.2250562640660117;0.0;2.999999999999936
-0.9999999999999788;0.0;0.9999999999999788;-1.9999999999999571
-3.9999999999999143;0.0;-1.9999999999999571;-4.000000000000092
-3.0000000000001137;-0.3739715781600519;-3.9999999999999143;-8.000000000000007
-2.000000000000135;-0.3745318352059845;-2.999999999999936;-6.999999999999851
-1.0000000000001563;-0.1501501501501469;-4.999999999999893;-2.999999999999936
-2.000000000000135;-0.449101796407176;-8.000000000000007;-3.9999999999999143
-2.000000000000135;-0.3745318352059845;-9.999999999999964;-1.9999999999999571
0.0;-0.2250562640660117;-6.999999999999851;-0.9999999999999788
4.999999999999893;-0.299401197604784;-0.9999999999999788;1.9999999999999571
-4.000000000000092;0.0;4.000000000000092;8.000000000000007
-3.9999999999999143;-0.2238805970149338;4.999999999999893;8.000000000000007
-1.9999999999999571;-0.074850299401196;3.9999999999999143;6.00000000000005
0.9999999999999788;0.0750187546886705;3.9999999999999143;1.9999999999999571
-2.999999999999936;0.074962518740628;4.999999999999893;-3.0000000000001137
-4.999999999999893;0.3753753753753673;8.000000000000007;0.0
-3.9999999999999143;0.3007518796992416;5.000000000000071;-0.9999999999999788
-5.000000000000071;0.1503759398496208;0.0;-2.999999999999936
-4.000000000000092;0.0751879699248104;-7.000000000000028;-4.999999999999893
0.0;-0.1503759398496341;-8.999999999999986;-10.000000000000142
-3.0000000000001137;0.0;-4.999999999999893;-3.9999999999999143
-3.0000000000001137;-0.1501501501501469;-4.999999999999893;-2.999999999999936
3.0000000000001137;-0.6726457399103261;-7.000000000000028;-2.000000000000135
2.999999999999936;-0.2991772625280415;-5.000000000000071;5.000000000000071
-0.9999999999999788;0.1498127340823938;2.999999999999936;6.999999999999851
-4.000000000000092;0.3748125937031538;6.00000000000005;10.000000000000142
-0.9999999999999788;0.0749063670411969;4.999999999999893;7.000000000000028
4.000000000000092;-0.0747943156320103;8.000000000000007;3.9999999999999143
-0.9999999999999788;0.4497751124437818;9.999999999999964;3.0000000000001137
0.0;0.6006006006006012;11.00000000000012;0.9999999999999788
0.9999999999999788;0.676183320811419;11.00000000000012;4.000000000000092
-5.999999999999872;1.204819277108435;11.999999999999922;8.000000000000007
-5.000000000000071;0.9022556390977384;5.000000000000071;1.9999999999999571
-7.000000000000028;0.7518796992481176;0.9999999999999788;0.0
-8.000000000000007;0.6019563581640337;0.9999999999999788;-4.000000000000092
-13.99999999999988;0.2250562640660117;0.0;-8.000000000000007
-6.999999999999851;-0.5983545250560963;-11.00000000000012;-12.0000000000001
5.999999999999872;-1.2696041822255408;-17.99999999999997;-17.99999999999997
4.000000000000092;-0.5988023952095813;-13.000000000000078;-8.999999999999986
-1.9999999999999571;-0.224550898203588;-10.999999999999943;-1.9999999999999571
0.0;-0.4477611940298544;-7.000000000000028;5.000000000000071
-3.9999999999999143;-0.3731343283582142;-5.000000000000071;12.9999999999999
-3.9999999999999143;-0.3731343283582142;-1.9999999999999571;7.000000000000028
-1.9999999999999571;-0.8184523809523768;-1.9999999999999571;0.0
-0.9999999999999788;-0.7451564828613982;3.0000000000001137;-2.999999999999936
-4.999999999999893;-0.2985074626865741;13.99999999999988;0.9999999999999788
-8.000000000000007;-0.2991772625280415;5.000000000000071;-1.9999999999999571
-5.000000000000071;-0.299401197604784;-0.9999999999999788;0.0
1.9999999999999571;-0.1504890895410051;-8.000000000000007;-4.000000000000092
-0.9999999999999788;0.6807866868381229;-3.9999999999999143;-4.999999999999893
-3.0000000000001137;0.3012048192771154;-2.999999999999936;0.0
-1.9999999999999571;0.0;0.9999999999999788;0.9999999999999788
1.9999999999999571;-0.2248875562218842;0.0;3.0000000000001137
0.9999999999999788;-0.1498127340823938;-2.999999999999936;1.9999999999999571
-7.000000000000028;0.4494382022471948;8.999999999999986;8.999999999999986
-8.000000000000007;0.1500375093773411;2.999999999999936;2.999999999999936
-9.999999999999964;0.2252252252252204;7.000000000000028;3.9999999999999143
7.000000000000028;-0.6736526946107774;-4.000000000000092;-6.00000000000005
0.9999999999999788;0.1500375093773411;2.999999999999936;-6.00000000000005
-5.999999999999872;0.3753753753753673;4.999999999999893;0.9999999999999788
