Loss;Optimizer;Epochs;Batch Size;MSE;MAE;RMSE;R2_Score
mae;adagrad;70;70;3.411121856402027;1.0905588834464144;1.8469222659337958;-70.04230440065793
mae;adagrad;70;90;3.2594204860167517;1.0646079512356088;1.8053865198391041;-66.88287023600593
mae;adagrad;90;10;2.010642254590088;0.8272129805558391;1.4179711755145405;-40.87497987599868
mae;adagrad;90;30;1.7228533915485298;0.7585590732989668;1.3125750993937566;-34.881296603457166
mae;adagrad;90;50;1.5745365574221586;0.7253632946403659;1.2548053862739665;-31.79235105377765
mae;adagrad;90;70;1.4688870143863237;0.6998817287496969;1.2119764908554636;-29.592023034989456
mae;adagrad;90;90;1.3987755106802535;0.6827928620941784;1.182698402248119;-28.131833983423817
mae;adadelta;10;10;141.31630069174338;11.885654373933782;11.8876532878337;-2942.147759929956
mae;adadelta;10;30;141.18778718697766;11.880252069751851;11.882246723030862;-2939.4712517577173
mae;adadelta;10;50;141.1041915874665;11.876735836724405;11.878728534126305;-2937.7302339116727
mae;adadelta;10;70;141.03567885345458;11.873852962732924;11.875844342759574;-2936.3033419066687
mae;adadelta;10;90;140.98482451033166;11.871712268134136;11.873703066454528;-2935.2442153564243
mae;adadelta;30;10;139.6579718456827;11.815666335046064;11.817697400326457;-2907.6102946508645
mae;adadelta;30;30;139.12267939071802;11.792944000186905;11.795027740141945;-2896.461936096155
mae;adadelta;30;50;138.75440137611267;11.777272337113514;11.779405815919267;-2888.7919319394405
mae;adadelta;30;70;138.44309970946316;11.76400058660821;11.766184585899676;-2882.3085552986913
mae;adadelta;30;90;138.20470669381223;11.753821571193205;11.756049791227163;-2877.3436229691474
mae;adadelta;50;10;134.81026770182956;11.607537224809988;11.610782389737118;-2806.648767056772
mae;adadelta;50;30;133.39372902529598;11.545710608854536;11.549620297884081;-2777.1469855051305
mae;adadelta;50;50;132.37069295940194;11.500746022406586;11.505246323282346;-2755.8405524119553
mae;adadelta;50;70;131.47329009571092;11.461083700275745;11.466180274865337;-2737.150640384126
mae;adadelta;50;90;130.77098403454414;11.429899001700335;11.435514156982368;-2722.523944804138
mae;adadelta;70;10;122.15867867915048;11.037433125272292;11.052541729355763;-2543.158315428867
mae;adadelta;70;30;118.32065785433147;10.855917173447658;10.877529951893099;-2463.2251276944203
mae;adadelta;70;50;115.4775523120844;10.718443423272396;10.746048218395654;-2404.0127108185957
mae;adadelta;70;70;112.94208790821862;10.593550668956876;10.627421507977305;-2351.207433974438
mae;adadelta;70;90;110.94119396373755;10.49344483196938;10.532862572147115;-2309.5354789223275
mae;adadelta;90;10;89.68726434325471;9.331778516489633;9.47033602060955;-1866.886930622989
mae;adadelta;90;30;81.28942311118819;8.809576429493573;9.016064724212454;-1691.9878744672678
mae;adadelta;90;50;75.43453551938086;8.41535343403719;8.685305724001939;-1570.050071000012
mae;adadelta;90;70;70.48850898078287;8.058648059173507;8.395743503751342;-1467.0408154762486
mae;adadelta;90;90;66.7710664104972;7.773508994368469;8.171356460863594;-1389.618871087325
mae;adamax;10;10;2.348306910541228;0.9737640697453297;1.5324186472831856;-47.907409757799165
mae;adamax;10;30;0.9038074812122334;0.6523943132932494;0.9506878989511929;-17.823298874346612
mae;adamax;10;50;0.5249479045441667;0.515464322226388;0.7245328871377522;-9.932916031457918
mae;adamax;10;70;0.3799326643930403;0.4411426780337379;0.6163867814879228;-6.912731685297567
mae;adamax;10;90;0.3290099013338736;0.4153520268810039;0.5735938470153542;-5.852180175716571
mae;adamax;30;10;0.12778775908784096;0.29312135670460815;0.3574741376489227;-1.661393307529611
mae;adamax;30;30;0.10059663210275262;0.2582828634612415;0.31716972128933213;-1.0950927174037797
mae;adamax;30;50;0.11645975881978489;0.2827739964699259;0.3412620090484508;-1.425468800234869
mae;adamax;30;70;0.11553252712329491;0.2821645242340711;0.33990076069831754;-1.4061576529921083
mae;adamax;30;90;0.10744454984795665;0.2714084718665299;0.3277873546187477;-1.2377120307690879
mae;adamax;50;10;0.10033003334993792;0.2606888492091173;0.31674916471861125;-1.0895403535341774
mae;adamax;50;30;0.10806582143015142;0.2701412468216047;0.32873366336618376;-1.250651048111703
mae;adamax;50;50;0.09612894528490314;0.25131213090857685;0.3100466824284742;-1.0020456847142905
mae;adamax;50;70;0.10418595148548304;0.2622473274282858;0.3227784867141598;-1.1698462826276494
mae;adamax;50;90;0.11258413203102291;0.2745684462826269;0.335535589812799;-1.3447524055526259
mae;adamax;70;10;0.1016275179799558;0.25478684678369645;0.3187907118784294;-1.1165626359155318
mae;adamax;70;30;0.10146689602363548;0.2543102577105672;0.31853868842518246;-1.1132174156640415
mae;adamax;70;50;0.09845256630875365;0.2503140448226411;0.3137715192759752;-1.0504389696912964
mae;adamax;70;70;0.10503769637676098;0.26018327920615275;0.324095196472828;-1.1875852911958447
mae;adamax;70;90;0.09953486470193977;0.25110561098371237;0.31549146533930167;-1.0729796396344606
mae;adamax;90;10;0.11829092492418614;0.271131646033047;0.3439344776613507;-1.4636058898122721
mae;adamax;90;30;0.10132224366033016;0.2506037032198744;0.3183115512518045;-1.110204788833685
mae;adamax;90;50;0.10284863758745943;0.25426586047321764;0.32070023010197457;-1.1419944892816227
mae;adamax;90;70;0.09919006784919991;0.24988301231747584;0.31494454726062476;-1.0657986698538706
mae;adamax;90;90;0.09774691895361758;0.24924857924584634;0.31264503666877164;-1.0357426860891703
mae;nadam;10;10;0.24277440026950517;0.35957904919475114;0.49272142258024987;-4.056181974931075
mae;nadam;10;30;0.16472415991715814;0.31733908789498466;0.4058622425369945;-2.430655486263047
mae;nadam;10;50;0.1472340956939036;0.314335895849734;0.3837109533149967;-2.0663957151840675
mae;nadam;10;70;0.12915385536834367;0.2946717879885719;0.3593798204801484;-1.6898445420165689
mae;nadam;10;90;0.13187872771748566;0.3010195889116145;0.363151108655179;-1.7465945553640445
mae;nadam;30;10;0.12748395310916738;0.29898195928456833;0.35704895057844294;-1.6550660410981406
mae;nadam;30;30;0.11556702620548812;0.28183396332928934;0.339951505667335;-1.4068761539433754
mae;nadam;30;50;0.09541991655907041;0.25239135495659454;0.3089011436674691;-0.9872789784253078
mae;nadam;30;70;0.10151309034353555;0.26135311022907703;0.31861118992203574;-1.1141794894550325
mae;nadam;30;90;0.0988345340776017;0.2568642225719634;0.31437960187900504;-1.058394085822611
mae;nadam;50;10;0.07704655203659677;0.22446859346766052;0.2775726067835167;-0.6046230047549308
mae;nadam;50;30;0.09359159626965179;0.24749034427461172;0.30592743628130475;-0.9492011576933974
mae;nadam;50;50;0.10069657675971797;0.257192808787028;0.3173272392337569;-1.097174231651072
mae;nadam;50;70;0.0963341614372403;0.24929395429131126;0.3103774499496384;-1.006319653506964
mae;nadam;50;90;0.09613369458232976;0.24763719130535514;0.3100543413376593;-1.0021445967577987
mae;nadam;70;10;0.10916156605666824;0.2701147560846239;0.3303960745176435;-1.2734717583001394
mae;nadam;70;30;0.10666040598724895;0.26269486213216986;0.3265890475616856;-1.2213809264604714
mae;nadam;70;50;0.09748564023619209;0.24886233790391166;0.31222690504854334;-1.0303011208334705
mae;nadam;70;70;0.10177307600984882;0.25686291493526126;0.3190189273536114;-1.1195941247637569
mae;nadam;70;90;0.09592501492863176;0.24732316062563947;0.3097176374193626;-0.997798494770145
mae;nadam;90;10;0.10169929067586772;0.25564721918430466;0.3189032622534108;-1.118057422066622
mae;nadam;90;30;0.11377002030036211;0.27109404090310446;0.33729811784289887;-1.369450507515019
mae;nadam;90;50;0.10196549726577718;0.25612564670796306;0.31932036775905354;-1.1236016184893658
mae;nadam;90;70;0.10819036267063181;0.26321180525280186;0.32892303456983946;-1.2532448272521455
mae;nadam;90;90;0.11392082328863389;0.2709984174715419;0.3375215893667157;-1.3725912313731317
mse;adam;10;10;0.6355766974961086;0.5814690296017394;0.7972306425973029;-12.236945238042477
mse;adam;10;30;0.4208841794881881;0.47504480893920065;0.6487558704845668;-7.765615318169681
mse;adam;10;50;0.34843976857525905;0.43269671161158557;0.5902878692428458;-6.256839581371117
mse;adam;10;70;0.3035061787824947;0.4084583106008517;0.5509139486185612;-5.321022598497657
mse;adam;10;90;0.2841278755807799;0.4006453711321565;0.5330364674023531;-4.91743710000815
mse;adam;30;10;0.09389774814273304;0.2487653747869998;0.30642739456963214;-0.9555772812902281
mse;adam;30;30;0.0945090915014297;0.2553154970026342;0.30742330995132705;-0.9683095268124271
mse;adam;30;50;0.08650968963984877;0.24397284423412927;0.2941252958176987;-0.801708635376362
mse;adam;30;70;0.08141422511629039;0.2361559404645648;0.2853317807680918;-0.6955870844660672
mse;adam;30;90;0.08616833082440675;0.24383088196215996;0.29354442734347175;-0.7945992684591512
mse;adam;50;10;0.07319233267296169;0.22138370072760558;0.2705408151702099;-0.5243524554210277
mse;adam;50;30;0.10448839331907799;0.2678122690421384;0.32324664471433884;-1.1761451384616675
mse;adam;50;50;0.08836978024551984;0.24164106278192438;0.29727055058569096;-0.8404481259556495
mse;adam;50;70;0.08688090591629169;0.23807280352326488;0.2947556715591605;-0.8094398337385789
mse;adam;50;90;0.08336802871446324;0.23300877486767418;0.28873522250405;-0.7362783044821419
mse;adam;70;10;0.08996010233352938;0.24293124932010166;0.29993349651802714;-0.8735692370233832
mse;adam;70;30;0.09009484038116264;0.23803374958687096;0.30015802568174427;-0.8763753816870066
mse;adam;70;50;0.07645834194009661;0.21382301395442213;0.2765110159470986;-0.5923725480177502
mse;adam;70;70;0.09065554857768468;0.2325841550762151;0.30109059862055587;-0.8880530654679308
mse;adam;70;90;0.08796620570938164;0.22694704964047394;0.2965909737490028;-0.832043012842826
mse;adam;90;10;0.0902850539664399;0.23996277815630654;0.3004747143545358;-0.8803368969876242
mse;adam;90;30;0.11000531309198232;0.2619886799247898;0.33167048872635974;-1.291044198172798
mse;adam;90;50;0.10225682387062567;0.24318502750526483;0.3197762090441152;-1.129668981138054
mse;adam;90;70;0.10652059234189461;0.25024371127693024;0.32637492603123575;-1.2184690740052484
mse;adam;90;90;0.11372083252616552;0.2596658165600836;0.3372251955684295;-1.3684260900434744
mse;sgd;10;10;0.17900914757558406;0.3523464668689131;0.4230947264804704;-2.7281641899421243
mse;sgd;10;30;0.13534601912101452;0.3062581600786066;0.36789403246181435;-1.818806684307189
mse;sgd;10;50;0.11804614461247825;0.2823694687149152;0.3435784402614318;-1.4585079313846063
mse;sgd;10;70;0.12028245068261063;0.2882273668821167;0.3468176043435665;-1.5050827367581552
mse;sgd;10;90;0.11436021940290414;0.27886927611162876;0.33817187849214214;-1.381742388621844
mse;sgd;30;10;0.08145918320773068;0.2336980487538033;0.285410552025903;-0.6965234117366335
mse;sgd;30;30;0.08408059013706064;0.23945960012422943;0.289966532787942;-0.7511185850758484
mse;sgd;30;50;0.08234776854444927;0.23683542199686278;0.28696300901762456;-0.715029684052483
mse;sgd;30;70;0.08316475352653563;0.23839435343839688;0.288382997984513;-0.7320447595119581
mse;sgd;30;90;0.08288940288049663;0.23807513321338064;0.28790519773094864;-0.7263101228626967
mse;sgd;50;10;0.0778377493343823;0.23003876718534091;0.2789941743735562;-0.6211010086599407
mse;sgd;50;30;0.07974414605649491;0.23303111965153495;0.28239006012339546;-0.6608049013797377
mse;sgd;50;50;0.08010238861327341;0.23363010250792213;0.28302365380524896;-0.6682659003822105
mse;sgd;50;70;0.07728555271451126;0.2288865272366271;0.278002792637972;-0.6096005926650485
mse;sgd;50;90;0.07920411280369302;0.23208050747306982;0.2814322526003248;-0.649557807799652
mse;sgd;70;10;0.08419042873862796;0.2394589913296862;0.29015586972975055;-0.7534061572283479
mse;sgd;70;30;0.07643056776171421;0.22659417729799441;0.2764607888321854;-0.5917941044094053
mse;sgd;70;50;0.07776268716573997;0.22864642863370938;0.2788596191020492;-0.6195377137504807
mse;sgd;70;70;0.07987171651075457;0.23200624193464012;0.2826158461777304;-0.6634617689516293
mse;sgd;70;90;0.07909213088199728;0.23064596176147464;0.2812332321792666;-0.6472255974291699
mse;sgd;90;10;0.08081809290022797;0.2329714579160522;0.2842852315900845;-0.6831716363702856
mse;sgd;90;30;0.08088216281897427;0.23293067205519907;0.2843978952435729;-0.684505999334176
mse;sgd;90;50;0.07991950366641434;0.23117878154832497;0.28270037790285024;-0.6644570162050956
mse;sgd;90;70;0.07917539906055014;0.22988955737782177;0.281381234378823;-0.6489597961874283
mse;sgd;90;90;0.08124657420143243;0.23326896589629512;0.2850378469632277;-0.6920954744246273
mse;rmsprop;10;10;0.2031714695732121;0.3479934428987049;0.4507454598475864;-3.2313848623905663
mse;rmsprop;10;30;0.09751487511232503;0.24614348573749575;0.3122737182542345;-1.0309099859097661
mse;rmsprop;10;50;0.08518631480582699;0.2388965540516134;0.29186694709375194;-0.7741471462966636
mse;rmsprop;10;70;0.11884973246100677;0.27603723980131606;0.3447458954955182;-1.4752439891835056
mse;rmsprop;10;90;0.08544162841007022;0.23730780556088404;0.29230399998985684;-0.7794644781170541
mse;rmsprop;30;10;0.09572996473929106;0.2500835224073761;0.30940259329761777;-0.9937362491196295
mse;rmsprop;30;30;0.08856193759344184;0.239096877818205;0.29759357787667706;-0.8444501233566741
mse;rmsprop;30;50;0.10091555349308097;0.25498632898136064;0.3176720848502131;-1.1017347875042849
mse;rmsprop;30;70;0.06569178755464011;0.20695776310096795;0.2563040919584393;-0.3681410880473879
mse;rmsprop;30;90;0.10680411606506289;0.265223502464035;0.3268089901839649;-1.2243739286231876
mse;rmsprop;50;10;0.07039955807735748;0.21500913217765139;0.2653291504478117;-0.46618826449041983
mse;rmsprop;50;30;0.08719928324251285;0.23175662021247712;0.2952952475786105;-0.8160705727962352
mse;rmsprop;50;50;0.08968802188207227;0.23889318557012656;0.2994795850839791;-0.8679027076328814
mse;rmsprop;50;70;0.081178544933842;0.2321355139803725;0.2849184882274964;-0.6906786514145542
mse;rmsprop;50;90;0.09739791873723995;0.25185115956935755;0.3120863962707121;-1.0284741742471608
mse;rmsprop;70;10;0.0845359017550484;0.2281366417034954;0.29075058341308346;-0.7606012092458216
mse;rmsprop;70;30;0.14545482547960134;0.3141679961016389;0.3813854028140056;-2.0293394441105934
mse;rmsprop;70;50;0.07583764598415257;0.21915539060320177;0.275386357658023;-0.5794455190522869
mse;rmsprop;70;70;0.07975675551854101;0.22668850775478655;0.2824123855615065;-0.6610675144667861
mse;rmsprop;70;90;0.07419337691872928;0.21416285677021055;0.2723846121181027;-0.5452008721648847
mse;rmsprop;90;10;0.08420923375883203;0.23385927213292554;0.29018827295194416;-0.7537978031518411
mse;rmsprop;90;30;0.09738653390293595;0.25187926337832506;0.3120681558617219;-1.0282370660762354
mse;rmsprop;90;50;0.10479008687428293;0.26029912325800686;0.3237129698888862;-1.1824284101496496
mse;rmsprop;90;70;0.12001737883388375;0.27836043156734136;0.34643524479169807;-1.4995621732139486
mse;rmsprop;90;90;0.11163023110883043;0.26962596672732814;0.33411110593458343;-1.3248858271847848
mse;adagrad;10;10;80.64056882495524;8.614276429603802;8.980009400048267;-1678.4744012890171
mse;adagrad;10;30;66.95975724183916;7.580908584266293;8.182894184934764;-1393.548672496398
mse;adagrad;10;50;60.258501680599636;7.024885701424614;7.762634970201783;-1253.9838438302272
mse;adagrad;10;70;55.596274779737385;6.620470420239227;7.456290953264725;-1156.8851893056567
mse;adagrad;10;90;52.547183553965574;6.345868407631812;7.248943616415124;-1093.3827768661504
mse;adagrad;30;10;17.864377084840672;3.2018312175582055;4.22662715233325;-371.05546099371384
mse;adagrad;30;30;14.377877404274553;2.77352831718873;3.791817163877308;-298.4432876306574
mse;adagrad;30;50;12.886352959951541;2.6036199759463874;3.589756671412638;-267.37980234479807
mse;adagrad;30;70;11.92577132879286;2.500238338457484;3.4533710094330816;-247.37408706541615
mse;adagrad;30;90;11.329530604124844;2.440160596046318;3.365936809288737;-234.9563790968675
mse;adagrad;50;10;6.769538856856024;1.9703307727567192;2.601833748888661;-139.98694223375378
mse;adagrad;50;30;6.003997027474659;1.8656318134839842;2.4503054967645683;-124.04325626654754
mse;adagrad;50;50;5.624201156899495;1.8076420053170652;2.371539828233862;-116.13337354075915
mse;adagrad;50;70;5.357530876485847;1.7650670133642599;2.314634069671888;-110.57951998955889
mse;adagrad;50;90;5.181228714713579;1.7349180579347676;2.276231252468338;-106.90773329580222
mse;adagrad;70;10;3.625099565236999;1.4337825066378327;1.903969423398653;-74.4987472267854
mse;adagrad;70;30;3.2605393658945783;1.3507697351935768;1.805696365919414;-66.90617277640598
mse;adagrad;70;50;3.0671272993240333;1.3035693823236996;1.7513215864951912;-62.87804376592318
mse;adagrad;70;70;2.9291703847450448;1.2697624231844533;1.7114819265025982;-60.00486082720703
mse;adagrad;70;90;2.836349626018936;1.2466784606336736;1.6841465571674386;-58.07171364756459
mse;adagrad;90;10;2.0446285130582678;1.0408955075140713;1.4299050713450414;-41.58280041750306
mse;adagrad;90;30;1.8537940813225422;0.9905754779634022;1.3615410685405498;-37.6083549534539
mse;adagrad;90;50;1.752918081473253;0.9632215762624936;1.323978127263911;-35.507443936580124
mse;adagrad;90;70;1.683059359611881;0.9444147479128676;1.29732777647435;-34.052519488717905
mse;adagrad;90;90;1.63418073148111;0.9303024744825299;1.2783507857709127;-33.03454049983023
mse;adadelta;10;10;141.57799712219978;11.896642935501877;11.898655265289426;-2947.5980247565135
mse;adadelta;10;30;141.40114926814684;11.889218582921776;11.891221521279757;-2943.9148731104788
mse;adadelta;10;50;141.2847918490905;11.884329830028053;11.886327937975231;-2941.49153570658
mse;adadelta;10;70;141.18849304396167;11.880281614901904;11.882276425162043;-2939.485952407191
mse;adadelta;10;90;141.1171145334045;11.877279476116897;11.879272474920528;-2937.9993758238443
mse;adadelta;30;10;139.2156664056924;11.796888522835841;11.7989688704434;-2898.39854583958
mse;adadelta;30;30;138.4399283601578;11.763851402753863;11.766049819721053;-2882.2425066577466
mse;adadelta;30;50;137.89594169384978;11.740598010555367;11.74291027360125;-2870.913076644796
mse;adadelta;30;70;137.4262436689728;11.720461950460386;11.72289399717377;-2861.1308315464353
mse;adadelta;30;90;137.06383580093498;11.70488902068019;11.707426523405346;-2853.5830829868187
mse;adadelta;50;10;131.820818400769;11.476028876268641;11.481324766801478;-2744.3884972169
mse;adadelta;50;30;129.56274126480878;11.375297469907776;11.382563035837261;-2697.360273070648
mse;adadelta;50;50;127.85338953139241;11.298066011139376;11.307227314040892;-2661.760171026435
mse;adadelta;50;70;126.29227832733082;11.226753433903768;11.237983730515488;-2629.2474253577116
mse;adadelta;50;90;125.02686750843661;11.168384379812194;11.181541374445501;-2602.893133610835
mse;adadelta;70;10;109.25162669400939;10.395129680523054;10.452350295221137;-2274.3474213464474
mse;adadelta;70;30;102.80474175525448;10.052213976695425;10.139267318463128;-2140.0802853321006
