Fechamento
5938.487
5946.119
5944.945
5942.597
5949.054
5949.054
5949.641
5956.099
5938.487
5938.487
5937.9
5939.075
5943.184
5940.249
5939.662
5944.358
5942.01
5946.706
5954.338
5953.163
5956.686
5951.402
5951.989
5955.512
5957.86
5958.447
5954.925
5956.099
5954.338
5950.815
5944.945
5938.487
5942.01
5939.075
5946.119
5943.771
5950.228
5939.662
5939.662
5933.791
5929.682
5942.01
5967.839
5967.839
5967.252
5964.317
5968.426
5967.252
5969.601
5964.317
5972.536
5971.949
5976.645
5974.884
5979.58
5978.993
5982.515
5981.928
5986.625
5984.277
5996.017
5998.952
5998.365
5999.54
6003.649
6007.758
6017.151
6014.803
6021.847
6016.564
6016.564
6003.649
5999.54
6006.584
6004.823
6000.714
6008.345
6015.39
6015.977
6021.26
6022.434
6028.304
6033.588
6026.543
6022.434
6035.936
6033.588
6028.304
6016.564
6017.151
6015.39
6017.151
6013.041
6015.977
6011.867
6017.738
6020.086
6022.434
6023.021
6028.891
6028.891
6029.479
6028.891
6027.717
6028.304
6020.086
6019.499
6013.628
6017.738
6013.628
6008.345
6004.236
6000.127
6003.649
6006.584
6003.062
6001.888
6005.997
6000.714
5988.386
5985.451
5984.864
5991.321
5981.928
5975.471
5981.341
5981.341
5981.928
5977.232
5980.167
5980.754
5977.232
5992.495
5988.386
5998.365
5993.669
5998.952
6001.888
5998.365
5999.54
5998.952
5993.082
5998.952
5992.495
5987.212
5986.625
5996.017
5991.321
5991.908
5990.147
6000.127
5994.843
5995.43
5979.58
5973.71
5958.447
5969.601
5976.645
5973.71
5966.078
5971.362
5970.188
5967.252
5969.014
5965.491
5964.904
5963.143
5966.078
5968.426
5971.362
5973.123
5973.71
5973.71
5971.362
5971.949
5971.949
5974.297
5977.819
5975.471
5975.471
5976.058
5974.297
5974.297
5972.536
5973.71
5967.839
5966.665
5969.014
5973.71
5976.058
5979.58
5984.864
5983.689
5977.819
5976.645
5980.167
5977.232
5975.471
5979.58
5985.451
5977.819
5978.993
5977.232
5982.515
5985.451
5987.212
5997.191
5990.147
5996.017
5990.734
6001.301
5995.43
5981.928
5984.864
5983.689
5994.256
5989.56
5995.43
5996.017
5992.495
5993.669
5994.843
5991.321
5996.604
5994.256
5998.365
6000.127
6001.301
6005.997
6004.236
6014.803
6002.475
6007.171
6011.28
6010.106
6009.519
6003.649
6007.171
5998.365
6004.823
5988.973
5983.689
5986.038
5985.451
5978.993
5967.839
5970.188
5970.188
5977.819
5977.819
5980.167
5986.625
5988.973
5987.212
5984.277
5975.471
5981.928
5994.256
5994.256
6003.649
6000.127
5997.778
5983.689
5985.451
5991.321
5978.406
5978.993
5981.928
5976.645
5971.949
6008.345
6010.693
6005.997
6007.758
6011.28
6011.28
6007.758
6004.823
6007.171
6004.236
6011.28
6012.454
6006.584
6008.932
6011.867
6014.803
6015.39
6014.803
6020.086
6016.564
6013.041
6012.454
6009.519
6005.41
6001.888
6003.062
6001.301
6004.823
6002.475
6003.062
6008.932
6008.932
6008.345
6007.758
6007.171
6004.236
5995.43
6004.823
6000.714
6004.236
6004.236
5998.952
6009.519
6004.823
6007.171
6007.171
6000.127
6003.062
6000.714
5999.54
6007.758
5990.147
