ADX_14;Fechamento_MACD_12:26;Fechamento_MACD_8:17;Fechamento_ROC_10
0.2636026223745113;0.1367692676703811;0.1387658499049671;4.7039740470397415
0.290217510819823;0.1556310468428527;0.1551520983373944;4.792851340373678
0.3159027950914703;0.1702306621767775;0.1648721688995245;4.446240905416335
0.3416871843173752;0.1717519496766684;0.1564101888218445;3.2206119162640934
0.3420812740274432;0.1669979508699768;0.1411423954640476;2.487961476725511
0.3237561517761622;0.1565838730993238;0.120435219921438;2.500000000000004
0.3001124743964811;0.1514265880274781;0.1098121054740097;3.652597402597397
0.2812879540007567;0.1440648794781474;0.0975340978196808;1.4319809069212386
0.2739257506101787;0.1358576733525165;0.085526238260666;1.2718600953895085
0.2708308886240592;0.1214975246389116;0.0662238603370291;-1.4018691588785024
0.2536724844265655;0.1192324782734015;0.065688293862772;-0.9295120061967544
0.2301828198363549;0.1200876983095646;0.0692516480567277;-0.4651162790697712
0.2205870152867448;0.1050302482829721;0.0500052843377929;-2.012383900928791
0.2078420799151787;0.0968224994141682;0.0421311246224647;-0.7800312012480471
0.1931298025931541;0.0892885366265137;0.0356469864335373;-0.3915426781519102
0.1839982098664477;0.0775820015051493;0.0236172862922678;-0.3933910306845059
0.1726079723604449;0.0739078554299972;0.0236062025823819;-0.2349256068911461
0.1566888141409567;0.0765687622859978;0.0319045594598783;0.5490196078431395
0.1426541151126384;0.0777809398751916;0.0368539281786421;0.6279434850863428
0.1372526140500006;0.0754510968764687;0.0360324070909214;1.0268562401263746
0.1384284559861909;0.0743613212828435;0.036796975052713;0.1563721657545062
0.1391618047118417;0.075850969113496;0.0408614424076958;0.077881619937693
0.1393688021788341;0.0729627905072565;0.0382180755813355;1.1848341232227515
0.1357862952216563;0.0706662084912039;0.0365580176376401;0.7861635220125759
0.1362052653825782;0.0600843714065426;0.0233965450435693;0.0
0.1326636109506155;0.0574908023531275;0.0226084517675584;1.10584518167457
0.1188798913952952;0.0540059171864601;0.0203942526689004;0.3924646781789555
0.109267334447351;0.0554464666888847;0.0250265532261373;0.23400936037441
0.1068888327115137;0.0487637467278592;0.0176111918033523;-0.4680187207488337
0.1058750835880737;0.0421745644731927;0.0109385668245565;-0.3127443315089848
0.0994726914906163;0.0413178026342855;0.0127219725966227;0.0
0.0952096659585342;0.0409734131162302;0.0147519328193705;-0.2334630350194503
0.0915626628783485;0.0418321003580075;0.0180133390765906;0.234192037470721
0.083259069732664;0.038837258774528;0.0153789202154968;-0.1560062402496066
0.0783959556730708;0.0368460038625748;0.0142889782815185;0.7075471698113196
0.0737050663452329;0.0340682855910365;0.0120715127893493;0.0
0.0686872479753924;0.0315037680207694;0.0102403881826802;0.07818608287726
0.0626241863405782;0.0291355133084767;0.0087215764007222;-0.3891050583657505
0.0592742948285011;0.0293411768223599;0.0107895194551499;0.5485893416927923
0.0607043888513677;0.0243816120719504;0.0052861339259884;0.1568627450980358
0.0576580893854712;0.0226112224394778;0.0046841356854319;-0.0780640124902403
0.0548751060388369;0.0265505328312443;0.0119300594775015;0.3900156006240166
0.0598441395193729;0.0213571090260753;0.0055339065565309;-0.5451713395638652
0.0657220637739328;0.0266174508987369;0.0143085685727299;0.7031249999999989
0.0675305505088369;0.0288400270078597;0.0177994813599102;0.468384074941442
0.0671455247267062;0.031848141876674;0.0219956807841388;0.7031249999999989
0.0733356452393359;0.0298533812725345;0.0187980981444919;0.3124999999999933
0.0891766068264721;0.0111981884939016;-0.0072100601778402;-1.3281249999999996
0.1159054402019901;-0.0051407595561432;-0.0272352051864182;-1.7147310989867548
0.1392609053179152;-0.0194787871150641;-0.042629497903798;-1.4095536413469043
0.149835641751717;-0.0304903040096995;-0.0522198855132476;-1.6406250000000069
0.1629527942800594;-0.0387700929834693;-0.0575608970577281;-2.1756021756021706
0.1813209931379562;-0.0448152827147723;-0.0598321915315001;-1.4095536413469043
0.1956210511957525;-0.0482431062073303;-0.0588140200187563;-2.2498060512024893
0.1912525300839379;-0.0471880607326795;-0.0522134565033116;-1.7871017871017767
0.1743712403584603;-0.04741914406641;-0.04858310502342;-2.0946470131885286
0.1669788845011417;-0.0518461279317303;-0.0515403162219243;-2.180685358255446
0.1788102713295609;-0.0650940938681507;-0.0667566519586202;-1.5835312747426846
0.21611175896181;-0.1066405731719886;-0.1200727198269842;-4.599524187153055
0.2668682863383305;-0.1363805148143466;-0.1517462304562986;-4.2891183478951485
0.3125239433979816;-0.1573291241947672;-0.1687860345838174;-4.209690230341536
0.3615683699925364;-0.1711512070522882;-0.1752879723859557;-4.130262112787923
0.4233592539935317;-0.1911981242942371;-0.191010596733463;-5.242255758538524
0.4798637344134418;-0.2135004312461816;-0.2093864704370815;-6.190476190476186
0.5181676174440306;-0.2213612081394824;-0.2069207418757059;-5.775316455696205
0.5492690779753029;-0.2401539967634871;-0.2212179976388117;-7.131537242472255
0.5615570104357388;-0.2649044266202693;-0.2434181251382714;-7.961783439490445
0.56020655190145;-0.2772883311935281;-0.2472004818011512;-6.596942880128723
0.5643694878383995;-0.2910103267219117;-0.2537117288322488;-4.23940149625935
0.5633106989837556;-0.2984448209191299;-0.2519488445862876;-4.398340248962665
0.5276311772144929;-0.2857117913590041;-0.2233979901795386;-2.902155887230511
0.4755184488239891;-0.2613117050574711;-0.1825875725605641;-1.822700911350461
0.4384493223141237;-0.231239709184539;-0.138753516612617;0.1676445934618572
0.4320846507674786;-0.1938757271347473;-0.0894669219668138;2.28426395939086
0.4472828878080053;-0.1560107756504472;-0.0442942905581862;2.183039462636438
0.4708832646716998;-0.1221734401509131;-0.0086368098174514;4.095563139931729
0.492336924620235;-0.10144990446957;0.006228530196326;4.757785467128018
0.4810729537184894;-0.0960232038083521;-0.0003146552310919;3.014642549526283
0.4452632265560242;-0.0850931881494112;0.0029472080593606;4.427083333333331
0.4120376534914114;-0.0651896922592616;0.0195739972957404;5.555555555555561
0.3900992996925566;-0.0384825123802041;0.045030197328403;4.9530315969256895
0.3639908216383109;-0.0187149781453896;0.0592954665527543;3.544303797468354
0.3278872835151075;-0.0030143176692156;0.0676937893114963;2.6778242677824293
0.2999308838083313;0.0093211207969101;0.0718285855567657;1.4888337468982609
0.2948448612053156;0.0220702977048805;0.0773581092434483;1.1503697617091255
0.2993417368541307;0.0342006180999163;0.0826042463788461;1.1475409836065622
0.2929056957497704;0.0449101213366667;0.0864138165865568;2.064409578860446
