ADX_14;HLC_CCI_18;Máximo_MACD_12:26;K%_8
43.164297371801936;-138.280554328681;-27.24703970195424;505.7999999999993
46.571757722229336;-117.26786892514625;-29.409585842161505;-505.7999999999993
48.85772812117084;-105.67697656024224;-30.082776370220927;-1264.599999999973
49.68273103834838;-95.58884092830642;-29.904258716383083;-1568.0999999999583
48.53819547133055;-75.48445251789028;-29.34287584309004;-1062.2000000000298
46.233517027533765;-76.09177452472488;-27.51949192795473;-809.2999999999847
43.90374809052896;-92.93262900185508;-25.737017443366312;-4451.299999999992
41.07288167845818;-107.01567625681032;-24.97526079007821;-3692.600000000039
37.84385459752056;-113.72206594017364;-24.900798826557548;657.5000000000728
34.206093032136614;-79.13539060646916;-24.881527470672157;657.6000000000022
30.678109199280065;-66.7656141877342;-24.58287865590773;1365.8000000000357
28.640094639375903;-66.4431322917179;-23.94701558831639;758.8000000000648
27.341382020792445;-46.87381451547712;-23.054199622444685;1416.2999999999556
26.825273941829572;-47.78497910236391;-21.726777451315684;252.89999999995416
26.88407074958557;-85.40232365756178;-21.210172828663417;-3642.0000000000073
25.451789887736044;-88.8175129671399;-20.92883103432723;-1213.9999999999418
24.13426075984737;-91.74246631434067;-20.064180574646343;756.1999999999898
24.845878372820085;-135.37620434662384;-19.401560623207843;-661.199999999917
24.863561256444093;17.99434484199236;-16.186145541176302;-457.8000000000429
24.95881975558492;54.22201575428411;-13.563616393678783;203.49999999998545
25.01233426436413;-5.505129038146709;-11.760077971618555;457.8000000000429
23.869446838639384;-84.56828047157498;-12.485338928714556;-1068.199999999979
22.03116345063034;-71.82830623881495;-13.27647682980296;-559.5000000000255
20.02138927626058;-91.82752999051772;-12.730633596567714;-915.5999999999948
19.52707070609245;-3.196310551138817;-12.198504183290424;305.20000000005894
19.67997080242301;17.08973680412942;-11.601975393582508;4934.000000000015
21.67750326686191;0.3236339190213668;-10.840057109830012;457.799999999952
23.29968378366127;4.544856070456198;-9.835590572771252;-4018.40000000002
22.13808308869688;-21.04730777760553;-9.42345762891;-2950.19999999995
20.334424391156325;-28.194470110045124;-7.694641725457586;-50.79999999998108
19.798234472335416;78.92138259523813;-6.33367608215849;1424.199999999928
18.67956035221451;25.259280705018597;-5.844398989069305;50.900000000001455
17.48719516239546;38.36529484054532;-5.516191589686969;-915.5999999999948
16.807435807409384;14.789906829548467;-4.993326061776315;457.799999999952
15.905868175945306;31.49104989185124;-4.323909185471166;457.8000000000429
15.671952419152634;55.40792744414566;-2.8169084046003263;-1017.2999999999774
16.769982572789395;162.5358382827131;-1.5229002905625748;1373.3999999999469
17.18631822975083;122.5249837290424;-0.5323252688431239;712.1000000000095
17.19107579911739;114.05290740607184;0.2904366453858529;-508.69999999995343
17.04264664494932;73.7998809132289;0.6882764758820485;-152.60000000007494
16.853469949432313;75.04875146678307;1.154387151203082;-101.69999999998254
16.592559670460407;71.08241608253452;1.0600933853620518;1170.0000000000728
15.99097552392284;29.18548186020116;1.5421926433546105;915.5999999999948
15.326688311209338;97.53567447902374;2.3081314596001903;813.9000000000124
16.14370606019095;49.18217372266188;2.5167259021036443;-101.80000000000292
