neighbors;weights;algorithm;distance;accuracy;f1_score;True Positive;False Positive;False Negative;True Negative
11;distance;auto;manhattan;0.5850340136054422;0.6855670103092784;39;41;81;133
11;distance;auto;chebyshev;0.5816326530612245;0.6754617414248021;43;46;77;128
11;distance;auto;minkowski;0.5884353741496599;0.6857142857142857;41;42;79;132
11;distance;ball_tree;euclidean;0.5884353741496599;0.6857142857142857;41;42;79;132
11;distance;ball_tree;manhattan;0.5850340136054422;0.6855670103092784;39;41;81;133
11;distance;ball_tree;chebyshev;0.5816326530612245;0.6754617414248021;43;46;77;128
11;distance;ball_tree;minkowski;0.5884353741496599;0.6857142857142857;41;42;79;132
11;distance;kd_tree;euclidean;0.5884353741496599;0.6857142857142857;41;42;79;132
11;distance;kd_tree;manhattan;0.5850340136054422;0.6855670103092784;39;41;81;133
11;distance;kd_tree;chebyshev;0.5816326530612245;0.6754617414248021;43;46;77;128
11;distance;kd_tree;minkowski;0.5884353741496599;0.6857142857142857;41;42;79;132
11;distance;brute;euclidean;0.5884353741496599;0.6857142857142857;41;42;79;132
11;distance;brute;manhattan;0.5850340136054422;0.6855670103092784;39;41;81;133
11;distance;brute;chebyshev;0.5816326530612245;0.6754617414248021;43;46;77;128
11;distance;brute;minkowski;0.5884353741496599;0.6857142857142857;41;42;79;132
12;uniform;auto;euclidean;0.5850340136054422;0.6737967914438503;46;48;74;126
12;uniform;auto;manhattan;0.5850340136054422;0.6720430107526881;47;49;73;125
12;uniform;auto;chebyshev;0.5578231292517006;0.6448087431693988;46;56;74;118
12;uniform;auto;minkowski;0.5850340136054422;0.6737967914438503;46;48;74;126
12;uniform;ball_tree;euclidean;0.5850340136054422;0.6737967914438503;46;48;74;126
12;uniform;ball_tree;manhattan;0.5850340136054422;0.6720430107526881;47;49;73;125
12;uniform;ball_tree;chebyshev;0.5578231292517006;0.6448087431693988;46;56;74;118
12;uniform;ball_tree;minkowski;0.5850340136054422;0.6737967914438503;46;48;74;126
12;uniform;kd_tree;euclidean;0.5850340136054422;0.6737967914438503;46;48;74;126
12;uniform;kd_tree;manhattan;0.5850340136054422;0.6720430107526881;47;49;73;125
12;uniform;kd_tree;chebyshev;0.5578231292517006;0.6448087431693988;46;56;74;118
12;uniform;kd_tree;minkowski;0.5850340136054422;0.6737967914438503;46;48;74;126
12;uniform;brute;euclidean;0.5850340136054422;0.6737967914438503;46;48;74;126
12;uniform;brute;manhattan;0.5850340136054422;0.6720430107526881;47;49;73;125
12;uniform;brute;chebyshev;0.5578231292517006;0.6448087431693988;46;56;74;118
12;uniform;brute;minkowski;0.5850340136054422;0.6737967914438503;46;48;74;126
12;distance;auto;euclidean;0.5986394557823129;0.6989795918367347;39;37;81;137
12;distance;auto;manhattan;0.5748299319727891;0.6819338422391856;35;40;85;134
12;distance;auto;chebyshev;0.5986394557823129;0.6910994764397905;44;42;76;132
12;distance;auto;minkowski;0.5986394557823129;0.6989795918367347;39;37;81;137
12;distance;ball_tree;euclidean;0.5986394557823129;0.6989795918367347;39;37;81;137
12;distance;ball_tree;manhattan;0.5748299319727891;0.6819338422391856;35;40;85;134
12;distance;ball_tree;chebyshev;0.5986394557823129;0.6910994764397905;44;42;76;132
12;distance;ball_tree;minkowski;0.5986394557823129;0.6989795918367347;39;37;81;137
12;distance;kd_tree;euclidean;0.5986394557823129;0.6989795918367347;39;37;81;137
12;distance;kd_tree;manhattan;0.5748299319727891;0.6819338422391856;35;40;85;134
12;distance;kd_tree;chebyshev;0.5986394557823129;0.6910994764397905;44;42;76;132
12;distance;kd_tree;minkowski;0.5986394557823129;0.6989795918367347;39;37;81;137
12;distance;brute;euclidean;0.5986394557823129;0.6989795918367347;39;37;81;137
12;distance;brute;manhattan;0.5748299319727891;0.6819338422391856;35;40;85;134
12;distance;brute;chebyshev;0.5986394557823129;0.6910994764397905;44;42;76;132
12;distance;brute;minkowski;0.5986394557823129;0.6989795918367347;39;37;81;137
13;uniform;auto;euclidean;0.5884353741496599;0.7027027027027027;30;31;90;143
13;uniform;auto;manhattan;0.6020408163265306;0.711111111111111;33;30;87;144
13;uniform;auto;chebyshev;0.5816326530612245;0.690176322418136;34;37;86;137
13;uniform;auto;minkowski;0.5884353741496599;0.7027027027027027;30;31;90;143
13;uniform;ball_tree;euclidean;0.5884353741496599;0.7027027027027027;30;31;90;143
13;uniform;ball_tree;manhattan;0.6020408163265306;0.711111111111111;33;30;87;144
13;uniform;ball_tree;chebyshev;0.5748299319727891;0.68671679197995;32;37;88;137
13;uniform;ball_tree;minkowski;0.5884353741496599;0.7027027027027027;30;31;90;143
13;uniform;kd_tree;euclidean;0.5884353741496599;0.7027027027027027;30;31;90;143
13;uniform;kd_tree;manhattan;0.6020408163265306;0.711111111111111;33;30;87;144
13;uniform;kd_tree;chebyshev;0.5816326530612245;0.690176322418136;34;37;86;137
13;uniform;kd_tree;minkowski;0.5884353741496599;0.7027027027027027;30;31;90;143
13;uniform;brute;euclidean;0.5884353741496599;0.7027027027027027;30;31;90;143
13;uniform;brute;manhattan;0.6020408163265306;0.711111111111111;33;30;87;144
13;uniform;brute;chebyshev;0.5816326530612245;0.690176322418136;34;37;86;137
13;uniform;brute;minkowski;0.5884353741496599;0.7027027027027027;30;31;90;143
13;distance;auto;euclidean;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;auto;manhattan;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;auto;chebyshev;0.6054421768707483;0.6947368421052632;46;42;74;132
13;distance;auto;minkowski;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;ball_tree;euclidean;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;ball_tree;manhattan;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;ball_tree;chebyshev;0.6054421768707483;0.6947368421052632;46;42;74;132
13;distance;ball_tree;minkowski;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;kd_tree;euclidean;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;kd_tree;manhattan;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;kd_tree;chebyshev;0.6054421768707483;0.6947368421052632;46;42;74;132
13;distance;kd_tree;minkowski;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;brute;euclidean;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;brute;manhattan;0.5952380952380952;0.6956521739130435;39;38;81;136
13;distance;brute;chebyshev;0.6054421768707483;0.6947368421052632;46;42;74;132
13;distance;brute;minkowski;0.5952380952380952;0.6956521739130435;39;38;81;136
14;uniform;auto;euclidean;0.6122448979591837;0.703125;45;39;75;135
14;uniform;auto;manhattan;0.5850340136054422;0.6789473684210526;43;45;77;129
14;uniform;auto;chebyshev;0.5952380952380952;0.6843501326259948;46;45;74;129
14;uniform;auto;minkowski;0.6122448979591837;0.703125;45;39;75;135
14;uniform;ball_tree;euclidean;0.6122448979591837;0.703125;45;39;75;135
14;uniform;ball_tree;manhattan;0.5850340136054422;0.6789473684210526;43;45;77;129
14;uniform;ball_tree;chebyshev;0.5884353741496599;0.6824146981627296;43;44;77;130
14;uniform;ball_tree;minkowski;0.6122448979591837;0.703125;45;39;75;135
14;uniform;kd_tree;euclidean;0.6122448979591837;0.703125;45;39;75;135
14;uniform;kd_tree;manhattan;0.5850340136054422;0.6789473684210526;43;45;77;129
14;uniform;kd_tree;chebyshev;0.5952380952380952;0.6843501326259948;46;45;74;129
14;uniform;kd_tree;minkowski;0.6122448979591837;0.703125;45;39;75;135
14;uniform;brute;euclidean;0.6122448979591837;0.703125;45;39;75;135
14;uniform;brute;manhattan;0.5850340136054422;0.6789473684210526;43;45;77;129
14;uniform;brute;chebyshev;0.5952380952380952;0.6843501326259948;46;45;74;129
14;uniform;brute;minkowski;0.6122448979591837;0.703125;45;39;75;135
14;distance;auto;euclidean;0.5918367346938775;0.6984924623115578;35;35;85;139
14;distance;auto;manhattan;0.5714285714285714;0.6818181818181819;33;39;87;135
14;distance;auto;chebyshev;0.6122448979591837;0.7091836734693877;41;35;79;139
14;distance;auto;minkowski;0.5918367346938775;0.6984924623115578;35;35;85;139
14;distance;ball_tree;euclidean;0.5918367346938775;0.6984924623115578;35;35;85;139
14;distance;ball_tree;manhattan;0.5714285714285714;0.6818181818181819;33;39;87;135
14;distance;ball_tree;chebyshev;0.608843537414966;0.7073791348600509;40;35;80;139
14;distance;ball_tree;minkowski;0.5918367346938775;0.6984924623115578;35;35;85;139
14;distance;kd_tree;euclidean;0.5918367346938775;0.6984924623115578;35;35;85;139
14;distance;kd_tree;manhattan;0.5714285714285714;0.6818181818181819;33;39;87;135
14;distance;kd_tree;chebyshev;0.6122448979591837;0.7091836734693877;41;35;79;139
14;distance;kd_tree;minkowski;0.5918367346938775;0.6984924623115578;35;35;85;139
14;distance;brute;euclidean;0.5918367346938775;0.6984924623115578;35;35;85;139
14;distance;brute;manhattan;0.5714285714285714;0.6818181818181819;33;39;87;135
14;distance;brute;chebyshev;0.6122448979591837;0.7091836734693877;41;35;79;139
14;distance;brute;minkowski;0.5918367346938775;0.6984924623115578;35;35;85;139
15;uniform;auto;euclidean;0.608843537414966;0.7160493827160492;34;29;86;145
15;uniform;auto;manhattan;0.5884353741496599;0.704156479217604;29;30;91;144
15;uniform;auto;chebyshev;0.6156462585034014;0.718204488778055;37;30;83;144
15;uniform;auto;minkowski;0.608843537414966;0.7160493827160492;34;29;86;145
15;uniform;ball_tree;euclidean;0.608843537414966;0.7160493827160492;34;29;86;145
15;uniform;ball_tree;manhattan;0.5884353741496599;0.704156479217604;29;30;91;144
15;uniform;ball_tree;chebyshev;0.6122448979591837;0.7135678391959799;38;32;82;142
15;uniform;ball_tree;minkowski;0.608843537414966;0.7160493827160492;34;29;86;145
15;uniform;kd_tree;euclidean;0.608843537414966;0.7160493827160492;34;29;86;145
15;uniform;kd_tree;manhattan;0.5884353741496599;0.704156479217604;29;30;91;144
15;uniform;kd_tree;chebyshev;0.6156462585034014;0.718204488778055;37;30;83;144
15;uniform;kd_tree;minkowski;0.608843537414966;0.7160493827160492;34;29;86;145
15;uniform;brute;euclidean;0.608843537414966;0.7160493827160492;34;29;86;145
15;uniform;brute;manhattan;0.5884353741496599;0.704156479217604;29;30;91;144
15;uniform;brute;chebyshev;0.6122448979591837;0.7150000000000001;37;31;83;143
15;uniform;brute;minkowski;0.608843537414966;0.7160493827160492;34;29;86;145
15;distance;auto;euclidean;0.6122448979591837;0.712121212121212;39;33;81;141
15;distance;auto;manhattan;0.564625850340136;0.68;30;38;90;136
15;distance;auto;chebyshev;0.6020408163265306;0.7007672634271099;40;37;80;137
15;distance;auto;minkowski;0.6122448979591837;0.712121212121212;39;33;81;141
15;distance;ball_tree;euclidean;0.6122448979591837;0.712121212121212;39;33;81;141
15;distance;ball_tree;manhattan;0.564625850340136;0.68;30;38;90;136
15;distance;ball_tree;chebyshev;0.5986394557823129;0.6958762886597939;41;39;79;135
15;distance;ball_tree;minkowski;0.6122448979591837;0.712121212121212;39;33;81;141
15;distance;kd_tree;euclidean;0.6122448979591837;0.712121212121212;39;33;81;141
15;distance;kd_tree;manhattan;0.564625850340136;0.68;30;38;90;136
15;distance;kd_tree;chebyshev;0.6020408163265306;0.7007672634271099;40;37;80;137
15;distance;kd_tree;minkowski;0.6122448979591837;0.712121212121212;39;33;81;141
15;distance;brute;euclidean;0.6122448979591837;0.712121212121212;39;33;81;141
15;distance;brute;manhattan;0.564625850340136;0.68;30;38;90;136
15;distance;brute;chebyshev;0.608843537414966;0.702842377260982;43;38;77;136
15;distance;brute;minkowski;0.6122448979591837;0.712121212121212;39;33;81;141
16;uniform;auto;euclidean;0.6054421768707483;0.7010309278350515;42;38;78;136
16;uniform;auto;manhattan;0.5884353741496599;0.6921119592875319;37;38;83;136
16;uniform;auto;chebyshev;0.5952380952380952;0.6860158311345647;45;44;75;130
16;uniform;auto;minkowski;0.6054421768707483;0.7010309278350515;42;38;78;136
16;uniform;ball_tree;euclidean;0.6054421768707483;0.7010309278350515;42;38;78;136
16;uniform;ball_tree;manhattan;0.5884353741496599;0.6921119592875319;37;38;83;136
16;uniform;ball_tree;chebyshev;0.5952380952380952;0.6860158311345647;45;44;75;130
16;uniform;ball_tree;minkowski;0.6054421768707483;0.7010309278350515;42;38;78;136
16;uniform;kd_tree;euclidean;0.6054421768707483;0.7010309278350515;42;38;78;136
16;uniform;kd_tree;manhattan;0.5884353741496599;0.6921119592875319;37;38;83;136
16;uniform;kd_tree;chebyshev;0.5952380952380952;0.6860158311345647;45;44;75;130
16;uniform;kd_tree;minkowski;0.6054421768707483;0.7010309278350515;42;38;78;136
16;uniform;brute;euclidean;0.6054421768707483;0.7010309278350515;42;38;78;136
16;uniform;brute;manhattan;0.5884353741496599;0.6921119592875319;37;38;83;136
16;uniform;brute;chebyshev;0.5918367346938775;0.6808510638297872;46;46;74;128
16;uniform;brute;minkowski;0.6054421768707483;0.7010309278350515;42;38;78;136
16;distance;auto;euclidean;0.5986394557823129;0.700507614213198;38;36;82;138
16;distance;auto;manhattan;0.5782312925170068;0.691542288557214;31;35;89;139
16;distance;auto;chebyshev;0.6054421768707483;0.7055837563451777;39;35;81;139
16;distance;auto;minkowski;0.5986394557823129;0.700507614213198;38;36;82;138
16;distance;ball_tree;euclidean;0.5986394557823129;0.700507614213198;38;36;82;138
16;distance;ball_tree;manhattan;0.5782312925170068;0.691542288557214;31;35;89;139
16;distance;ball_tree;chebyshev;0.6054421768707483;0.7055837563451777;39;35;81;139
16;distance;ball_tree;minkowski;0.5986394557823129;0.700507614213198;38;36;82;138
16;distance;kd_tree;euclidean;0.5986394557823129;0.700507614213198;38;36;82;138
16;distance;kd_tree;manhattan;0.5782312925170068;0.691542288557214;31;35;89;139
16;distance;kd_tree;chebyshev;0.6054421768707483;0.7055837563451777;39;35;81;139
16;distance;kd_tree;minkowski;0.5986394557823129;0.700507614213198;38;36;82;138
16;distance;brute;euclidean;0.5986394557823129;0.700507614213198;38;36;82;138
16;distance;brute;manhattan;0.5782312925170068;0.691542288557214;31;35;89;139
16;distance;brute;chebyshev;0.6054421768707483;0.7040816326530613;40;36;80;138
16;distance;brute;minkowski;0.5986394557823129;0.700507614213198;38;36;82;138
17;uniform;auto;euclidean;0.608843537414966;0.7146401985111662;35;30;85;144
17;uniform;auto;manhattan;0.5884353741496599;0.705596107055961;28;29;92;145
17;uniform;auto;chebyshev;0.6122448979591837;0.7178217821782178;35;29;85;145
17;uniform;auto;minkowski;0.608843537414966;0.7146401985111662;35;30;85;144
17;uniform;ball_tree;euclidean;0.608843537414966;0.7146401985111662;35;30;85;144
17;uniform;ball_tree;manhattan;0.5884353741496599;0.705596107055961;28;29;92;145
17;uniform;ball_tree;chebyshev;0.6122448979591837;0.7178217821782178;35;29;85;145
17;uniform;ball_tree;minkowski;0.608843537414966;0.7146401985111662;35;30;85;144
17;uniform;kd_tree;euclidean;0.608843537414966;0.7146401985111662;35;30;85;144
17;uniform;kd_tree;manhattan;0.5884353741496599;0.705596107055961;28;29;92;145
17;uniform;kd_tree;chebyshev;0.6122448979591837;0.7178217821782178;35;29;85;145
17;uniform;kd_tree;minkowski;0.608843537414966;0.7146401985111662;35;30;85;144
17;uniform;brute;euclidean;0.608843537414966;0.7146401985111662;35;30;85;144
17;uniform;brute;manhattan;0.5884353741496599;0.705596107055961;28;29;92;145
17;uniform;brute;chebyshev;0.6122448979591837;0.7178217821782178;35;29;85;145
17;uniform;brute;minkowski;0.608843537414966;0.7146401985111662;35;30;85;144
17;distance;auto;euclidean;0.6020408163265306;0.7052896725440805;37;34;83;140
17;distance;auto;manhattan;0.5918367346938775;0.7;34;34;86;140
17;distance;auto;chebyshev;0.5986394557823129;0.6974358974358975;40;38;80;136
17;distance;auto;minkowski;0.6020408163265306;0.7052896725440805;37;34;83;140
17;distance;ball_tree;euclidean;0.6020408163265306;0.7052896725440805;37;34;83;140
17;distance;ball_tree;manhattan;0.5918367346938775;0.7;34;34;86;140
17;distance;ball_tree;chebyshev;0.5986394557823129;0.6974358974358975;40;38;80;136
17;distance;ball_tree;minkowski;0.6020408163265306;0.7052896725440805;37;34;83;140
17;distance;kd_tree;euclidean;0.6020408163265306;0.7052896725440805;37;34;83;140
17;distance;kd_tree;manhattan;0.5918367346938775;0.7;34;34;86;140
17;distance;kd_tree;chebyshev;0.5986394557823129;0.6974358974358975;40;38;80;136
17;distance;kd_tree;minkowski;0.6020408163265306;0.7052896725440805;37;34;83;140
17;distance;brute;euclidean;0.6020408163265306;0.7052896725440805;37;34;83;140
17;distance;brute;manhattan;0.5918367346938775;0.7;34;34;86;140
17;distance;brute;chebyshev;0.5986394557823129;0.6974358974358975;40;38;80;136
17;distance;brute;minkowski;0.6020408163265306;0.7052896725440805;37;34;83;140
18;uniform;auto;euclidean;0.6156462585034014;0.7095115681233933;43;36;77;138
18;uniform;auto;manhattan;0.5748299319727891;0.6819338422391856;35;40;85;134
18;uniform;auto;chebyshev;0.6054421768707483;0.699481865284974;43;39;77;135
18;uniform;auto;minkowski;0.6156462585034014;0.7095115681233933;43;36;77;138
18;uniform;ball_tree;euclidean;0.6156462585034014;0.7095115681233933;43;36;77;138
18;uniform;ball_tree;manhattan;0.5748299319727891;0.6819338422391856;35;40;85;134
18;uniform;ball_tree;chebyshev;0.6054421768707483;0.699481865284974;43;39;77;135
18;uniform;ball_tree;minkowski;0.6156462585034014;0.7095115681233933;43;36;77;138
18;uniform;kd_tree;euclidean;0.6156462585034014;0.7095115681233933;43;36;77;138
18;uniform;kd_tree;manhattan;0.5748299319727891;0.6819338422391856;35;40;85;134
18;uniform;kd_tree;chebyshev;0.6054421768707483;0.699481865284974;43;39;77;135
18;uniform;kd_tree;minkowski;0.6156462585034014;0.7095115681233933;43;36;77;138
18;uniform;brute;euclidean;0.6156462585034014;0.7095115681233933;43;36;77;138
18;uniform;brute;manhattan;0.5748299319727891;0.6819338422391856;35;40;85;134
18;uniform;brute;chebyshev;0.6020408163265306;0.6945169712793735;44;41;76;133
18;uniform;brute;minkowski;0.6156462585034014;0.7095115681233933;43;36;77;138
18;distance;auto;euclidean;0.608843537414966;0.7146401985111662;35;30;85;144
18;distance;auto;manhattan;0.6020408163265306;0.711111111111111;33;30;87;144
18;distance;auto;chebyshev;0.5986394557823129;0.7020202020202021;37;35;83;139
18;distance;auto;minkowski;0.608843537414966;0.7146401985111662;35;30;85;144
18;distance;ball_tree;euclidean;0.608843537414966;0.7146401985111662;35;30;85;144
18;distance;ball_tree;manhattan;0.6020408163265306;0.711111111111111;33;30;87;144
18;distance;ball_tree;chebyshev;0.5986394557823129;0.7020202020202021;37;35;83;139
18;distance;ball_tree;minkowski;0.608843537414966;0.7146401985111662;35;30;85;144
18;distance;kd_tree;euclidean;0.608843537414966;0.7146401985111662;35;30;85;144
18;distance;kd_tree;manhattan;0.6020408163265306;0.711111111111111;33;30;87;144
18;distance;kd_tree;chebyshev;0.5986394557823129;0.7020202020202021;37;35;83;139
18;distance;kd_tree;minkowski;0.608843537414966;0.7146401985111662;35;30;85;144
18;distance;brute;euclidean;0.608843537414966;0.7146401985111662;35;30;85;144
18;distance;brute;manhattan;0.6020408163265306;0.711111111111111;33;30;87;144
18;distance;brute;chebyshev;0.6020408163265306;0.7037974683544305;38;35;82;139
18;distance;brute;minkowski;0.608843537414966;0.7146401985111662;35;30;85;144
19;uniform;auto;euclidean;0.5816326530612245;0.6992665036674818;28;31;92;143
19;uniform;auto;manhattan;0.5952380952380952;0.711864406779661;28;27;92;147
19;uniform;auto;chebyshev;0.5918367346938775;0.70873786407767;28;28;92;146
19;uniform;auto;minkowski;0.5816326530612245;0.6992665036674818;28;31;92;143
19;uniform;ball_tree;euclidean;0.5816326530612245;0.6992665036674818;28;31;92;143
19;uniform;ball_tree;manhattan;0.5952380952380952;0.711864406779661;28;27;92;147
19;uniform;ball_tree;chebyshev;0.5918367346938775;0.70873786407767;28;28;92;146
19;uniform;ball_tree;minkowski;0.5816326530612245;0.6992665036674818;28;31;92;143
19;uniform;kd_tree;euclidean;0.5816326530612245;0.6992665036674818;28;31;92;143
19;uniform;kd_tree;manhattan;0.5952380952380952;0.711864406779661;28;27;92;147
19;uniform;kd_tree;chebyshev;0.5918367346938775;0.70873786407767;28;28;92;146
19;uniform;kd_tree;minkowski;0.5816326530612245;0.6992665036674818;28;31;92;143
19;uniform;brute;euclidean;0.5816326530612245;0.6992665036674818;28;31;92;143
19;uniform;brute;manhattan;0.5952380952380952;0.711864406779661;28;27;92;147
19;uniform;brute;chebyshev;0.5918367346938775;0.70873786407767;28;28;92;146
19;uniform;brute;minkowski;0.5816326530612245;0.6992665036674818;28;31;92;143
19;distance;auto;euclidean;0.5952380952380952;0.7047146401985112;33;32;87;142
19;distance;auto;manhattan;0.6020408163265306;0.7096774193548387;34;31;86;143
19;distance;auto;chebyshev;0.5986394557823129;0.700507614213198;38;36;82;138
19;distance;auto;minkowski;0.5952380952380952;0.7047146401985112;33;32;87;142
19;distance;ball_tree;euclidean;0.5952380952380952;0.7047146401985112;33;32;87;142
19;distance;ball_tree;manhattan;0.6020408163265306;0.7096774193548387;34;31;86;143
19;distance;ball_tree;chebyshev;0.5986394557823129;0.700507614213198;38;36;82;138
19;distance;ball_tree;minkowski;0.5952380952380952;0.7047146401985112;33;32;87;142
19;distance;kd_tree;euclidean;0.5952380952380952;0.7047146401985112;33;32;87;142
19;distance;kd_tree;manhattan;0.6020408163265306;0.7096774193548387;34;31;86;143
19;distance;kd_tree;chebyshev;0.5986394557823129;0.700507614213198;38;36;82;138
19;distance;kd_tree;minkowski;0.5952380952380952;0.7047146401985112;33;32;87;142
19;distance;brute;euclidean;0.5952380952380952;0.7047146401985112;33;32;87;142
19;distance;brute;manhattan;0.6020408163265306;0.7096774193548387;34;31;86;143
19;distance;brute;chebyshev;0.5986394557823129;0.700507614213198;38;36;82;138
19;distance;brute;minkowski;0.5952380952380952;0.7047146401985112;33;32;87;142
