OutPut |T+1|;OutPut_class |T+1|
145.546;0
145.094;0
145.311;1
145.209;0
145.034;0
145.269;1
146.312;1
145.751;0
146.101;1
145.764;0
145.758;0
145.667;0
145.878;1
145.003;0
144.099;0
142.434;0
142.729;1
142.772;1
142.699;0
142.603;0
142.325;0
143.176;1
143.14;0
143.501;1
143.489;0
143.224;0
143.363;1
143.194;0
143.188;0
142.494;0
142.018;0
141.487;0
140.793;0
142.41;1
142.295;0
142.343;1
141.891;0
141.776;0
141.095;0
140.286;0
140.395;1
139.267;0
141.107;1
141.42;1
142.778;1
143.803;1
143.103;0
142.361;0
142.138;0
142.802;1
142.772;0
142.597;0
143.327;1
142.591;0
141.951;0
142.098;1
143.26;1
143.796;1
143.887;1
144.648;1
145.615;1
144.97;0
145.08;1
145.183;1
145.043;0
144.928;0
145.439;1
145.658;1
146.729;1
147.52;1
147.392;0
147.149;0
146.802;0
147.283;1
147.149;0
146.583;0
146.333;0
147.581;1
146.918;0
146.814;0
147.356;1
147.368;1
148.062;1
147.745;0
147.301;0
147.77;1
148.184;1
148.658;1
148.774;1
149.23;1
149.437;1
149.243;0
148.61;0
147.666;0
147.788;1
149.133;1
149.048;0
148.823;0
149.236;1
149.249;1
149.93;1
149.93;1
150.295;1
150.101;0
150.076;0
149.736;0
149.699;0
150.052;1
150.314;1
149.778;0
149.796;1
148.975;0
150.326;1
148.914;0
149.803;1
149.675;0
149.632;0
149.608;0
149.803;1
149.821;1
148.896;0
148.786;0
148.336;0
147.405;0
148.153;1
147.94;0
148.488;1
148.81;1
149.389;1
150.101;1
150.271;1
150.253;0
148.524;0
148.427;0
148.81;1
149.048;1
148.111;0
147.831;0
148.664;1
149.383;1
150.095;1
149.997;0
150.612;1
150.168;0
149.577;0
149.936;1
149.334;0
148.092;0
147.739;0
149.456;1
149.936;1
149.778;0
150.381;1
151.251;1
151.306;1
150.837;0
151.361;1
151.732;1
150.454;0
148.914;0
148.482;0
149.218;1
149.589;1
150.198;1
150.795;1
150.825;1
152.012;1
151.872;0
152.748;1
153.302;1
153.314;1
153.162;0
153.095;0
153.296;1
152.639;0
152.815;1
154.154;1
153.74;0
154.057;1
154.44;1
153.357;0
153.284;0
153.217;0
152.736;0
153.606;1
152.87;0
151.866;0
152.146;1
151.586;0
151.032;0
151.294;1
151.634;1
152.395;1
152.432;1
152.888;1
153.631;1
153.758;1
153.509;0
153.631;1
153.819;1
153.813;0
153.892;1
153.685;0
152.535;0
152.133;0
152.505;1
152.231;0
152.511;1
152.207;0
152.742;1
153.314;1
153.229;0
154.118;1
154.069;0
154.099;1
154.16;1
154.081;0
153.533;0
153.235;0
153.15;0
153.241;1
153.679;1
153.886;1
153.765;0
153.618;0
153.485;0
153.478;0
153.478;1
153.192;0
153.88;1
153.065;0
152.858;0
152.9;1
153.272;1
152.322;0
152.62;1
152.182;0
152.401;1
152.103;0
151.89;0
152.225;1
151.823;0
151.008;0
150.63;0
150.855;1
151.628;1
151.014;0
151.829;1
151.519;0
153.923;1
153.819;0
154.537;1
154.878;1
155.323;1
155.408;1
155.98;1
155.743;0
156.309;1
155.858;0
155.779;0
155.633;0
155.116;0
156.022;1
155.968;0
156.826;1
156.978;1
156.546;0
157.021;1
156.905;0
157.185;1
156.655;0
156.948;1
156.838;0
157.173;1
157.86;1
157.769;0
156.801;0
156.588;0
156.753;1
156.613;0
155.724;0
155.231;0
154.568;0
154.976;1
155.14;1
156.412;1
155.925;0
156.004;1
155.968;0
155.688;0
155.353;0
154.787;0
154.513;0
154.081;0
153.004;0
153.259;1
153.004;0
153.125;1
153.588;1
153.606;1
152.523;0
152.639;1
152.219;0
155.067;1
155.359;1
155.256;0
155.067;0
154.805;0
154.306;0
153.637;0
153.959;1
154.13;1
152.59;0
152.724;1
152.882;1
153.04;1
153.016;0
153.314;1
153.089;0
154.191;1
154.452;1
155.438;1
155.25;0
155.481;1
155.183;0
155.536;1
155.207;0
155.073;0
154.976;0
155.974;1
156.315;1
156.169;0
155.98;0
155.785;0
155.335;0
155.402;1
155.17;0
154.909;0
154.757;0
153.466;0
153.606;1
152.846;0
152.87;1
153.424;1
153.497;1
153.935;1
154.294;1
155.128;1
154.568;0
154.872;1
155.073;1
154.951;0
155.219;1
155.152;0
154.696;0
155.219;1
154.927;0
155.529;1
155.651;1
155.402;0
155.219;0
154.921;0
155.31;1
154.976;0
154.836;0
155.657;1
155.803;1
155.998;1
155.852;0
155.816;0
155.724;0
155.207;0
155.219;1
155.986;1
155.7;0
155.98;1
155.718;0
155.274;0
156.643;1
157.301;1
157.568;1
157.745;1
158.213;1
158.433;1
158.39;0
158.457;1
157.994;0
158.469;1
158.305;0
158.323;1
158.067;0
158.14;1
158.347;1
157.313;0
157.142;0
157.355;1
157.532;1
157.209;0
158.493;1
158.615;1
158.962;1
157.593;0
157.946;1
157.739;0
156.887;0
156.814;0
157.021;1
157.027;1
156.686;0
156.528;0
157.507;1
158.116;1
158.226;1
158.171;0
157.879;0
157.733;0
157.739;1
157.867;1
157.021;0
157.422;1
156.424;0
157.081;1
156.862;0
157.167;1
156.491;0
156.522;1
156.948;1
156.436;0
156.692;1
157.374;1
156.625;0
156.266;0
157.331;1
157.063;0
157.27;1
158.633;1
158.755;1
157.702;0
158.171;1
158.159;0
157.933;0
159.279;1
159.571;1
158.968;0
159.017;1
158.81;0
