Fechamento
111.02
111.178
111.132
111.275
111.27
111.529
111.285
111.224
111.438
111.484
111.795
111.744
111.713
111.56
111.565
111.371
111.351
111.422
111.321
111.519
111.611
111.907
112.263
112.911
113.981
113.487
113.013
113.028
113.237
113.222
113.232
113.324
112.997
113.038
113.196
113.237
113.252
113.186
113.39
113.13
113.155
113.176
113.716
113.691
113.68
113.675
113.731
113.864
113.665
113.971
114.108
114.205
114.047
113.589
113.217
112.615
113.818
114.328
114.333
114.042
114.45
113.905
112.799
112.758
112.911
112.885
112.895
113.099
113.038
113.232
113.069
113.191
112.809
113.089
113.385
112.635
113.155
113.441
113.288
113.431
112.06
111.886
111.642
111.667
111.642
111.769
111.672
111.698
111.586
111.54
112.111
112.223
112.121
112.07
111.769
112.284
112.263
112.59
113.247
113.008
112.788
112.967
112.865
112.875
113.849
113.915
113.859
113.782
114.068
114.129
113.93
113.798
113.507
113.578
113.018
113.038
113.41
113.252
113.237
113.482
113.619
113.64
113.736
113.543
113.538
113.594
113.584
113.767
113.578
113.645
113.415
114.343
113.599
113.589
113.609
113.803
113.813
113.604
113.68
113.93
113.95
114.047
113.905
113.721
113.721
113.93
113.742
113.538
113.354
112.972
113.996
113.39
113.293
113.247
113.268
112.946
112.987
112.962
112.61
112.483
112.365
112.503
112.401
112.386
112.116
112.467
112.126
112.488
111.953
112.146
112.839
112.748
112.692
112.498
112.452
112.381
112.513
112.483
112.585
112.498
112.212
112.309
112.212
112.503
112.284
112.564
111.886
111.713
111.163
110.948
111.02
111.749
112.009
112.33
112.274
112.437
112.437
112.223
112.411
112.309
112.253
112.717
113.364
113.079
112.248
112.029
112.258
112.309
112.258
112.228
112.228
112.131
111.968
111.866
111.947
112.07
111.825
111.774
111.795
111.815
111.937
112.029
112.08
111.932
111.774
111.8
111.784
111.54
111.626
111.499
111.494
111.529
111.56
111.443
111.642
111.662
111.784
111.886
111.851
110.882
110.954
110.979
111.417
111.723
111.529
111.397
111.397
111.091
111.101
111.045
110.48
110.398
110.5
110.5
110.388
110.709
110.342
110.118
109.904
110.189
110.994
110.979
110.862
110.852
110.739
110.602
110.459
110.301
110.5
110.51
110.459
110.469
110.225
110.408
110.362
110.648
110.383
110.342
110.806
110.821
110.48
110.439
110.337
110.541
110.658
110.678
110.765
111.076
110.612
110.561
110.214
110.123
109.965
109.007
108.762
108.945
109.093
109.18
109.47
109.506
109.486
109.368
109.593
109.751
109.761
109.832
109.898
109.542
109.868
109.475
109.43
109.552
109.542
109.424
108.645
108.772
108.599
108.436
108.487
108.609
108.405
107.911
107.804
107.411
107.131
106.499
106.514
106.341
106.229
106.351
106.219
106.055
106.377
105.612
105.541
105.5
105.775
105.602
106.05
105.801
105.067
104.689
104.511
104.481
104.873
104.842
105.53
106.433
106.05
105.423
105.097
105.245
105.189
105.204
105.505
105.505
105.357
105.199
105.113
105.169
105.169
105.087
105.194
104.939
104.863
105.408
105.398
105.265
104.893
105.097
105.164
105.357
105.291
105.26
105.332
105.113
105.332
105.337
105.337
105.077
105.393
105.276
105.811
107.014
107.299
106.953
107.289
107.676
107.829
107.635
107.539
107.635
107.758
107.85
107.972
107.88
107.432
107.483
106.917
107.559
106.239
106.264
106.82
106.412
106.478
106.56
106.443
106.275
106.035
106.305
106.336
106.01
106.066
105.964
105.836
106.31
106.198
106.626
106.219
106.285
105.622
106.02
106.239
106.106
105.954
106.137
106.122
106.055
105.959
106.366
106.586
106.596
106.453
106.575
106.494
106.239
106.417
106.922
106.907
106.912
107.554
106.983
106.728
106.631
106.596
106.555
106.494
106.346
106.738
106.723
106.693
106.723
106.377
106.346
106.509
106.738
107.309
107.151
107.834
107.732
107.727
107.62
107.605
107.753
107.671
107.743
107.722
107.712
107.916
107.895
107.834
108.166
107.885
107.253
107.559
107.411
108.196
108.166
108.115
107.967
108.084
107.941
108.247
108.191
108.135
107.982
107.997
108.002
108.002
107.89
107.518
107.406
108.227
108.267
107.901
107.86
107.625
107.641
107.625
107.676
108.048
108.15
108.196
108.064
108.028
108.415
108.451
108.303
107.982
108.64
108.843
108.991
109.888
110.158
110.174
110.067
109.975
109.791
109.786
110.051
109.904
110.118
110.006
110.24
110.311
109.883
109.975
109.317
110.729
111.219
110.021
110.082
110.143
109.99
109.746
109.878
109.924
109.827
109.756
110.006
109.965
109.868
110.107
110.271
110.638
110.525
110.444
110.347
110.908
110.699
110.393
110.204
110.296
110.398
110.25
110.536
110.566
110.505
110.169
109.975
110.016
110.138
110.352
108.905
110.286
110.688
110.449
110.48
110.673
110.627
110.699
110.806
110.908
110.653
110.556
110.429
110.755
110.617
110.627
110.806
110.989
110.525
111.188
111.321
111.01
110.954
111.193
111.29
112.065
112.111
112.029
112.564
111.825
111.392
111.122
110.943
110.755
111.305
111.106
111.55
110.882
111.066
110.806
110.785
110.312
110.369
110.26
110.255
110.271
110.131
109.575
109.455
109.455
109.357
109.325
109.606
108.879
108.515
107.461
107.341
106.074
105.97
105.949
105.877
105.814
105.892
105.794
105.814
105.809
105.908
105.949
106.038
105.773
105.934
105.861
105.861
105.331
104.838
105.259
104.989
104.88
104.931
105.082
104.947
104.859
104.952
104.854
104.895
104.874
104.506
104.838
105.035
104.63
105.264
104.708
104.677
104.791
104.978
105.061
104.921
104.822
105.009
104.833
104.75
104.656
104.651
104.854
104.386
104.22
104.152
105.165
105.498
106.069
106.147
106.271
106.173
106.24
106.344
106.23
106.209
106.344
106.365
106.407
106.297
106.23
106.157
106.386
107.092
106.235
106.453
106.297
106.292
105.726
105.799
105.643
105.669
105.316
105.279
105.191
105.176
105.337
105.285
105.3
105.311
105.17
105.279
104.968
105.16
106.438
106.168
105.846
105.82
106.282
106.619
106.214
106.012
106.001
106.391
106.666
107.014
106.993
106.796
107.425
107.549
107.861
108.089
108.157
108.167
108.5
108.396
108.157
107.918
107.689
107.689
107.643
107.85
107.705
107.939
107.715
107.871
107.606
107.674
108.105
108.411
107.726
107.824
106.355
106.417
106.116
105.487
105.144
104.989
105.368
105.113
105.29
105.653
105.737
105.835
105.716
105.768
105.659
105.612
106.261
106.199
105.851
105.762
105.513
105.612
105.607
105.55
105.576
105.721
105.986
105.653
105.57
105.518
105.378
105.466
104.885
104.5
103.804
103.955
104.293
104.168
103.986
104.116
104.189
104.313
103.95
103.965
103.981
103.981
103.825
103.81
103.851
104.106
103.628
103.877
104.168
103.732
103.399
103.472
103.321
103.43
103.108
103.166
103.275
103.477
103.176
103.202
103.446
102.75
102.573
102.522
102.542
102.792
102.433
101.997
101.337
102.002
102.21
101.691
101.67
102.464
102.584
103.005
103.649
103.965
104.163
104.235
104.287
104.303
105.061
105.555
105.17
104.937
104.578
104.786
104.651
105.337
105.877
105.55
105.259
105.285
105.342
105.508
105.648
105.586
105.43
105.238
105.144
105.238
105.524
105.524
105.788
105.851
105.705
105.627
105.846
105.737
105.84
105.861
105.892
105.872
105.752
105.955
105.975
105.773
106.126
106.178
105.788
105.892
105.581
105.783
105.638
105.747
105.804
105.544
105.482
105.576
105.638
105.544
105.482
106.225
106.386
106.432
106.209
106.536
106.718
106.744
106.609
106.91
107.009
107.004
107.103
106.765
106.978
106.796
106.983
107.051
106.9
106.599
106.599
106.5
106.936
107.295
107.705
107.788
108.427
108.567
108.349
108.572
108.526
108.681
108.713
108.468
108.126
107.991
108.121
107.856
107.949
107.461
108.23
107.695
107.653
107.44
107.669
107.663
107.622
107.741
107.663
107.788
107.248
107.16
106.37
106.136
106.235
105.97
105.814
105.716
105.887
105.975
106.329
106.583
107.97
107.918
107.845
107.534
107.923
108.152
108.115
108.074
108.417
108.328
108.365
108.64
108.349
108.884
108.697
108.593
108.172
108.385
108.271
108.069
107.939
107.954
108.38
108.536
108.848
108.313
108.422
108.494
108.443
108.842
108.874
108.121
107.928
107.45
107.528
107.674
108.811
108.505
108.765
108.806
108.432
108.437
108.328
109.102
109.294
109.081
109.783
109.684
109.492
109.414
109.087
109.128
109.57
109.736
110.037
110.011
110.494
110.442
111.387
111.741
111.502
111.076
111.2
111.252
111.351
111.268
111.476
111.289
111.382
111.782
111.673
111.372
111.434
111.777
112.187
111.896
111.637
111.554
111.528
111.32
111.346
111.356
111.548
111.637
111.689
111.756
111.793
111.393
110.941
110.588
110.027
109.715
109.679
109.689
109.481
109.32
109.118
109.206
108.9
108.936
108.926
109.138
109.014
109.17
108.842
109.528
109.699
109.897
110.12
109.507
109.907
109.762
110.089
110.255
110.312
110.094
110.068
110.032
109.933
110.115
110.193
110.245
110.297
110.255
109.944
108.863
108.593
108.609
109.206
109.403
109.518
109.009
109.05
109.331
109.263
109.159
109.009
109.232
109.559
109.435
109.481
109.679
109.533
109.819
109.689
109.081
109.087
109.107
109.029
108.822
108.552
108.588
109.201
109.481
109.507
109.549
109.481
109.725
109.383
109.497
109.694
109.72
109.357
109.538
109.715
110.172
110.172
109.705
109.637
109.902
109.866
109.362
109.58
109.123
108.868
109.024
108.858
108.946
108.759
108.713
109.014
108.957
109.232
109.881
110.063
109.99
110.437
110.614
109.845
110.375
111.039
111.076
111.491
111.299
111.304
111.533
111.149
111.024
110.894
110.852
111.429
111.252
111.658
112.255
111.954
111.351
111.164
111.071
111.304
111.782
111.574
111.398
111.777
111.668
111.439
111.455
111.554
111.211
111.091
111.486
111.491
111.398
111.424
111.351
111.751
111.865
111.658
111.585
111.548
111.564
111.32
111.18
111.143
111.278
111.699
111.819
111.777
111.512
111.673
112.104
112.379
112.977
113.179
113.081
113.086
113.408
113.465
113.543
113.288
113.273
112.878
112.753
112.805
112.639
112.665
113.138
113.496
114.27
114.441
114.447
113.766
112.982
112.961
113.361
112.701
112.987
112.816
112.624
112.909
112.956
113.008
113.091
113.06
112.951
112.665
114.987
115.163
115.361
115.646
115.511
115.475
115.459
115.568
115.766
115.548
115.335
115.356
115.568
115.309
115.257
115.6
115.184
115.532
115.6
116.535
116.103
116.098
116.436
116.223
115.73
115.548
115.122
115.013
114.873
114.789
114.779
114.826
114.576
115.059
115.288
115.215
115.054
115.163
115.787
115.771
115.594
115.813
116.176
116.192
116.301
115.74
115.028
115.018
115.174
115.153
115.163
114.763
114.815
113.964
113.538
113.46
113.813
113.699
113.809
113.593
113.588
113.72
113.799
113.92
113.873
114.084
114.1
113.984
114.084
114.664
115.286
114.796
114.938
115.07
115.429
115.682
115.155
114.912
114.896
114.828
114.954
114.965
114.965
114.991
115.202
115.123
114.886
114.886
115.039
115.186
114.057
113.651
113.546
113.852
114.068
113.999
114.152
114.121
114.231
113.936
113.926
114.094
113.936
113.82
113.825
113.994
113.852
113.936
114.068
114.084
114.548
114.189
113.335
113.472
114.042
114.3
113.926
114.284
114.427
114.516
114.648
115.06
115.35
114.859
114.706
114.996
114.817
114.738
115.498
116.22
115.84
116.225
116.262
116.516
116.083
116.162
116.331
116.289
115.877
115.709
115.186
115.228
115.165
114.748
115.091
115.281
115.286
114.859
114.875
114.907
114.954
115.017
114.047
114.105
114.274
114.02
114.11
113.778
113.609
114.548
113.883
113.984
114.031
114.042
114.084
114.559
114.759
114.891
114.764
115.149
115.492
114.996
114.954
114.743
114.812
114.949
114.685
114.501
114.258
114.205
114.258
114.3
114.179
113.746
114.052
113.957
114.247
114.3
114.358
114.305
114.817
114.912
114.743
114.696
115.081
115.476
115.281
115.861
116.062
115.935
116.194
116.22
116.589
116.6
116.394
116.152
116.262
116.02
116.004
116.436
116.531
116.357
116.595
116.727
117.397
117.813
117.898
117.75
117.819
117.644
117.761
117.054
117.977
118.974
119.19
118.721
117.676
117.834
118.932
118.668
118.863
118.457
117.861
117.94
117.845
117.581
117.75
118.283
118.641
118.362
118.51
118.747
118.947
119.269
119.902
120.034
119.997
120.25
120.525
120.361
120.308
120.187
120.134
120.166
120.018
120.087
120.002
120.124
120.182
119.939
120.097
120.213
119.665
119.264
119.021
119.121
119.285
118.926
118.673
118.731
119.027
119.042
119.143
119.074
119.085
119.032
119.121
119.079
119.227
118.916
119.296
119.427
119.301
119.638
119.364
119.069
119.338
119.343
119.259
119.232
119.406
119.396
119.464
119.201
119.211
119.111
118.984
119.491
119.591
119.855
120.509
120.678
120.862
121.026
120.941
121.39
121.173
121.179
121.147
121.057
121.173
120.899
120.825
120.82
120.889
120.757
121.073
120.984
121.458
121.342
121.453
121.622
121.617
121.638
121.384
121.316
121.374
121.21
120.92
120.894
120.672
120.778
120.604
120.868
120.904
119.47
119.132
119.227
119.396
119.396
119.886
119.902
120.166
120.018
120.05
119.971
119.412
119.248
119.343
119.274
119.427
119.417
119.338
119.327
119.148
118.926
119.654
119.074
119.169
119.0
118.43
118.541
118.868
118.626
118.926
119.206
119.354
119.317
119.491
119.338
119.454
119.907
119.802
119.739
119.549
119.153
119.728
120.013
119.116
118.932
119.28
119.248
119.322
119.301
119.201
119.195
119.016
119.232
119.179
119.021
119.327
119.459
119.28
119.164
119.074
118.953
119.132
119.77
119.681
119.76
120.034
120.34
120.203
119.976
119.886
119.475
119.143
119.243
118.895
118.631
119.085
119.248
119.121
119.327
119.38
118.805
117.95
118.066
119.216
119.417
119.754
119.86
120.013
119.918
119.849
119.512
119.607
120.092
120.161
120.203
120.277
119.923
120.25
119.965
119.791
119.929
119.475
118.71
118.694
118.652
118.415
118.299
118.003
118.262
118.32
118.219
118.436
118.452
117.929
117.761
117.834
117.597
117.36
117.476
116.568
116.394
116.004
116.072
116.046
116.072
115.993
115.972
115.893
116.473
116.442
116.494
116.479
116.479
116.014
116.542
116.294
117.096
117.096
117.175
117.449
118.151
118.156
118.32
