Loss;Optimizer;Epochs;Batch Size;MSE;MAE;RMSE;R2_Score
mae;adagrad;50;70;0.10765086521994222;0.2698146814878295;0.3281019128562682;-1.242008892645079
mae;adagrad;50;90;0.11298659667780094;0.27805882525281844;0.3361347894488176;-1.353134403367581
mae;adagrad;70;10;0.10301759480754107;0.26542697543189636;0.32096354124345816;-1.145513305309025
mae;adagrad;70;30;0.09732609194857988;0.25707078985616466;0.31197129987962013;-1.0269782615243326
mae;adagrad;70;50;0.10253888282629608;0.2652121058613265;0.32021693088638536;-1.1355433295287636
mae;adagrad;70;70;0.09983153224170445;0.2611314168917079;0.3159612828207033;-1.0791582361645733
mae;adagrad;70;90;0.0999109003308206;0.2612664822169713;0.31608685567549405;-1.0808112090526878
mae;adagrad;90;10;0.09989909215560287;0.2621498351843179;0.3160681764360387;-1.0805652841008544
mae;adagrad;90;30;0.09267729355846288;0.2514863507277301;0.3044294557996366;-0.9301592781426211
mae;adagrad;90;50;0.0942287401174827;0.2541720247593056;0.30696700167523333;-0.9624707414520832
mae;adagrad;90;70;0.09415236977735697;0.2540292887784997;0.3068425814279318;-0.9608802016886882
mae;adagrad;90;90;0.09286206962620829;0.252097063129451;0.3047327839701667;-0.9340075480676864
mae;adadelta;10;10;130.45747031479198;11.36117541232916;11.421798033356744;-2715.994498466531
mae;adadelta;10;30;127.30493841795005;11.220665604057057;11.282949012467887;-2650.3377614526094
mae;adadelta;10;50;125.27128521683711;11.128536947171321;11.192465555758352;-2607.98354021959
mae;adadelta;10;70;123.61606042116773;11.052655393853657;11.118275964427566;-2573.5107219692645
mae;adadelta;10;90;122.3956560873899;10.996183201889602;11.063257028894787;-2548.093765372007
mae;adadelta;30;10;88.84746330080361;9.25985159693628;9.425893236229848;-1849.3966726359201
mae;adadelta;30;30;77.71457387554747;8.55226470830692;8.815586984174535;-1617.5356742011875
mae;adadelta;30;50;71.21134121102179;8.089251526476575;8.438681248336247;-1482.0950027767879
mae;adadelta;30;70;65.55604434284808;7.673214374431947;8.096668718852715;-1364.3140091629577
mae;adadelta;30;90;61.51385575188377;7.376076332869983;7.843076931401589;-1280.128687027603
mae;adadelta;50;10;36.67957668065957;5.224878909190496;6.0563666236993585;-762.9133873051463
mae;adadelta;50;30;36.102652672895005;5.00446295355453;6.00854829995524;-750.8979821976637
mae;adadelta;50;50;36.442983787796265;4.9249635462696055;6.036802447305715;-757.9859455363096
mae;adadelta;50;70;36.80078226022261;4.877789262233137;6.06636483078809;-765.4376957411569
mae;adadelta;50;90;36.98580353907697;4.8513571714706165;6.081595476441768;-769.2910725967214
mae;adadelta;70;10;35.82638042777995;4.672277915396657;5.98551421581972;-745.1441517098785
mae;adadelta;70;30;35.03727229153899;4.601180413855987;5.919229028474822;-728.7096580799744
mae;adadelta;70;50;34.329663594647315;4.5437904988502975;5.859152122504358;-713.9725262631254
mae;adadelta;70;70;33.82329887017302;4.498825196181836;5.815780160062192;-703.4266359642071
mae;adadelta;70;90;33.38352101969531;4.460315588866773;5.777847438250279;-694.2675284220161
mae;adadelta;90;10;30.51756233438588;4.2107799355189;5.524270298816476;-634.5791567095439
mae;adadelta;90;30;28.696929308109162;4.079154279961878;5.356951493910428;-596.6614360594032
mae;adadelta;90;50;27.37608951356057;3.9786245273408434;5.232216501021395;-569.1527434066584
mae;adadelta;90;70;26.352783955426283;3.8940656633766326;5.1334962701287985;-547.8406976879103
mae;adadelta;90;90;25.499172579248036;3.8232765111144706;5.049670541653984;-530.0628164572807
mae;adamax;10;10;0.09177293366585192;0.24014656222596464;0.30294047875094526;-0.9113244743791513
mae;adamax;10;30;0.15385078822220868;0.3300197260071631;0.392238177925363;-2.2041993775889113
mae;adamax;10;50;0.09713096108325585;0.25860561422750256;0.3116584044803795;-1.022914335661849
mae;adamax;10;70;0.0822758620554567;0.23609049712719563;0.2868376928777958;-0.7135321114372437
mae;adamax;10;90;0.09344937027751682;0.2565038612261922;0.30569489736912003;-0.9462390640912666
mae;adamax;30;10;0.16177407855520187;0.32634284882318415;0.4022114848623817;-2.369215119443708
mae;adamax;30;30;0.09878301405994305;0.25793027423677;0.3142976520115017;-1.057321095489427
mae;adamax;30;50;0.10057244780543385;0.26703123118601696;0.31713159383043793;-1.0945890390586008
mae;adamax;30;70;0.10695316118750059;0.2749336572244866;0.32703694162510233;-1.22747804199216
mae;adamax;30;90;0.11134361292633488;0.2825190715400541;0.33368190380410934;-1.318916525287992
mae;adamax;50;10;0.09954194429470017;0.2607555891543019;0.31550268508318624;-1.073127083966587
mae;adamax;50;30;0.10453965353670255;0.26314407789788286;0.3233259246282342;-1.1772127180256442
mae;adamax;50;50;0.08280361531093332;0.2310850335464997;0.2877561733671987;-0.7245234535828318
mae;adamax;50;70;0.09430842903770877;0.24889546725214753;0.3070967747106908;-0.9641303961833956
mae;adamax;50;90;0.10559390610670616;0.2656774808922593;0.32495215972002117;-1.1991692869042394
mae;adamax;70;10;0.10327643809056149;0.2601193054354921;0.3213665167539417;-1.1509041485795137
mae;adamax;70;30;0.11496558519155885;0.28330918214759054;0.33906575349268003;-1.3943501412738453
mae;adamax;70;50;0.12646303548405957;0.2978063587266572;0.355616416218458;-1.6338037280691342
mae;adamax;70;70;0.12160419735683672;0.29096675717100806;0.34871793380443844;-1.5326103166933884
mae;adamax;70;90;0.11502013270361228;0.2788165937151228;0.3391461819092355;-1.3954861842294277
mae;adamax;90;10;0.13521325043858906;0.31055697914694447;0.3677135439966674;-1.816041554960068
mae;adamax;90;30;0.1313196475629854;0.2983125124821047;0.36238052867529374;-1.7349507782747478
mae;adamax;90;50;0.11996647175340097;0.2765933583058468;0.34636176427746895;-1.4985019483201882
mae;adamax;90;70;0.11973775250493268;0.2690680462324701;0.34603143282790466;-1.4937384883337095
mae;adamax;90;90;0.12612711449816377;0.28759123614045234;0.35514379411467095;-1.626807613025695
mae;nadam;10;10;0.09274385376863743;0.2518059057118942;0.3045387557744292;-0.9315455055807635
mae;nadam;10;30;0.08522711380339164;0.23896487553914392;0.29193683187188224;-0.7749968534974747
mae;nadam;10;50;0.11564001536416299;0.28504094623384024;0.34005884103219985;-1.4083962749612735
mae;nadam;10;70;0.1038641366378565;0.27020724017603875;0.32227959388992733;-1.1631439514509347
mae;nadam;10;90;0.09212325145387551;0.25071025575910305;0.3035181237650818;-0.918620426849166
mae;nadam;30;10;0.12782520888646537;0.29958489878648;0.35752651494185067;-1.6621732620740746
mae;nadam;30;30;0.0982540699262387;0.26198460935735385;0.3134550524815938;-1.0463049513176665
mae;nadam;30;50;0.10308401755911296;0.26858545173593124;0.3210669985518801;-1.146896669942406
mae;nadam;30;70;0.08654617336841207;0.23645202649693914;0.2941873100057378;-0.8024684698998343
mae;nadam;30;90;0.08901095720206098;0.24389951329652962;0.29834704155070985;-0.853801705932804
mae;nadam;50;10;0.07831382278041754;0.2200593295713672;0.2798460697962677;-0.6310160325418435
mae;nadam;50;30;0.08917873812890566;0.24408846433470854;0.2986280933350137;-0.8572960236908032
mae;nadam;50;50;0.11039772771394375;0.27813520794823066;0.3322615351104364;-1.2992168874516437
mae;nadam;50;70;0.10743461713790646;0.2712146900462456;0.327772203119646;-1.237505165508738
mae;nadam;50;90;0.10545929917278539;0.2657212413087184;0.32474497559282633;-1.1963658729024522
mae;nadam;70;10;0.08317131257728748;0.23191974393364528;0.2883943698779286;-0.7321813626881883
mae;nadam;70;30;0.1445942179574045;0.32635788703451357;0.38025546407304195;-2.011415856465474
mae;nadam;70;50;0.11895936233339476;0.2864268859551878;0.3449048598286124;-1.4775272142025635
mae;nadam;70;70;0.10475273144880963;0.2555081514111993;0.3236552663696508;-1.1816504210835275
mae;nadam;70;90;0.12321151296705288;0.28968243008568184;0.35101497541707943;-1.5660853462161821
mae;nadam;90;10;0.10427083671694627;0.25432178640041225;0.32290995140587764;-1.1716141592109537
mae;nadam;90;30;0.10562676474577491;0.2568786076136998;0.32500271498215966;-1.1998536228902235
mae;nadam;90;50;0.14053845400396858;0.3155852483892117;0.3748845875785888;-1.9269478047550246
mae;nadam;90;70;0.1498000415148893;0.3264961382807518;0.38704010323852656;-2.1198358184005315
mae;nadam;90;90;0.1279947501684978;0.2930592177514317;0.3577635394621674;-1.6657042421661576
mse;adam;10;10;0.1492733092554589;0.3112953043308388;0.38635904189685905;-2.108865740201223
mse;adam;10;30;0.09643095094643656;0.2513221941837648;0.31053333306818537;-1.0083354565373384
mse;adam;10;50;0.11786617712041136;0.2844473310717109;0.3433164387564501;-1.4547598080715551
mse;adam;10;70;0.12070677428968457;0.28856446999270907;0.34742880463439496;-1.5139199838947697
mse;adam;10;90;0.09991353981582542;0.2578874885143877;0.3160910309006338;-1.080866180732114
mse;adam;30;10;0.12667412173814538;0.3000952019983409;0.35591308171819896;-1.6381999515254768
mse;adam;30;30;0.10625000223894072;0.2685948932414153;0.3259601236945107;-1.2128335836090969
mse;adam;30;50;0.08864899798244083;0.24049589260905788;0.2977398159172549;-0.8462633012250922
mse;adam;30;70;0.07499809132676301;0.2150740837564274;0.2738577939857893;-0.5619603924452383
mse;adam;30;90;0.07502559072829702;0.21525391831689955;0.27390799683159495;-0.5625331133672273
mse;adam;50;10;0.08059047630413554;0.22643918536958244;0.28388461794210607;-0.6784311409594017
mse;adam;50;30;0.08491933939597035;0.2307124232597092;0.29140923011457676;-0.7685869379156793
mse;adam;50;50;0.0956472133794326;0.25211344439967154;0.3092688367414871;-0.9920128139730373
mse;adam;50;70;0.09845131130837372;0.2561314063818277;0.31376951940616177;-1.0504128322143118
mse;adam;50;90;0.10241932956475064;0.26293965683502407;0.32003020101976415;-1.1330534333724995
mse;adam;70;10;0.09941645495604684;0.2583483157514716;0.31530375030444346;-1.0705135590997115
mse;adam;70;30;0.08984812316684379;0.24225620178949273;0.29974676506485237;-0.8712370840305841
mse;adam;70;50;0.09173777275463631;0.2434844118235063;0.30288244048580354;-0.9105921897341758
mse;adam;70;70;0.08944564839442426;0.23879913252227164;0.2990746535472778;-0.8628548753322491
mse;adam;70;90;0.09292019381216364;0.24463734425655032;0.3048281381568369;-0.9352180812252548
mse;adam;90;10;0.086165937049528;0.2338200168220365;0.29354034995129374;-0.7945494141030884
mse;adam;90;30;0.09935454823215002;0.2563408293691623;0.31520556503994346;-1.0692242482780325
mse;adam;90;50;0.08860779987612119;0.23360847109840038;0.297670623132551;-0.845405281918512
mse;adam;90;70;0.12193879290568456;0.2910657708823276;0.34919735523867385;-1.5395788272987017
mse;adam;90;90;0.12718068449229544;0.29851053743946315;0.35662400997730853;-1.6487499661228222
mse;rmsprop;10;10;0.5298011408561829;0.6643609196150384;0.7278743990938155;-10.033992775684888
mse;rmsprop;10;30;0.1401267209064851;0.28400001681580833;0.37433503830991444;-1.9183727759889457
mse;rmsprop;10;50;0.18168226650149305;0.3302909040126671;0.4262420280796968;-2.7838363518958733
mse;rmsprop;10;70;0.15750639576466002;0.31766782384340453;0.39687075448395037;-2.2803335043462876
mse;rmsprop;10;90;0.2326702834166224;0.4197770278307857;0.48235908140784745;-3.8457468819087888
mse;rmsprop;30;10;0.08166167601378459;0.23052736944081834;0.28576507136769635;-0.7007406622988279
mse;rmsprop;30;30;0.2648874936122484;0.46285915400706185;0.5146722195847065;-4.516724041332756
mse;rmsprop;30;50;0.07255332409639571;0.2057613323497124;0.26935724251706267;-0.5110440355749792
mse;rmsprop;30;70;0.26028203717364584;0.46125731954769217;0.5101784366019853;-4.420807726410991
mse;rmsprop;30;90;0.07599761630602367;0.21410322773213294;0.2756766517244862;-0.5827771679290656
mse;rmsprop;50;10;0.2334286276443024;0.43451667993247106;0.483144520453562;-3.8615406658107654
mse;rmsprop;50;30;0.07097119142440635;0.20852224544602996;0.2664041880759504;-0.4780934827605894
mse;rmsprop;50;50;0.07273027484369879;0.20423570840537145;0.26968551100068167;-0.5147293301446341
mse;rmsprop;50;70;0.086269009246858;0.2235451141668826;0.2937158648198255;-0.7966960645970365
mse;rmsprop;50;90;0.13356440461765057;0.2839894782604815;0.36546464208956053;-1.7817015895023638
mse;rmsprop;70;10;0.1086789820910627;0.278388964594627;0.32966495429611975;-1.2634211419848413
mse;rmsprop;70;30;0.15359638483662416;0.33797769377831705;0.3919137466798328;-2.1989010025908637
mse;rmsprop;70;50;0.06992641709470718;0.21010298073697256;0.26443603592307;-0.4563343140515679
mse;rmsprop;70;70;0.08788308070552003;0.24016715679038958;0.29645080655231826;-0.8303117959364119
mse;rmsprop;70;90;0.1272071496752148;0.301092563032293;0.3566611132086238;-1.6493011477164807
mse;rmsprop;90;10;0.08533128549298037;0.23167874368680583;0.29211519216394816;-0.7771664027523055
mse;rmsprop;90;30;0.07838572982239897;0.2225234442989843;0.2799745163803287;-0.6325136166739986
mse;rmsprop;90;50;0.07956823538575855;0.22364211387374783;0.28207842063114036;-0.6571412681400395
mse;rmsprop;90;70;0.07521615803335462;0.22305311332754538;0.2742556435761252;-0.5665019954724813
mse;rmsprop;90;90;0.10145515950257844;0.2576166915893555;0.3185202654503767;-1.1129729830296649
mse;adagrad;10;10;28.371915619865288;4.423455760884447;5.326529416033041;-589.8924836893004
mse;adagrad;10;30;23.17344965687736;3.944229383793007;4.813880935054103;-481.6257559363997
mse;adagrad;10;50;20.099880623165475;3.6331565882235157;4.4832890407785975;-417.6135523032788
mse;adagrad;10;70;17.749177114495197;3.3927050395887726;4.212977226913908;-368.6562293905185
mse;adagrad;10;90;16.10857915990215;3.2218221869436245;4.013549446550042;-334.4880395117106
mse;adagrad;30;10;0.6617074179442655;0.5598145338305;0.8134540048117443;-12.781161092660035
mse;adagrad;30;30;0.3444082144656298;0.3793173806845736;0.5868630287091101;-6.172875740054084
mse;adagrad;30;50;0.2810643628433432;0.358608014113238;0.5301550366103704;-4.853634335524728
mse;adagrad;30;70;0.260814776452449;0.35555082424968276;0.5107002804507248;-4.4319029108119485
mse;adagrad;30;90;0.24666025108358308;0.35170590394208223;0.4966490220302292;-4.137111302000161
mse;adagrad;50;10;0.17483738966279216;0.3187881040248741;0.41813561156973006;-2.6412803704824994
mse;adagrad;50;30;0.17283797498699974;0.3212959401137164;0.4157378681176394;-2.599639223669113
mse;adagrad;50;50;0.16717957581170773;0.3173677941406665;0.4088759907498944;-2.481793619333086
mse;adagrad;50;70;0.16654406555655774;0.31779822252234635;0.40809810775909966;-2.468558057867766
mse;adagrad;50;90;0.16244181999808355;0.31415004522622036;0.40304071754362925;-2.383121949173963
mse;adagrad;70;10;0.14571340091320653;0.29952927440202154;0.3817242472167658;-2.034724708970081
mse;adagrad;70;30;0.1455124205079797;0.29956013037233936;0.3814609029874224;-2.030538956678677
mse;adagrad;70;50;0.1422133437299369;0.2961583539742191;0.3771118451201671;-1.9618301779914016
mse;adagrad;70;70;0.14147882339210294;0.2956358687731685;0.37613670838154434;-1.9465325663476136
mse;adagrad;70;90;0.14104885466878084;0.29493656651503375;0.37556471435530364;-1.9375777502457838
mse;adagrad;90;10;0.1368763606249291;0.28929690250734086;0.3699680535193939;-1.8506785996285418
mse;adagrad;90;30;0.13531571214132;0.2874747420330437;0.36785284033335935;-1.8181754908853294
mse;adagrad;90;50;0.13583568356069217;0.28779479707990374;0.3685589282064568;-1.8290047633094
mse;adagrad;90;70;0.13888064309799894;0.2905266705986594;0.37266693319638505;-1.8924211264425552
mse;adagrad;90;90;0.13612312569527335;0.2877719103235777;0.3689486762346131;-1.8349912253832095
mse;adadelta;10;10;125.34173430523722;11.183068279934426;11.195612279158171;-2609.4507600356974
mse;adadelta;10;30;122.18820947642232;11.035861698787432;11.053877576507816;-2543.773343556649
mse;adadelta;10;50;120.1117073678185;10.937118497649019;10.95954868449511;-2500.526722328159
mse;adadelta;10;70;118.42456985044552;10.855813869348392;10.882305355504666;-2465.3892683993204
mse;adadelta;10;90;117.17316109793002;10.794850164888567;10.824655241527557;-2439.3265930483944
mse;adadelta;30;10;85.94082697608066;9.035802560566234;9.27042755087815;-1788.86112120863
mse;adadelta;30;30;58.04345343618788;7.144374618601232;7.6186254295763804;-1207.851768147764
mse;adadelta;30;50;45.66817567569474;6.197890696529628;6.7578232942046315;-950.1159596032484
mse;adadelta;30;70;43.649770035374615;5.847941184721026;6.606797260047762;-908.0792942655655
mse;adadelta;30;90;42.811529873672576;5.706852951301198;6.543052030487957;-890.6215442245554
mse;adadelta;50;10;37.718009476531314;5.126129078459577;6.14149896006922;-784.5404829908338
mse;adadelta;50;30;36.41425062468242;5.006911200503914;6.034422145051042;-757.3875294707865
mse;adadelta;50;50;35.539598593978916;4.930904890988148;5.961509757937071;-739.1714415015831
mse;adadelta;50;70;34.80831830690889;4.870105728843585;5.899857481915041;-723.941309321249
mse;adadelta;50;90;34.20925829617103;4.824995761452889;5.848868120941951;-711.4648850160821
mse;adadelta;70;10;30.671099490099408;4.485023702601998;5.538149464405905;-637.7768241668176
mse;adadelta;70;30;29.209769018607812;4.375725811549596;5.404606277852977;-607.3421787463324
mse;adadelta;70;50;28.109319561806043;4.294716626316512;5.301822286894011;-584.4234826168101
mse;adadelta;70;70;27.212971815528558;4.224405276240135;5.216605391969816;-565.7555451696691
mse;adadelta;70;90;26.51662566030852;4.169088871819633;5.149429644175025;-551.2529745756214
mse;adadelta;90;10;22.581160090207593;3.7504923503252927;4.751963814067569;-469.2903374260009
mse;adadelta;90;30;20.56632585034244;3.5739590664947927;4.5350111190979945;-427.3280524619722
mse;adadelta;90;50;19.079985112908403;3.44102357150746;4.368064229485231;-396.37252652152273
mse;adadelta;90;70;17.858293224247387;3.3175727716432943;4.2259073847219355;-370.92875444543023
mse;adadelta;90;90;16.785103589462693;3.215751096959017;4.096962727370447;-348.5777895946983
mse;adamax;10;10;0.34210808646012586;0.4142883217740221;0.5849000653617042;-6.124971736384205
mse;adamax;10;30;0.24596949128326878;0.365750674552658;0.4959531139969471;-4.122725076568324
mse;adamax;10;50;0.21812527008396204;0.3489026757324634;0.46703883145190617;-3.542822709689271
mse;adamax;10;70;0.2196619308144523;0.3535590667465106;0.4686810544650299;-3.574826233448219
mse;adamax;10;90;0.19274631284094618;0.33365858739736126;0.4390288291683659;-3.0142635781983325
mse;adamax;30;10;0.11964441999693416;0.27176833016531815;0.34589654522260577;-1.4917946831215727
mse;adamax;30;30;0.109449900188168;0.2552763330368769;0.330832132943836;-1.2794767976981491
mse;adamax;30;50;0.096744029879059;0.24039704536905096;0.3110370233252932;-1.0148558477074903
mse;adamax;30;70;0.10474989374408596;0.2545365160987491;0.32365088250163315;-1.1815913211477103
mse;adamax;30;90;0.10722435022190543;0.25589472543625613;0.32745129442698107;-1.2331260061351448
mse;adamax;50;10;0.09600724723968064;0.23991807340764681;0.3098503626586237;-0.9995111198592022
mse;adamax;50;30;0.11910028849040802;0.2838671514290531;0.3451090965048705;-1.4804622365694016
mse;adamax;50;50;0.07876471788526489;0.22102277820613114;0.2806505262515374;-0.6404066754563473
mse;adamax;50;70;0.11441619649021005;0.278662098475865;0.33825463262194955;-1.3829082048674244
mse;adamax;50;90;0.09112226278993227;0.24044242041451594;0.30186464315969874;-0.8977731676895442
mse;adamax;70;10;0.08936178590411183;0.2365576365204896;0.2989344173963778;-0.8611082990399388
mse;adamax;70;30;0.0886126956633959;0.24183061431054365;0.2976788465165032;-0.8455072448575369
