ADX_14;Fechamento_MTM_5;R%_21;R%_14;Mínimo_MTM_5;Máximo_MTM_11;Máximo_MTM_10;K%_8
0.4577574855521237;-0.3885045714337047;5.412935323383076;1.119607843137271;-0.4030629191091431;-0.7324798144265495;0.169253484100978;-0.6881028938906553
0.4381422017642161;-0.3013074591531095;7.55102040816316;0.5296442687747047;-0.2381059346781082;0.225071122474702;0.004491515527165;0.0566037735849076
0.4318089558146971;-0.2145980551489976;7.899999999999704;1.4233128834355453;0.1099307076113497;0.2191859577258556;0.0179299834147617;-1.0617977528089655
0.4295296664679764;0.1791566134898738;3.91441441441439;1.1035422343324168;0.0180246757811408;-0.1739208391232261;-0.0691029184765033;-0.4518518518518581
0.4367876157008165;0.1611291643787544;1.3189045936395782;-0.8660714285714807;0.2436691153908597;0.2055138744301246;0.1417053067740529;-0.0506072874494042
0.472801647893092;0.4584759502792292;0.5430379746835524;-0.4684684684684621;-0.1514222879186575;0.0869962959309127;-0.0635818997555212;1.1247443762781029
0.4922757138883047;0.0962420622785077;0.3189655172413927;0.8360128617363319;0.0459335314779806;-0.2695514341748251;-0.3783914338620095;1.1854545454545582
0.4864437139412914;0.082784436525932;0.7196078431372486;0.7698113207546908;-0.1512137604521941;-0.3640787555126143;-0.0771521871747932;1.123655913978512
0.4777369330348323;0.1464839361941107;0.1870882740447903;0.3426966292134482;0.390163904882912;0.1372591236946851;0.3479152057824051;1.5506329113924215
0.4648291514873297;0.1923249752853407;0.3435582822086084;0.6777777777778135;0.3349058302423565;0.5133322545265047;0.563960495781548;1.533783783783802
0.4597852646223516;0.2385029902536607;0.3950953678474034;-0.0121457489878547;0.8647770355659852;0.7060749428843806;0.6282355478861069;1.495689655172424
0.4423472293393714;0.4124545086938969;-2.9821428571430246;-0.5644171779140977;0.4906329615325768;0.5042062122519477;0.4482331171514376;2.056451612903228
0.4200437892369767;0.4396533122347605;-0.8828828828828684;-1.741818181818233;0.5516843500130663;0.5030271455006039;0.2877246448258844;1.0963855421686697
0.3993617601958549;0.1094779159712125;-0.04823151125402;-1.0268817204301213;0.0960399238861157;0.1371397839824369;0.3295884186042374;0.955882352941175
0.382075430264978;0.0726561659072181;-0.5169811320754724;-0.9525316455696188;-0.0915225037685644;0.2927679140735221;0.0179119983521053;1.6982456140350892
0.3712653728963136;-0.3792656201082397;0.7191011235955173;-0.1520270270270367;-0.4009379083212455;-0.1961363819554475;-0.1415821355604154;0.975501113585724
0.3595014184148988;-0.3516967353951896;1.170370370370397;0.4612068965517225;-0.4058194327486454;-0.119179898921117;0.0871001921591816;-0.2918660287081831
0.3524488483405315;-0.2604889314582876;0.7429149797570943;-0.190860215053758;-0.3110852122461862;0.1373848391789287;0.1230001256935595;-0.0728291316526478
0.3588270971332227;-0.2142344926496991;0.3006134969325241;0.5783132530120426;-0.314744572673714;0.2289418397945767;0.0143342202632169;-1.8533333333333872
0.3778739603726026;-0.0412315690404627;-1.036363636363708;0.0943627450980367;-0.0960968512564432;0.1325915374347213;-0.0321989177585987;-0.537688442211057
0.4047288608943513;0.2154959549613535;-1.1639784946236749;-0.8596491228070438;0.1833048791445714;0.2781628728589891;0.1366522869162185;0.1935483870967849
0.4442697746798665;0.4993219638799807;-2.0348101265822645;-1.1692650334075585;0.6188552975992394;0.3733376204639089;0.4972054549519314;1.9497487437185668
0.5054861856749326;0.7547881028881264;-3.165540540540664;-3.07177033492844;0.8210579326966412;0.9845741113346738;0.9295175446436608;2.7703927492446923
0.6358832656801806;1.4283019376398014;-2.900862068965534;-3.098039215686142;1.4167746113989534;2.0225944264698046;2.1760146082099547;10.952702702702956
0.7493512112085392;2.2076955496372714;-7.069892473118269;-8.968888888889119;2.020873974055853;2.08918885049858;2.1266688754174985;9.682758620689896
0.771785335428353;1.6808379102418134;-3.1497418244406;-8.35175879396989;1.5812510090229115;1.789088173930165;2.007394246127887;7.130841121495061
0.747556814514095;0.9883206591187405;-1.736519607843134;-3.304985337243488;1.0298495454179748;1.600890181087234;1.5781021504894004;3.933901918976593
0.7012254297217385;0.6814355575746244;-5.831578947368512;-6.582914572864397;0.7590691368375977;1.6462862115679715;1.595243859790705;3.375471698113203
0.6507429914731249;0.288722976503612;-4.131403118040084;-4.712990936555811;0.2980229371224808;1.6320088953451817;1.524584143249996;2.802250803858513
0.608301068800517;-0.6659004570937265;-7.660287081340113;-12.054054054054314;-0.2784459894084682;1.6885082902621935;1.5684134241158103;2.617307692307693
0.5667799739128289;-0.2246953395543061;-3.997198879551648;-6.100000000000186;-0.0582745437368131;1.4959425243135367;1.1818116950301498;1.3754601226993843
0.550685501200642;0.2751895799598212;-6.048888888889061;-5.6230529595013214;-0.090255103395188;1.2585179635377657;1.019745330616386;0.4132290184921768
0.5532512438976993;-0.0274268322893494;-5.8894472361809465;-2.89978678038383;-0.1487225792744519;0.684279371068068;0.1983599879567183;-0.8672566371681142
0.5286510780446726;-0.1757376122645408;-3.378299120234667;-2.394339622641488;-0.0946241123462352;0.2435223066432809;-0.8304934778228521;-0.5239234449761062
0.4970547438291925;-0.0229637349631663;-7.427135678392004;-1.736334405144692;-0.1846762863277722;-0.7367563447774348;-0.6523340230771927;0.8755980861244133
0.477699825604348;0.0044157128726821;-4.712990936555811;-1.6461538461538483;-0.2341175535157393;-0.6742538491214581;-0.3448427534638187;0.8184523809523592
0.4510350869523398;-0.0635346440295107;-12.25675675675703;-0.399999999999993;0.216099405726634;-0.2735869804266486;0.1254173217219358;0.6653846153846092
0.4333351705967906;0.1672610777277336;-5.941379310345036;0.6849217638691251;0.3111867652534701;0.2967621133702043;0.2294833095023788;0.0427350427350444
0.423695243088648;0.3113997062934622;-5.828660436136835;1.1716814159291895;0.0947137343766591;0.0856149270066499;0.0494092942411679;0.7959999999999923
0.4176930202006384;-0.0583059472066172;-3.1833688699360634;1.3038277511962009;-0.0044262672403194;-0.094407044353664;-0.2554570920174118;0.3555194805194711
0.4208768079834107;-0.0724144934959365;-2.615094339622628;0.3205741626794096;-0.0451623186865752;-0.1744155317912012;-0.1031373136696647;1.0140449438202117
0.4694122812046707;-0.067106982658137;-1.7041800643086855;0.3630952380952393;-0.2430294728469848;0.4539804832467984;0.3778836752490614;0.8908296943231809
0.5130763579964289;0.4682557913522758;-2.5673076923077;-1.4499999999999535;0.3243625436386976;0.1796929364820646;0.5134776844896056;2.179190751445037
0.5128804626445239;0.2654555075403492;-0.9386503067484696;-0.4814814814814739;0.4775422492239994;0.833406981882455;0.7879789047800021;2.142857142857149
0.4884106866728728;0.4861663572880857;0.3335704125177753;-0.9560000000000172;0.5320608727214898;0.4955786609658987;0.4006777985667327;2.511961722488027
0.4570606903545841;0.4595466395651946;0.6672566371681444;-0.2402597402597341;0.6998892580287985;0.5763052917710944;0.5985010990175024;1.2832929782082012
