low,close
95001.179,104396.9
96175.7524,105687.64
97301.0038,106924.18
98491.7934,108232.74
98998.2903,108789.33
96684.9065,106247.15
97374.7502,107005.22
98723.9708,108487.88
100414.6962,110345.82
100628.5189,110580.79
100626.89,110579.0
101819.7908,111889.88
101866.9288,111941.68
101039.2201,111032.11
101328.9641,111350.51
101337.5454,111359.94
102277.5481,112392.91
101103.1112,111102.32
100269.1781,110185.91
100163.4816,110069.76
98614.5797,108367.67
97455.2761,107093.71
95987.9193,105481.23
93364.3438,102598.18
92877.5575,102063.25
93554.20620000002,102806.82
90840.6954,99824.94
90865.9297,99852.67
90712.895,99684.5
90565.3112,99522.32
89253.1094,98080.34
89791.7566,98672.26
91694.876,100763.6
91538.1831,100591.41
90655.6378,99621.58
89673.1745,98541.95
90048.049,98953.9
89733.9716,98608.76
89448.12240000001,98294.64
89834.2718,98718.98
91664.0452,100729.72
91262.9354,100288.94
89373.3386,98212.46
89426.80110000001,98271.21
89071.85560000001,97881.16
87469.97350000001,96120.85
87861.41,96551.0
88193.67830000001,96916.13
89402.76800000001,98244.8
89441.0153,98286.83
90120.1847,99033.17
90021.5862,98924.82
91245.5635,100269.85
90792.2379,99771.69
92308.5436,101437.96
93362.9606,102596.66
93879.8679,103164.69
93024.8228,102225.08
94059.147,103361.7
94434.9588,103774.68
96361.9202,105892.22
96889.4472,106471.92
98646.0657,108402.27
98872.4555,108651.05
100314.5416,110235.76
99843.3254,109717.94
102615.4766,112764.26
102859.1018,113031.98
103296.2658,113512.38
103474.0616,113707.76
103569.7117,113812.87
101461.5511,111496.21
100555.4823,110500.53
102699.961,112857.1
102737.0344,112897.84
103313.8652,113531.72
102191.9626,112298.86
102214.0392,112323.12
100491.8824,110430.64
99665.8208,109522.88
100468.823,110405.3
100886.4584,110864.24
102105.0485,112203.35
99885.0307,109763.77
100023.2324,109915.64
102193.3731,112300.41
103199.9605,113406.55
100822.5036,110793.96
100597.4697,110546.67
100057.8215,109953.65
99445.1367,109280.37
101759.7399,111823.89
102390.3881,112516.91
101861.6326,111935.86
103804.1368,114070.48
101661.56,111716.0
99293.8856,109114.16
98622.4785,108376.35
98690.592,108451.2
97974.5585,107664.35
100133.4789,110036.79
105682.3586,116134.46
105769.4092,116230.12
106650.0162,117197.82
106980.3553,117560.83
105901.4775,116375.25
105505.9824,115940.64
104492.6792,114827.12
104013.0819,114300.09
101985.8294,112072.34
103397.8218,113623.98
105368.5178,115789.58
105809.5584,116274.24
106625.7101,117171.11
109135.1989,119928.79
105571.557,116012.7
104309.2869,114625.59
102615.0489,112763.79
104323.0916,114640.76
104230.5355,114539.05
105593.7428,116037.08
106405.0806,116928.66
106375.6876,116896.36
107521.4686,118155.46
104961.584,115342.4
105705.9185,116160.35
103357.8819,113580.09
99895.6686,109775.46
102150.6759,112253.49
102976.7648,113161.28
100321.4303,110243.33
99829.5298,109702.78
99071.8547,108870.17
98890.3643,108670.73
99223.2514,109036.54
99045.4465,108841.15
101766.3556,111831.16
99168.797,108976.7
98991.7565,108782.15
100927.7451,110909.61
102362.2691,112486.01
100942.296,110925.6
101850.7763,111923.93
99555.2831,109401.41
100271.59870000002,110188.57
99252.3805,109068.55
97596.6264,107249.04
97842.7996,107519.56
95862.4303,105343.33
94221.0997,103539.67
94408.6507,103745.77
94401.2979,103737.69
93598.687,102855.7
95313.1725,104739.75
97246.3401,106864.11
97764.1574,107433.14
97871.8832,107551.52
99824.7887,109697.57
98951.3525,108737.75
98806.162,108578.2
100315.4061,110236.71
99858.486,109734.6
96802.1782,106376.02
94790.8234,104165.74
95854.3586,105334.46
97953.6012,107641.32
99156.967,108963.7
99307.9087,109129.57
100843.2061,110816.71
102390.5428,112517.08
101783.7002,111850.22
100933.6328,110916.08
99383.5206,109212.66
101409.5992,111439.12
102127.8349,112228.39
102758.9108,112921.88
101956.9824,112040.64
101680.9248,111737.28
102855.6165,113028.15
103985.7637,114270.07
103901.5705,114177.55
102207.7056,112316.16
102168.4391,112273.01
103221.7914,113430.54
101986.9305,112073.55
100227.9824,110140.64
98756.3577,108523.47
98936.6378,108721.58
98125.0543,107829.73
100055.8559,109951.49
98287.3255,108008.05
98351.2257,108078.27
99041.1877,108836.47
98142.4171,107848.81
99736.1274,109600.14
100046.7286,109941.46
99350.9972,109176.92
97508.3655,107152.05
97909.5117,107592.87
96276.5713,105798.43
96197.0555,105711.05
95488.0563,104931.93
94990.0497,104384.67
94026.3051,103325.61
94518.0509,103865.99
95277.2912,104700.32
94847.4163,104227.93
96951.69120000002,106540.32
95614.7829,105071.19
94292.562,103618.2
93840.4376,103121.36
93668.4658,102932.38
93434.6595,102675.45
94125.5406,103434.66
92803.1923,101981.53
91839.8299,100922.89
91908.2983,100998.13
91200.7733,100220.63
89112.9694,97926.34
89934.63570000001,98829.27
90700.1277,99670.47
92078.4319,101185.09
92631.1932,101792.52
94379.2395,103713.45
92712.802,101882.2
92370.6238,101506.18
92701.1995,101869.45
91889.8435,100977.85
91747.7743,100821.73
92680.4424,101846.64
96654.5216,106213.76
97269.6361,106889.71
96876.6435,106457.85
96714.2267,106279.37
