ADX_14;HLC_CCI_18;Máximo_MACD_12:26;K%_8;K%_14_SMA_3;K%_14;ADX_7;HLC_CCI_20
0.4577574855521237;-55.495125593894194;-0.6310833530417881;-0.6881028938906553;0.0089558317143103;-0.1196078431372708;0.4067789128474342;-50.20175306266807
0.4381422017642161;-33.77911393544643;-0.6011254899920573;0.0566037735849076;0.2045596408569251;0.4703557312252953;0.3826556132070041;-34.64431467750442
0.4318089558146971;1.5534311020169322;-0.5517382723427886;-1.0617977528089655;-0.0241883317825069;-0.4233128834355454;0.3860631384766812;-15.196685555444128
0.4295296664679764;-21.732346608159503;-0.523828190435836;-0.4518518518518581;-0.0188331288475556;-0.1035422343324168;0.3924044967146536;-25.94117103306754
0.4367876157008165;24.974038635002817;-0.4715815115774973;-0.0506072874494042;0.4464054369345061;1.8660714285714808;0.4171605153931335;27.095881224245637
0.472801647893092;11.359683942432088;-0.4301394519277721;1.1247443762781029;1.0769992209025083;1.468468468468462;0.4916918151162794;12.782587128322673
0.4922757138883047;-6.352479827149069;-0.4111163040852403;1.1854545454545582;1.166175678434537;0.1639871382636681;0.5201974327657803;-8.05343105577114
0.4864437139412914;-23.80012874718522;-0.3902506891301982;1.123655913978512;0.6208814286591464;0.2301886792453091;0.5022909317171914;-31.80731535324209
0.4777369330348323;96.8849789530334;-0.3503901583885636;1.5506329113924215;0.3504930627651763;0.6573033707865519;0.4815396273593207;81.16692537773612
0.4648291514873297;117.40489150864649;-0.3004892861078474;1.533783783783802;0.4032380907513492;0.3222222222221865;0.4561190062337759;117.08070886616431
0.4597852646223516;165.95342295626514;-0.2453647941255354;1.495689655172424;0.6638904473321977;1.0121457489878547;0.4498392546753323;171.55054712041664
0.4423472293393714;113.57286066777706;-0.2103884558303121;2.056451612903228;0.966261716374713;1.5644171779140978;0.4171294410064989;120.6822507799764
0.4200437892369767;96.7025523413881;-0.1757216559907419;1.0963855421686697;1.7727937029067284;2.741818181818233;0.3828827950405874;102.21778064911489
0.3993617601958549;62.2769651661653;-0.1599602404243398;0.955882352941175;2.111039026720817;2.0268817204301213;0.3521263819947253;62.77839129518859
0.382075430264978;43.45293260470571;-0.1490592993717996;1.6982456140350892;2.2404105159393244;1.952531645569619;0.332701929353187;40.83108771551087
0.3712653728963136;-2.2068366454142714;-0.1578855206338545;0.975501113585724;1.7104801310089257;1.1520270270270367;0.3242764470148893;-3.0940110323198304
0.3595014184148988;-16.703446895000784;-0.1610070841429234;-0.2918660287081831;1.2144505920149775;0.5387931034482775;0.314100192404022;-10.913661819487196
0.3524488483405315;-8.55598377862916;-0.1571506787097831;-0.0728291316526478;0.9605601151763574;1.190860215053758;0.3125037157315888;2.088063226654558
0.3588270971332227;-16.186845584242;-0.1429252824802205;-1.8533333333333872;0.717113355163331;0.4216867469879574;0.3357706439415492;-3.4177726189940305
0.3778739603726026;23.201980843716917;-0.1196213367430232;-0.537688442211057;0.8393947389812261;0.9056372549019632;0.3777922686704472;31.7447683627132
0.4047288608943513;91.32842344172082;-0.0723191427784684;0.1935483870967849;1.062324374898988;1.859649122807044;0.4289870586456927;97.38018419269808
0.4442697746798665;155.14944075305186;-0.0132952690894398;1.9497487437185668;1.6448504703721885;2.1692650334075583;0.4983831511271261;160.17408501781867
0.5054861856749326;184.03758946276255;0.0765758017735578;2.7703927492446923;2.7002281637143475;4.07177033492844;0.6018587919167736;191.30166532452645
0.6358832656801806;212.01178607296868;0.2436762015178999;10.952702702702956;3.4463581946740462;4.098039215686142;0.8300012367947229;222.96338694178613
0.7493512112085392;192.04479209391712;0.3640804897641061;9.682758620689896;6.0462328131679;9.96888888888912;0.9875723561674712;201.9249611136201
0.771785335428353;130.0518982097657;0.4241911950237806;7.130841121495061;7.806228966181716;9.35175879396989;0.966357838554174;137.67910228761394
0.747556814514095;85.27078331309959;0.4303156378656609;3.933901918976593;7.875211006700831;4.3049853372434885;0.8700540932013421;92.44497920211045
0.7012254297217385;76.87381194945546;0.4362727865266009;3.375471698113203;7.079886234692591;7.582914572864397;0.7513262841867194;84.04812080039794
0.6507429914731249;77.3413457006888;0.4392389537856616;2.802250803858513;5.866963615554565;5.712990936555811;0.6439232845686098;84.25450512864742
0.608301068800517;74.88457397733733;0.4511555922055379;2.617307692307693;8.783319854491507;13.054054054054314;0.5664067491407422;81.77621702969972
0.5667799739128289;65.9276061519029;0.4488890771862088;1.3754601226993843;8.622348330203437;7.100000000000186;0.4981264904269851;72.80028553357889
0.550685501200642;56.77149986239177;0.4488581712607669;0.4132290184921768;8.92570233785194;6.6230529595013214;0.4883805821059531;63.66397151230692
0.5532512438976993;31.830252255356083;0.4136446907175184;-0.8672566371681142;5.874279913295112;3.899786780383831;0.5079997222937507;39.008774252898014
0.5286510780446726;33.12722248932428;0.3854102578609542;-0.5239234449761062;4.63905978750888;3.394339622641488;0.470499791720313;40.85745402777012
0.4970547438291925;34.26981297104264;0.3674327361948286;0.8755980861244133;3.343486936056669;2.7363344051446923;0.4268391295045209;42.20593588812543
0.477699825604348;28.02711908024817;0.3471662136959139;0.8184523809523592;2.9256092913133416;2.6461538461538483;0.4082007756998195;36.68184655616449
0.4510350869523398;32.894631062545145;0.3337931123656119;0.6653846153846092;2.2608294170995107;1.399999999999993;0.3742577246320079;40.57685271329151
0.4333351705967906;32.35042870197213;0.3349874845344658;0.0427350427350444;1.453744027428238;0.3150782361308749;0.3620861506168649;39.27089659611631
0.423695243088648;26.045963048024326;0.3191028761203398;0.7959999999999923;0.5144656067338922;-0.1716814159291896;0.3609574701055073;33.91047463989788
0.4176930202006384;-22.745107804000853;0.2900183211850589;0.3555194805194711;-0.0534769769981724;-0.3038277511962008;0.3664323882934174;5.42408231987963
0.4208768079834107;-41.212039458565016;0.2712652559084603;1.0140449438202117;0.0679722233983994;0.6794258373205905;0.3853600055057778;-3.401524322747222
