autoregressive(p);diferencial(d);media(q);MAE;MSE;RMSE
0.0;1.0;0.0;0.04240802675585285;0.0033197324414715695;0.057617119343746866
0.0;0.0;1.0;0.21023051456652397;0.06440344636929533;0.25377834101691055
0.0;1.0;0.0;0.05434210526315786;0.00579342105263157;0.07611452589769951
0.0;1.0;1.0;0.05433131880092809;0.005799157861445019;0.07615220194744876
1.0;0.0;0.0;0.05382625868886211;0.005791034854537311;0.07609884923267442
1.0;0.0;1.0;0.053847408065165914;0.005800896751068041;0.07616361829028372
1.0;1.0;0.0;0.054333242094121124;0.005797928720284747;0.076144131226804
1.0;1.0;1.0;0.05674881909209366;0.005979188309148145;0.07732521134240854
0.0;0.0;0.0;0.38331194498118465;0.20857918765020375;0.4567047050887518
0.0;0.0;1.0;0.20625690490088477;0.061603544022525325;0.24820061245396902
0.0;1.0;0.0;0.04240802675585285;0.0033197324414715695;0.057617119343746866
0.0;1.0;1.0;0.04296207582661282;0.0033569982821465916;0.057939608922969024
1.0;0.0;0.0;0.04244275659570502;0.003320480089542816;0.057623607050780984
1.0;0.0;1.0;0.04295709637168011;0.003362535010234762;0.0579873694026101
1.0;1.0;0.0;0.042928184288899544;0.003358807237361348;0.057955217516297425
1.0;1.0;1.0;0.04302116614655429;0.00335177604222676;0.05789452514898762
