up;down;class
23.41294836799258;-22.41294836799258;1
22.14149034012914;-21.14149034012914;1
22.475448136462454;-21.475448136462454;1
22.585642875837184;-21.585642875837184;1
22.332222786160926;-21.332222786160926;1
22.331180713304146;-21.331180713304146;1
23.341954022630734;-22.341954022630734;1
23.76597917157425;-22.76597917157425;1
23.19967566811828;-22.19967566811828;1
22.75784605229834;-21.75784605229834;1
22.553454275250825;-21.553454275250825;1
21.82866082079813;-20.82866082079813;1
22.318994833109628;-21.318994833109628;1
22.512689379485614;-21.512689379485614;1
22.250270346891714;-21.250270346891714;1
22.02679699758392;-21.02679699758392;1
21.857790060713423;-20.857790060713423;1
22.307365644360587;-21.307365644360587;1
22.28718142523592;-21.28718142523592;1
22.490632536851624;-21.490632536851624;1
22.54439927510352;-21.54439927510352;1
21.940672746569902;-20.940672746569902;1
22.802559029440765;-21.802559029440765;1
23.855438157989482;-22.855438157989482;1
22.378789807362647;-21.378789807362647;1
22.958361881931484;-21.958361881931484;1
21.958729722731746;-20.958729722731746;1
21.659579476061378;-20.659579476061378;1
21.972459288426684;-20.972459288426684;1
21.810964685325743;-20.810964685325743;1
21.89560904459819;-20.89560904459819;1
22.8010183498657;-21.8010183498657;1
21.890034117771833;-20.890034117771833;1
22.53357109165266;-21.53357109165266;1
22.27183860987872;-21.27183860987872;1
22.411135662790183;-21.411135662790183;1
23.287806698547094;-22.287806698547094;1
23.571806916079744;-22.571806916079744;1
22.53032102275694;-21.53032102275694;1
22.809074262159072;-21.809074262159072;1
22.258015715116525;-21.258015715116525;1
21.80909879630809;-20.80909879630809;1
22.72986774242764;-21.72986774242764;1
22.72862752506859;-21.72862752506859;1
22.84058616185924;-21.84058616185924;1
22.797384387434505;-21.797384387434505;1
23.40035901136902;-22.40035901136902;1
23.08427675427391;-22.08427675427391;1
22.966128317454714;-21.966128317454714;1
22.840515506242618;-21.840515506242618;1
22.952851239260642;-21.952851239260642;1
22.58464943124482;-21.58464943124482;1
22.44782051734117;-21.44782051734117;1
22.354745193148027;-21.354745193148027;1
23.070348013020784;-22.070348013020784;1
22.510809765592874;-21.510809765592874;1
22.564684171411336;-21.564684171411336;1
22.30789486188374;-21.30789486188374;1
22.426729955316073;-21.426729955316073;1
22.359812344501957;-21.359812344501957;1
23.607939212917113;-22.607939212917113;1
22.01652850578211;-21.01652850578211;1
22.419250895017036;-21.419250895017036;1
22.462858248011994;-21.462858248011994;1
23.151685660529076;-22.151685660529076;1
23.182032264174918;-22.182032264174918;1
23.551999496724026;-22.551999496724026;1
24.272407447105063;-23.272407447105063;1
23.051554582340348;-22.051554582340348;1
23.355859931120037;-22.355859931120037;1
23.4192410778637;-22.4192410778637;1
23.478085355539392;-22.478085355539392;1
23.213912832355263;-22.213912832355263;1
23.135680007764257;-22.135680007764257;1
23.07077510836689;-22.07077510836689;1
22.907161317342695;-21.907161317342695;1
22.881917897058422;-21.881917897058422;1
22.751891160963776;-21.751891160963776;1
22.892530472730506;-21.892530472730506;1
22.615361820567475;-21.615361820567475;1
22.941708676118356;-21.941708676118356;1
22.926595404641713;-21.926595404641713;1
23.39509025548446;-22.39509025548446;1
23.434179203211055;-22.434179203211055;1
23.442850523716515;-22.442850523716515;1
23.192344471910083;-22.192344471910083;1
23.071888684900895;-22.071888684900895;1
23.16742065448254;-22.16742065448254;1
23.33513663756481;-22.33513663756481;1
23.104272949368468;-22.104272949368468;1
23.062641666140113;-22.062641666140113;1
23.158400350488602;-22.158400350488602;1
22.355235498165715;-21.355235498165715;1
23.846836228638896;-22.846836228638896;1
22.05565036397767;-21.05565036397767;1
23.246675453116698;-22.246675453116698;1
22.056742732305082;-21.056742732305082;1
21.740479211131078;-20.740479211131078;1
22.089992181566622;-21.089992181566622;1
23.141580597934066;-22.141580597934066;1
22.602595133177495;-21.602595133177495;1
22.42670360261596;-21.42670360261596;1
23.05548689922945;-22.05548689922945;1
22.94630581051742;-21.94630581051742;1
22.447318831216652;-21.447318831216652;1
22.746049476626204;-21.746049476626204;1
21.935235792629623;-20.935235792629623;1
22.535152120507902;-21.535152120507902;1
22.240248209184298;-21.240248209184298;1
24.013676590479633;-23.013676590479633;1
22.442091892320708;-21.442091892320708;1
22.744507015852268;-21.744507015852268;1
23.15001635469634;-22.15001635469634;1
23.01951991402829;-22.01951991402829;1
22.932677893042587;-21.932677893042587;1
23.47787360451519;-22.47787360451519;1
22.154806781684535;-21.154806781684535;1
22.847836444050078;-21.847836444050078;1
22.545752274493676;-21.545752274493676;1
22.347956527259928;-21.347956527259928;1
22.143383760759388;-21.143383760759388;1
21.605489029979257;-20.605489029979257;1
22.449086370377803;-21.449086370377803;1
21.854723900795605;-20.854723900795605;1
22.368864267316773;-21.368864267316773;1
22.98726153825465;-21.98726153825465;1
23.126291122249043;-22.126291122249043;1
22.274257338664807;-21.274257338664807;1
22.862268623834126;-21.862268623834126;1
22.751359895781807;-21.751359895781807;1
23.091344004999176;-22.091344004999176;1
22.888005727509505;-21.888005727509505;1
22.618038795919265;-21.618038795919265;1
22.88601402891585;-21.88601402891585;1
23.58905637499408;-22.58905637499408;1
23.099604940950254;-22.099604940950254;1
22.08522814123634;-21.08522814123634;1
22.19213142335684;-21.19213142335684;1
22.982851502086287;-21.982851502086287;1
22.23793119403543;-21.23793119403543;1
23.07796146643737;-22.07796146643737;1
22.45169052792512;-21.45169052792512;1
22.16524304555745;-21.16524304555745;1
22.407757732570918;-21.407757732570918;1
22.602160961586257;-21.602160961586257;1
23.778500299378972;-22.778500299378972;1
22.910111239024786;-21.910111239024786;1
22.610431217770756;-21.610431217770756;1
22.56770261140543;-21.56770261140543;1
22.94035728332762;-21.94035728332762;1
22.647711925639136;-21.647711925639136;1
22.293526396975903;-21.293526396975903;1
24.348783298222433;-23.348783298222433;1
23.291284386935597;-22.291284386935597;1
23.66761691277229;-22.66761691277229;1
22.80387798381555;-21.80387798381555;1
23.165473247246908;-22.165473247246908;1
23.7906744692059;-22.7906744692059;1
23.528606757531694;-22.528606757531694;1
23.246397693301518;-22.246397693301518;1
23.349946128215425;-22.349946128215425;1
23.21426554721356;-22.21426554721356;1
23.113407035719188;-22.113407035719188;1
23.344478480629828;-22.344478480629828;1
23.325369498383047;-22.325369498383047;1
23.210641608452004;-22.210641608452004;1
23.30262368345246;-22.30262368345246;1
23.0340243927522;-22.0340243927522;1
22.657332645453526;-21.657332645453526;1
22.713043402453692;-21.713043402453692;1
22.324360683593863;-21.324360683593863;1
22.36823460231328;-21.36823460231328;1
22.084287299387924;-21.084287299387924;1
22.557807757616683;-21.557807757616683;1
22.487729938064987;-21.487729938064987;1
22.733837871646827;-21.733837871646827;1
22.454792882600128;-21.454792882600128;1
22.307098094815668;-21.307098094815668;1
22.027001717492187;-21.027001717492187;1
22.03750871865556;-21.03750871865556;1
21.81263806666375;-20.81263806666375;1
21.839673381625342;-20.839673381625342;1
22.141795060256683;-21.141795060256683;1
22.269816169446994;-21.269816169446994;1
22.444570080512683;-21.444570080512683;1
22.771437385905912;-21.771437385905912;1
22.719103087507666;-21.719103087507666;1
22.4391482562134;-21.4391482562134;1
23.08696020290591;-22.08696020290591;1
23.245385913791807;-22.245385913791807;1
22.263420079051045;-21.263420079051045;1
22.56385648912595;-21.56385648912595;1
23.26978496526317;-22.26978496526317;1
23.52342788091166;-22.52342788091166;1
23.617117842225355;-22.617117842225355;1
23.070852731085036;-22.070852731085036;1
23.13698886181855;-22.13698886181855;1
23.21041619979961;-22.21041619979961;1
23.120751099043865;-22.120751099043865;1
22.80509873761257;-21.80509873761257;1
23.26363774737483;-22.26363774737483;1
23.241421187016723;-22.241421187016723;1
23.87810324146059;-22.87810324146059;1
23.33655373145205;-22.33655373145205;1
23.69868011823613;-22.69868011823613;1
23.22997535817516;-22.22997535817516;1
23.258198221421345;-22.258198221421345;1
23.203061146756433;-22.203061146756433;1
23.12802542546914;-22.12802542546914;1
23.285093645201773;-22.285093645201773;1
22.626559773837588;-21.626559773837588;1
23.112392074790865;-22.112392074790865;1
22.46959941511077;-21.46959941511077;1
23.118581492804246;-22.118581492804246;1
23.077705878097273;-22.077705878097273;1
22.59490624327407;-21.59490624327407;1
25.60696549016584;-24.60696549016584;1
23.189403565997683;-22.189403565997683;1
24.696809025925297;-23.696809025925297;1
23.74773718409411;-22.74773718409411;1
23.368924300318824;-22.368924300318824;1
23.60485781937832;-22.60485781937832;1
23.418400200463005;-22.418400200463005;1
23.81025993872217;-22.81025993872217;1
24.608470732096748;-23.608470732096748;1
23.916024555584436;-22.916024555584436;1
24.650254880078673;-23.650254880078673;1
25.516751129149345;-24.516751129149345;1
25.885471991639733;-24.885471991639733;1
23.60097501878309;-22.60097501878309;1
24.83126975711357;-23.83126975711357;1
24.788136492103586;-23.788136492103586;1
23.584289272199495;-22.584289272199495;1
23.448912655497644;-22.448912655497644;1
24.307657406497327;-23.307657406497327;1
24.4888242650567;-23.4888242650567;1
23.697190084076645;-22.697190084076645;1
24.292031284980588;-23.292031284980588;1
23.641274080427074;-22.641274080427074;1
23.906220419613987;-22.906220419613987;1
24.62188424918826;-23.62188424918826;1
25.04499025650558;-24.04499025650558;1
25.799596157475765;-24.799596157475765;1
24.611795544035388;-23.611795544035388;1
24.46383783917432;-23.46383783917432;1
