up;down;class
119.71888276148158;-118.71888276148158;1
116.8829341066365;-115.8829341066365;1
117.24728824958177;-116.24728824958177;1
123.47343966820983;-122.47343966820983;1
118.64189138444053;-117.64189138444053;1
117.08904263484361;-116.08904263484361;1
118.7257836875796;-117.7257836875796;1
119.6572981714211;-118.6572981714211;1
120.05140763840038;-119.05140763840038;1
122.29561698511107;-121.29561698511107;1
120.45660779014038;-119.45660779014038;1
123.11322725296678;-122.11322725296678;1
122.36278777416824;-121.36278777416824;1
123.06317239320315;-122.06317239320315;1
119.5121195060347;-118.5121195060347;1
121.75044168700158;-120.75044168700158;1
120.28748034861161;-119.28748034861161;1
119.63713468383655;-118.63713468383655;1
120.32892917549495;-119.32892917549495;1
117.59733988384272;-116.59733988384272;1
119.923767326295;-118.923767326295;1
121.61046621006201;-120.61046621006201;1
118.97361862543003;-117.97361862543003;1
118.51886137565512;-117.51886137565512;1
118.6000496794501;-117.6000496794501;1
118.72692494818344;-117.72692494818344;1
121.34018453908004;-120.34018453908004;1
121.8102889035834;-120.8102889035834;1
123.0877661856994;-122.0877661856994;1
123.98270040183232;-122.98270040183232;1
123.3088899709199;-122.3088899709199;1
121.58028277489554;-120.58028277489554;1
121.88379874131547;-120.88379874131547;1
122.66195804982794;-121.66195804982794;1
121.62312969920659;-120.62312969920659;1
115.39354441855971;-114.39354441855971;1
114.80621843853642;-113.80621843853642;1
115.64967027922171;-114.64967027922171;1
117.58110979627908;-116.58110979627908;1
115.08294110835058;-114.08294110835058;1
120.99216710240496;-119.99216710240496;1
120.69287934292934;-119.69287934292934;1
121.36377770136954;-120.36377770136954;1
117.05937053891692;-116.05937053891692;1
115.67797320562595;-114.67797320562595;1
115.47301702210271;-114.47301702210271;1
115.28102585967802;-114.28102585967802;1
119.1035531633309;-118.1035531633309;1
119.16569281709121;-118.16569281709121;1
122.701692839622;-121.701692839622;1
122.5841558885491;-121.5841558885491;1
123.83419770038786;-122.83419770038786;1
122.87970931281139;-121.87970931281139;1
120.98209310464863;-119.98209310464863;1
123.66496785860771;-122.66496785860771;1
121.93107666734558;-120.93107666734558;1
117.00126734344238;-116.00126734344238;1
115.80057866692617;-114.80057866692617;1
117.83644805952167;-116.83644805952167;1
117.64339720544386;-116.64339720544386;1
118.4304417228321;-117.4304417228321;1
118.60842873350356;-117.60842873350356;1
117.59733396395232;-116.59733396395232;1
121.927037430792;-120.927037430792;1
124.91842611354055;-123.91842611354055;1
120.83776155655102;-119.83776155655102;1
121.07936242606728;-120.07936242606728;1
123.94063152002624;-122.94063152002624;1
123.03051211783807;-122.03051211783807;1
122.49679889538234;-121.49679889538234;1
123.84121235679191;-122.84121235679191;1
126.71431734733677;-125.71431734733677;1
122.50715795786388;-121.50715795786388;1
121.46594829145245;-120.46594829145245;1
123.37737988316503;-122.37737988316503;1
119.99743892380498;-118.99743892380498;1
120.83946459669411;-119.83946459669411;1
115.77312941458283;-114.77312941458283;1
118.60825683216328;-117.60825683216328;1
119.14493710417584;-118.14493710417584;1
118.13817952435431;-117.13817952435431;1
114.11463456045287;-113.11463456045287;1
115.4840937536977;-114.4840937536977;1
118.16374110234355;-117.16374110234355;1
121.61625095311247;-120.61625095311247;1
120.18643981623013;-119.18643981623013;1
114.25256807332237;-113.25256807332237;1
117.01444916010843;-116.01444916010843;1
118.31543835122412;-117.31543835122412;1
119.58349999471055;-118.58349999471055;1
120.02568928534517;-119.02568928534517;1
119.44684395897315;-118.44684395897315;1
119.89163567135058;-118.89163567135058;1
119.3901146155285;-118.3901146155285;1
118.90114100496501;-117.90114100496501;1
119.92619803388823;-118.92619803388823;1
118.17642365290583;-117.17642365290583;1
118.42625694572448;-117.42625694572448;1
117.90113760651283;-116.90113760651283;1
120.09689233334664;-119.09689233334664;1
118.23287287997131;-117.23287287997131;1
119.36011040180955;-118.36011040180955;1
112.40513726407221;-111.40513726407221;1
122.78838796980332;-121.78838796980332;1
121.91436847113837;-120.91436847113837;1
121.99788611466003;-120.99788611466003;1
122.6317174869813;-121.6317174869813;1
122.70722734390931;-121.70722734390931;1
123.35677809519416;-122.35677809519416;1
122.97197852780744;-121.97197852780744;1
121.02132149225564;-120.02132149225564;1
123.01296205450424;-122.01296205450424;1
119.52091478965524;-118.52091478965524;1
121.76941447744737;-120.76941447744737;1
121.97788715639928;-120.97788715639928;1
121.42410299745751;-120.42410299745751;1
122.4567877891242;-121.4567877891242;1
120.95098422927695;-119.95098422927695;1
121.5790677021157;-120.5790677021157;1
118.93793402659473;-117.93793402659473;1
119.64462623576152;-118.64462623576152;1
120.07749196634308;-119.07749196634308;1
119.37287514391248;-118.37287514391248;1
119.27246337733753;-118.27246337733753;1
120.33713694160178;-119.33713694160178;1
119.47340957878596;-118.47340957878596;1
120.07503358520555;-119.07503358520555;1
120.77781039916893;-119.77781039916893;1
119.65607879426875;-118.65607879426875;1
121.96869590355749;-120.96869590355749;1
123.14919623421252;-122.14919623421252;1
119.74335108901273;-118.74335108901273;1
117.9615689020712;-116.9615689020712;1
120.54586252079153;-119.54586252079153;1
118.70953257374671;-117.70953257374671;1
118.38061181562222;-117.38061181562222;1
121.0074701453999;-120.0074701453999;1
121.44665198620827;-120.44665198620827;1
122.39325847161442;-121.39325847161442;1
119.24994872330176;-118.24994872330176;1
120.90077774266905;-119.90077774266905;1
118.6668662591811;-117.6668662591811;1
119.245313138219;-118.245313138219;1
119.57487866974267;-118.57487866974267;1
120.09699363516293;-119.09699363516293;1
120.59262594019823;-119.59262594019823;1
121.472548056795;-120.472548056795;1
120.99270539820434;-119.99270539820434;1
119.97739619139202;-118.97739619139202;1
121.0684791660252;-120.0684791660252;1
123.03417874023619;-122.03417874023619;1
120.96465575943438;-119.96465575943438;1
120.47716862621556;-119.47716862621556;1
119.09574587175432;-118.09574587175432;1
119.86750579541152;-118.86750579541152;1
120.06249367330784;-119.06249367330784;1
