up;down;class
5310.739131214088;-5309.739131214088;1
5316.666355781503;-5315.666355781503;1
5339.354356769128;-5338.354356769128;1
5329.044452671083;-5328.044452671083;1
5314.15328587966;-5313.15328587966;1
5321.238725616254;-5320.238725616254;1
5319.5082923518885;-5318.5082923518885;1
5297.3931775351975;-5296.3931775351975;1
5278.235550616894;-5277.235550616894;1
5278.694843171311;-5277.694843171311;1
5259.630604890535;-5258.630604890535;1
5247.155518541938;-5246.155518541938;1
5275.1080642777115;-5274.1080642777115;1
5243.787449672023;-5242.787449672023;1
5229.581549900861;-5228.581549900861;1
5210.168956078826;-5209.168956078826;1
5212.212963598498;-5211.212963598498;1
5217.147807119363;-5216.147807119363;1
5229.47753357296;-5228.47753357296;1
5226.302892637979;-5225.302892637979;1
5253.720921834648;-5252.720921834648;1
5229.592422445757;-5228.592422445757;1
5213.356171055444;-5212.356171055444;1
5204.868927992076;-5203.868927992076;1
5195.385007892965;-5194.385007892965;1
5241.9540047244745;-5240.9540047244745;1
5264.142938298956;-5263.142938298956;1
5278.667263857385;-5277.667263857385;1
5272.172837197035;-5271.172837197035;1
5245.929534196557;-5244.929534196557;1
5231.783222092641;-5230.783222092641;1
5208.727660951887;-5207.727660951887;1
5222.351749058971;-5221.351749058971;1
5206.913143589722;-5205.913143589722;1
5193.996638131069;-5192.996638131069;1
5202.748642285491;-5201.748642285491;1
5215.74232327769;-5214.74232327769;1
5210.878839556746;-5209.878839556746;1
5205.826651043744;-5204.826651043744;1
5230.527789909974;-5229.527789909974;1
5212.418483110513;-5211.418483110513;1
5241.769507352767;-5240.769507352767;1
5231.355834314295;-5230.355834314295;1
5206.465548038862;-5205.465548038862;1
5210.562482454888;-5209.562482454888;1
5262.4365858555075;-5261.4365858555075;1
5247.476593773267;-5246.476593773267;1
5228.604952091534;-5227.604952091534;1
5233.617097440212;-5232.617097440212;1
5221.59456953821;-5220.59456953821;1
5243.615190638589;-5242.615190638589;1
5262.03218404867;-5261.03218404867;1
5231.583574940586;-5230.583574940586;1
5295.957372392158;-5294.957372392158;1
5324.216686889178;-5323.216686889178;1
5325.614209066433;-5324.614209066433;1
5335.118835569692;-5334.118835569692;1
5350.761074714199;-5349.761074714199;1
5368.82908533942;-5367.82908533942;1
5337.6180752295595;-5336.6180752295595;1
5349.621016144135;-5348.621016144135;1
5329.295503798424;-5328.295503798424;1
5310.826752956941;-5309.826752956941;1
5281.692567425639;-5280.692567425639;1
5326.812945482073;-5325.812945482073;1
5322.616058526577;-5321.616058526577;1
5325.8620196575375;-5324.8620196575375;1
5317.662529047362;-5316.662529047362;1
5329.476585902076;-5328.476585902076;1
5323.719683399332;-5322.719683399332;1
5338.641843208869;-5337.641843208869;1
5341.655187597551;-5340.655187597551;1
5336.961100063506;-5335.961100063506;1
5347.883470528923;-5346.883470528923;1
5330.121970771944;-5329.121970771944;1
5306.7374240889085;-5305.7374240889085;1
5298.66793527249;-5297.66793527249;1
5291.943955546356;-5290.943955546356;1
5315.28955789389;-5314.28955789389;1
5296.153660365017;-5295.153660365017;1
5266.193751487364;-5265.193751487364;1
5309.957891850165;-5308.957891850165;1
5283.632681961915;-5282.632681961915;1
5277.288530472366;-5276.288530472366;1
5254.587738971833;-5253.587738971833;1
5265.4340213218575;-5264.4340213218575;1
5283.737101703046;-5282.737101703046;1
5257.43014302665;-5256.43014302665;1
5252.730008436636;-5251.730008436636;1
5242.499575578394;-5241.499575578394;1
5254.232187213853;-5253.232187213853;1
5278.034074498331;-5277.034074498331;1
5274.051896726417;-5273.051896726417;1
5267.259585550938;-5266.259585550938;1
5238.4828471441115;-5237.4828471441115;1
5234.605438118802;-5233.605438118802;1
5279.974412143605;-5278.974412143605;1
5299.972292590174;-5298.972292590174;1
5253.725999838105;-5252.725999838105;1
5294.064156730846;-5293.064156730846;1
5267.0757067296245;-5266.0757067296245;1
5253.196464429192;-5252.196464429192;1
5272.755914850211;-5271.755914850211;1
5312.5147884501885;-5311.5147884501885;1
5320.5960707833165;-5319.5960707833165;1
5315.672017638386;-5314.672017638386;1
5329.913723561176;-5328.913723561176;1
5340.342372339613;-5339.342372339613;1
5305.688244928651;-5304.688244928651;1
5276.486641383076;-5275.486641383076;1
5283.956581848729;-5282.956581848729;1
5280.713548802747;-5279.713548802747;1
5232.442621907307;-5231.442621907307;1
5235.3592899539;-5234.3592899539;1
5287.68532693787;-5286.68532693787;1
5253.74145648948;-5252.74145648948;1
5246.447133319266;-5245.447133319266;1
5238.133938601286;-5237.133938601286;1
5259.186839285274;-5258.186839285274;1
5250.080550830076;-5249.080550830076;1
5268.284551037096;-5267.284551037096;1
5240.83284017592;-5239.83284017592;1
5237.334256292767;-5236.334256292767;1
5263.030555166745;-5262.030555166745;1
5261.82375042174;-5260.82375042174;1
5268.940793577266;-5267.940793577266;1
5281.381852157673;-5280.381852157673;1
5312.069628700568;-5311.069628700568;1
5309.5555076468645;-5308.5555076468645;1
5362.409466773196;-5361.409466773196;1
5397.9579692157395;-5396.9579692157395;1
5410.533102975082;-5409.533102975082;1
5438.460154250662;-5437.460154250662;1
5465.614917662653;-5464.614917662653;1
5444.503119638216;-5443.503119638216;1
5440.563462787743;-5439.563462787743;1
5452.221554112379;-5451.221554112379;1
5444.884067727788;-5443.884067727788;1
5418.078955875721;-5417.078955875721;1
