Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;01/09/2023;09:00:00;5.000,958;5.001,966;4.959,636;4.973,746;35.228.621.545,00;713.316
WDOFUT;31/08/2023;17:00:00;5.011,540;5.020,611;5.008,517;5.013,556;10.758.028.130,00;216.296
WDOFUT;31/08/2023;16:00:00;5.011,540;5.016,076;5.005,997;5.011,540;10.427.254.745,00;209.729
WDOFUT;31/08/2023;15:00:00;5.008,517;5.013,556;4.992,895;5.011,540;16.318.783.800,00;328.723
WDOFUT;31/08/2023;14:00:00;4.998,438;5.014,060;4.995,919;5.008,517;13.849.111.570,00;278.846
WDOFUT;31/08/2023;13:00:00;4.992,391;5.007,509;4.991,887;4.998,438;12.278.225.430,00;247.533
WDOFUT;31/08/2023;12:00:00;5.009,525;5.021,115;4.991,887;4.992,895;27.885.142.280,00;561.524
WDOFUT;31/08/2023;11:00:00;4.985,336;5.017,084;4.984,329;5.009,525;40.271.742.310,00;810.929
WDOFUT;31/08/2023;10:00:00;4.939,479;4.986,344;4.938,471;4.984,832;39.159.369.435,00;794.341
WDOFUT;31/08/2023;09:00:00;4.941,999;4.945,022;4.923,354;4.939,983;23.819.323.750,00;486.239
WDOFUT;30/08/2023;17:00:00;4.927,292;4.952,077;4.926,786;4.952,077;9.060.107.445,00;185.578
WDOFUT;30/08/2023;16:00:00;4.921,727;4.930,327;4.920,210;4.927,292;9.450.169.905,00;194.103
WDOFUT;30/08/2023;15:00:00;4.917,681;4.931,338;4.916,669;4.921,727;14.573.405.130,00;299.456
WDOFUT;30/08/2023;14:00:00;4.920,716;4.922,233;4.913,634;4.917,681;8.379.749.340,00;172.370
WDOFUT;30/08/2023;13:00:00;4.918,187;4.921,727;4.913,634;4.920,210;9.762.120.075,00;200.843
WDOFUT;30/08/2023;12:00:00;4.936,397;4.940,949;4.918,187;4.918,692;17.321.657.335,00;355.432
WDOFUT;30/08/2023;11:00:00;4.921,727;4.941,455;4.920,716;4.936,397;18.883.906.560,00;387.335
WDOFUT;30/08/2023;10:00:00;4.913,128;4.929,821;4.907,058;4.921,222;23.915.196.280,00;491.848
WDOFUT;30/08/2023;09:00:00;4.918,692;4.919,704;4.900,483;4.913,128;26.417.641.915,00;544.394
WDOFUT;29/08/2023;17:00:00;4.914,646;4.917,175;4.910,599;4.914,140;4.009.102.855,00;82.542
WDOFUT;29/08/2023;16:00:00;4.914,646;4.918,692;4.908,576;4.914,140;11.550.525.815,00;237.887
WDOFUT;29/08/2023;15:00:00;4.922,233;4.925,268;4.913,634;4.914,140;9.417.596.725,00;193.603
WDOFUT;29/08/2023;14:00:00;4.921,727;4.927,797;4.917,175;4.922,739;9.921.471.660,00;203.920
WDOFUT;29/08/2023;13:00:00;4.917,681;4.934,879;4.916,163;4.921,222;14.752.348.860,00;302.912
WDOFUT;29/08/2023;12:00:00;4.932,856;4.934,879;4.909,588;4.917,175;17.282.877.815,00;355.307
WDOFUT;29/08/2023;11:00:00;4.955,112;4.956,124;4.917,681;4.932,350;36.039.327.690,00;739.868
WDOFUT;29/08/2023;10:00:00;4.946,007;4.962,194;4.939,432;4.954,606;25.966.439.125,00;530.485
WDOFUT;29/08/2023;09:00:00;4.939,937;4.958,653;4.935,891;4.946,513;22.794.093.415,00;465.958
WDOFUT;28/08/2023;17:00:00;4.935,891;4.937,914;4.932,856;4.935,385;4.133.248.000,00;84.720
WDOFUT;28/08/2023;16:00:00;4.937,914;4.940,443;4.933,362;4.935,385;7.585.666.895,00;155.437
WDOFUT;28/08/2023;15:00:00;4.963,206;4.964,217;4.935,891;4.937,914;16.698.579.490,00;341.456
WDOFUT;28/08/2023;14:00:00;4.965,735;4.972,310;4.960,676;4.963,206;11.657.347.660,00;237.427
WDOFUT;28/08/2023;13:00:00;4.954,101;4.966,746;4.953,089;4.965,735;8.214.048.150,00;167.539
WDOFUT;28/08/2023;12:00:00;4.960,171;4.962,194;4.953,089;4.954,101;6.913.970.670,00;141.093
WDOFUT;28/08/2023;11:00:00;4.954,606;4.963,206;4.949,548;4.960,676;14.690.156.035,00;299.867
WDOFUT;28/08/2023;10:00:00;4.940,443;4.960,676;4.938,926;4.955,112;16.345.797.035,00;333.917
WDOFUT;28/08/2023;09:00:00;4.937,408;4.950,560;4.925,774;4.940,949;16.018.205.035,00;328.039
WDOFUT;25/08/2023;17:00:00;4.936,902;4.942,972;4.933,867;4.933,867;5.131.314.515,00;105.098
WDOFUT;25/08/2023;16:00:00;4.925,774;4.939,432;4.924,762;4.937,408;7.358.602.000,00;150.928
WDOFUT;25/08/2023;15:00:00;4.936,397;4.939,432;4.924,762;4.925,774;9.460.598.705,00;194.145
WDOFUT;25/08/2023;14:00:00;4.934,373;4.939,937;4.929,821;4.936,397;7.122.628.655,00;145.998
WDOFUT;25/08/2023;13:00:00;4.939,432;4.941,961;4.930,832;4.933,867;8.931.968.010,00;183.049
WDOFUT;25/08/2023;12:00:00;4.953,595;4.954,101;4.937,914;4.939,432;15.826.445.870,00;323.771
WDOFUT;25/08/2023;11:00:00;4.941,961;4.963,711;4.926,280;4.954,101;37.511.635.925,00;766.952
WDOFUT;25/08/2023;10:00:00;4.933,362;4.953,089;4.930,327;4.941,455;21.669.223.965,00;443.698
WDOFUT;25/08/2023;09:00:00;4.943,984;4.945,501;4.919,704;4.933,362;25.740.998.550,00;527.828
WDOFUT;24/08/2023;17:00:00;4.943,478;4.950,054;4.942,972;4.947,019;5.438.903.065,00;111.248
WDOFUT;24/08/2023;16:00:00;4.934,373;4.943,984;4.932,856;4.943,478;6.013.113.450,00;123.186
WDOFUT;24/08/2023;15:00:00;4.932,856;4.941,455;4.931,844;4.934,373;6.939.387.945,00;142.198
WDOFUT;24/08/2023;14:00:00;4.938,420;4.942,466;4.932,856;4.932,856;7.578.342.585,00;155.267
WDOFUT;24/08/2023;13:00:00;4.948,031;4.949,548;4.937,914;4.938,926;9.276.672.190,00;189.860
WDOFUT;24/08/2023;12:00:00;4.936,397;4.948,536;4.934,373;4.948,031;13.452.542.030,00;275.400
WDOFUT;24/08/2023;11:00:00;4.924,762;4.936,902;4.918,692;4.936,397;19.512.297.435,00;400.446
WDOFUT;24/08/2023;10:00:00;4.942,972;4.951,066;4.922,739;4.924,762;27.342.611.790,00;559.986
WDOFUT;24/08/2023;09:00:00;4.935,891;4.947,019;4.929,315;4.943,478;24.784.868.325,00;507.663
WDOFUT;23/08/2023;17:00:00;4.920,210;4.922,739;4.909,588;4.921,727;9.398.187.835,00;193.410
WDOFUT;23/08/2023;16:00:00;4.924,762;4.925,268;4.914,646;4.920,210;10.831.810.000,00;222.745
WDOFUT;23/08/2023;15:00:00;4.926,786;4.933,362;4.923,751;4.924,762;9.304.320.565,00;190.970
WDOFUT;23/08/2023;14:00:00;4.925,774;4.929,821;4.922,739;4.926,786;8.347.529.755,00;171.433
WDOFUT;23/08/2023;13:00:00;4.942,972;4.943,984;4.922,233;4.925,268;18.689.704.450,00;383.342
WDOFUT;23/08/2023;12:00:00;4.952,583;4.954,606;4.942,972;4.943,478;13.733.973.900,00;280.799
WDOFUT;23/08/2023;11:00:00;4.962,700;4.967,252;4.948,031;4.952,583;23.804.797.980,00;485.704
WDOFUT;23/08/2023;10:00:00;5.001,143;5.003,166;4.958,653;4.962,700;37.919.805.075,00;769.758
WDOFUT;23/08/2023;09:00:00;4.992,544;5.006,707;4.990,015;5.000,637;22.526.966.085,00;455.827
WDOFUT;22/08/2023;17:00:00;5.006,201;5.007,213;5.001,649;5.006,201;4.367.786.255,00;88.304
WDOFUT;22/08/2023;16:00:00;5.001,143;5.006,707;4.999,119;5.006,707;4.828.009.950,00;97.624
WDOFUT;22/08/2023;15:00:00;4.999,119;5.002,154;4.995,073;5.001,649;5.869.345.835,00;118.789
WDOFUT;22/08/2023;14:00:00;5.004,178;5.008,224;4.997,602;4.999,119;7.186.678.295,00;145.320
WDOFUT;22/08/2023;13:00:00;5.004,684;5.006,707;5.001,143;5.003,672;5.791.590.015,00;117.090
WDOFUT;22/08/2023;12:00:00;4.994,567;5.005,695;4.992,038;5.004,684;10.748.766.800,00;217.567
