Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;06/09/2021;141.396;143.067;140.588;142.808;329.783.843.015,00;14.006.225
WINFUT;03/09/2021;141.957;142.784;140.051;140.980;465.263.515.147,00;19.873.990
WINFUT;02/09/2021;144.286;144.455;141.058;141.348;529.381.974.557,00;22.358.190
WINFUT;01/09/2021;144.050;145.516;143.115;143.785;486.948.302.205,00;20.338.473
WINFUT;31/08/2021;145.003;145.733;142.862;143.809;515.967.818.990,00;21.567.043
WINFUT;30/08/2021;146.125;146.222;144.654;145.534;416.874.295.507,00;17.298.271
WINFUT;27/08/2021;144.756;146.463;144.364;145.800;390.808.421.065,00;16.202.875
WINFUT;26/08/2021;146.041;146.656;143.604;144.262;501.185.392.712,00;20.805.109
WINFUT;25/08/2021;146.156;146.693;144.587;146.451;457.588.943.992,00;18.972.946
WINFUT;24/08/2021;143.459;146.312;143.423;146.312;452.087.571.828,00;18.753.377
WINFUT;23/08/2021;143.930;144.286;142.054;142.434;478.349.531.317,00;20.190.189
WINFUT;20/08/2021;141.493;143.761;140.461;143.489;462.802.830.837,00;19.632.485
WINFUT;19/08/2021;138.983;142.862;138.531;142.410;582.372.636.388,00;24.927.564
WINFUT;18/08/2021;143.435;144.394;140.515;141.107;545.655.203.407,00;23.094.955
WINFUT;17/08/2021;145.232;145.262;141.465;142.597;617.605.506.839,00;26.212.646
WINFUT;16/08/2021;146.735;146.991;144.483;145.615;490.816.347.473,00;20.537.955
WINFUT;13/08/2021;147.149;147.691;145.993;147.520;466.873.609.488,00;19.329.100
WINFUT;12/08/2021;148.975;149.054;146.516;146.918;462.959.249.703,00;19.088.606
WINFUT;11/08/2021;149.383;149.596;147.106;148.658;490.052.491.225,00;20.083.892
WINFUT;10/08/2021;150.064;150.521;148.683;149.048;474.880.939.913,00;19.298.498
WINFUT;09/08/2021;149.109;150.679;148.695;149.736;451.239.720.073,00;18.340.996
WINFUT;06/08/2021;147.916;150.289;147.405;149.803;416.594.940.116,00;17.005.303
WINFUT;05/08/2021;150.022;150.691;147.082;147.405;497.750.160.247,00;20.283.425
WINFUT;04/08/2021;149.997;150.715;147.447;148.524;526.990.607.642,00;21.535.442
WINFUT;03/08/2021;149.985;150.959;147.228;149.997;539.867.997.976,00;22.016.279
WINFUT;02/08/2021;150.563;151.914;148.482;149.936;524.829.223.829,00;21.173.113
WINFUT;30/07/2021;151.957;152.450;148.257;148.914;510.958.354.543,00;20.658.210
WINFUT;29/07/2021;153.874;154.763;152.322;152.748;485.976.380.532,00;19.291.308
WINFUT;28/07/2021;152.468;154.659;152.444;153.740;486.476.492.750,00;19.305.780
WINFUT;27/07/2021;153.205;153.314;150.868;151.866;455.657.361.175,00;18.246.810
WINFUT;26/07/2021;152.286;154.075;152.170;153.631;385.961.079.734,00;15.307.632
WINFUT;23/07/2021;154.464;154.519;151.768;152.133;402.768.159.538,00;16.028.357
WINFUT;22/07/2021;153.917;154.367;152.992;154.069;435.742.868.756,00;17.262.828
WINFUT;21/07/2021;153.065;153.990;152.797;153.886;465.033.454.975,00;18.448.486
WINFUT;20/07/2021;152.979;153.442;150.819;152.858;549.276.533.405,00;21.960.209
WINFUT;19/07/2021;151.847;152.383;150.521;152.225;552.603.753.189,00;22.219.955
WINFUT;16/07/2021;155.980;156.448;153.588;153.923;468.881.920.843,00;18.378.380
WINFUT;15/07/2021;156.497;157.611;154.957;155.858;542.620.457.240,00;21.129.032
WINFUT;14/07/2021;156.935;158.408;156.448;157.021;559.983.881.535,00;21.675.259
WINFUT;13/07/2021;156.016;157.008;154.367;156.801;528.578.438.115,00;20.670.687
WINFUT;12/07/2021;154.038;156.412;153.564;156.412;440.866.249.765,00;17.303.921
WINFUT;08/07/2021;152.979;153.905;151.817;153.004;519.302.987.119,00;20.676.648
WINFUT;07/07/2021;153.345;155.493;152.967;155.067;494.131.696.117,00;19.486.281
WINFUT;06/07/2021;155.225;155.347;152.517;152.590;502.729.170.944,00;19.925.231
WINFUT;05/07/2021;155.803;156.089;154.604;155.438;360.563.987.227,00;14.128.714
WINFUT;02/07/2021;153.734;156.327;153.466;156.315;440.254.145.270,00;17.271.363
WINFUT;01/07/2021;155.116;155.481;152.742;153.466;546.604.704.611,00;21.620.870
WINFUT;30/06/2021;155.073;155.603;154.282;154.568;501.924.086.872,00;19.711.908
WINFUT;29/06/2021;155.682;155.925;154.300;155.529;479.043.956.654,00;18.784.731
WINFUT;28/06/2021;155.858;156.735;154.519;155.803;479.951.115.808,00;18.774.418
WINFUT;25/06/2021;158.585;158.786;154.872;155.980;494.731.763.475,00;19.161.765
WINFUT;24/06/2021;157.854;158.633;157.629;158.390;428.992.288.664,00;16.508.928
WINFUT;23/06/2021;157.946;159.023;156.820;157.313;445.772.479.405,00;17.181.714
WINFUT;22/06/2021;158.134;158.153;156.388;157.946;484.220.922.954,00;18.760.094
WINFUT;21/06/2021;157.014;158.518;156.722;158.116;415.530.087.043,00;16.042.274
WINFUT;18/06/2021;157.447;157.727;156.108;156.424;520.037.377.681,00;20.191.211
WINFUT;17/06/2021;158.055;159.145;156.199;157.374;540.452.480.243,00;20.856.293
WINFUT;16/06/2021;159.096;159.656;157.124;158.171;537.540.417.745,00;20.603.446
