dist;p;q;MAE;MSE;RMSE
ged;2;1;0.41984224766291106;0.3388962593359043;0.5821479703098725
normal;1;2;0.4404824745970525;0.353390259634744;0.5944663654360473
normal;1;3;0.44085451668528725;0.3536054865158641;0.5946473631622897
normal;1;4;0.44077991765088387;0.35361384833336634;0.5946543940251062
normal;2;1;0.6816541074866994;34.11345999997985;5.840672906436368
normal;2;2;0.4405827179144575;0.3534701414541305;0.5945335494773449
normal;2;3;0.44029830836283557;0.35336498053927556;0.5944451030492854
normal;2;4;0.4400014835629983;0.35323054611610977;0.5943320167348464
normal;3;1;0.4413951008346701;0.3543415274196299;0.5952659300007266
normal;3;2;0.4409347561967954;0.3538876518547682;0.5948845701938892
normal;3;3;0.4406272975187014;0.3538446129797229;0.5948483949543135
normal;3;4;0.4400835261767645;0.3534350201337699;0.59450401187357
normal;4;1;0.44122169309983356;0.3542132980468538;0.5951582126181691
normal;4;2;0.4406639084544354;0.35390791790976905;0.594901603552864
normal;4;3;0.4406621784121096;0.35387989111961765;0.5948780472665113
normal;4;4;0.4401777673734887;0.3534918964643698;0.5945518450601005
t;1;1;0.44135264371905747;0.35433219853583914;0.5952580940531923
t;1;2;0.44110361018944605;0.3535436591760587;0.594595374331199
t;1;3;0.44138476822074074;0.35376333768702434;0.594780075058861
t;1;4;11.858690808434114;76393.37406369421;276.39351306370094
t;2;1;0.44486933714916965;0.36560404725163614;0.6046520050836152
t;2;2;0.43991213737020196;0.3532434963473987;0.5943429114134354
t;2;3;0.44109196889024543;0.353709034102936;0.5947344231696498
t;2;4;16.717119648351126;155216.1460799645;393.9748038643645
t;3;1;14273.805948471023;72924855665.73415;270046.0250878249
t;3;2;0.44212600676826425;0.35448136889674325;0.5953833797619339
t;3;3;0.44138163787777657;0.35425915457157403;0.5951967360222786
t;3;4;0.4414937397266423;0.3537777102584508;0.5947921571931247
t;4;1;37270.759307196015;540855972141.90283;735429.1074888883
t;4;2;6499.654828729676;24752505210.217564;157329.28910478673
t;4;3;9684.319178753063;54953606019.67276;234421.8548251693
t;4;4;0.44209757515622305;0.35399689012795915;0.5949763777898742
studentst;1;1;0.44135264371905747;0.35433219853583914;0.5952580940531923
studentst;1;2;0.44110361018944605;0.3535436591760587;0.594595374331199
studentst;1;3;0.44138476822074074;0.35376333768702434;0.594780075058861
studentst;1;4;11.858690808434114;76393.37406369421;276.39351306370094
studentst;2;1;0.44486933714916965;0.36560404725163614;0.6046520050836152
studentst;2;2;0.43991213737020196;0.3532434963473987;0.5943429114134354
studentst;2;3;0.44109196889024543;0.353709034102936;0.5947344231696498
studentst;2;4;16.717119648351126;155216.1460799645;393.9748038643645
studentst;3;1;14273.805948471023;72924855665.73415;270046.0250878249
studentst;3;2;0.44212600676826425;0.35448136889674325;0.5953833797619339
studentst;3;3;0.44138163787777657;0.35425915457157403;0.5951967360222786
studentst;3;4;0.4414937397266423;0.3537777102584508;0.5947921571931247
studentst;4;1;37270.759307196015;540855972141.90283;735429.1074888883
studentst;4;2;6499.654828729676;24752505210.217564;157329.28910478673
studentst;4;3;9684.319178753063;54953606019.67276;234421.8548251693
studentst;4;4;0.44209757515622305;0.35399689012795915;0.5949763777898742
ged;1;1;0.4199382004057278;0.3393004090946829;0.5824949863257906
ged;1;2;0.42250971908007884;0.3406943592617574;0.5836902939588403
ged;1;3;0.42030768977776506;0.3395484703985795;0.5827078774124986
ged;1;4;0.41853906598724916;0.3401477303150789;0.5832218534272176
ged;2;1;0.41984224766291106;0.3388962593359043;0.5821479703098725
ged;2;2;0.4192933584199098;0.3393448581706595;0.58253313911799
ged;2;3;0.4180003911747841;0.33889835193495865;0.5821497676156528
ged;2;4;0.41875555797543146;0.3393387788170484;0.5825279210621997
ged;3;1;0.42756189206823064;0.34643969627174576;0.588591281172042
ged;3;2;0.4227335379437808;0.34442513105564754;0.5868774412563901
ged;3;3;0.4215646984675266;0.34399322136912036;0.5865093531812774
ged;3;4;0.42134124131238604;0.3439275115316571;0.586453332782462
ged;4;1;0.42413616356503725;0.34504060112619317;0.587401567180573
ged;4;2;0.4241171497497282;0.3449164332330692;0.5872958651591795
ged;4;3;0.4216369357088175;0.34401111436132004;0.5865246067824607
ged;4;4;0.4213547655144862;0.34392871470691566;0.5864543585880453
gaussian;1;1;0.44173734761318323;0.3546907976940307;0.595559231054335
gaussian;1;2;0.4404824745970525;0.353390259634744;0.5944663654360473
gaussian;1;3;0.44085451668528725;0.3536054865158641;0.5946473631622897
gaussian;1;4;0.44077991765088387;0.35361384833336634;0.5946543940251062
gaussian;2;1;0.6816541074866994;34.11345999997985;5.840672906436368
gaussian;2;2;0.4405827179144575;0.3534701414541305;0.5945335494773449
gaussian;2;3;0.44029830836283557;0.35336498053927556;0.5944451030492854
gaussian;2;4;0.4400014835629983;0.35323054611610977;0.5943320167348464
gaussian;3;1;0.4413951008346701;0.3543415274196299;0.5952659300007266
gaussian;3;2;0.4409347561967954;0.3538876518547682;0.5948845701938892
gaussian;3;3;0.4406272975187014;0.3538446129797229;0.5948483949543135
gaussian;3;4;0.4400835261767645;0.3534350201337699;0.59450401187357
gaussian;4;1;0.44122169309983356;0.3542132980468538;0.5951582126181691
gaussian;4;2;0.4406639084544354;0.35390791790976905;0.594901603552864
gaussian;4;3;0.4406621784121096;0.35387989111961765;0.5948780472665113
gaussian;4;4;0.4401777673734887;0.3534918964643698;0.5945518450601005
