dist;p;q;MAE;MSE;RMSE
t;3;3;3.363189835454756;13.728936168150973;3.705257908452659
normal;1;2;116.87628777306374;21905.405356290215;148.00474774915233
normal;1;3;116.55458495597455;21782.39826999818;147.58861158638962
normal;2;1;116.86434954742047;21889.933622611767;147.95247082293614
normal;2;2;116.86422395837177;21889.940554118864;147.9524942477107
normal;2;3;116.58943793201564;21794.227177404384;147.6286800638832
normal;3;1;116.8642371686691;21889.913029756015;147.9524012301119
normal;3;2;116.86414971021702;21889.883549166476;147.9523016014502
normal;3;3;116.58935188481324;21794.227487345877;147.62868111361652
t;1;1;117.4240191809751;21971.140510077068;148.22665249568672
t;1;2;117.0421172447961;21925.66660495783;148.07317989750146
t;1;3;117.07061697755512;21854.468977373203;147.83257075953594
t;2;1;116.94671174181893;21904.844545269018;148.00285316597453
t;2;2;117.37797029930884;21958.45372249598;148.1838510853864
t;2;3;117.11607566054765;21862.85192866595;147.86092089753112
t;3;1;116.94155267679112;21905.329677446047;148.00449208536222
t;3;2;117.36820830780465;21955.302778119836;148.17321882890928
t;3;3;117.10641265657549;21861.070164762168;147.85489564015853
gaussian;1;1;116.87633698844573;21905.38810069432;148.00468945507882
gaussian;1;2;116.87628777306374;21905.405356290215;148.00474774915233
gaussian;1;3;116.55458495597455;21782.39826999818;147.58861158638962
gaussian;2;1;116.86434954742047;21889.933622611767;147.95247082293614
gaussian;2;2;116.86422395837177;21889.940554118864;147.9524942477107
gaussian;2;3;116.58943793201564;21794.227177404384;147.6286800638832
gaussian;3;1;116.8642371686691;21889.913029756015;147.9524012301119
gaussian;3;2;116.86414971021702;21889.883549166476;147.9523016014502
gaussian;3;3;116.58935188481324;21794.227487345877;147.62868111361652
normal;1;1;3.3778621778304214;13.867380421146914;3.723893180684284
normal;1;2;3.3711618146398203;13.79565786176404;3.7142506460609304
normal;1;3;3.3738579598651897;13.829582165026139;3.7188146182656294
normal;2;1;3.3834768422906407;13.917888939067787;3.7306686986474404
normal;2;2;3.380843405954905;13.898864465064806;3.728118086255424
normal;2;3;3.387466249109823;13.954725855119227;3.735602475521081
normal;3;1;3.395382023761125;14.035087525774042;3.7463432204983627
normal;3;2;3.39280870831257;14.01694898795929;3.743921605477242
normal;3;3;3.398104846702394;14.063824333006988;3.7501765735771677
t;1;1;3.378061050345794;13.835697993814742;3.719636809396146
t;1;2;3.37725468506938;13.847494194129156;3.72122213716531
t;1;3;3.3668117576889127;13.786562273726933;3.7130260265350863
t;2;1;3.3668554568994615;13.728937505333102;3.7052580888965214
t;2;2;3.369611647187312;13.767276407414093;3.7104280625574853
t;2;3;3.369800100420438;13.796851800835189;3.71441136666837
t;3;1;3.3814510179863193;13.878934959811138;3.7254442634149205
t;3;2;3.3683065450909533;13.761856015783108;3.7096975639239256
t;3;3;3.363189835454756;13.728936168150973;3.705257908452659
gaussian;1;1;3.3778621778304214;13.867380421146914;3.723893180684284
gaussian;1;2;3.3711618146398203;13.79565786176404;3.7142506460609304
gaussian;1;3;3.3738579598651897;13.829582165026139;3.7188146182656294
gaussian;2;1;3.3834768422906407;13.917888939067787;3.7306686986474404
gaussian;2;2;3.380843405954905;13.898864465064806;3.728118086255424
gaussian;2;3;3.387466249109823;13.954725855119227;3.735602475521081
gaussian;3;1;3.395382023761125;14.035087525774042;3.7463432204983627
gaussian;3;2;3.39280870831257;14.01694898795929;3.743921605477242
gaussian;3;3;3.398104846702394;14.063824333006988;3.7501765735771677
