dist;p;q;MAE;MSE;RMSE
ged;1;1;0.3457516441499572;0.18115028713578013;0.42561753621741216
normal;1;2;0.3667959727185261;0.20784268306212764;0.4558976673137598
normal;1;3;0.36386609239190165;0.205657620001037;0.45349489523150865
normal;1;4;0.3662778953345484;0.20783602629644093;0.45589036653173637
normal;2;1;0.36685189883933667;0.20826200910192913;0.4563573261183928
normal;2;2;0.3649808391433069;0.20567653119568224;0.4535157452566363
normal;2;3;0.36960744448571464;0.21339930895246817;0.4619516305334014
normal;2;4;0.3644665401069637;0.20690765389702861;0.45487102996017303
normal;3;1;0.3623547732613997;0.20496820115750533;0.4527341395979602
normal;3;2;0.3589614130266802;0.20385027241311018;0.4514978099759845
normal;3;3;0.36616134130402267;0.20687102180156763;0.454830761714253
normal;3;4;0.36885175213532034;0.2090093701479873;0.45717542601061495
normal;4;1;0.36459642377975954;0.20683046912788347;0.4547861795700079
normal;4;2;0.3541346832620959;0.19998038359857384;0.44719166315862136
normal;4;3;0.36531663630438943;0.20681676348160466;0.45477111108952895
normal;4;4;0.3653198045640975;0.20759633861966573;0.45562741205909213
t;1;1;8.793568407986113;28031.651967908634;167.42655693738863
t;1;2;28997.967267729437;329618310004.6415;574123.9500357405
t;1;3;2214425.5717371837;1743018197973356.8;41749469.4334354
t;1;4;181210.62831787404;5712791356321.125;2390144.6308374573
t;2;1;9008374.78349493;2.0848068686994856e+16;144388603.03706402
t;2;2;164308733.52566317;1.0515621211045317e+19;3242779858.5542803
t;2;3;651551.8150156185;86275921865003.61;9288483.291959114
t;2;4;141.76011141841082;7048022.88449957;2654.8112709756924
t;3;1;34128.85196221337;278291638316.8115;527533.5423618213
t;3;2;34260.085714669316;233070863385.89;482774.13288813434
t;3;3;361915.1779950807;27416380942827.37;5236065.406660556
t;3;4;5921633.737587428;1.374164532521855e+16;117224764.12950699
t;4;1;441178.0169713905;28306653957832.805;5320399.7930449555
t;4;2;8708.090000992088;29274230009.28697;171097.13618084602
t;4;3;0.5155922312028425;13.520269290350512;3.6769918806478907
t;4;4;12003140.699780392;5.221336717660257e+16;228502444.57467532
studentst;1;1;8.793568407986113;28031.651967908634;167.42655693738863
studentst;1;2;28997.967267729437;329618310004.6415;574123.9500357405
studentst;1;3;2214425.5717371837;1743018197973356.8;41749469.4334354
studentst;1;4;181210.62831787404;5712791356321.125;2390144.6308374573
studentst;2;1;9008374.78349493;2.0848068686994856e+16;144388603.03706402
studentst;2;2;164308733.52566317;1.0515621211045317e+19;3242779858.5542803
studentst;2;3;651551.8150156185;86275921865003.61;9288483.291959114
studentst;2;4;141.76011141841082;7048022.88449957;2654.8112709756924
studentst;3;1;34128.85196221337;278291638316.8115;527533.5423618213
studentst;3;2;34260.085714669316;233070863385.89;482774.13288813434
studentst;3;3;361915.1779950807;27416380942827.37;5236065.406660556
studentst;3;4;5921633.737587428;1.374164532521855e+16;117224764.12950699
studentst;4;1;441178.0169713905;28306653957832.805;5320399.7930449555
studentst;4;2;8708.090000992088;29274230009.28697;171097.13618084602
studentst;4;3;0.5155922312028425;13.520269290350512;3.6769918806478907
studentst;4;4;12003140.699780392;5.221336717660257e+16;228502444.57467532
ged;1;1;0.3457516441499572;0.18115028713578013;0.42561753621741216
ged;1;2;0.3542023237450178;0.18507042338116844;0.430198121080472
ged;1;3;0.35261066149569925;0.18403983014968636;0.4289986365359293
ged;1;4;0.3594187804021848;0.18860589744816053;0.434287804857747
ged;2;1;0.34881080364983724;0.18334366110254025;0.42818647935512893
ged;2;2;0.3522003530102729;0.184605044933622;0.4296568921053426
ged;2;3;0.3574503354976485;0.18810316477823197;0.43370861736681227
ged;2;4;0.3571218451900084;0.18715704292819074;0.43261650792380857
ged;3;1;0.35094519758346787;0.1847965473951851;0.42987968944250565
ged;3;2;0.35974253610363294;0.1896220993339982;0.43545619680284514
ged;3;3;0.35728616047966927;0.1894330454801228;0.4352390670426114
ged;3;4;0.35777735120875154;0.18954439152584943;0.43536696191356716
ged;4;1;0.3535740007138713;0.1847368179017366;0.42981021149076554
ged;4;2;0.35230485115095583;0.1872635758537282;0.432739616690832
ged;4;3;0.3553764774238732;0.1880955053224903;0.4336997870906675
ged;4;4;0.35517455356859023;0.18731443553502627;0.4327983774634862
gaussian;1;1;0.3658864892532631;0.20804955225173083;0.45612449205423167
gaussian;1;2;0.3667959727185261;0.20784268306212764;0.4558976673137598
gaussian;1;3;0.36386609239190165;0.205657620001037;0.45349489523150865
gaussian;1;4;0.3662778953345484;0.20783602629644093;0.45589036653173637
gaussian;2;1;0.36685189883933667;0.20826200910192913;0.4563573261183928
gaussian;2;2;0.3649808391433069;0.20567653119568224;0.4535157452566363
gaussian;2;3;0.36960744448571464;0.21339930895246817;0.4619516305334014
gaussian;2;4;0.3644665401069637;0.20690765389702861;0.45487102996017303
gaussian;3;1;0.3623547732613997;0.20496820115750533;0.4527341395979602
gaussian;3;2;0.3589614130266802;0.20385027241311018;0.4514978099759845
gaussian;3;3;0.36616134130402267;0.20687102180156763;0.454830761714253
gaussian;3;4;0.36885175213532034;0.2090093701479873;0.45717542601061495
gaussian;4;1;0.36459642377975954;0.20683046912788347;0.4547861795700079
gaussian;4;2;0.3541346832620959;0.19998038359857384;0.44719166315862136
gaussian;4;3;0.36531663630438943;0.20681676348160466;0.45477111108952895
gaussian;4;4;0.3653198045640975;0.20759633861966573;0.45562741205909213
