dist;p;q;MAE;MSE;RMSE
ged;1;1;0.16058501985984977;0.03623691645388664;0.19035996547038622
normal;1;2;0.18044644383628888;0.04268601560442555;0.20660594281004008
normal;1;3;0.1867991109727021;0.04926730973903445;0.2219624061390452
normal;1;4;0.18164672040580446;0.043119766034122584;0.20765299428162018
normal;2;1;0.18046659452424585;0.04273310447675363;0.20671986957415012
normal;2;2;0.18101614325919088;0.04290320097838005;0.20713087886256856
normal;2;3;0.1809724713723274;0.04291917318965114;0.20716943111774752
normal;2;4;0.18190147565246303;0.043143748096557966;0.20771073177993948
normal;3;1;0.1813850247227059;0.04299133571502098;0.20734352103458883
normal;3;2;0.18095788822344017;0.04269441021225627;0.20662625731560902
normal;3;3;0.1808840116171228;0.04286502828084141;0.20703871203434737
normal;3;4;0.181788213153356;0.04313498580890379;0.20768963818376637
normal;4;1;0.18189402768156396;0.04319501815350427;0.20783411210266775
normal;4;2;0.18135424484870774;0.04292921005546722;0.20719365351155722
normal;4;3;0.18158561507147247;0.04308962019211096;0.20758039452730348
normal;4;4;0.18142401079885534;0.04299009366115706;0.20734052585338222
t;1;1;0.19159308059359506;0.05504586285236379;0.23461854754550798
t;1;2;0.18439772918573627;0.0473278746042042;0.21754970605405147
t;1;3;0.187959406039187;0.05046980878558114;0.2246548659290093
t;1;4;0.1831915536855452;0.04560822924831705;0.21356083266441214
t;2;1;0.18058423222107045;0.042725039332366425;0.2067003612294048
t;2;2;0.1925487092550352;0.05571940362345703;0.23604957874026597
t;2;3;0.2253861179049412;0.3073836955923613;0.5544219472498914
t;2;4;69979932.96610866;7.394758381576602e+17;859927809.8524667
t;3;1;0.1850625817314009;0.047823560922973116;0.21868598702928616
t;3;2;0.18501397025428887;0.0480842177011576;0.2192811384984071
t;3;3;0.18486336029248188;0.04753776437473729;0.2180315673812792
t;3;4;0.18578561095435286;0.04894600195706444;0.221237433444398
t;4;1;0.1908421205644474;0.05518308426758433;0.2349108006618349
t;4;2;0.18265933705610496;0.04339524693710522;0.2083152585316429
t;4;3;0.18577873759936353;0.048098689183715675;0.21931413357035537
t;4;4;0.22257440946103196;0.23462305704780928;0.48437904274215793
studentst;1;1;0.19159308059359506;0.05504586285236379;0.23461854754550798
studentst;1;2;0.18439772918573627;0.0473278746042042;0.21754970605405147
studentst;1;3;0.187959406039187;0.05046980878558114;0.2246548659290093
studentst;1;4;0.1831915536855452;0.04560822924831705;0.21356083266441214
studentst;2;1;0.18058423222107045;0.042725039332366425;0.2067003612294048
studentst;2;2;0.1925487092550352;0.05571940362345703;0.23604957874026597
studentst;2;3;0.2253861179049412;0.3073836955923613;0.5544219472498914
studentst;2;4;69979932.96610866;7.394758381576602e+17;859927809.8524667
studentst;3;1;0.1850625817314009;0.047823560922973116;0.21868598702928616
studentst;3;2;0.18501397025428887;0.0480842177011576;0.2192811384984071
studentst;3;3;0.18486336029248188;0.04753776437473729;0.2180315673812792
studentst;3;4;0.18578561095435286;0.04894600195706444;0.221237433444398
studentst;4;1;0.1908421205644474;0.05518308426758433;0.2349108006618349
studentst;4;2;0.18265933705610496;0.04339524693710522;0.2083152585316429
studentst;4;3;0.18577873759936353;0.048098689183715675;0.21931413357035537
studentst;4;4;0.22257440946103196;0.23462305704780928;0.48437904274215793
ged;1;1;0.16058501985984977;0.03623691645388664;0.19035996547038622
ged;1;2;0.16379636654476015;0.037131854130645604;0.1926962743040083
ged;1;3;0.16946192088133857;0.04105130652038088;0.20261122012460436
ged;1;4;0.1782161272804056;0.04438241336498347;0.21067133968573767
ged;2;1;0.1628884070289216;0.03801559879989552;0.19497589286856856
ged;2;2;0.166908465122941;0.03892812803909331;0.19730212375717934
ged;2;3;0.17055239752179757;0.04185322618588455;0.20458061048370285
ged;2;4;0.18633273476961495;0.04814936491984912;0.21942963546396627
ged;3;1;0.16287160419277483;0.03682444565920508;0.19189696625847183
ged;3;2;0.16245976851054889;0.03671069295326307;0.19160034695496528
ged;3;3;0.1753732880051001;0.04351059405038536;0.20859193189187678
ged;3;4;0.1813963023273765;0.04634237729023941;0.21527279737635086
ged;4;1;0.19828929178821492;0.05871501990580194;0.24231182370202645
ged;4;2;0.1741074242054562;0.04390658948788866;0.209538992762418
ged;4;3;0.1940042139314222;0.056020231346920996;0.23668593398620247
ged;4;4;0.20292991376464742;0.059271684078733906;0.24345776651964485
gaussian;1;1;0.18025273057527977;0.04267185139724832;0.20657166165098328
gaussian;1;2;0.18044644383628888;0.04268601560442555;0.20660594281004008
gaussian;1;3;0.1867991109727021;0.04926730973903445;0.2219624061390452
gaussian;1;4;0.18164672040580446;0.043119766034122584;0.20765299428162018
gaussian;2;1;0.18046659452424585;0.04273310447675363;0.20671986957415012
gaussian;2;2;0.18101614325919088;0.04290320097838005;0.20713087886256856
gaussian;2;3;0.1809724713723274;0.04291917318965114;0.20716943111774752
gaussian;2;4;0.18190147565246303;0.043143748096557966;0.20771073177993948
gaussian;3;1;0.1813850247227059;0.04299133571502098;0.20734352103458883
gaussian;3;2;0.18095788822344017;0.04269441021225627;0.20662625731560902
gaussian;3;3;0.1808840116171228;0.04286502828084141;0.20703871203434737
gaussian;3;4;0.181788213153356;0.04313498580890379;0.20768963818376637
gaussian;4;1;0.18189402768156396;0.04319501815350427;0.20783411210266775
gaussian;4;2;0.18135424484870774;0.04292921005546722;0.20719365351155722
gaussian;4;3;0.18158561507147247;0.04308962019211096;0.20758039452730348
gaussian;4;4;0.18142401079885534;0.04299009366115706;0.20734052585338222
