OutPut |T+1|;OutPut_class |T+1|
4.75;1
4.7;0
4.74;1
4.78;1
4.85;1
4.86;1
4.92;1
5.19;1
5.16;0
5.18;1
5.34;1
5.24;0
4.86;0
4.94;1
5.19;1
5.09;0
4.85;0
4.93;1
4.57;0
4.55;0
4.66;1
4.57;0
4.45;0
4.48;1
4.57;1
4.63;1
4.74;1
4.9;1
5.28;1
5.26;0
5.36;1
5.36;1
5.41;1
5.52;1
5.43;0
5.33;0
5.39;1
5.3;0
5.4;1
5.33;0
5.36;1
5.52;1
5.58;1
6.12;1
6.23;1
5.64;0
5.67;1
5.56;0
5.34;0
5.27;0
5.51;1
5.2;0
5.1;0
4.98;0
5.29;1
4.55;0
4.98;1
5.11;1
5.26;1
6.3;1
6.42;1
6.21;0
6.51;1
6.57;1
6.59;1
6.8;1
6.78;0
7.16;1
7.11;0
7.14;1
6.92;0
6.94;1
6.71;0
6.8;1
7.07;1
6.63;0
6.5;0
6.57;1
6.72;1
7.05;1
7.23;1
7.08;0
7.03;0
9.24;1
9.3;1
9.43;1
9.44;1
9.43;0
9.54;1
9.38;0
9.46;1
10.24;1
10.22;0
10.49;1
10.52;1
10.64;1
10.64;1
10.72;1
10.78;1
10.88;1
10.83;0
10.8;0
10.75;0
10.65;0
10.75;1
10.79;1
10.77;0
10.54;0
10.51;0
10.52;1
10.83;1
10.9;1
11.04;1
10.67;0
10.79;1
10.74;0
10.64;0
10.77;1
10.81;1
10.69;0
10.55;0
10.4;0
10.5;1
10.26;0
10.14;0
10.07;0
10.2;1
10.16;0
10.06;0
10.06;1
10.13;1
10.24;1
10.54;1
10.54;1
10.6;1
10.37;0
10.28;0
10.19;0
10.43;1
10.61;1
10.61;1
10.73;1
10.88;1
10.9;1
11.05;1
11.79;1
11.78;0
11.8;1
11.87;1
11.83;0
11.83;1
11.87;1
11.96;1
12.11;1
12.13;1
12.1;0
12.07;0
12.13;1
12.23;1
12.36;1
12.24;0
12.36;1
12.29;0
12.21;0
12.21;1
12.22;1
12.18;0
12.18;1
12.17;0
12.04;0
12.01;0
11.87;0
11.84;0
11.79;0
11.84;1
11.82;0
11.77;0
11.88;1
11.94;1
11.9;0
11.93;1
11.93;1
11.92;0
11.97;1
11.92;0
11.91;0
11.93;1
11.96;1
11.98;1
11.94;0
11.98;1
11.97;0
12.1;1
12.03;0
12.05;1
12.04;0
12.03;0
12.11;1
12.13;1
12.09;0
12.18;1
12.19;1
12.21;1
12.24;1
12.22;0
12.14;0
12.14;1
12.1;0
12.04;0
11.93;0
11.96;1
11.96;1
11.94;0
11.92;0
11.93;1
11.9;0
11.9;1
11.79;0
11.77;0
11.64;0
11.66;1
11.7;1
11.68;0
11.62;0
11.77;1
11.71;0
11.74;1
11.79;1
11.85;1
11.83;0
11.76;0
11.8;1
11.82;1
11.81;0
11.72;0
11.68;0
11.77;1
11.83;1
11.91;1
11.83;0
11.69;0
11.49;0
11.55;1
11.67;1
11.7;1
11.7;1
11.71;1
11.7;0
11.76;1
11.59;0
11.63;1
11.68;1
11.71;1
11.72;1
11.67;0
11.62;0
11.62;1
11.41;0
11.41;1
11.43;1
11.49;1
11.53;1
11.57;1
11.59;1
11.5;0
11.51;1
11.5;0
11.5;1
11.5;1
11.53;1
11.54;1
11.57;1
11.63;1
11.71;1
11.68;0
11.55;0
11.51;0
11.51;1
11.48;0
11.53;1
11.46;0
11.68;1
11.68;1
11.73;1
11.66;0
11.65;0
11.66;1
11.66;1
11.7;1
11.66;0
11.74;1
11.69;0
11.66;0
11.68;1
11.64;0
11.59;0
11.58;0
11.34;0
11.39;1
11.4;1
11.39;0
11.36;0
11.41;1
11.47;1
11.45;0
11.86;1
11.88;1
11.89;1
11.86;0
11.84;0
11.82;0
11.98;1
12.04;1
11.98;0
11.99;1
11.93;0
11.89;0
11.85;0
11.84;0
11.71;0
11.71;1
11.85;1
11.93;1
11.92;0
11.92;1
11.92;1
11.93;1
11.97;1
11.93;0
11.99;1
12.0;1
11.98;0
11.98;1
12.02;1
12.01;0
12.0;0
12.08;1
12.14;1
12.16;1
12.17;1
12.14;0
12.12;0
12.12;1
12.09;0
12.11;1
12.08;0
12.05;0
11.99;0
11.98;0
11.97;0
11.99;1
12.0;1
12.0;1
11.95;0
11.93;0
11.93;1
11.91;0
11.93;1
11.94;1
11.92;0
11.94;1
11.96;1
11.98;1
11.98;1
11.99;1
12.02;1
12.0;0
12.07;1
12.08;1
12.14;1
12.08;0
12.11;1
12.13;1
12.15;1
12.13;0
12.15;1
