K%_14_SMA_3;Abertura|T-7|_TSI_13:25;R%_21;R%_14
-2.333333333333284;-6.82214073601722;1.9999999999999567;1.9999999999999567
-2.333333333333284;-5.249830168586598;0.0;0.0
-0.9999999999999788;-7.421463342672125;-2.999999999999936;-2.999999999999936
0.3333333333333262;-9.05990649536048;-5.000000000000071;-2.999999999999936
1.9999999999999567;-11.37001560102444;-2.999999999999936;-2.999999999999936
1.3333333333333048;-11.88755122540695;-1.9999999999999567;-2.999999999999936
1.3333333333333048;-11.023721861531042;-0.9999999999999788;-1.9999999999999567
0.6666666666666524;-10.34277648970684;-0.9999999999999788;-4.000000000000092
1.6666666666666312;-9.793560581523234;-1.9999999999999567;-5.000000000000071
1.6666666666666312;-8.066999259615566;-0.9999999999999788;-0.9999999999999788
1.9999999999999567;-10.898958317176453;-4.999999999999893;-3.9999999999999134
0.6666666666666524;-10.572199891758356;-1.9999999999999567;0.0
0.3333333333333262;-11.288096079708088;-3.9999999999999134;-0.9999999999999788
-1.3333333333333048;-7.266333170664355;0.0;1.9999999999999567
0.0;-8.851249189278104;-7.000000000000028;-2.999999999999936
1.3333333333333048;-10.769597854086662;-8.999999999999986;-4.999999999999893
3.3333333333332624;-12.163487072295966;-5.999999999999872;-4.999999999999893
4.333333333333241;-13.958509533811908;-5.999999999999872;-5.999999999999872
3.3333333333332624;-14.372565922027954;-2.999999999999936;-3.9999999999999134
2.6666666666666097;-12.8016262678231;-0.9999999999999788;-2.999999999999936
0.6666666666666524;-11.581945082674531;-1.9999999999999567;-3.9999999999999134
1.6666666666666312;-11.347186591101863;-2.999999999999936;-4.999999999999893
1.6666666666666312;-11.894351029546968;-4.999999999999893;-1.9999999999999567
2.333333333333343;-13.782165617758343;-7.000000000000028;-4.000000000000092
1.000000000000038;-13.396312290003884;-4.999999999999893;0.0
0.6666666666667117;-13.80145994488048;-4.999999999999893;-0.9999999999999788
0.3333333333333262;-14.123707448191686;-5.999999999999872;-2.999999999999936
2.666666666666669;-17.16330351986776;-10.999999999999943;-7.000000000000028
5.666666666666664;-20.8136901978616;-12.9999999999999;-8.999999999999986
7.666666666666681;-23.64685301230244;-8.999999999999986;-8.999999999999986
9.666666666666698;-29.847503790249423;-16.000000000000014;-15.000000000000036
2.999999999999995;-14.820255478821824;8.999999999999986;8.999999999999986
-2.666666666666669;-5.37327956263855;9.999999999999964;8.000000000000007
-10.33333333333335;0.2573769093435928;7.000000000000028;8.000000000000007
-10.333333333333291;4.644265574860278;8.000000000000007;8.999999999999986
-11.000000000000002;6.815946650921386;6.00000000000005;8.999999999999986
-12.666666666666693;8.435833146605402;6.00000000000005;10.000000000000142
-14.000000000000057;10.102814233433918;8.000000000000007;15.000000000000036
-12.666666666666693;13.414400287707489;13.99999999999988;4.999999999999893
-8.999999999999986;15.97613283157412;11.999999999999922;3.9999999999999134
-4.999999999999953;17.479264475972318;11.999999999999922;1.9999999999999567
-4.333333333333241;19.42679149149686;13.99999999999988;4.999999999999893
-4.999999999999893;20.998311036894204;15.999999999999837;4.999999999999893
-6.333333333333198;22.28989384662176;16.999999999999993;5.999999999999872
-7.333333333333236;24.10412164168657;23.000000000000043;8.000000000000007
-7.333333333333236;23.775366693303223;4.999999999999893;0.0
-4.999999999999953;23.5061682651136;3.9999999999999134;-0.9999999999999788
-1.6666666666666312;22.65448850950663;1.9999999999999567;-4.000000000000092
1.3333333333333048;20.676784629448303;0.9999999999999788;-5.000000000000071
4.3333333333333;15.94302696344951;-4.000000000000092;-11.00000000000012
5.999999999999932;13.064838917094075;-0.9999999999999788;-8.999999999999986
6.3333333333332575;12.14546786525808;1.9999999999999567;-7.000000000000028
4.3333333333333;12.782699689370473;0.0;-4.000000000000092
2.333333333333343;13.285751135658014;-0.9999999999999788;-0.9999999999999788
1.000000000000038;13.691956607878163;-3.0000000000001137;0.0
0.0;13.41609577364393;-3.0000000000001137;0.0
0.9999999999999788;10.165166355333422;-8.999999999999986;-4.999999999999893
0.9999999999999788;6.422569046286839;-11.00000000000012;-2.000000000000135
2.999999999999995;1.248470364670709;-16.000000000000014;-9.999999999999964
5.333333333333338;-3.3222377348001126;-16.999999999999993;-12.9999999999999
8.999999999999986;-6.394944332388103;-12.9999999999999;-14.000000000000057
11.33333333333327;-9.353976191668504;-12.9999999999999;-15.000000000000036
12.9999999999999;-12.70465588324302;-13.99999999999988;-17.99999999999997
15.333333333333243;-17.226255347128678;-17.99999999999997;-17.99999999999997
15.333333333333302;-20.812329100230063;-13.000000000000078;-15.000000000000036
14.999999999999975;-24.95023482589756;-19.99999999999993;-13.99999999999988
11.99999999999998;-27.56957297679956;-20.999999999999908;-13.99999999999988
8.999999999999986;-26.895890734329864;-19.000000000000128;-5.000000000000071
7.333333333333354;-27.924382125512388;-23.000000000000043;-8.999999999999986
7.333333333333354;-28.725354652918224;-24.00000000000002;-8.999999999999986
8.000000000000007;-29.365202965266345;-19.99999999999993;-6.00000000000005
5.000000000000012;-28.484079237006;-15.000000000000036;-1.9999999999999567
2.666666666666669;-28.553738735819813;-12.9999999999999;-2.999999999999936
0.9999999999999788;-29.391062674841866;-15.999999999999837;-2.999999999999936
2.0000000000000164;-30.454228497290675;-12.0000000000001;-8.000000000000007
4.000000000000033;-31.32044651191419;-12.0000000000001;-8.000000000000007
5.333333333333397;-32.81522513986812;-14.000000000000057;-7.000000000000028
6.333333333333376;-34.0443983497209;-11.00000000000012;-6.00000000000005
5.333333333333397;-35.07039378734086;-8.999999999999986;-8.000000000000007
6.666666666666703;-36.72875492030568;-9.999999999999964;-10.999999999999943
7.000000000000028;-37.23963486991042;-7.000000000000028;-7.000000000000028
7.000000000000028;-38.07024178166107;-11.999999999999922;-7.000000000000028
4.666666666666686;-36.934910748353246;-9.999999999999964;-4.000000000000092
3.666666666666707;-36.42726429892191;-8.000000000000007;-4.000000000000092
1.6666666666666905;-33.251982825851286;-4.000000000000092;0.9999999999999788
-0.3333333333333262;-28.917437619645703;-3.9999999999999134;3.0000000000001137
-2.666666666666728;-25.94505861545965;-5.999999999999872;3.0000000000001137
-4.666666666666745;-21.85746485240853;-0.9999999999999788;5.000000000000071
-5.333333333333397;-18.57579121006328;0.0;4.000000000000092
-5.666666666666664;-17.632766881845015;-2.000000000000135;1.9999999999999567
-3.999999999999974;-16.87790496811935;-1.0000000000001563;0.9999999999999788
-2.6666666666666097;-16.854246017518747;0.0;-2.000000000000135
-0.3333333333333262;-18.0207710967106;-1.9999999999999567;-5.000000000000071
2.0000000000000164;-18.966341413003704;-0.9999999999999788;-5.000000000000071
3.666666666666707;-18.862783996183936;0.0;-6.00000000000005
4.666666666666745;-18.77728577436224;-0.9999999999999788;-9.999999999999964
4.000000000000092;-16.879984161590734;1.9999999999999567;-3.0000000000001137
3.000000000000054;-15.31704665305671;0.9999999999999788;0.0
1.000000000000038;-14.01054139149224;-1.0000000000001563;-2.000000000000135
0.3333333333333262;-14.348333666001563;-4.000000000000092;-0.9999999999999788
0.3333333333333262;-15.349096099533767;-5.000000000000071;-1.9999999999999567
0.3333333333333262;-16.17718869394306;-7.000000000000028;-1.9999999999999567
-0.6666666666666524;-13.815279013865586;-8.000000000000007;-1.0000000000001563
-0.9999999999999788;-12.678629203247342;-4.000000000000092;-2.000000000000135
-0.6666666666666524;-11.757643763291703;-0.9999999999999788;-2.000000000000135
0.3333333333333262;-10.99816755785803;-3.0000000000001137;-2.000000000000135
1.3333333333333048;-11.201090455338845;-0.9999999999999788;-3.0000000000001137
0.9999999999999788;-10.308119235911818;0.0;-0.9999999999999788
-0.3333333333333854;-7.463549547979106;2.000000000000135;-0.9999999999999788
-1.6666666666666905;-6.075101770442604;-1.0000000000001563;0.0
-2.000000000000076;-3.92715496382807;0.0;-1.9999999999999567
-1.6666666666667496;-2.186668335730111;0.0;0.0
-1.3333333333334234;-1.7491337938771088;-1.0000000000001563;-1.0000000000001563
-2.333333333333402;1.645206046040544;1.9999999999999567;3.0000000000001137
-2.666666666666728;2.2728938982772378;1.0000000000001563;-2.999999999999936
-4.000000000000092;5.545963149954011;1.9999999999999567;2.999999999999936
-3.333333333333381;7.020604270849883;3.0000000000001137;0.9999999999999788
-4.000000000000033;9.830796944226504;1.9999999999999567;3.9999999999999134
-3.666666666666648;11.984014685815366;3.9999999999999134;2.999999999999936
-3.999999999999974;12.658363002873294;2.999999999999936;0.9999999999999788
-3.3333333333332624;13.19371689219122;4.000000000000092;0.0
-2.333333333333284;13.627953448289306;0.0;0.9999999999999788
-3.666666666666589;17.125064907977812;6.999999999999851;2.999999999999936
-3.666666666666589;18.777431517565155;4.999999999999893;1.9999999999999567
-2.6666666666666097;14.856312379686784;0.9999999999999788;-3.9999999999999134
-1.6666666666666905;16.896386750581645;7.000000000000028;3.0000000000001137
-1.000000000000038;15.65545135311078;2.999999999999936;0.0
-2.333333333333343;14.776847389759093;1.9999999999999567;0.9999999999999788
-1.3333333333333048;13.323855421734146;1.9999999999999567;-0.9999999999999788
-1.9999999999999567;13.418436327105976;1.9999999999999567;-2.000000000000135
-1.3333333333333048;14.648782195517654;4.000000000000092;-0.9999999999999788
-0.9999999999999788;14.831845050452936;1.9999999999999567;0.0
-2.333333333333343;15.533918706060954;3.0000000000001137;0.0
-2.666666666666669;15.32694514972676;1.9999999999999567;-2.000000000000135
-3.666666666666707;15.72156497089066;4.000000000000092;1.0000000000001563
-2.0000000000000164;14.505221335488349;0.9999999999999788;-0.9999999999999788
-2.0000000000000164;12.774935733966878;-3.0000000000001137;-1.9999999999999567
-1.6666666666666905;13.136545012824476;-0.9999999999999788;-1.9999999999999567
-2.333333333333402;15.121146071898227;4.000000000000092;2.999999999999936
-2.000000000000076;13.697559621575245;-1.0000000000001563;-2.000000000000135
-0.6666666666666524;11.899804629294218;-3.0000000000001137;-2.000000000000135
1.000000000000038;10.498506216992752;-0.9999999999999788;-3.0000000000001137
1.3333333333334234;9.95017706625405;0.0;-4.000000000000092
0.6666666666667117;9.508033036529854;0.0;-1.0000000000001563
-0.6666666666665932;9.144862207311846;-3.0000000000001137;-2.000000000000135
-0.9999999999999788;8.842004482268221;-1.0000000000001563;-6.00000000000005
0.3333333333333854;8.586235966597743;-2.000000000000135;-4.000000000000092
1.333333333333364;7.584647228094488;-2.000000000000135;-0.9999999999999788
1.000000000000038;7.428730946266311;-2.000000000000135;0.0
0.3333333333333262;4.864555773556463;-7.000000000000028;-2.999999999999936
0.3333333333333262;4.964589532763919;-1.0000000000001563;-1.0000000000001563
1.3333333333333048;3.466096135212033;-4.000000000000092;-1.9999999999999567
1.3333333333333048;2.2776248071296643;-8.000000000000007;-1.9999999999999567
1.6666666666666312;2.068069775267388;-5.000000000000071;-3.0000000000001137
1.9999999999999567;0.3364651490618867;-2.999999999999936;-4.000000000000092
1.3333333333333048;0.4888821314455195;-0.9999999999999788;-0.9999999999999788
1.3333333333333048;0.6103927744532602;-0.9999999999999788;-0.9999999999999788
-0.3333333333333262;0.7092855886723495;-2.000000000000135;-0.9999999999999788
0.0;-0.0161331310775015;-1.9999999999999567;-1.9999999999999567
-1.333333333333364;1.8052982557618336;1.0000000000001563;2.000000000000135
-1.333333333333364;2.434628155969987;-2.000000000000135;0.0
-1.333333333333364;2.1074729120759383;-2.000000000000135;-0.9999999999999788
0.0;-0.6132932738333193;-3.9999999999999134;-2.999999999999936
1.3333333333333048;-1.934597393587612;-2.999999999999936;-2.999999999999936
1.6666666666666312;-2.9848317110874;-2.999999999999936;-2.999999999999936
1.6666666666666312;-2.990996946200997;-1.9999999999999567;-1.9999999999999567
0.6666666666666524;-2.1475575794194706;0.0;-3.0000000000001137
0.6666666666667117;-1.4599893357346077;-0.9999999999999788;-5.000000000000071
0.3333333333333854;-0.0270821125981652;0.0;-1.0000000000001563
0.3333333333333854;1.157924354707661;0.9999999999999788;0.0
-1.6666666666666312;2.1517276167920225;0.0;0.9999999999999788
-2.6666666666666097;2.995005768212365;0.0;0.9999999999999788
-2.333333333333284;0.749094320290269;-2.999999999999936;-0.9999999999999788
-0.9999999999999788;-0.114895628921747;-4.000000000000092;-1.9999999999999567
