K%_8;Fechamento_TSI_13:25;R%_21;R%_14
0.5574572127139367;0.3302481453299943;0.4945848375451262;0.4803493449781656
0.5305623471882644;0.3435654381268851;0.5126353790613716;0.4978165938864625
0.4914425427872864;0.3513975167492619;0.5397111913357399;0.530567685589519
0.4841075794621032;0.3699158340583808;0.5631768953068589;0.5589519650655017
0.5110024449877755;0.3868560822028725;0.5559566787003608;0.5524017467248905
0.5574572127139367;0.4047020754829666;0.5415162454873644;0.530567685589519
0.5330073349633255;0.4194221468861688;0.5505415162454873;0.550218340611353
0.5232273838630812;0.4397700469556286;0.5685920577617327;0.5567685589519646
0.5305623471882644;0.442091592378137;0.5649819494584837;0.5589519650655017
0.5207823960880197;0.4385334329540202;0.5884476534296026;0.5502183406113534
0.5134474327628366;0.4377043038863723;0.5938628158844764;0.530567685589519
0.5207823960880201;0.4187160374530725;0.59927797833935;0.5196506550218336
0.5256723716381423;0.4430377226605247;0.5938628158844761;0.5414847161572047
0.5183374083129586;0.4286694676829142;0.6173285198555954;0.5611353711790388
0.5378973105134477;0.4167735294239389;0.6046931407942239;0.5414847161572047
0.5574572127139371;0.4187867872643506;0.602888086642599;0.5349344978165931
0.5354523227383866;0.4128908339554463;0.5866425992779785;0.5240174672489082
0.5525672371638145;0.4011895887677481;0.550541516245487;0.5087336244541479
0.5036674816625922;0.4009061219966747;0.5740072202166066;0.5458515283842789
0.5525672371638145;0.3992841652505771;0.5397111913357399;0.4781659388646281
0.5794621026894872;0.3979886921176033;0.5613718411552343;0.4912663755458509
0.5158924205378976;0.3828756640447551;0.5722021660649818;0.4999999999999996
0.5281173594132034;0.370807891122533;0.5631768953068589;0.5065502183406109
0.5550122249388756;0.350170587241098;0.5433212996389892;0.4999999999999996
0.5305623471882644;0.3355165737357165;0.5577617328519853;0.5152838427947591
0.5232273838630812;0.3196358747233404;0.5469314079422379;0.4825327510917027
0.5330073349633255;0.3248639615708411;0.5469314079422379;0.456331877729257
0.5550122249388756;0.3070959419564195;0.5252707581227435;0.510917030567685
0.5550122249388756;0.2780930472703395;0.51985559566787;0.5021834061135367
0.5476772616136923;0.2621381710216458;0.523465703971119;0.4825327510917027
0.5476772616136923;0.2498260933482699;0.5270758122743681;0.4956331877729251
0.5330073349633255;0.2379602017042586;0.5270758122743681;0.4934497816593884
0.5158924205378976;0.2263351328152296;0.5180505415162455;0.5109170305676853
0.5476772616136923;0.2273336181836671;0.4657039711191334;0.4781659388646285
0.5941320293398537;0.2260222987912941;0.5108303249097471;0.4563318777292574
0.5525672371638145;0.2154105399820994;0.503610108303249;0.4716157205240169
0.5232273838630808;0.2058217208314874;0.4981949458483755;0.4781659388646285
0.535452322738387;0.1979775685629438;0.5054151624548733;0.4781659388646281
0.5403422982885092;0.1883145610977414;0.503610108303249;0.4847161572052397
