ADX_14;Fechamento_TSI_13:25;R%_14;Mínimo_ROC_5
13.774408984151544;-6.399460589723639;-528.3000000000357;-0.0889261377884008
13.097916357693205;-7.184337402694438;-1761.0999999999876;0.0098768606188119
12.251656081429283;-7.396512229625056;-2700.3999999999905;-0.1184287510844177
11.344863842000608;-6.808629054237658;-2289.3999999999323;-0.0987003667046485
10.59811056782908;-8.119659008319893;-2465.4999999999745;0.1384022563322955
9.984467254023286;-9.139127403514731;-2465.4999999999745;0.1186681009027547
9.37717162015353;-10.108574717402137;-2289.4999999999527;0.0691311963398384
9.560910642228317;-12.591445096058573;-1584.9999999999454;-0.0494206539281778
10.388274937550236;-8.86607793494302;-1115.3999999999542;-0.1679732279623848
10.45682875540062;-6.096098329161452;-58.69999999995344;-0.1579529911181085
9.996327778490013;-3.793111004185609;-586.9999999999891;-0.1284033318241838
9.818050741357988;-2.2909690599725465;-58.69999999995344;-0.1579218141589949
10.127553499653075;-2.2063935277024336;-234.79999999999563;-0.0494282490442663
10.367765413985;-1.3075211414850216;-1761.200000000008;0.1286702072328707
11.149053834977469;-0.4173576112196879;-234.900000000016;-0.0395465086647774
11.348165704599545;-1.0217501977652712;528.3999999999651;0.0098885824607465
10.413762658272018;-0.8304807275117272;352.3000000000138;0.0494402025296964
9.914280018121474;-2.0167575537731204;234.79999999999563;0.1582654657609611
10.264061729990988;-5.09418161815526;352.19999999999345;0.2075575742013735
10.553158261230234;-7.166801241146992;352.19999999999345;0.2176086969341852
10.937889540685202;-9.757364023482593;880.5000000000291;0.257094566938072
11.377532840022424;-10.144126886789282;-645.8000000000538;0.0987978805750725
11.168699889924168;-10.604740637038043;-1115.3999999999542;0.1086240095229699
11.074435142696142;-11.893007072875346;-939.3000000000028;-0.0197264442899333
11.194058076050906;-13.53892663891335;-1819.8999999999608;0.1480527515686191
10.68550271352983;-15.029010370489878;-1467.5999999999476;-0.0098622494093912
9.766707113630632;-15.014565629697776;-2230.8;0.0394801466818594
9.05993664133706;-15.311774304643604;-1291.399999999976;0.0197283901448789
8.59833556534929;-14.914260418403966;-1702.3999999999432;-0.0690561773431266
8.486128918540793;-13.285666535907342;-1937.3000000000504;-0.2365241343928477
9.571411729402042;-9.81783357556472;-1585.0000000000364;-0.3057766892574274
11.222104451196085;-4.793597431180217;-1467.5999999999476;-0.2269380623133311
12.75333338151276;-1.932476397520957;-352.3000000000138;-0.2860220339788839
13.80087464493008;1.271428524867229;-821.9000000000051;-0.1480965988067104
14.099310406558484;1.519320000462571;-293.6000000000604;-0.0197556724778742
14.008488066636456;2.435698529539867;-352.19999999999345;0.1583124396194708
13.910208705370664;1.1040211464442815;586.9999999999891;0.0098885824607465
13.934047544654566;3.221078343909403;1232.800000000043;-0.0692337697021023
13.36763644346252;4.819940494259591;1526.299999999992;-0.0889796444957568
13.122737298619883;7.664075969799207;1173.9999999999782;-0.2766508965949723
13.480781849280078;10.927405663362329;410.8999999999469;-0.3062297510667375
13.592625221757045;9.615436841274157;763.0999999999403;-0.079100837734467
14.293327573141829;1.515100704880503;-410.9000000000378;0.5740823921538591
15.099064849103849;-4.084943258411072;352.19999999999345;0.5442824800279207
16.18870382160432;-8.029295397531168;-645.8000000000538;0.6440015216913618
17.535571883485666;-10.27547475658714;234.79999999999563;0.6242489744529236
19.197686108544723;-12.832575859470886;528.3000000000357;0.5739687762873871
21.465637484548346;-14.526266767267494;-469.7000000000117;0.0196817920288403
22.90010010565618;-16.325373582927533;58.69999999995344;-0.0196837290841512
23.23198199633054;-16.358977591868484;-2406.800000000021;-0.0295314065082863
22.007327253962654;-17.94112622620706;-3052.600000000075;0.1477174252547562
19.771959810577105;-19.03443744672414;-3346.100000000024;0.078728437677134
18.30703659773824;-20.77610260172625;-3580.90000000002;0.137762194862339
17.13247457518269;-21.683688864464;-4285.300000000007;0.1575176043908393
16.122906536586907;-23.27164180855097;-4520.199999999932;0.2757246557929153
15.370866617422992;-24.38859604545976;-3228.700000000026;0.1179862342693374
15.202684401766662;-25.94186440528733;-763.1999999999607;0.1278058543488963
14.973059814864447;-27.03723074712156;-821.9000000000051;0.1277305095478231
14.56441850621584;-28.797316619253326;-1350.2000000000407;0.1867380958440476
14.039815086339413;-29.470576311894884;-1291.4999999999964;0.0687374442083219
14.191725455779864;-32.11773216881177;-1350.1999999999498;0.2455317109993453
15.027781109294969;-34.71360707112276;-1291.4999999999964;0.2553021658281474
15.60701029472228;-36.58671385562484;-1937.2000000000296;0.2453389609503889
15.941366064949722;-38.302980554945215;-2054.600000000028;0.1962167485643051
16.421279161051675;-40.37275054108356;-1643.6999999999898;0.2944201267551211
17.0859086062448;-42.70584017195224;-1408.8999999999942;0.235133783763034
18.42223507779312;-45.99358174896931;-2172.000000000025;0.3428117235035915
19.30651325789692;-47.66845402658034;-2582.8999999999724;0.2447385220034451
19.572540061605903;-49.95822983618197;-1995.8999999999835;0.3525018222212587
19.758372815296543;-49.665525357229576;-2172.000000000025;0.2544028375508775
19.544865963733205;-49.4350447797079;-2524.30000000004;-0.0488678232773076
18.36465050190213;-44.27845570134564;-2582.9999999999927;-0.2537986663598401
17.04543995879137;-38.83025622780496;-3346.199999999953;-0.2539059900719966
16.50589558333347;-35.73534946059989;-3287.5;-0.2244138016316357
16.561071410317545;-32.758284568669204;-2993.89999999994;-0.3220886868613917
17.103638079417994;-29.09040114837545;-2289.500000000044;-0.0488917155944664
17.13215300216225;-27.55437692194865;-2054.699999999957;0.0685119667568547
15.977275459016813;-27.594537772538263;-821.9000000000051;0.2839218100949404
14.981972064481182;-27.727316448085976;0.0;0.2151402067811387
15.298966265407488;-28.740869817574584;-58.69999999995344;0.4112465661345383
15.735818382400817;-29.744468222550104;939.3000000000028;0.3032935802858741
16.29611402665214;-31.53213991555409;1056.5999999999804;0.1662318330212193
17.925027394527067;-33.8136534087287;763.2000000000517;0.2050210534070783
18.828009456209152;-33.36263380511154;-58.70000000004438;0.0585441068009391
17.910955814428867;-31.71050040594461;-1291.4999999999964;0.0390027650767772
17.384528372505002;-32.573200995828095;-2230.8;0.2243481367324032
17.182719827599527;-32.51991232806874;-2641.700000000037;0.234307399533779
16.157995279157646;-30.8966289721153;-2465.4999999999745;-0.1656164128703048
15.446010194317568;-26.26721358327013;-3757.0999999999913;-0.0975330338953473
15.558575501741911;-22.818368470822247;-2582.8999999999724;-0.1267095662650734
15.407284482462074;-19.64154172029217;-1937.2000000000296;-0.2822362113502317
14.882046551467145;-17.42150159270889;-2289.4999999999527;-0.2727168652410002
15.259954630319111;-14.568174613863352;-1702.4000000000342;-0.0390498371676676
16.152174965324154;-12.831348152399102;-763.0999999999403;-0.0292834874388557
16.64863258899521;-10.377710476778134;176.09999999995125;-0.0976091818801063
15.675553005700603;-9.603682512350504;-352.3000000000138;0.0390370224926727
13.909726890654804;-9.46989906769064;997.899999999936;0.1562714981450563
12.776268067138911;-9.8576804065853;234.79999999999563;0.1269241304025634
11.928108515329896;-10.301510831293522;880.6000000000495;0.136712937927603
11.79128928471447;-11.937723068986744;1526.299999999992;0.30284915855264
12.0444697610382;-13.279846050034012;1467.6000000000386;0.1463317108046697
12.417711888137868;-14.525702872352555;-234.79999999999563;0.1170082952303317
12.6125883982909;-15.395634004176308;-645.8000000000538;0.0974974060208865
12.166405183280602;-15.763431653505622;-704.3999999999869;0.0877562214227412
11.477827349319368;-16.215704923552646;-880.5000000000291;-0.126610841312537
10.97609798845778;-13.85017090040284;-1819.799999999941;-0.1850826657214265
11.231761113806275;-11.699932067461686;-1584.9999999999454;-0.2434989787842702
12.0096501081559;-7.976924409571126;-1819.8999999999608;-0.2532629402959527
12.714639617544604;-6.1027548146720605;-2054.700000000048;-0.2046015770984237
13.5828543352053;-3.2756252073168888;-997.9000000000268;-0.1852978129907412
14.715388042892233;0.6270986732779114;-763.0999999999403;-0.1756832268654519
16.09936963717326;4.944229402320239;58.69999999995344;-0.1952613691514277
17.050044161740608;9.52325424527694;58.70000000004438;-0.1855345284198929
