K%_14_SMA_3;Abertura|T-7|_ROC_11;R%_21;R%_14
9.333333333333252;0.15756302521009;-7.000000000000028;-12.0000000000001
7.333333333333414;0.0;-5.000000000000071;-5.000000000000071
1.3333333333334234;-0.4739336492890987;6.000000000000227;7.000000000000028
-6.99999999999991;-0.4217185028993057;14.000000000000057;12.9999999999999
-12.9999999999999;-0.5789473684210497;9.999999999999789;12.0000000000001
-15.333333333333124;-0.3161222339304463;3.9999999999999134;7.999999999999829
-12.33333333333313;-0.1050420168067204;-7.000000000000028;1.9999999999999567
-5.999999999999872;0.3149606299212531;-16.000000000000014;-10.999999999999943
-4.666666666666568;-0.5246589716684044;0.0;1.9999999999999567
-6.99999999999991;-1.1006289308175958;9.999999999999789;1.9999999999999567
-8.999999999999867;-1.204819277108436;16.000000000000014;-3.9999999999999134
-11.99999999999998;-1.940220241216576;31.000000000000227;16.000000000000014
-16.000000000000014;-1.946344029458185;35.99999999999994;25.0
-19.000000000000128;-0.5820105820105791;25.0;10.999999999999943
-22.33333333333339;-0.8470089994706201;26.99999999999996;16.999999999999815
-30.33333333333334;-1.429327686606668;35.99999999999994;32.99999999999983
-37.66666666666664;-1.6384778012685108;28.00000000000012;24.0000000000002
-37.66666666666675;-2.313354363827557;24.0000000000002;23.000000000000043
-29.00000000000016;-2.511773940345371;23.000000000000043;6.000000000000227
-21.33333333333347;-2.004219409282714;31.000000000000227;2.0000000000003126
-13.66666666666679;-1.5368309485956686;32.00000000000003;-4.999999999999716
-12.0000000000001;-1.325556733828208;28.999999999999915;12.0000000000001
-11.000000000000062;-0.9625668449197846;42.99999999999997;7.000000000000028
-12.333333333333249;-0.6974248927038573;33.999999999999986;7.999999999999829
-9.999999999999906;-1.543374135178282;30.999999999999872;7.000000000000028
-10.666666666666558;-1.3881473571810017;22.00000000000024;10.000000000000142
-11.99999999999998;-0.6981740064446968;11.000000000000298;8.000000000000185
-11.666666666666597;-0.6985491671144493;5.000000000000071;7.000000000000028
-13.999999999999938;-0.9687836383207736;33.000000000000185;17.99999999999997
-17.666666666666586;-1.4492753623188384;23.000000000000043;15.000000000000211
-20.333333333333314;-1.291711517761025;25.0;14.000000000000057
-20.00000000000005;-1.291711517761025;23.000000000000043;14.999999999999858
-14.000000000000057;-0.9672219236969356;14.000000000000057;3.0000000000001137
-7.666666666666681;-0.2159827213822848;8.999999999999986;-3.9999999999999134
-2.6666666666666097;-0.2160994057266488;8.000000000000185;-3.9999999999999134
-1.3333333333333048;-0.2702702702702741;12.9999999999999;-5.999999999999872
-0.333333333333267;-0.1624255549539663;7.000000000000028;-14.000000000000057
4.3333333333333;0.0;-0.999999999999801;-17.99999999999997
11.000000000000062;0.1623376623376685;-2.0000000000003126;-18.000000000000327
19.99999999999993;1.4130434782608785;-19.99999999999993;-33.000000000000185
18.33333333333336;0.8169934640522992;-7.000000000000028;-8.999999999999986
11.666666666666597;0.599781897491818;-1.9999999999999567;-2.9999999999997584
0.6666666666666524;0.599781897491818;-5.999999999999872;-2.9999999999997584
-1.6666666666666905;0.1085187194791078;-14.999999999999858;-10.999999999999943
1.3333333333333048;0.1082251082251059;-19.000000000000128;-8.999999999999986
3.666666666666648;0.3789929615592868;-21.000000000000085;-9.999999999999789
10.333333333333291;1.40921409214093;-38.000000000000256;-22.00000000000024
14.999999999999975;2.2776572668112696;-43.99999999999977;-34.99999999999979
25.333333333333268;2.055164954029219;-44.99999999999993;-44.00000000000013
32.33333333333329;1.890869800108038;-43.99999999999977;-41.999999999999815
39.99999999999998;1.1789924973204655;-53.99999999999992;-53.99999999999992
42.33333333333332;1.998919502971353;-46.999999999999886;-48.99999999999984
40.99999999999989;2.330623306233061;-43.99999999999977;-39.99999999999986
36.99999999999998;2.168021680216814;-36.0000000000003;-46.000000000000085
22.666666666666657;1.9512195121951188;-29.99999999999972;-0.999999999999801
7.333333333333414;1.4054054054054137;-33.000000000000185;6.999999999999673
-7.000000000000028;1.1326860841423994;-30.999999999999872;10.000000000000142
-8.333333333333451;0.5344735435595824;-46.999999999999886;3.0000000000001137
-8.000000000000185;-0.3711558854718997;-39.99999999999986;7.000000000000028
-7.0000000000001465;-0.4239533651298454;-30.999999999999872;8.000000000000185
-7.333333333333414;-0.1590668080593909;-43.99999999999977;0.0
-5.99999999999999;-0.3177966101694848;-1.9999999999999567;-1.0000000000001563
-3.3333333333332624;-0.423728813559313;2.9999999999997584;-3.9999999999999134
-0.9999999999999196;-0.5296610169491413;7.000000000000028;-4.00000000000027
0.3333333333333854;-0.4774535809018559;7.999999999999829;-1.0000000000001563
0.6666666666666524;0.0;5.000000000000071;-3.9999999999999134
3.666666666666648;0.746268656716402;-2.9999999999997584;-13.999999999999702
5.333333333333338;0.533333333333341;-2.0000000000003126;-6.000000000000227
4.000000000000033;-0.1063264221158935;1.9999999999999567;1.9999999999999567
-2.333333333333343;-0.2660989888238462;2.0000000000003126;4.00000000000027
-3.666666666666648;0.0532197977647768;-6.000000000000227;-3.9999999999999134
1.000000000000038;0.212426978226249;-12.0000000000001;-16.000000000000014
13.00000000000002;1.1689691817215666;-26.99999999999996;-30.999999999999872
20.999999999999968;1.3297872340425532;-28.999999999999915;-26.00000000000016
21.33333333333336;1.2247071352502683;-22.00000000000024;-20.000000000000284
16.666666666666668;1.2260127931769556;-17.99999999999997;-22.999999999999687
14.000000000000057;0.7974481658692298;-17.99999999999997;-28.00000000000012
22.666666666666657;1.1111111111111156;-34.99999999999979;-39.00000000000006
35.33333333333341;2.440318302387253;-59.99999999999979;-52.99999999999976
41.33333333333328;2.288451303885044;-48.99999999999984;-35.99999999999994
33.6666666666666;2.347918890074713;-39.00000000000006;-17.99999999999997
20.666666666666583;2.021276595744675;-37.0000000000001;-19.99999999999993
14.666666666666591;1.6428192898781064;-41.999999999999815;-21.000000000000085
14.999999999999975;0.5252100840336209;-46.000000000000085;-21.999999999999886
17.33333333333344;0.6299212598425249;-45.00000000000029;-30.00000000000007
14.000000000000176;0.8942661756969918;-39.99999999999986;-7.999999999999829
5.3333333333334565;0.315955766192745;-19.000000000000128;10.999999999999943
-7.333333333333296;0.4219409282700331;-3.9999999999999134;14.000000000000057
-13.333333333333286;-0.2093144950287762;-8.999999999999986;10.999999999999943
-13.666666666666671;-1.2946659761781465;-8.999999999999986;11.000000000000298
-12.333333333333366;-0.9365244536940672;-11.999999999999744;10.000000000000142
-13.66666666666679;-0.9906152241918732;-11.999999999999744;15.000000000000211
-16.00000000000013;-1.042752867570382;12.0000000000001;16.999999999999815
-18.00000000000009;-1.042752867570382;17.99999999999997;5.999999999999872
-13.999999999999938;-0.6792058516196395;16.999999999999815;-1.0000000000001563
-7.666666666666562;-0.6781429316640717;14.000000000000057;-3.9999999999999134
-1.666666666666572;-0.6256517205422367;11.000000000000298;-3.9999999999999134
2.333333333333343;0.5249343832020885;-0.999999999999801;-13.999999999999702
6.333333333333376;0.6302521008403413;-1.9999999999999567;-17.00000000000017
12.0000000000001;0.3670686942842175;0.999999999999801;-19.000000000000128
11.333333333333448;-0.0524658971668311;-1.0000000000001563;-8.000000000000185
8.333333333333451;-0.1575630252100713;-1.0000000000001563;-3.0000000000001137
-2.333333333333343;-0.7898894154818252;16.000000000000014;16.000000000000014
-17.99999999999997;-1.7913593256059002;37.9999999999999;39.00000000000006
-38.66666666666667;-2.6870389884088595;54.00000000000027;58.99999999999999
-56.99999999999991;-3.051025775907427;55.99999999999987;66.00000000000001
-66.66666666666667;-2.993697478991598;48.00000000000004;58.000000000000185
-69.0;-3.043022035676801;48.99999999999984;55.99999999999987
-63.66666666666678;-3.446475195822455;49.0000000000002;51.00000000000016
-58.66666666666684;-3.601252609603347;53.000000000000114;35.00000000000014
-46.33333333333346;-3.0825496342737715;48.00000000000004;7.999999999999829
-26.66666666666669;-1.994750656167973;38.9999999999997;-22.00000000000024
-1.666666666666572;-1.7359284587059538;41.000000000000014;-28.00000000000012
15.000000000000094;-1.061571125265389;41.000000000000014;-23.000000000000043
22.33333333333339;0.429184549356214;32.00000000000003;-27.99999999999976
23.000000000000043;1.2994044396318465;28.999999999999915;-28.999999999999915
22.000000000000124;1.3022246337493326;14.999999999999858;-35.00000000000014
20.333333333333552;1.0828370330265449;-4.00000000000027;-24.0000000000002
14.666666666666949;1.028138528138535;-22.00000000000024;-6.000000000000227
6.66666666666688;0.7030827474310577;-22.00000000000024;3.9999999999999134
-1.3333333333331865;0.9204114780725592;-23.000000000000043;-3.9999999999999134
-1.9999999999999567;0.7008086253369218;-23.999999999999844;-5.000000000000071
-0.3333333333333854;0.2678093197643125;-29.99999999999972;-3.9999999999999134
-1.000000000000038;-0.1070663811563146;-33.999999999999986;-1.0000000000001563
-1.6666666666666905;0.214592274678107;-25.0;-5.999999999999872
-1.6666666666666905;-0.3205128205128137;-5.000000000000071;-1.0000000000001563
2.6666666666666097;0.1068947087119164;-7.000000000000028;-14.000000000000057
2.6666666666666097;-0.1606855918586027;-3.9999999999999134;-5.000000000000071
0.0;-0.642742367434392;7.999999999999829;8.999999999999986
-4.3333333333333;-0.2678093197643316;5.999999999999872;5.000000000000071
-7.666666666666562;0.107411385606872;0.999999999999801;1.9999999999999567
-5.333333333333219;0.0;-1.9999999999999567;1.9999999999999567
1.1842378929335004e-13;0.5353319057815922;-13.000000000000256;-14.000000000000057
6.333333333333376;0.2670940170940209;-17.99999999999997;-10.999999999999943
3.333333333333381;-0.2143622722400812;-3.0000000000001137;0.999999999999801
-0.9999999999999196;-0.3211991434689439;1.9999999999999567;-7.000000000000028
2.3333333333334614;0.535905680600222;-8.999999999999986;-23.000000000000043
11.000000000000062;0.2135611318739943;-10.999999999999943;-17.99999999999997
19.333333333333275;1.2875536480686611;-21.999999999999886;-35.99999999999994
20.666666666666583;1.8328840970350395;-25.0;-26.00000000000016
24.66666666666661;2.255639097744351;-37.9999999999999;-32.00000000000003
18.33333333333324;0.9120171673819644;-17.99999999999997;-20.99999999999973
23.66666666666657;2.038626609442055;-46.999999999999886;-44.99999999999993
24.66666666666661;0.7454739084132085;-39.00000000000006;-44.00000000000013
25.0;0.15982951518381;-21.000000000000085;-7.000000000000028
10.000000000000025;0.5907626208378057;-21.000000000000085;3.0000000000001137
-3.666666666666648;0.8592910848549953;-15.000000000000211;3.9999999999999134
-5.99999999999999;0.5330490405117158;-14.000000000000057;3.0000000000001137
-12.666666666666751;0.1065530101225337;-18.999999999999773;-2.9999999999997584
-4.333333333333418;0.4237288135593318;-39.00000000000006;-22.00000000000024
0.0;0.741132874536795;-55.00000000000007;-14.000000000000057
10.666666666666677;-0.2100840336134409;-26.99999999999996;-26.99999999999996
17.666666666666703;1.8607123870281843;-39.99999999999986;-42.99999999999997
29.3333333333333;0.8412197686645645;-35.99999999999994;-46.999999999999886
40.00000000000009;1.321353065539112;-28.00000000000012;-41.000000000000014
40.00000000000009;2.180851063829788;-44.99999999999993;-47.00000000000024
41.33333333333352;2.936465563267489;-54.00000000000027;-50.0
42.66666666666671;3.301384451544182;-50.9999999999998;-43.99999999999977
42.99999999999997;2.7571580063626704;-64.99999999999986;-39.99999999999986
37.66666666666652;2.927088877062271;-60.99999999999994;-35.00000000000014
30.99999999999999;2.267932489451475;-67.99999999999997;-28.00000000000012
27.000000000000075;2.049395691014191;-66.00000000000001;-27.00000000000032
30.666666666666725;3.210526315789471;-87.0000000000001;-46.999999999999886
37.33333333333325;2.5574112734864216;-86.99999999999974;-52.99999999999976
46.666666666666494;3.232533889468201;-83.99999999999999;-51.99999999999996
44.99999999999992;3.2342201356285725;-80.99999999999987;-43.99999999999977
43.33333333333335;2.863092139510675;-77.00000000000031;-45.00000000000029
40.66666666666663;2.645228215767625;-67.99999999999997;-46.000000000000085
33.6666666666666;0.8762886597938233;-42.00000000000017;-19.99999999999993
27.333333333333226;1.2383900928792673;-48.00000000000004;-28.00000000000012
14.999999999999975;1.7063081695967004;-55.00000000000007;-12.0000000000001
9.333333333333371;1.3924703455389351;-37.9999999999999;-3.0000000000001137
-3.9999999999999134;0.926879505664262;-25.0;14.999999999999858
-16.000000000000014;-0.6119326874043907;-17.99999999999997;16.000000000000014
-27.333333333333343;-1.068702290076322;-11.000000000000298;27.99999999999976
-28.333333333333385;-1.212121212121222;-18.999999999999773;-20.99999999999973
-19.66666666666666;-1.2632642748863063;-19.99999999999993;1.9999999999999567
-15.333333333333362;-1.7206477732793517;12.9999999999999;15.99999999999966
-14.333333333333442;-1.6169782718544734;16.000000000000014;17.99999999999997
-18.00000000000009;-0.2554931016862581;23.000000000000043;8.000000000000185
-17.33333333333344;-1.0703363914373132;23.999999999999844;5.999999999999872
