K%_8;Abertura|T-7|_TSI_13:25;R%_21;R%_14
17.99999999999997;24.79050765633353;30.999999999999872;5.000000000000071
-3.0000000000001137;20.841334246166834;23.000000000000043;3.0000000000001137
1.9999999999999567;17.93521459562135;12.9999999999999;-5.000000000000071
-0.999999999999801;15.93401986588812;8.999999999999986;-17.00000000000017
-1.0000000000001563;14.81386289411695;7.000000000000028;-16.000000000000014
3.0000000000001137;12.73140458785648;2.9999999999997584;-26.00000000000016
1.0000000000001563;11.538341861097583;6.999999999999673;-25.0
0.0;10.282880796182768;-0.999999999999801;-5.999999999999872
-2.0000000000003126;9.989182232780283;6.000000000000227;-3.9999999999999134
-1.9999999999999567;9.448178340893092;-3.0000000000001137;-1.0000000000001563
1.0000000000001563;9.000701665072592;-16.000000000000014;0.0
0.0;8.89000167318454;-16.000000000000014;0.0
-1.0000000000001563;8.796560193849604;-21.999999999999886;0.0
-0.999999999999801;9.001019053651483;-21.999999999999886;3.0000000000001137
0.0;8.822827904808932;-2.9999999999997584;2.0000000000003126
3.0000000000001137;8.304113692933837;-5.000000000000071;-1.0000000000001563
-1.0000000000001563;8.180904462497471;0.0;-0.999999999999801
-3.0000000000001137;8.74353597455232;3.0000000000001137;1.9999999999999567
-0.999999999999801;8.812617610127706;0.999999999999801;0.999999999999801
1.9999999999999567;8.019978309282283;-1.0000000000001563;-1.9999999999999567
1.0000000000001563;7.344329854845105;1.0000000000001563;-1.9999999999999567
-0.999999999999801;7.549647642878063;3.0000000000001137;-1.9999999999999567
0.0;7.2538218213890975;0.0;0.0
-0.999999999999801;7.422790617485668;0.0;0.0
-0.999999999999801;7.567236922479631;0.999999999999801;-1.0000000000001563
5.000000000000071;5.0942190075403255;-4.00000000000027;-8.000000000000185
5.000000000000071;3.5184867018313346;-3.9999999999999134;-3.9999999999999134
-1.0000000000001563;2.2040550345179084;-3.9999999999999134;-3.9999999999999134
1.9999999999999567;0.0392307155160889;-7.999999999999829;-5.999999999999872
-1.0000000000001563;-0.6895429415818575;-3.0000000000001137;-5.000000000000071
-2.9999999999997584;-0.7433072638346948;-3.0000000000001137;-3.0000000000001137
-1.9999999999999567;-0.7881230718897956;-4.00000000000027;-4.00000000000027
0.0;-0.8259568569034963;-6.000000000000227;-4.00000000000027
-2.0000000000003126;0.3477136074870943;-0.999999999999801;3.0000000000001137
-3.9999999999999134;3.1338789212972853;1.9999999999999567;5.999999999999872
-3.9999999999999134;5.427550566378196;1.9999999999999567;5.999999999999872
2.9999999999997584;5.3174915947065;-1.9999999999999567;3.0000000000001137
2.9999999999997584;5.227592245532768;-0.999999999999801;2.0000000000003126
3.0000000000001137;3.110800213489435;-5.000000000000071;-1.9999999999999567
1.0000000000001563;2.6750046530837026;-3.0000000000001137;0.0
-1.9999999999999567;2.323573677518995;1.9999999999999567;-1.9999999999999567
-1.9999999999999567;3.3399602695297888;3.9999999999999134;-1.9999999999999567
2.0000000000003126;2.0886154879459022;0.999999999999801;-6.000000000000227
3.0000000000001137;1.0901602455058657;0.999999999999801;-5.000000000000071
1.0000000000001563;0.276997701711356;0.0;-4.00000000000027
0.0;-0.3963793605032969;-1.0000000000001563;-2.0000000000003126
-1.9999999999999567;-0.2335515171528718;0.0;0.0
-2.0000000000003126;0.6428052079546408;-0.999999999999801;0.0
1.9999999999999567;0.6087042345747574;-3.9999999999999134;-3.0000000000001137
0.0;1.34976690805012;-3.9999999999999134;-1.9999999999999567
-1.9999999999999567;2.7426670376328866;-1.9999999999999567;1.9999999999999567
-1.0000000000001563;3.0626419468898187;-1.9999999999999567;1.0000000000001563
-2.9999999999997584;5.676762045833447;2.9999999999997584;5.000000000000071
-2.9999999999997584;9.269473081610997;5.999999999999872;4.999999999999716
2.9999999999997584;7.740400117870222;0.0;-1.9999999999999567
1.9999999999999567;8.699280910895057;0.999999999999801;2.9999999999997584
-2.9999999999997584;9.418875256330937;0.999999999999801;2.9999999999997584
-1.0000000000001563;9.168613470346523;3.0000000000001137;1.0000000000001563
1.9999999999999567;8.17353069713055;1.9999999999999567;0.0
0.999999999999801;6.595973881702796;2.0000000000003126;-3.9999999999999134
-1.9999999999999567;7.392590503280324;2.9999999999997584;-1.9999999999999567
-3.0000000000001137;8.682153755052175;1.9999999999999567;-0.999999999999801
0.0;9.70545798082968;3.9999999999999134;1.0000000000001563
3.0000000000001137;8.13473428207068;0.999999999999801;-1.9999999999999567
0.0;8.882136866434433;3.0000000000001137;0.0
-1.9999999999999567;8.689587795660353;1.9999999999999567;1.9999999999999567
-1.9999999999999567;9.82129792364506;0.999999999999801;3.9999999999999134
-3.9999999999999134;12.56008112715948;3.0000000000001137;5.000000000000071
0.999999999999801;11.612612072036512;-0.999999999999801;-0.999999999999801
1.9999999999999567;12.62825436644077;4.00000000000027;2.0000000000003126
0.999999999999801;11.259394336943892;1.0000000000001563;0.0
3.0000000000001137;10.225905829911651;0.0;0.0
-1.9999999999999567;10.527858557736945;5.000000000000071;1.0000000000001563
-5.999999999999872;12.897223188723492;8.999999999999986;5.000000000000071
1.0000000000001563;12.056403082747742;3.0000000000001137;-1.9999999999999567
3.0000000000001137;12.42179033151625;3.0000000000001137;-1.0000000000001563
0.0;11.450231258962324;1.0000000000001563;-1.0000000000001563
4.00000000000027;10.089936021674326;0.999999999999801;-2.0000000000003126
1.9999999999999567;8.421288688306921;0.0;-0.999999999999801
7.000000000000028;4.202929288362018;-5.999999999999872;-7.000000000000028
0.0;3.0199920515506653;-1.9999999999999567;-8.999999999999986
-5.000000000000071;2.622260347597652;-3.9999999999999134;-7.999999999999829
-3.9999999999999134;3.3167846353976937;-3.0000000000001137;-3.0000000000001137
0.0;3.3293644089539964;-2.0000000000003126;-4.00000000000027
0.0;4.331667173620719;0.0;0.0
-3.0000000000001137;5.13251107023178;2.0000000000003126;-0.999999999999801
5.000000000000071;3.593746736500208;-3.0000000000001137;-1.0000000000001563
3.0000000000001137;2.3658519490144343;-8.999999999999986;0.0
1.9999999999999567;0.2962130758754046;-10.999999999999943;-3.0000000000001137
0.0;0.2226735209296828;-5.000000000000071;-3.0000000000001137
-3.0000000000001137;0.163642275660944;-5.000000000000071;-3.0000000000001137
3.0000000000001137;-1.5002022196929123;-6.000000000000227;-6.000000000000227
5.000000000000071;-3.892745909578154;-8.999999999999986;-10.999999999999943
1.9999999999999567;-5.821188578098205;-5.000000000000071;-7.000000000000028
7.000000000000028;-10.41758695226116;-9.999999999999789;-11.999999999999744
6.999999999999673;-14.95206456479942;-12.9999999999999;-14.999999999999858
1.0000000000001563;-17.890799398620196;-15.000000000000211;-12.9999999999999
2.0000000000003126;-21.518086691772123;-18.000000000000327;-16.000000000000014
3.9999999999999134;-24.79522263482604;-19.000000000000128;-17.99999999999997
1.9999999999999567;-27.813500418994654;-23.000000000000043;-15.000000000000211
0.0;-30.2570050483335;-19.000000000000128;-14.000000000000057
1.0000000000001563;-32.27059383296292;-17.99999999999997;-12.0000000000001
1.9999999999999567;-34.71004930175617;-21.000000000000085;-8.999999999999986
4.999999999999716;-37.827867433582135;-22.999999999999687;-10.999999999999943
3.9999999999999134;-40.71368336695309;-23.999999999999844;-12.0000000000001
0.999999999999801;-42.226329440837226;-23.999999999999844;-6.999999999999673
0.0;-43.47072755556373;-19.99999999999993;-5.999999999999872
1.0000000000001563;-44.85551858126672;-19.99999999999993;-7.000000000000028
0.0;-45.08077784715522;-16.999999999999815;-6.999999999999673
-2.9999999999997584;-42.45525770350012;-8.999999999999986;-1.9999999999999567
-0.999999999999801;-41.08749589846448;-10.000000000000142;-3.0000000000001137
0.999999999999801;-39.059418894055725;-8.999999999999986;1.0000000000001563
-0.999999999999801;-36.49249726229496;-3.9999999999999134;1.9999999999999567
0.0;-34.83439929272671;-3.9999999999999134;1.0000000000001563
1.0000000000001563;-32.55719548479826;-3.0000000000001137;2.9999999999997584
1.9999999999999567;-31.642581133208587;-5.999999999999872;0.999999999999801
2.9999999999997584;-31.38208016856256;-4.999999999999716;-2.9999999999997584
1.0000000000001563;-30.236609767002875;-3.0000000000001137;-1.9999999999999567
0.0;-29.2972260764231;0.0;-1.9999999999999567
