ADX_14;Abertura|T-7|_ROC_12;R%_21;R%_14
0.2636026223745113;1.880621422730993;-24.00000000000002;-46.000000000000085
0.290217510819823;0.977198697068412;-13.000000000000078;-26.99999999999996
0.3159027950914703;1.986754966887419;-9.999999999999964;-4.000000000000092
0.3416871843173752;4.405652535328356;-34.999999999999964;-25.0
0.3420812740274432;6.606110652353434;-83.0;-59.999999999999964
0.3237561517761622;5.766062602965397;-89.00000000000006;-55.00000000000007
0.3001124743964811;4.534412955465592;-88.00000000000007;-56.00000000000005
0.2812879540007567;4.538087520259324;-90.00000000000003;-55.00000000000007
0.2739257506101787;4.785077047850769;-78.99999999999991;-56.00000000000005
0.2708308886240592;4.061738424045491;-53.000000000000114;-58.00000000000001
0.2536724844265655;3.2336297493936974;-45.99999999999991;-50.0
0.2301828198363549;2.415458937198073;-41.000000000000014;-16.999999999999993
0.2205870152867448;2.407704654895657;-47.000000000000064;-17.99999999999997
0.2078420799151787;2.822580645161288;-40.00000000000004;8.999999999999986
0.1931298025931541;3.4090909090909083;-39.00000000000006;8.999999999999986
0.1839982098664477;0.7961783439490419;-30.00000000000007;23.000000000000043
0.1726079723604449;-0.9295120061967544;-55.99999999999987;2.000000000000135
0.1566888141409567;0.077881619937693;-58.00000000000001;-10.999999999999943
0.1426541151126384;-1.9364833462432225;-10.999999999999943;3.9999999999999134
0.1372526140500006;-1.937984496124031;-7.000000000000028;6.00000000000005
0.1384284559861909;-1.5479876160990658;11.999999999999922;1.9999999999999567
0.1391618047118417;-1.1709601873536326;16.999999999999993;3.9999999999999134
0.1393688021788341;-0.2349256068911461;15.000000000000036;-8.000000000000007
0.1357862952216563;0.7861635220125759;-0.9999999999999788;-16.000000000000014
0.1362052653825782;0.3918495297805698;-7.000000000000028;-4.000000000000092
0.1326636109506155;0.3137254901960717;-8.999999999999986;-12.9999999999999
0.1188798913952952;0.5494505494505517;-9.999999999999964;-29.00000000000009
0.109267334447351;1.500789889415478;-10.999999999999943;-15.000000000000036
0.1068888327115137;0.1563721657545062;-11.00000000000012;-19.000000000000128
0.1058750835880737;-0.2334630350194503;-16.000000000000014;-20.000000000000107
0.0994726914906163;0.4739336492891035;-6.00000000000005;0.0
0.0952096659585342;1.185770750988145;-3.0000000000001137;-1.0000000000001563
0.0915626628783485;0.4716981132075371;-11.999999999999922;0.0
0.083259069732664;1.4218009478672962;-32.00000000000003;-7.000000000000028
0.0783959556730708;0.3139717425431644;-8.000000000000007;2.000000000000135
0.0737050663452329;-0.5460218408736371;-13.000000000000078;6.00000000000005
0.0686872479753924;-0.0780640124902403;-18.00000000000015;-2.000000000000135
0.0626241863405782;0.1563721657545062;-8.999999999999986;-9.999999999999964
0.0592742948285011;0.1561280249804806;-4.000000000000092;-19.99999999999993
0.0607043888513677;-0.4669260700389144;-0.9999999999999788;-1.9999999999999567
0.0576580893854712;0.0;-4.000000000000092;-4.000000000000092
0.0548751060388369;-0.1560062402496066;0.0;-6.00000000000005
0.0598441395193729;0.6289308176100634;0.9999999999999788;-6.00000000000005
0.0657220637739328;0.0;-2.000000000000135;-8.000000000000007
0.0675305505088369;0.39123630672927;-11.999999999999922;-4.000000000000092
0.0671455247267062;-0.5451713395638652;-13.99999999999988;3.0000000000001137
0.0733356452393359;0.1564945226917163;-3.0000000000001137;-1.0000000000001563
0.0891766068264721;0.9411764705882292;-9.999999999999964;-8.000000000000007
0.1159054402019901;-0.1562500000000105;-3.9999999999999134;-0.9999999999999788
0.1392609053179152;-0.3122560499609751;-2.999999999999936;-0.9999999999999788
0.149835641751717;0.311769290724857;-14.999999999999858;-10.999999999999943
0.1629527942800594;0.7036747458952435;-9.000000000000163;-8.000000000000007
0.1813209931379562;0.234192037470721;-3.9999999999999134;-9.999999999999964
0.1956210511957525;-1.3281249999999996;15.999999999999837;12.9999999999999
0.1912525300839379;-1.48437500000001;17.99999999999997;17.99999999999997
0.1743712403584603;-1.6406250000000069;17.99999999999997;18.99999999999995
0.1669788845011417;-1.870615744349183;16.999999999999993;8.999999999999986
0.1788102713295609;-1.3312451057165224;16.000000000000014;24.00000000000002
0.21611175896181;-1.6406250000000069;21.000000000000085;25.99999999999998
0.2668682863383305;-2.1756021756021706;15.000000000000036;21.000000000000085
0.3125239433979816;-1.0954616588419313;11.999999999999922;-3.0000000000001137
0.3615683699925364;-1.0963194988253626;15.999999999999837;-5.000000000000071
0.4233592539935317;-2.408702408702399;21.999999999999886;-4.000000000000092
0.4798637344134418;-3.5714285714285783;25.99999999999998;11.999999999999922
0.5181676174440306;-4.127725856697814;52.999999999999936;25.99999999999998
0.5492690779753029;-4.513064133016629;78.99999999999991;51.99999999999996
0.5615570104357388;-4.361617763679611;74.00000000000001;50.99999999999998
0.56020655190145;-4.130262112787923;53.99999999999992;50.0
0.5643694878383995;-5.242255758538524;65.00000000000003;63.00000000000008
