ADX_14;Máximo_ROC_12;K%_10;Máximo_MACD_12:26
45.358389421497805;-1.4029793399967805;-4305.899999999929;-29.32278971594769
46.63670416529811;-1.457795859095395;465.5000000000655;-30.393287918114765
49.64262456230603;-1.1885286543521745;3084.0000000000146;-30.5142960489502
52.89336509685567;-0.8500946155385606;58.19999999994252;-32.30376628195427
55.34492594108436;-0.8214652320789426;-2443.9000000000306;-32.455678672118665
55.38590724417782;-1.0393832455820622;-3374.89999999998;-32.761881500058735
53.01358627828744;-0.7670552004170736;-4131.30000000001;-32.025033214257746
50.43117953642055;-1.012856414101263;-5062.39999999998;-31.964653124648976
47.727503217278816;-1.0209583943396583;-1280.0999999999476;-31.08888350316465
45.40647897878456;-0.9217036508686242;-2851.2000000000626;-30.09487729256398
42.05384844828;-0.0641001025475645;-1687.5;-26.37376271397352
39.65805913136647;0.3395813890471935;-1571.0000000000036;-22.229416389277503
39.94799410432711;1.0649037858530284;-2385.699999999997;-15.201413811360908
44.95960441422636;1.4150439116981184;1163.799999999992;-8.222182004601564
53.25147144471048;1.4415558799163608;-581.9000000000415;-2.149801734296489
61.413165728272936;1.8806977006160264;-640.099999999984;2.771462599808729
68.87457220259844;1.7577766977193017;872.8000000000065;6.874134512855562
72.89168162320432;1.483330483301983;3723.999999999978;8.060591031478907
71.17505264487234;1.3895311360362828;4829.600000000028;9.037494673916626
67.38750753031799;1.5302359911213557;10124.70000000003;9.51425399863183
65.27423509770423;0.920980657316945;10473.800000000028;7.179985617723105
65.01650375134369;1.1236942153705232;7506.30000000001;6.244054713962214
64.1198508702121;1.3470128035192166;6342.500000000018;9.199435860998165
59.765575516088525;0.804896309769307;-1338.299999999981;9.599800738466
53.423270209181446;0.4814303539340485;-3258.500000000004;11.707199993023096
48.67480084795721;0.2355733327686244;-2560.3000000000065;13.271308240975486
45.67616073489624;-0.3077495039748071;-4596.799999999985;12.07104765756594
43.07726787500536;-0.0452385950998088;-4364.099999999962;12.4784668852908
43.94204644405226;-0.0813977091759493;-931.00000000004;12.748319933961284
44.85782120389291;0.3449775275481956;2909.399999999914;13.046520243503435
43.62053075765956;0.190605489063741;3549.499999999989;12.481651309456538
40.863540942352586;0.7263426455505652;5760.599999999977;14.449795007175451
38.5932735786104;1.6882530696793523;2036.5999999999983;18.10157944262756
41.63535614908145;1.4937570977646375;-349.2000000000189;20.75637830866436
47.04271818634681;0.7956694548609042;1803.799999999956;22.83194575859397
49.2741652853101;1.206787450408496;-174.60000000000946;24.476393809010915
50.87830039012596;0.9039964416830806;349.09999999999854;25.857184802255688
54.09454129049015;0.8496841782147999;2152.9999999999745;26.412275354771737
56.530059594615295;1.2711074314604782;2152.9999999999745;26.40689871808445
55.706451648666665;1.0229887757818457;7040.700000000015;26.333809914775884
50.51774380979689;1.2762488907002387;7506.30000000001;27.36902740603364
46.0208589208716;1.664709118257378;5702.399999999943;30.09623168088001
45.99168249332684;1.8389262455459368;3432.9999999999927;32.12201016765994
45.82510101802615;0.4056312177874748;-232.70000000002256;28.56211570382311
44.64168278705123;-0.3858953037863226;872.8000000000065;23.63718282527589
44.99317746306345;-0.4576887028960806;756.4000000000306;19.137908543505542
45.015149039416926;-0.2601439571140932;0.0;16.648039421963404
44.25830535797091;-0.1793141871757833;2793.000000000029;15.203816726489094
43.71046940547961;-0.1433423778114066;4829.599999999937;14.456088783009363
45.97888300855849;0.1075472540946355;1221.9999999999343;14.77311003774139
47.08030336932203;0.5289599037576804;-2734.799999999996;16.895538541730275
46.80462482484092;0.9588656921178764;-6284.299999999985;20.825959295091707
51.71675580057643;0.7686022132966781;-8030.000000000018;24.08578228652823
58.960926455737706;0.6407354502047913;-1338.4000000000017;27.94350363552803
65.40271245211558;0.560407576929359;1745.599999999922;30.46186077636321
70.47296031564308;1.4184402634182411;3025.799999999981;31.716449866460607
73.65348465450971;1.7837972076195423;1512.8999999999903;32.38437636307299
74.22654384343221;1.4965742499427062;4771.500000000015;30.681852947449443
69.76612371192697;1.1781602177956594;7215.299999999934;28.62697730332729
62.48949769319379;1.3023245906629333;8204.500000000007;28.036952484675567
58.613112286482206;1.3188543470494545;10473.899999999958;27.90499625941265
60.27989255304648;0.6356966258871396;5993.299999999999;25.023514928970144
61.00677354597361;0.3745661621413724;1396.4999999999236;23.17702653698143
58.41420373984379;0.4260727022110214;-2269.300000000021;24.20487720950496
56.17283371738844;0.3370376687455647;-4364.100000000053;24.687906913509323
54.11116065030813;-0.0530508815852956;-3258.500000000004;24.320811588574543
51.36850113502898;0.9199397763625782;-1396.4999999999236;28.67630315349834
51.5407247932156;1.407455670828269;-2269.400000000041;33.94361645190202
