R%_5;Fechamento_TSI_13:25;K%_14_SMA_3;K%_14
0.568489500053299;0.4833752462661111;0.4952944878285992;0.5242905613818624
0.5674235156166697;0.4826244777391423;0.5152607340026891;0.5219000616903147
0.5919411576590978;0.4892402899147632;0.5234131411081551;0.5049352251696474
0.4267135699818767;0.4951241987005924;0.5593981521210561;0.6212985811227638
0.591834559215433;0.5033272063284973;0.5848851511770934;0.5906076495990134
0.5972710798422336;0.5109228414534002;0.6130324093938618;0.5808143121529916
0.5652915467434172;0.5123716231736097;0.5777339168740527;0.5261412708204806
0.5495149770813331;0.5085596357490824;0.5455247575731572;0.5037785317705121
0.5716874533631793;0.5146445115783944;0.504705512171401;0.4707742134484888
0.5658245389617302;0.5193174080209673;0.4843101919391291;0.4711597779148673
0.5755249973350374;0.5281719990898475;0.4732400812380221;0.4739358420727946
0.5608144121095812;0.539762629563082;0.4417746503046427;0.3859500308451569
0.5826670930604406;0.5467557865170966;0.4462942303841641;0.4833436150524356
0.5527129303912164;0.5491353020521886;0.4535884893732655;0.4935996298581119
0.514657286003623;0.5448593910910987;0.4977545124288452;0.5050123380629246
0.5451444408911619;0.5382044668625905;0.4938070310935674;0.4727020357803831
0.5587890416799903;0.5645623571571889;0.4888297720186509;0.4801819864281299
0.5814945101801511;0.5639171507842489;0.4767298835779056;0.4723935842072786
0.5951391109689795;0.5583670498060678;0.481993192024943;0.4868908081431209
0.577656966208293;0.5584483885527115;0.4875425498441027;0.4951418877236268
0.4631702377145276;0.5684294749492853;0.4959810063216912;0.4951418877236278
0.4766016416160312;0.596225318227166;0.4968677593752684;0.4892813078346698
0.6455601748214472;0.6167249101578571;0.4777882662547558;0.4437075879086976
0.580535124187185;0.6362134504148358;0.4716668096913525;0.4786397285626151
0.5359769747361679;0.6531466778834184;0.4754426614033578;0.4994602097470689
0.4983477241232274;0.6791428975118965;0.4959810063216908;0.4990746452806904
0.5044238354120029;0.6471098100256183;0.4934923767842325;0.4719309068476241
0.5820275023984627;0.6269306240503735;0.4630281186532796;0.4173349784083903
0.5483423942010437;0.6149628561667058;0.4292170828685031;0.407927205428747
0.5060228120669422;0.6134757961449958;0.4004977259074919;0.3945095619987661
0.54237288135593;0.6105785564947477;0.4160874166881206;0.4593615052436773
0.6798848736808426;0.6094164124520627;0.4098229354386571;0.391039481801357
0.6261592580748315;0.6151149794907168;0.4196058239652168;0.4208821714990745
0.5527129303912149;0.613736147414395;0.4218084041305528;0.4652991980259092
0.5370429591727941;0.6116769440454993;0.4544466374896308;0.4790252930289946
0.5821341008421275;0.5910886608336278;0.485626019050888;0.5049352251696474
0.563585971644813;0.5845315135453952;0.5012157098315168;0.5073257248611962
0.5581494510180139;0.5837118472424101;0.5137446723304437;0.5128007402837748
0.5369363607291324;0.5689448882875978;0.5112846477301982;0.4983035163479336
0.5744590128984112;0.5524796753559412;0.5240996596012474;0.5418723010487354
0.6053725615605998;0.5442644973115862;0.5044480677364915;0.4598241826033307
0.5897025903421805;0.5509833595180949;0.4929202780399898;0.4672270203578036
0.5722204455814923;0.5645434009828425;0.4725535627449297;0.4869679210363971
0.6200831467860561;0.6122170893024574;0.4865413770416775;0.4975323874151756
0.5837330774970668;0.6329509320532385;0.5057924997854631;0.5191239975323874
0.5374693529474456;0.6324032519876305;0.5218112646242744;0.5301511412708204
0.519560814412109;0.6313278230075102;0.5363711776652653;0.5367828500925353
0.4386525956721026;0.6260919426633671;0.5276180668783436;0.4955274521900062
0.4548555591088364;0.6150932824566981;0.5069080923367375;0.474321406539173
0.6320221724762805;0.6007631877398973;0.4372264652879091;0.348935842072795
0.6385246775397073;0.5900228139615514;0.3953774421465146;0.382711289327575
0.5495149770813331;0.5936595655602527;0.3826768500243143;0.4400832819247373
0.5874640230252618;0.5919860240808454;0.4077633799593809;0.4165638494756323
0.6004690331521154;0.6155664569629075;0.4201779227094595;0.4161782850092528
0.5288348790107646;0.6350120326184185;0.4207786263909154;0.4417026526835293
0.5174288455388549;0.653252394987309;0.4452644526445266;0.4825724861196788
0.515829868883914;0.6699373964674888;0.4761577848336624;0.4994602097470689
0.5081547809401963;0.6979437535861557;0.5196086844589375;0.5588371375694016
0.4886472657499188;0.7349285757327476;0.541491461426242;0.541563849475632
0.5037842447500265;0.7755683482394594;0.5358276838582341;0.4841918568784698
0.5516469459545886;0.8114130411236462;0.4910609571211988;0.4381554595928429
0.5092207653768255;0.8390900521716728;0.4465802797562854;0.4216533004318313
0.4538961731158704;0.8534877206951934;0.4162304413741809;0.4023750771128935
0.4434495256369237;0.8774776802621613;0.3818473068451616;0.3454657618753858
0.4750026649610903;0.8850133249354915;0.3350496295660637;0.2954966070326964
0.5402409124826759;0.8782020323788607;0.2902829028290286;0.2816933991363349
0.5467434175461028;0.8864694345230689;0.2554134843674019;0.251465144972239
0.5191344206374575;0.8998027819685499;0.2642810149031721;0.3194016039481797
0.5125253171303675;0.8943857310392058;0.2768385823393117;0.3155459592843922
0.5885300074618895;0.8634121622450874;0.2871935696101149;0.2793800123380632
0.5033578509753736;0.8201288504582152;0.2815297920421069;0.3041332510795806
0.426180577763562;0.8009406015830054;0.3024972110186223;0.3720697100555215
0.5146572860036246;0.7835022409958119;0.3278697903258104;0.3477791486736575
0.6211491312226823;0.7596130378553554;0.3456620612717757;0.3520974706971007
0.6483317343566776;0.7432674522609017;0.3570468262822163;0.4027606415792719
0.5419464875812801;0.7340716094031619;0.3963786149489406;0.4538093769278227
0.4919518175034623;0.7249261898307332;0.4446065390886474;0.4821098087600253
0.5777635646519547;0.7166803962138073;0.4720100689378993;0.4766347933374458
0.5988700564971745;0.7153714789162275;0.4748133527846908;0.4613664404688455
0.5472764097644158;0.6966310545827188;0.4682914271003174;0.4645280690931524
0.5549514977081322;0.6903375669645555;0.4882576732744073;0.5304595928439239
0.5744590128984112;0.6765204317849525;0.522383363368518;0.553362122146823
0.5483423942010437;0.661305287769937;0.5464401155639467;0.5293800123380625
0.5505809615179609;0.6475776038835266;0.5279613261248891;0.4806446637877845
0.6157126105958848;0.636223264939966;0.4767870934523298;0.415407156076496
0.5423728813559314;0.6265329943176288;0.4770731428244515;0.5301511412708204
0.5918345592154346;0.6163915898519499;0.4868274264137993;0.5069401603948178
0.5955655047436295;0.5931767268764966;0.5110272032952892;0.4806446637877856
0.5749920051167228;0.5246597431669128;0.5006722160244863;0.5022362739049973
0.5847990619336946;0.472049553999423;0.5067936725878892;0.5234423195558294
0.5511139537362756;0.4154392841942328;0.5212105609428189;0.5195095619987657
0.5788295490885824;0.379770375365844;0.5270459681341;0.517967304133251
0.6276516362861092;0.3462160935589422;0.5360851282931435;0.5478099938309684
0.7125039974416355;0.3144204288524415;0.5433793872822453;0.5391733497840842
0.5951391109689781;0.3064871145003293;0.6081123601933699;0.6924737816162865
0.6191237607930915;0.3166173005578834;0.6515346548814331;0.6648673658235656
0.5505809615179609;0.345236652141037;0.7121771217712181;0.7026526835286855
0.6108090821873988;0.3534959964470862;0.7066277639520584;0.6775138803207897
0.560281419891268;0.3694842296269925;0.7172974055321952;0.6936304750154229
0.4516576057989547;0.3828439963965712;0.7200720844417748;0.7101326341764334
0.4537895746722087;0.4044486379013676;0.7151234303040707;0.6641733497840838
0.4864086984330015;0.4141048581495233;0.6775079378700761;0.5922270203578032
0.5723270440251556;0.4288365825266905;0.5718126948711347;0.4252004935225166
0.5495149770813347;0.4465350032997969;0.50007151234303;0.4707742134484877
0.5755249973350389;0.4512846665877814;0.422380502874796;0.3827884022208512
0.5516469459545886;0.4545532269627272;0.4213507251351581;0.4224244293645893
0.5772305724336415;0.4725078667483298;0.3853371091850455;0.3736890808143124
0.5206267988487367;0.470023069405263;0.3847364055035901;0.3811690314620602
0.568489500053299;0.4751886137214461;0.3771560971423669;0.401989512646514
0.6266922502931447;0.4747289224125356;0.3955204668325753;0.4231955582973472
0.5207333972923984;0.4784557312189178;0.4408592923138532;0.5033929673041325
0.5119923249120559;0.4642613685817399;0.4625990445950971;0.4605953115360887
0.6228547063212865;0.4563888176320582;0.4691781801538947;0.4409315237507714
0.5342713996375652;0.4489231696627796;0.47149518006808;0.509639111659469
0.5755249973350389;0.4448859416079492;0.4863697474184045;0.5006940160394814
0.5760579895533521;0.4280355776748992;0.5047341171086129;0.4904380012338062
0.6347937320115108;0.3970763301113509;0.5008152407105466;0.4990746452806904
0.5723270440251556;0.396496151754934;0.524414313910581;0.56431215299198
0.5554844899264453;0.3997704893102803;0.5379730541491463;0.5269895126465147
0.5825604946167774;0.4052195563220878;0.548757115478132;0.5281462060456511
0.6244536829762274;0.4032567814786036;0.5502159672759523;0.5682449105490437
0.5749920051167243;0.4029602011704346;0.5617437569724537;0.5580660086366436
0.5272359023558253;0.4118475677702956;0.5895763608798881;0.6031770512029613
0.5619869949898721;0.415491426880785;0.5840270030607284;0.553285009253547
0.5581494510180139;0.3966893376034416;0.5832832746932124;0.5560610734114743
0.6011086238140918;0.368216613103969;0.5450956835149747;0.5002313386798268
0.5484489926447054;0.3491260318248639;0.5359134986698705;0.5285317705120295
0.543545464236221;0.3376965529473732;0.5232129065476702;0.5218229487970385
0.5863980385886355;0.3268217782155882;0.5245573385966418;0.5038556446637871
0.6527022705468489;0.3166361717206712;0.5051631911667954;0.4762492288710673
0.6331947553565714;0.3033560864702029;0.492634228667868;0.4880475015422573
0.607078136659204;0.2952420101832744;0.5134586229583228;0.5599938309685379
0.5793625413068956;0.2871449103769597;0.5570525472696586;0.593769278223318
0.600042639377464;0.2927189082476988;0.5958408421293516;0.5926125848241828
0.5891695981238659;0.2804508192525979;0.6029920764323924;0.5792720542874769
0.5907685747788083;0.2737170589057127;0.6002173975228127;0.5862893275755702
0.5842660697153815;0.2694527127498375;0.6124603106496183;0.625616903146206
0.4951497708133441;0.2615716553289214;0.6235304213507253;0.6091147439851944
0.5109263404754266;0.2597649023776536;0.610572384793616;0.5513571869216537
0.6456667732651105;0.2642109630070864;0.558826053376813;0.486119679210363
0.6179511779128005;0.2677802503224244;0.5200663634543322;0.5046267735965451
0.5618803965462105;0.2923506545720851;0.518178437598329;0.5462677359654525
0.593007142095724;0.2905379008879006;0.5378586344002971;0.539173349784083
0.5593220338983035;0.30308004027379;0.5537343745530477;0.54742442936459
0.5505809615179594;0.324353214936718;0.5454103378243088;0.5238278840222089
0.5391749280460496;0.3410857211345854;0.5382591035212682;0.5198951264651441
0.463596631489179;0.3409511627944754;0.5267599187619783;0.516425046267735
0.5788295490885824;0.3361668576976299;0.5194656597728764;0.5041640962368905
0.5228653661656525;0.3391795923245421;0.5156898080608712;0.5097162245527451
0.5999360409338008;0.3282173228788038;0.4958379816356305;0.4629086983343614
0.5679565078349843;0.3385743591390067;0.4835950685088249;0.4711597779148673
0.6293572113847118;0.3204958235423942;0.464629995137161;0.4585903763109193
0.5837330774970668;0.2785229317284218;0.4784747847478477;0.5002313386798268
0.5739260206800965;0.2413749940820775;0.4974398581195116;0.522285626156693
0.5863980385886355;0.2214762447864738;0.5161188821190541;0.5089450956199882
0.5260633194755359;0.2135258425898273;0.5452959180754601;0.5788864898210974
0.6440677966101696;0.2048907866704591;0.5327383506393203;0.4884330660086357
0.707600469033151;0.1959633020834582;0.5589404731256614;0.5795805058605803
0.6935294744696712;0.1825691781996026;0.5716124603106498;0.6130475015422581
0.5314998401023333;0.1848811649923299;0.6515346548814331;0.703886489821098
0.5744590128984112;0.1716038774612241;0.6795674933493524;0.6551511412708201
0.605479160004263;0.1879149332768898;0.685831974598816;0.6299352251696481
0.5929005436520624;0.1979718717202001;0.6664378271689692;0.6516039481801348
0.5544185054898191;0.2198082518914806;0.6557681855888327;0.6263880320789639
0.4565611342074391;0.2332196472275012;0.6766211848164995;0.686150524367674
0.6521692783285358;0.2495445290009353;0.6553391115306503;0.5942319555829726
0.5103933482571135;0.2581248771115625;0.634943791298378;0.5714065391733495
0.5109263404754282;0.261941563537336;0.5783632254927196;0.5336212214682284
0.54898198486302;0.2533833590715587;0.5507880660201951;0.5198951264651452
0.5842660697153815;0.2532220808471457;0.5255585113990673;0.5033929673041325
0.571794051806841;0.2430218658007132;0.5162333018679028;0.5084824182603337
0.6043065771239721;0.2527508719570236;0.5041334134271579;0.4872763726095004
0.5879970152435764;0.2637392442378555;0.4955519322635091;0.4802590993214061
0.5870376292506119;0.2741337834735445;0.4986126605452105;0.5167334978408396
0.5564438759194098;0.2753272086589602;0.5033038702480053;0.4999228871067245
0.5907685747788083;0.2899212923886408;0.5251580422780976;0.539173349784083
0.4793732011512616;0.30686603671795;0.5457249921336425;0.5721776681061074
0.5793625413068956;0.3122818834615915;0.5669784604822793;0.5572177668106106
0.5902355825604921;0.3189103245309065;0.56566263337052;0.535626156693399
0.5760579895533505;0.3201377810749139;0.5554506707857779;0.5446483652066627
0.5174288455388535;0.3152893395157674;0.5538487943018969;0.5528994447871685
0.5483423942010421;0.310607334699636;0.5451242884521874;0.512106724244294
0.4700991365526044;0.3010938275854863;0.5133442032094744;0.4589759407772977
0.5782965568702678;0.3066203357897697;0.4936640064075063;0.4998457742134484
0.6108090821873988;0.3056262165153658;0.4739552046683259;0.4589759407772977
0.6060121522225762;0.309806318478688;0.4904316485025315;0.5033929673041325
0.5919411576590978;0.3028567350728139;0.5039903887410964;0.5363972856261557
0.5749920051167243;0.2915289276319471;0.5347693011813834;0.5419494139420105
0.5325658245389611;0.2896444617566605;0.5458680168197028;0.5333127698951262
0.5832000852787537;0.2828292085276739;0.5460110415057638;0.5367828500925353
0.5749920051167243;0.252890214782284;0.5541634486112301;0.5639265885256005
0.5696620829335869;0.2311383962119538;0.5523899425040761;0.5285317705120295
0.5832000852787537;0.2228172169102437;0.5614291026631196;0.5611505243676743
0.556550474363073;0.2465828997214926;0.5612860779770594;0.5635410240592231
0.5895959918985173;0.2798834460764389;0.565834262993793;0.540792720542874
0.663575311800447;0.2960079669870156;0.5599988558025116;0.5454194941394196
0.5684895000532975;0.3169685368617053;0.5719557195571954;0.5957742134484885
0.4962157552499718;0.3361937105301904;0.6018192740066938;0.6212985811227638
0.4528301886792442;0.369174781036191;0.618152693154839;0.589450956199877
0.5330988167572742;0.3969087720184741;0.5992162247203875;0.5447254780999388
0.5863980385886355;0.4188216933710186;0.5501015475271036;0.4888957433682903
