Máximo_MACD_12:26;HLC_CCI_14;Mínimo_ROC_5;Mínimo_ROC_10
-10.194567122401168;-105.8760567508186;-0.3466424562644182;-0.7480569913675903
-11.078741136112512;-111.97196229867178;-0.4432157776894314;-0.6824419738305226
-12.33436760114455;-123.1478706970412;-0.4917071512339722;-0.8263536265350093
-13.69448101276612;-140.40224176381724;-0.6658233892603227;-0.8953413756441746
-14.819339315173238;-133.41162936387596;-0.5601015004002643;-0.8378148114658007
-15.316452351929;-94.89354489458432;-0.3188758048621163;-0.6644129022041276
-15.10061268155914;-73.7388339162108;-0.0774093549716362;-0.5202820421864257
-14.156343849427683;-58.957136661101856;0.0774993495366083;-0.4145888715411951
-13.08297831029995;-40.385449434479;0.5051480010959959;-0.1640387817060049
-12.2651565538863;-51.09620332583305;0.3593171283910363;-0.2027969126365412
-11.743100687136575;-76.62923873460166;0.1453974238140148;-0.1739420182535372
-11.114104202507406;-47.347209057746056;0.0871552310178701;0.0096784097440788
-10.408490384606012;-43.95277913952627;-0.0483928603766561;0.0290689850079381
-9.823197616909964;-27.63207112450845;-0.2416382929478063;0.2622890771414812
-10.243379093879412;-85.44707691354624;-0.3580306628943649;0.0
-10.54200128701632;-100.5333550156174;-0.3194135038879821;-0.1744804990799345
-10.871212392328744;-133.75530959242565;-0.3580306628943649;-0.2711874743278551
-11.34986824529642;-120.32719193240828;-0.3971427392606089;-0.4453434109059586
-10.94938644069498;-79.30276236376064;-0.1937932333862708;-0.4349632476730742
-9.390919084489724;-22.675049467499896;0.1068167196673574;-0.2515963798365145
-6.942958402737531;66.74984960647573;0.4175500505257474;0.0968028353908949
-5.161303071990005;64.32940587532612;0.3787416202652125;0.0193549462371552
-2.8020653846861023;70.60224187242486;0.6418449864572984;0.2421532064356659
-1.653955340392713;101.79962996131394;0.4271549670541071;0.2325339362456119
-1.4678981223223673;-26.366632738293795;0.0776150616338996;0.1845146871640622
-1.86531884181386;-28.51669168108185;-0.2417551361997073;0.1747854656326896
-1.5955109286878724;30.328505143620937;-0.1354404879799514;0.2427881627865908
-1.1505558864537306;134.536914362405;-0.0483172272926609;0.5932176374636642
-0.1857557150569846;121.80098114213308;0.0676702753303115;0.4951142993267113
-2.356812495700069;-73.87732363251973;-0.3489789506754688;-0.2716347492692254
-3.557078491978245;-37.787615084659976;-0.0775548673757858;-0.3191225107002393
-3.983154944994567;-58.56099060039081;-0.0968872286484704;-0.2321964920931501
-3.797737294850776;-29.332567198152883;-0.1546898691921593;-0.202932354629124
-3.5661110755663685;24.019775627195106;-0.2221948305174057;-0.154674915040675
-3.5163057917898186;45.87312475644838;0.4863793777161662;0.1357030653920415
-3.5664434664167857;38.76511120327299;0.1843357713805115;0.1066379426417054
-3.3927741976331163;-45.34486690298068;0.155151946179033;0.0581143951097155
-3.39035213009538;-49.95189838807881;-0.1452285022277424;-0.299693717639776
-3.9528151583190265;-59.55116256120362;-0.1645787570941994;-0.386407902121212
-4.0039093809073165;-27.862757913985444;-0.1258379410266689;0.359929386895001
-3.998311870046564;-19.13969464202762;-0.1355764419791917;0.0485094135211872
-4.508281776123113;-73.98105238934586;-0.3195062912327318;-0.1648500652827107
-5.373377494262968;-115.71135032124778;-0.2424115087552916;-0.3872879603796411
-5.903770122499736;-103.32928436691554;-0.2133406608010988;-0.3775683044873753
-6.036655855476965;-116.94471406461174;-0.2520109356123594;-0.3775317512664917
-6.588897887235362;-90.21169792868083;-0.2036227941163255;-0.3389231715561958
-6.644940528786719;-65.53876718286251;-0.0291423985741072;-0.3485555780099786
-6.354661224831034;-54.12123299918606;0.0972074285916864;-0.1454397221578765
-6.05481662800139;-66.18680665739484;0.0777508269574303;-0.1357557079716778
-5.966279503670194;-82.74405340512673;0.0485895445018108;-0.2035438420762574
-5.742767175449444;-94.24806272211924;0.019433929229186;-0.1842284367968425
-5.846821423419897;-83.26531300650629;-0.0388678584583721;-0.0679989300062502
-5.947868809453212;-106.17375102061648;-0.2233599632840833;-0.1263696571692087
-6.346867544271845;-104.59753819240132;-0.2330532821415766;-0.1554836560382628
-6.587144415776493;-103.7593578683778;-0.2719513131782201;-0.2234939085807492
-5.321946586717786;-46.95738010982254;-0.0874356893413497;-0.0680187523021512
-3.45166399601203;74.99890559691681;0.204117598666889;0.1651704040691784
-1.387087447783415;157.4991820803055;0.5450143301026292;0.3204370230109357
-0.0121162211344199;121.37792468731227;0.5158653190981475;0.2816097958989825
2.228275665513138;100.6632777974574;0.7109422740196557;0.4370575439913001
5.121172150315033;132.4448621231996;0.7194907869994212;0.6314260059287109
6.984710169459504;141.91644766732168;0.4947120886306682;0.699839481733185
8.10668770389475;105.15918064166902;0.1936056707818062;0.7396751795340877
8.290348875273594;96.36768011284325;0.1646106032972349;0.6813250914093512
8.856609349996688;82.277432214373;0.0773673745005482;0.7888596858918274
10.75002015668906;144.26341582085365;0.4923242610845448;1.2153572757846325
11.809415858151624;122.6296234822768;0.4150691239626409;0.9118346097257256
12.892538805359436;121.94718610641024;0.5699794369411152;0.7646886202351296
