R%_5;Máximo_TSI_13:25;K%_14;K%_10
-0.9999999999999788;-20.59510020697163;-3.9999999999999134;-11.999999999999922
-4.999999999999893;-21.70992413538094;-3.0000000000001137;-3.0000000000001137
-11.00000000000012;-24.02605591906624;-2.999999999999936;-2.999999999999936
-0.9999999999999788;-26.113188064459443;-12.9999999999999;-5.999999999999872
1.9999999999999567;-27.30144692884448;-12.9999999999999;-1.9999999999999567
-7.000000000000028;-31.61611132274105;-3.0000000000001137;-0.9999999999999788
3.0000000000001137;-31.153677714908085;-5.000000000000071;-2.000000000000135
0.0;-25.31123533607452;4.000000000000092;9.999999999999964
-3.9999999999999134;-18.5521714850573;8.000000000000007;9.999999999999964
-8.000000000000007;-13.67954810933857;10.000000000000142;11.00000000000012
-2.999999999999936;-10.528426405595036;11.999999999999922;14.000000000000057
-8.999999999999986;-3.6398912194798863;19.99999999999993;9.999999999999964
-23.000000000000043;2.472424975362596;24.00000000000002;13.000000000000078
-15.000000000000036;7.300300171554931;7.000000000000028;-4.000000000000092
-3.9999999999999134;11.259909239600567;-1.9999999999999567;-16.000000000000014
-8.999999999999986;14.092088999890668;-4.000000000000092;-14.000000000000057
-18.99999999999995;16.065091099986283;-8.999999999999986;-22.000000000000064
-18.99999999999995;17.049091373874486;-14.000000000000057;-9.999999999999964
-8.999999999999986;18.74093694647757;-32.00000000000003;-16.000000000000014
-7.000000000000028;20.12396258509959;-33.999999999999986;-19.99999999999993
0.0;19.91824282486348;-44.00000000000013;-21.000000000000085
-6.00000000000005;20.43175276780096;-26.99999999999996;-8.000000000000007
-3.0000000000001137;20.504422424104785;-18.99999999999995;-3.9999999999999134
-12.9999999999999;19.495992615535886;-17.99999999999997;1.9999999999999567
-13.000000000000078;17.23679403195451;-18.99999999999995;0.9999999999999788
8.999999999999986;13.636567016272291;-17.99999999999997;-9.999999999999964
-8.000000000000007;10.715445023736295;-0.9999999999999788;3.9999999999999134
-6.00000000000005;9.163365133844009;0.9999999999999788;0.0
-1.9999999999999567;8.471526905638068;1.9999999999999567;0.9999999999999788
8.999999999999986;7.201223767494078;-2.999999999999936;7.000000000000028
0.0;5.798035756361665;8.000000000000007;4.000000000000092
-0.9999999999999788;5.274618630730163;7.000000000000028;7.000000000000028
-3.9999999999999134;6.149845213468628;13.99999999999988;12.9999999999999
-8.000000000000007;7.1981578975796;20.999999999999908;13.99999999999988
-5.000000000000071;10.96651771065496;7.000000000000028;2.999999999999936
-3.9999999999999134;12.371643668801523;8.000000000000007;0.9999999999999788
-8.999999999999986;12.693824573695498;10.999999999999943;-1.9999999999999567
-7.000000000000028;12.951101709949944;11.999999999999922;-0.9999999999999788
-10.000000000000142;13.778299373036807;0.0;-2.999999999999936
-13.000000000000078;18.026273259562643;-3.9999999999999134;-4.999999999999893
-5.000000000000071;22.369198378721908;-14.999999999999858;-12.9999999999999
-3.9999999999999134;26.71855661101104;-14.000000000000057;-13.000000000000078
-7.000000000000028;30.78167588894265;-8.000000000000007;-5.000000000000071
-15.000000000000036;36.47949879176257;-8.999999999999986;-4.000000000000092
-17.99999999999997;41.107053589610025;-10.999999999999943;1.9999999999999567
-14.999999999999858;44.98819593301382;-21.000000000000085;-9.000000000000163
-11.999999999999922;46.2243785512846;-22.000000000000064;-16.999999999999993
-10.999999999999943;42.86831719465724;-30.00000000000007;-25.99999999999998
-20.999999999999908;41.17122816362572;-21.000000000000085;-23.000000000000043
-19.99999999999993;43.40616596915415;-26.00000000000016;-16.999999999999993
-4.999999999999893;45.40835767322798;-41.000000000000014;-24.00000000000002
-1.9999999999999567;45.08131354065793;-43.99999999999995;-17.99999999999997
0.9999999999999788;43.119821531136736;-40.00000000000004;-17.99999999999997
-21.000000000000085;40.64678825959092;-23.999999999999844;-2.999999999999936
-19.99999999999993;37.78135195869081;-21.000000000000085;3.9999999999999134
-8.000000000000007;34.6063899739498;-29.00000000000009;-12.0000000000001
-4.000000000000092;32.55494383281553;-29.999999999999893;-11.999999999999922
6.00000000000005;30.913209940092244;-22.000000000000064;-19.000000000000128
4.000000000000092;29.267940293622825;-7.000000000000028;-9.999999999999964
0.9999999999999788;26.988790056729865;-1.9999999999999567;10.000000000000142
2.999999999999936;24.797057205373537;-0.9999999999999788;12.0000000000001
-3.9999999999999134;23.355081412926413;-2.000000000000135;16.999999999999993
-3.9999999999999134;22.34918836135024;0.0;9.999999999999964
0.9999999999999788;21.17563662428008;13.000000000000078;2.999999999999936
-0.9999999999999788;19.846969956545525;16.000000000000014;3.9999999999999134
-1.9999999999999567;18.033618775562925;17.99999999999997;0.9999999999999788
-6.00000000000005;18.435097602841296;13.000000000000078;2.000000000000135
-6.00000000000005;17.36577073060667;8.999999999999986;6.00000000000005
0.0;15.106903092578792;2.999999999999936;-0.9999999999999788
-4.999999999999893;12.252202041231202;0.0;-0.9999999999999788
-2.999999999999936;7.308914832485672;-1.9999999999999567;-4.000000000000092
-8.999999999999986;2.778652627983567;1.9999999999999567;-4.000000000000092
-1.9999999999999567;-2.321800307769704;-2.999999999999936;-1.9999999999999567
0.9999999999999788;-7.210146114295132;-4.999999999999893;-4.999999999999893
0.9999999999999788;-12.429539391761775;-3.0000000000001137;0.9999999999999788
3.9999999999999134;-18.513783943650925;0.0;4.000000000000092
0.0;-22.88649050741624;11.00000000000012;13.000000000000078
-3.9999999999999134;-28.4446163388452;15.000000000000036;19.99999999999993
-3.0000000000001137;-32.91435099144343;19.000000000000128;18.00000000000015
-1.9999999999999567;-35.669925859775866;25.99999999999998;20.999999999999908
8.999999999999986;-35.56240474938931;26.99999999999996;13.99999999999988
6.00000000000005;-34.72187466150854;33.00000000000001;13.000000000000078
-5.000000000000071;-35.504230381603605;39.00000000000006;20.999999999999908
5.999999999999872;-35.742526366119534;31.00000000000005;10.000000000000142
-8.999999999999986;-31.89273600526033;38.99999999999988;24.00000000000002
-5.999999999999872;-29.299399140852017;25.99999999999998;4.999999999999893
-7.000000000000028;-27.4554279151728;22.999999999999865;0.9999999999999788
-0.9999999999999788;-26.77194770398547;11.00000000000012;0.9999999999999788
-8.999999999999986;-22.56911799701074;13.000000000000078;-9.999999999999964
-19.99999999999993;-17.461593944720192;9.999999999999964;5.000000000000071
3.9999999999999134;-11.498669426002293;-10.999999999999943;-11.999999999999922
-4.000000000000092;-4.284144501070575;0.0;-0.9999999999999788
-1.9999999999999567;0.6941416778484898;-14.000000000000057;-4.000000000000092
-14.000000000000057;3.5577298424657484;-3.9999999999999134;-8.999999999999986
-12.9999999999999;4.799027273818602;-8.000000000000007;3.9999999999999134
-17.99999999999997;5.527182636935142;-11.00000000000012;-10.000000000000142
-15.000000000000036;6.559907547308328;-17.99999999999997;-15.000000000000036
-4.999999999999893;7.138000334411922;-38.00000000000008;-29.00000000000009
1.9999999999999567;7.347177714606971;-22.000000000000064;-25.0
0.9999999999999788;7.755514619750628;-25.0;-13.99999999999988
-1.9999999999999567;6.977164778863898;-19.000000000000128;-4.000000000000092
-5.999999999999872;8.998927731734888;-21.000000000000085;8.000000000000007
-5.999999999999872;11.99798551301317;-16.000000000000014;8.999999999999986
0.9999999999999788;14.0803349787042;-12.9999999999999;0.0
-9.999999999999964;16.852936911935096;-5.000000000000071;-0.9999999999999788
-8.000000000000007;17.230160641448062;5.000000000000071;-2.999999999999936
-16.000000000000014;11.152411602581196;9.999999999999964;0.0
-9.000000000000163;4.666376953019117;-0.9999999999999788;-0.9999999999999788
-7.999999999999829;-1.269537574323348;-15.000000000000036;-14.000000000000057
-19.000000000000128;-6.366426840855322;-13.99999999999988;-10.999999999999943
-10.999999999999943;-10.482240627602495;-18.99999999999995;-20.000000000000107
5.000000000000071;-14.857096292387492;-10.000000000000142;-9.000000000000163
25.0;-18.657779823772724;-6.00000000000005;8.000000000000007
4.000000000000092;-21.695192869742936;16.999999999999993;28.999999999999915
5.999999999999872;-24.342738118109647;16.999999999999993;38.00000000000008
-3.0000000000001137;-26.69761229313653;33.00000000000001;42.00000000000017
-1.9999999999999567;-29.16537248529541;46.000000000000085;38.00000000000008
7.000000000000028;-30.904868300517112;43.99999999999995;8.999999999999986
-0.9999999999999788;-33.20232879337678;57.00000000000003;18.99999999999995
-2.999999999999936;-35.92522095395633;54.00000000000009;11.999999999999922
-2.999999999999936;-36.7599236851042;46.000000000000085;8.999999999999986
3.9999999999999134;-37.606150646183;15.000000000000036;6.00000000000005
-2.999999999999936;-37.57463568305431;21.999999999999886;2.999999999999936
-0.9999999999999788;-37.548424301865175;12.9999999999999;0.9999999999999788
8.000000000000007;-37.70204469582747;8.999999999999986;0.0
-0.9999999999999788;-38.37188585821791;17.99999999999997;11.999999999999922
-2.999999999999936;-38.93618932046532;10.999999999999943;8.000000000000007
-4.999999999999893;-37.27873602175634;9.999999999999964;8.999999999999986
-2.999999999999936;-35.46533337808459;8.000000000000007;7.000000000000028
1.9999999999999567;-34.790630981860566;8.999999999999986;-2.999999999999936
-1.9999999999999567;-32.476623195129115;8.000000000000007;0.0
-2.999999999999936;-30.57542055331769;8.000000000000007;0.0
-8.000000000000007;-24.696045758990174;13.000000000000078;6.00000000000005
-5.000000000000071;-18.830524516460898;-0.9999999999999788;2.999999999999936
-3.0000000000001137;-15.849105414529674;-2.999999999999936;-2.999999999999936
-5.000000000000071;-15.99993617850634;-2.999999999999936;-2.999999999999936
-13.000000000000078;-16.380031502299914;-0.9999999999999788;-6.00000000000005
-10.999999999999943;-20.209284120204373;-4.000000000000092;-7.000000000000028
-5.999999999999872;-13.624085687538289;-16.000000000000014;-13.000000000000078
1.9999999999999567;-8.094050012110456;-17.99999999999997;-15.000000000000036
3.0000000000001137;-4.203769655461169;-19.000000000000128;-13.000000000000078
0.0;-1.5590382198895278;-7.000000000000028;0.0
0.0;1.391258043620563;-0.9999999999999788;12.0000000000001
-16.000000000000014;3.197274499596229;0.9999999999999788;16.000000000000014
