ADX_14;Máximo_MACD_8:17;Máximo_MACD_12:26;Máximo_ROC_10
31.89406770554056;-9.66461585412435;-4.2619226890874415;-0.7887386623439266
32.3336443924209;-9.049125542832371;-4.7494035217587225;-0.5706740388050586
31.0844965686695;-5.9586106228571225;-3.3242970114952186;-0.2566779757539397
29.002373216656377;-2.51827658872935;-1.3395292668546972;0.0475914229423999
27.985385359197483;0.4364056222402723;0.5997791287109067;0.2286980640094159
28.808476835114032;1.890151209522628;1.6972113004067069;0.181125792332612
30.01753230471789;2.5272061535815737;2.306980536915944;0.3438991559544759
31.05990418789837;3.2265723827185866;2.989130445441333;0.5646040366259436
32.06235029617859;3.694638605757973;3.5356224769584514;0.6512213173709438
32.14913216144999;5.533347633891026;5.076758712742048;0.958312907907764
31.50563358754234;7.246150230282183;6.641480735503137;0.9961674907740355
30.20163958539385;8.636837204816402;8.068445502789473;0.918309145275915
29.096311450198453;8.100044564869677;8.171925642369388;0.3621825628232004
27.540850875886267;7.464705343058085;8.11376420594479;0.1807811251802764
25.705456473387155;8.061922539259285;8.852187420074188;0.2852285075272006
24.354352753126;7.568975846775174;8.82241429815167;0.2664335667787868
22.86391524318536;7.1055071248902095;8.744655706352205;0.3236887444857595
20.86175035361777;6.609639684454123;8.584079536636636;0.2759449373919827
19.27526935408778;5.589616770461362;7.991422087012324;0.1902915912177855
18.277571535447496;4.168178292381526;7.020885087026727;-0.1328962116043795
17.594566759292576;4.303315189205932;7.056938604565403;-0.037935595101734
16.46844357233924;4.226266249004766;6.958656447598514;-0.1042512717917627
15.845027286503525;3.554534481729206;6.433248416384231;0.009492402793204
15.332261743541148;4.608694383817237;7.101555532482962;0.2564341770767156
14.631736368211858;6.123256923931876;8.19006332392837;0.2085748494669088
15.115028661974074;6.890614805396581;8.857252467380931;0.2942002859615026
16.18919626894898;7.186772975163876;9.23293339211068;0.2752019870994683
17.52220343308915;9.205850895616097;10.852045986788651;0.5693743675851758
19.45955249915341;14.165229435790025;14.718495501289;1.2060771085287154
24.459431213552;19.749954613297632;19.379052864486766;1.663331073808863
32.331083242221275;23.830123757914407;23.317072988194013;1.5844326607505288
39.09813880992514;24.970361098440662;25.35253521630329;1.4327685692415109
43.4373726828875;28.483121207978;29.057019466631573;2.003610054948897
50.92645632516916;32.97129804400538;33.61187157766744;2.1693890105281515
60.92787167228948;35.96679565794966;37.304797059787234;2.1381133602881133
67.85266973503187;36.31446572048026;39.17334212914284;2.0344444673537496
69.43186138940858;34.95139895579723;39.68345188856256;1.939996163964977
67.28967510891599;34.109812082539975;40.322820481970666;1.783352332304574
65.00625652296527;33.84231221750815;41.19457854823668;1.388766509279722
63.5669651770461;32.436205836314;41.1313168788065;0.9629800530988196
60.75281267724951;30.213411157060364;40.29010255798585;0.7938712724293837
55.74755193933056;27.223987399623184;38.66453461366018;0.8512680046369906
50.01361644265792;24.870472520417024;37.22704936253831;0.4189210922471575
44.90922472649397;24.556820936758413;37.06046064029033;0.2967031222615997
41.68044238200907;23.60507858418532;36.41530468251494;0.1759920114011184
38.84364530250311;20.37246464699456;34.064857083887546;0.0092696836439722
35.87565926216937;17.95588057567784;32.06583566520203;0.157825814947749
34.43237136054679;15.90602293191114;30.18033642645878;0.0278147706211202
34.665712321997674;12.489762760123083;27.205893018024653;-0.370208424894477
35.440684012397995;8.149070227526863;23.366156524032704;-0.5555971913156725
36.153611858364016;6.617330446287269;21.290828427325323;-0.2501849185909569
36.55947789629643;6.68007009268149;20.34487247204379;0.037101650502133
34.631266557742585;7.265172315061136;19.87923891765422;0.0834282802952906
31.08772625480548;9.353633794358757;20.6256600483448;0.0739563497665355
28.02766751606951;8.510554476480138;19.499310107451493;-0.2034095931424449
26.85146422821261;9.773547677046736;19.870730408946656;0.3801981988974387
29.32092137873664;11.1764059965235;20.488820612010382;0.44488968319481
33.51256995680986;12.191544933531077;20.970209567551137;0.4819191759244664
36.514751105425646;12.335343582980386;20.92387658892858;0.6781236410579367
36.97983191041643;10.588183548451523;19.54205016306787;0.6983806760036323
34.158387655694206;9.440056029556215;18.46734227770048;0.501624826846592
31.63611215874454;9.055756608354386;17.876202569475936;0.4079667931096906
29.736568632816763;10.108469191021868;18.31641843830857;0.5279760342033553
27.07691662463173;14.89156753975476;21.543272256472846;0.8776025945150037
27.839403931823707;18.98715238480964;24.65619450994745;1.343451532991538
30.436031026628136;22.056627033617588;27.32154163719952;1.145492244235991
34.195364984982504;24.726458222087786;29.88265928234341;1.1903732259535778
40.50722108222301;25.383404272830376;31.133476135009005;1.0606911527352194
44.08857255697424;23.34761625179181;30.420965394105224;0.8304208078141614
42.62141526366337;17.894117959424875;27.02508985186978;0.5548425105056561
39.3948122761273;14.067412523730129;24.333254713628776;0.5638249562793408
38.43780873454845;10.624667715748728;21.624047642771984;0.406309186551222
39.73970566518007;7.789494324657426;19.116696830644287;0.1566479037607309
41.019511576489386;7.114819033910862;17.995362754697453;-0.2472523208905372
43.31271003295751;5.123368980212945;15.942997165226188;-0.6033982554968287
46.68791536189654;2.2066166225886263;13.13855122287532;-0.9041801530821728
49.95734569459608;-0.9567212202764496;10.007369345274128;-1.212845766465105
51.529742459126105;-3.055875254349303;7.486228337521425;-1.1225699759643226
49.81666251219499;-3.4679107531073896;6.117605287714468;-0.7229205846030557
46.142821796283286;-1.032814042294376;6.866922211223937;0.1471373577807306
42.33378841392166;0.5476556353596607;7.283442054872466;0.0735281144902393
39.6274261492083;1.691137001754214;7.572961111236509;0.1471668122218055
38.46865028169487;0.0626022179831125;6.006687310823509;-0.1655983934299097
36.64378262508796;1.1197114485130442;6.279496301259314;-0.0642642811409858
35.1145306560286;2.3369052017542344;6.790699968396439;0.2023590529112734
34.95125990189145;3.0564982854339178;7.067720505687248;0.396310305629914
33.76065381973448;5.791525644881403;8.864830949368297;0.8861814094583367
34.70036188186513;0.2147414577120798;4.913064704965109;-0.1753747204052578
37.43132315475929;-5.059559744719081;0.7461815823717188;-0.5161674938172998
40.01019911507706;-9.866173915666876;-3.449617805214075;-1.074388932064677
42.80144399497154;-14.423433739639222;-7.75858179485931;-1.2674518832857908
48.29354670040391;-17.860442167580004;-11.507376011305496;-1.368356891794973
57.79238333082622;-21.723202508685063;-15.69721334884798;-1.3085153172447983
65.71899888671605;-23.27915527516052;-18.385829914172064;-1.534089040707446
