ADX_14;Máximo_ROC_12;K%_10;Máximo_MACD_12:26
43.164297371801936;-1.7848008530266704;505.7999999999993;-27.24703970195424
46.571757722229336;-1.5813949876857043;-303.5000000000764;-29.409585842161505
48.85772812117084;-1.2014439605306615;-758.7999999999738;-30.082776370220927
49.68273103834838;-0.995443835525445;-2073.899999999958;-29.904258716383083
48.53819547133055;-0.984969045235526;-2377.400000000034;-29.34287584309004
46.233517027533765;-0.8182169995024363;-2377.3999999999432;-27.51949192795473
43.90374809052896;-0.7050397521323151;-5513.500000000022;-25.737017443366312
41.07288167845818;-0.9024118519271872;-4501.900000000023;-24.97526079007821
37.84385459752056;-1.027713393623449;-3996.099999999933;-24.900798826557548
34.206093032136614;-0.977130284997032;-3035.0000000000364;-24.88152747067216
30.678109199280065;-0.915330725505466;1972.700000000077;-24.58287865590773
28.640094639375903;-0.7497413247262686;1365.8000000000357;-23.94701558831639
27.341382020792445;0.1264042406369686;2782.099999999992;-23.054199622444685
26.82527394182957;0.2004146151314661;1011.7000000000188;-21.726777451315684
26.88407074958557;-0.1784621047295437;-2175.1000000000204;-21.210172828663417
25.451789887736044;-0.3673131848040792;-961.0999999999876;-20.92883103432723
24.13426075984737;-0.2829002471288744;-2885.800000000017;-20.064180574646343
24.845878372820085;-0.6166607828928738;-1672.899999999936;-19.401560623207843
24.863561256444093;0.0134796623272388;298.3999999999469;-16.186145541176302
24.95881975558492;0.2332029231686282;-406.8999999999505;-13.563616393678783
25.01233426436413;0.3379930058257175;50.900000000001455;-11.760077971618555
23.869446838639384;-0.1688894017230936;-864.6999999999935;-12.485338928714556
22.03116345063034;-0.2638974726358792;-101.69999999998254;-13.27647682980296
20.02138927626058;-0.0316593306645046;-2034.6999999999755;-12.730633596567714
19.52707070609245;-0.073855304992745;-305.199999999968;-12.198504183290424
19.67997080242301;-0.1580964442182723;4018.40000000002;-11.601975393582508
21.67750326686191;0.0845011411806578;2390.700000000016;-10.840057109830012
23.29968378366127;0.2536822054204371;915.5999999999948;-9.835590572771252
22.13808308869688;0.0211126731675307;-2492.399999999998;-9.42345762891
20.334424391156325;0.4226665780355415;-4069.2000000000007;-7.694641725457586
19.798234472335416;-0.2414660263348541;-1526.0000000000218;-6.33367608215849
18.67956035221451;-0.3885242087535146;50.900000000001455;-5.844398989069305
17.48719516239546;-0.315361906720251;559.4999999999345;-5.516191589686969
16.807435807409384;0.3277897887909535;508.69999999995343;-4.993326061776315
15.905868175945306;0.4762764829825183;-508.69999999995343;-4.323909185471166
15.671952419152634;0.4539136144614881;712.1000000000095;-2.8169084046003263
16.769982572789395;0.4856550261527987;1831.1999999999896;-1.5229002905625748
17.18631822975083;0.4644769845127363;-305.199999999968;-0.5323252688431239
17.19107579911739;0.4326249182410381;864.6999999999935;0.2904366453858529
