ADX_14;HLC_CCI_18;Máximo_MACD_12:26;K%_8
0.2159145262717922;0.182245961354881;0.415836868680928;0.5135753534477724
0.2394818093159343;0.2265022460373641;0.4023125175665661;0.4787690486758404
0.2552924441823466;0.2509146341911847;0.3981024501376853;0.4526608793787456
0.2609984760247795;0.272161961406551;0.3992188820073812;0.4422182998035372
0.2530824356639243;0.3145052183378578;0.4027297153472315;0.4596248929076474
0.2371424088918214;0.3132260950315198;0.4141329792249709;0.4683264691006319
0.2210288467900774;0.2777563949088135;0.4252803995429737;0.3430155141981243
0.201449505247612;0.2480951052381788;0.430044350818382;0.3691202427770718
0.1791163341032693;0.2339703094151439;0.4305100286231671;0.518794922876306
0.1539562008539561;0.306815722573595;0.4306305497896745;0.5187983635944503
0.1295553318743189;0.3328685728463216;0.4324982701382331;0.5431655295093213
0.1154596532627337;0.3335477744962281;0.4364748952963611;0.5222803703589044
0.1064772661686869;0.3747640817846625;0.4420584786375239;0.5449030921733977
0.1029076677207517;0.3728450143939197;0.4503600464910618;0.5048737772547879
0.1033143286552813;0.2936164970643908;0.453590841050378;0.3708612461592988
0.093408133131779;0.2864235282730798;0.4553503249934039;0.4544018827609726
0.0842956039509304;0.2802630796902002;0.460757764025802;0.5221909116870878
0.0892174201951081;0.1883630157510727;0.464901724106939;0.4734221726758845
0.0893397216984407;0.5113874439214182;0.4850106141506177;0.4804205933862508
0.0899985654649809;0.5876890725084997;0.5014116538042759;0.5031740624903233
0.0903686920242554;0.4618935603003813;0.5126908059179262;0.511923808737362
0.0824640508312133;0.295373133684968;0.5081550951412005;0.4594184498188477
0.0697497884583233;0.3222056834359713;0.5032073964284351;0.4769213830310662
0.0558494310216658;0.2800839211392234;0.5066210463859637;0.4646689857106985
0.052430537048133;0.4667563242107957;0.509948931460708;0.5066732728455111
0.0534880518765145;0.5094821857366176;0.5136795639091153;0.6659372344195695
0.0673037410226522;0.4741699251640435;0.5184445260055695;0.5119238087373589
0.0785233542995339;0.4830605360333462;0.5247263610504892;0.3579103830551512
0.0704892850669853;0.4291590918747598;0.5273037999938456;0.3946641342981131
0.0580145001337916;0.4141059539829624;0.5381156448167923;0.4944243162432877
0.0543060080949383;0.6397101345192822;0.546626990250003;0.5451749089069854
0.0465688352706855;0.5266886328736873;0.5496868811240624;0.4979235265984725
0.0383219871695996;0.5542921248355926;0.551739457957014;0.4646689857106985
0.0336205146729787;0.5046383531601665;0.5550094076027506;0.5119238087373589
0.0273849323421423;0.5398137973118127;0.5591958749842801;0.511923808737362
0.0257670826001413;0.5901868039667534;0.5686205098215102;0.4611697753555137
0.0333614739533715;0.8158163809799687;0.5767131094445651;0.5434270240884668
0.0362410086390057;0.7315467250311483;0.5829080683172422;0.5206735549843975
0.0362739137860457;0.7137030932249042;0.5880535405014753;0.4786692678495879
0.0352473216826797;0.6289233820367705;0.5905415917179886;0.4909216651699525
0.0339389041898553;0.631553715556177;0.593456602091173;0.4926729907066217
0.0321343501345497;0.6231999395137308;0.5928668981429338;0.5364286033781004
0.0279735669123645;0.5349578794125054;0.5958818995414427;0.5276754164129144
0.0233791055967223;0.678914995057149;0.6006720056531353;0.5241762060577296
0.0290299089992981;0.5770743091204419;0.6019765348044305;0.4926695499884743
0.0403937887536218;0.4698591348007385;0.5934301873268409;0.4786692678495848
0.0411960270838799;0.523187916275286;0.5866523594279613;0.4821719189229201
0.0409031804650115;0.4418741589575504;0.5813373639955247;0.4926695499884743
0.0413695725993847;0.3994461610197451;0.5767211654147203;0.4541679139269937
0.036111307694574;0.4760701979613847;0.5729594957378286;0.5224248805210636
0.0375183349450826;0.4327664647638163;0.5716862336181772;0.5416756985518039
0.0430932321943741;0.3002561901158702;0.5832887396330501;0.4104157419736655
0.0521298357583916;0.7628159366207939;0.5974877974572343;0.4349170958962566
0.0620389093801331;0.7075528700874949;0.6140672448310355;0.5084245983821772
0.0794551341965596;0.8942377058733075;0.6277544242425925;0.4944208755251403
0.1042157228962375;0.7879791181771263;0.6367361978440631;0.4926729907066186
0.122039948025824;0.6955462739096985;0.6401525078340748;0.4926695499884743
0.1330818771607678;0.6807652943900673;0.6424686176248079;0.5154230190925467
0.1388986895607165;0.7251629122390606;0.6449110884368463;0.5924331726517963
0.1301351662821799;0.6687702617228669;0.6456486887965631;0.5714275883662457
0.1151022730477235;0.7024121847582427;0.6458029610335642;0.5416756985518008
0.1014206619049068;0.6649241031886423;0.6485441553296206;0.5749302394395779
0.0839672901919224;0.7102393445131451;0.6697755943291717;0.4664203112473645
0.0764970367498975;0.7570781827254123;0.6775909627384429;0.4629211008921767
0.0830063732038969;0.7296388628420527;0.683688280392056;0.4874190140966203
0.093857839639943;0.687031229004812;0.6865935260671256;0.4926729907066217
0.1028099481022306;0.6792784899564748;0.6907712583348848;0.5101759239188433
0.1105515463800239;0.6555216846900019;0.691837904292797;0.480420593386254
0.1235938963981728;0.6728662832367318;0.6919775363172862;0.5276754164129144
0.1261858251225504;0.6752237669682027;0.690628481832513;0.6956891242340082
0.1316822680732136;0.5363728514079491;0.6789923383100271;0.5696762628295796
0.1324922857507207;0.6334003603835772;0.6738938376918853;0.5259240908762483
0.1213328449239813;0.6042061862459672;0.6648404092653759;0.4909216651699556
0.1120801985530428;0.5964028345629939;0.6532989314735966;0.5101759239188401
0.1073117712444849;0.5801159964470761;0.6483134681651633;0.5276754164129144
0.1030449235797261;0.6016637881135103;0.6464913276520289;0.4699195216025493
0.0878544721414003;0.5234003153166009;0.646153603429126;0.3631609189470052
0.0827644828937755;0.5970624217706082;0.6444448952344245;0.455919239463663
0.0778840967253492;0.515016134213876;0.641174158931622;0.5731789139029086
0.0633680623312453;0.3730439475279277;0.6438220298742735;0.4856711292781048
0.0599180729743335;0.7661346290019777;0.650569443273613;0.473418731957734
0.0669126639628028;0.8262947918083351;0.6518236089699885;0.5241762060577265
0.068551750971532;0.7568250047113645;0.6520587937096541;0.5451749089069886
0.0628691401335208;0.7536576174403002;0.6530155537390193;0.5294233012314362
0.0563195206655979;0.695367952113344;0.6542733128166414;0.4821719189229201
0.0530052914799485;0.5481411609651721;0.6504229567719433;0.4436668421432952
0.0504843444452631;0.5965978794577689;0.6428683282868034;0.5486775599803175
0.0455855370421237;0.6254004228346487;0.6434097345654721;0.5994315933621658
0.0409379965402869;0.6298279641071194;0.645212344356564;0.4961722010618064
0.0361227149630018;0.6160975725777378;0.6484899018207977;0.4909216651699556
0.0280626312942703;0.6815606543556436;0.6424819097004828;0.5189222294477315
0.0194691017445896;0.6453470112073417;0.6396716646640506;0.4961722010618064
0.0146514111224503;0.5415324836528836;0.6340691954627762;0.4454147269618139
0.0087338107527383;0.5028363316458402;0.6337025093865729;0.4559192394636598
0.0078101838433551;0.7017399396613999;0.638964713716454;0.5084245983821741
0.0161230558990236;0.7607689121868155;0.6470544468655511;0.5154230190925436
0.0289570483677991;0.7951800579465946;0.6565059884997888;0.5084245983821741
0.0452063598545422;0.7501224528249419;0.6643789273298942;0.5066732728455111
