ADX_14;Fechamento_MACD_12:26;Fechamento_MACD_8:17;Fechamento_ROC_10
0.2053555140291628;0.3429082358097415;0.3312597315677128;0.3423143829155273
0.1850022311835443;0.3456082475253402;0.3370405609245423;0.3364062034207916
0.1637816382383784;0.3491496790918595;0.3434700021228947;0.3566705252000463
0.1457135627516704;0.3593129811618773;0.3601367871781816;0.3873572108723254
0.1383206685958485;0.3681167552124396;0.3728114959786625;0.4005893985965774
0.1308903276191938;0.3697520473506738;0.3724656225623804;0.3844521591651229
0.1280048544962461;0.3713265829522141;0.3723635296837201;0.3932951012585665
0.1243463179706782;0.3745507158017341;0.3752746893878292;0.403624256209516
0.117136772993041;0.3828895953161365;0.3865921372739821;0.4317331157739853
0.1087075414851315;0.3869938006755123;0.3899414841298936;0.4423717848928299
0.0990058449404708;0.3971667507076515;0.4033313772447627;0.4107794179694522
0.0909477384230175;0.4055467017322368;0.4126740474181353;0.4285427503040259
0.0900222660911073;0.4124263834402158;0.4189879543190368;0.4270379629066152
0.0964900540499782;0.4197673815517121;0.425894194630836;0.4106979843930863
0.0945563520796643;0.4175240852020719;0.416696820142184;0.3829566364873103
0.1171402823937361;0.4416713458382949;0.4527264727669283;0.4914867952643035
0.1570417157207246;0.4051793254218473;0.3848409938498632;0.3037946767171465
0.1958771746367722;0.3769070908051313;0.3384498360356187;0.2995104000981347
0.2373698702089726;0.3519667659280552;0.3023800260077645;0.2707339715250965
0.2767766604064423;0.3307787028858379;0.2757576712609724;0.2719606358638804
0.3167451030948031;0.3089128359052841;0.2499293003130394;0.2290100444464665
0.3430913900699135;0.2949120343822816;0.2387880066554546;0.2348701564869219
0.3861996816588379;0.2906631586011021;0.243760219692482;0.2523346660841695
0.3975233178191522;0.3061090951880215;0.2796452091768751;0.3047060178169471
0.3709070396590185;0.3269473513868579;0.319673340795243;0.3567100413075517
0.3585289911795106;0.3457698891712913;0.3516298455563316;0.2758709813646585
0.3513016540431283;0.3589395888690149;0.3708219845019118;0.4547718013378926
0.3482690125159788;0.3671015592477241;0.380004948701865;0.4442895710945759
0.352075899085732;0.3798227914703142;0.3962522104644056;0.4759035554176937
0.3678147458117212;0.4049756195771604;0.43190377281387;0.5360878403471004
0.3729466462422623;0.4250029523803842;0.4559317354069995;0.5595295653859349
0.3642546872740229;0.4193470759235324;0.4358029442550143;0.4779161439206748
0.3702920689306189;0.3829138433207713;0.3678793333705651;0.3471230422738562
0.3859715301596145;0.3502247644709562;0.3140645907610856;0.2723461607218709
0.4190005513486632;0.3307037315636469;0.2876754913349535;0.265710668543154
0.4716431796015213;0.2861328072168733;0.2219234262015156;0.1575611834703411
0.5421997316627;0.2494573183049689;0.1753454928377566;0.1542275197498807
0.6202040577134685;0.2236735213868861;0.1502793021183492;0.1669639229987932
0.6881578374453873;0.2041442206822693;0.1364410573804784;0.1431800662273983
0.7046435733305394;0.1760165856314472;0.1079694911324845;0.0450563512189221
0.6635994685842993;0.1762045342274595;0.1276384531026396;0.110124061447516
0.6191963726731369;0.174991711148856;0.1410239602614224;0.164102826116665
0.5611658330709526;0.1838436623966991;0.1682090930743997;0.2955492951668731
0.4888746288544493;0.1876166778835984;0.1829470289234229;0.2906921420424843
0.4285916890158041;0.1890826149704969;0.1915577877559722;0.2579440484106753
0.3789043895930027;0.1891530916893111;0.196430410295296;0.3507075936320312
0.3357343617379845;0.1885582413744952;0.1993088786782847;0.3506326437161721
0.2931775819667721;0.1857337602541914;0.1978954071493479;0.3289543604659398
0.2552718734567783;0.1974884552248635;0.22055039438301;0.3754731872580452
0.2305248114812191;0.2085256302186942;0.2393905763428541;0.4289364599044363
0.2083234459489343;0.2197324369682209;0.2565492684560321;0.3584802456150525
0.1837779543245385;0.2309444331929943;0.2721217776600622;0.3739242291806618
0.1609435204321664;0.2411751521547997;0.2847920641111036;0.3462112969716271
0.1405074675939008;0.2483765471177105;0.2915902888183058;0.3568927653638459
0.1312238789329443;0.2595542558182587;0.3048191796424836;0.3847955566276537
0.1305825931840459;0.2617139339757104;0.3022719788306747;0.3676643966003628
0.1275496733640858;0.2615002326727192;0.296696772700449;0.3660714979784394
0.1220670481058053;0.2641461221830714;0.2969818185903286;0.3879984088778623
0.1206003410506391;0.2681447082040611;0.299890262500871;0.347503699818476
0.1168251306764328;0.2740151023071225;0.3059616963250978;0.3537090494932809
0.1054218041968706;0.2808563281080045;0.3133594286268797;0.3552723386640518
0.0967774906667075;0.2935256406808795;0.3300180243876147;0.3754719939190972
0.0964209891430205;0.3020410279159689;0.3384569083638208;0.3677021608169732
0.0928001942316671;0.2964852355940787;0.3232409602561495;0.3287440086963509
0.0977936494637438;0.2821122563557302;0.2955994967620594;0.2745984252697549
0.1172533979118427;0.2725722285805113;0.2792348557115379;0.3051010565195338
0.1389381637979534;0.265641062920455;0.2689389574564758;0.314282142268607
0.1711943386397293;0.2586889375524183;0.2595402127677622;0.2986931612857044
0.2238403022786414;0.2427951211702143;0.2360722814312691;0.2533168548917993
0.2885300029795511;0.2213631891114042;0.2055886042047319;0.2096716916688152
0.337674576761733;0.1984092292442302;0.1752705063563253;0.1769847808607044
0.3750699342317987;0.1878167324089197;0.1678424672338263;0.1749616334706368
0.4051098068901979;0.166876934896524;0.1430273046247628;0.1293109659197626
0.4256515770760282;0.1539339725941053;0.1330944120269883;0.1783292373355834
0.4409234548885376;0.1478326206972739;0.1344063008695124;0.2224717905212715
