ADX_14;Máximo_ROC_10;Fechamento_MACD_8:17;Fechamento_ROC_10
0.0428002927657036;0.8789062499999987;0.0200227658801068;0.7820136852394923
0.0478554918255145;0.9756097560975576;0.0230436511476987;0.9775171065493612
0.0534747595821126;1.0731707317073116;0.026785407600661;1.1730205278592298
0.0554876487806879;1.2682926829268368;0.0287109328619514;0.9756097560975576
0.0554702479908819;1.0721247563352772;0.0293332482805741;0.9756097560975576
0.056074214925431;0.4854368932038731;0.0279281021926927;0.7797270955165699
0.0558833672210879;0.3883495145630985;0.02626706039878;0.3883495145630985
0.0522417754011334;0.3883495145630985;0.0211367830993154;0.0970873786407746
0.0466095386809822;0.5825242718446477;0.0192902510626655;0.4863813229572054
0.0452996954282798;0.0968054211035797;0.0186484449370141;0.3883495145630985
0.048688307466414;-0.1936108422071594;0.0121887161356504;-0.1939864209505465
0.0528631998042255;-0.4830917874396033;0.0063106637264205;-0.4840271055179159
0.055767154116043;-0.5791505791505668;0.0043132283885221;-0.4830917874396033
0.056950581186285;-0.7707129094412337;0.0017146748613718;-0.5797101449275411
0.0559285989328756;-0.3857280617164816;-0.0023464158453361;-0.7729468599033823
0.0530905000275398;-0.0966183574879206;-0.0006517028562598;-0.290135396518369
0.048583195261963;0.3868471953578425;0.0038693753301686;0.0
0.0462959120841775;0.0;0.0068995188830047;0.2909796314257939
0.0446469333300968;0.2895752895753006;0.0043796300088416;-0.2904162633107392
0.0442178184098934;0.290135396518369;0.0091960122684593;0.1934235976789127
0.0463221092885743;0.3879728419010586;0.0111876836511974;0.5830903790087512
0.0474315423358121;0.6796116504854224;0.0089550692083673;0.3891050583657678
0.047059717643418;0.9708737864077636;0.0116348649217616;0.5825242718446477
0.0468327076719147;1.1650485436893128;0.0154225047996217;0.8746355685131355
0.0472550133156595;0.5808325266214955;0.0187714285472857;1.1684518013632037
0.0476210115402382;0.5802707930367553;0.0161787973469724;0.3879728419010586
0.0465096385729683;0.1926782273603041;0.0184313289283117;0.483558994197299
0.044308353429906;0.483558994197299;0.0184224290603918;0.3868471953578425
0.0452577158297282;0.0962463907603444;0.019072512384783;0.8737864077669889
0.0456995441952883;0.2892960462873783;0.0190510264760952;0.2895752895753006
0.042891985921631;0.5797101449275411;0.0185657763052482;0.3864734299516997
0.0398397211320802;0.67502410800386;0.0188829915870005;0.7751937984496131
0.0414801392668505;0.3846153846153764;0.0219693875450737;0.6756756756756785
0.0437589778407942;0.1919385796545064;0.0235607381446083;0.4816955684007604
0.045400637938212;0.5774783445620666;0.0251902956419485;0.4812319538017222
0.047966267165498;0.5769230769230818;0.026806031797097;0.9661835748792236
0.048856479162479;0.5769230769230818;0.02726120662542;0.5774783445620666
0.0490089486074817;0.4812319538017222;0.0257916680715339;0.5780346820809125
0.0469982316502936;0.4807692307692204;0.0230277483781939;0.3849855630413777
0.0433984674302544;0.5769230769230818;0.0227705261611124;0.5774783445620666
0.040278671772887;0.4803073967339165;0.0220304583033517;0.5774783445620666
0.0382891345841212;0.2873563218390914;0.022085955628766;0.5769230769230818
0.036469630925286;0.0957854406130247;0.0182456585789605;0.0
0.0357022515638192;-0.0957854406130247;0.0151401283080083;0.0
0.0369895704029289;-0.1913875598086083;0.0103970424834489;-0.2873563218390743
0.0394385800634907;-0.5736137667304062;0.0046389327162614;-0.5741626794258251
0.0436086741502634;-0.5736137667304062;-0.0016787464491105;-0.7655502392344504
0.0484608509302283;-0.3831417624520991;-0.0026717407745753;-0.3831417624520991
0.0519517850919122;-0.1913875598086083;-0.0032922864619422;-0.2876318312559862
0.0493582137463239;0.0956022944550648;-0.0003066813455063;-0.1913875598086083
0.0456342614372903;0.0956022944550648;0.0050983464225371;0.0956937799043211
0.0434544551504135;-0.2865329512894091;0.0064870484245762;-0.1912045889101467
0.041755765892263;-0.1913875598086083;0.006175853551305;0.0
0.042950235201866;0.0;0.0058082162672832;0.0
0.0430806800320934;0.0958772770853287;0.0054106345334599;0.1921229586935597
0.0420508750754332;0.3846153846153764;0.0050021672969027;0.3849855630413777
0.0396345679225183;0.2884615384615323;0.0034851487803475;0.4821600771456192
0.037826149342373;0.2884615384615323;0.0034614039101263;0.2884615384615323
0.0374017103824376;-0.0958772770853287;0.0022484098292316;0.1923076923076882
0.0357005299504934;-0.3820439350525398;0.0002431692343112;-0.1917545541706574
0.0343214116713799;-0.3820439350525398;-3.806300993858258e-05;-0.3824091778202765
0.0337452234485292;-0.2873563218390743;-0.0024537775736206;-0.3831417624520991
0.0332458603220585;-0.0958772770853287;-0.0040633141220016;-0.2876318312559862
0.0320987932314983;-0.0958772770853287;-0.0028535291647813;-0.0958772770853287
0.0319141922292032;-0.3831417624520991;-0.0041688993384383;-0.2876318312559862
0.0322780142176903;-0.3831417624520991;-0.0060864663884139;-0.3835091083413149
0.0305457075600934;-0.0958772770853287;-0.0050396864133723;-0.0959692898272532
0.0292348513139856;-0.1917545541706574;-0.0041915499759763;-0.1917545541706574
0.0293368711387876;-0.2879078694817596;-0.0057239112050382;-0.2879078694817596
0.0308538597488541;-0.4793863854266437;-0.0088642125188336;-0.3842459173871366
0.0341209641632927;-0.4793863854266437;-0.0119275266982743;-0.5758157389635364
0.036857216560568;-0.2881844380403396;-0.0137508667063261;-0.3846153846153934
0.0371810162572543;-0.2879078694817596;-0.0113385865463051;-0.0961538461538441
0.0362235474229539;-0.0959692898272532;-0.0093908721999618;-0.2879078694817596
0.033965169671322;0.2884615384615323;-0.0055902086469341;0.0961538461538441
0.0321983851437171;0.2884615384615323;-0.0017134484461518;0.2887391722810333
0.0333338385531261;0.0959692898272532;0.0021201993086155;0.1921229586935597
0.0341274219841379;0.0;0.0002738274030562;-0.1921229586935597
0.0321485276243481;-0.2887391722810504;-0.0054538822453071;-0.3849855630413948
0.0306239620363399;0.0;-0.0092791165146621;-0.1928640308582408
0.02911219566959;0.096339113680152;-0.0083612756017537;0.1930501930502061
0.0294210457707876;0.0;-0.0097424898940197;0.0
0.0350220491918255;-0.3849855630413948;-0.0115679592838819;-0.3849855630413948
0.0423524426329154;-0.4803073967339165;-0.0125443835710985;-0.3849855630413948
0.04870545028186;-0.6711409395973182;-0.0129097044716157;-0.5763688760806964
0.05063996167285;-0.7670182166826469;-0.0150657360948969;-0.8637236084452962
0.0485070144021842;-0.7670182166826469;-0.0139621101530931;-0.7670182166826469
0.04818226962475;-0.7684918347742562;-0.0161876993747345;-0.6737247353224282
0.0490436812938308;-0.0965250965250944;-0.0173266820619257;-0.2898550724637619
0.0463140475975104;-0.1926782273603212;-0.014352974239193;0.0
0.041472174584509;-0.0962463907603444;-0.0119426830472004;-0.2890173410404733
0.0379901703541934;-0.0963391136801691;-0.0077592056046587;0.0965250965250944
0.0348771952593486;0.2898550724637791;-0.0080086729134034;-0.0966183574879206
0.0322745216057211;0.1930501930502061;-0.004650065795662;0.1932367149758413
0.0327807758678154;0.8687258687258673;-0.0011021382625138;0.2898550724637791
0.0415052438473447;1.0628019323671614;0.009155740976757;1.161665053242974
0.0503521637153178;1.2560386473430027;0.0137993182044819;0.7729468599033823
0.0571623514104183;1.3552758954501507;0.0211134131223058;1.4534883720930267
0.0591121331271246;0.9661835748792236;0.0178709747167928;0.7751937984496131
0.0616590868054129;1.0617760617760736;0.021854696937261;1.0628019323671614
0.0672950180885009;0.2890173410404562;0.0185136975603672;0.5797101449275411
0.07103663472432;-0.5785920925747225;0.0035245202736167;-0.6750241080038429
0.0841841310467916;-1.0597302504817072;-0.0102587262523723;-0.6769825918762117
0.1036262469072194;-1.1560693641618591;-0.0250901380171963;-1.4464802314368237
0.1219046520814949;-1.5311004784689008;-0.0313911106443054;-1.2524084778420113
0.1332697460896765;-2.0076481835564133;-0.0371944717039305;-2.105263157894726
0.1353099704205767;-1.0496183206106986;-0.0247327343697456;-0.5752636625119895
0.1353162600787855;-1.241642788920733;-0.0188398607962412;-1.241642788920733
0.127369330163519;-1.4354066985645797;-0.0198561491702093;-1.0576923076923193
0.11305341947505;-1.6236867239732562;-0.0189573818936867;-1.5296367112810718
0.1035034397355195;-1.056676272814596;-0.0200901506434068;-1.2487992315081728
0.0969886953898312;-0.0969932104752646;-0.0181550240841179;0.0
0.0907235360045203;0.3894839337877402;-0.0174799977200628;0.1947419668938615
0.0852937312039176;0.5847953216374318;-0.015470596833305;0.7827788649706464
0.0784450432338714;0.4859086491739622;-0.0125882802490462;0.5853658536585414
0.07208094223126;0.7804878048780495;-0.0080625235920521;0.9775171065493612
0.0663749118385207;-0.3857280617164816;-0.0069567529750678;-0.5785920925747225
0.0609058759743372;0.0;-0.0049093867960401;-0.1934235976789127
0.0582136639396638;0.3883495145630985;-0.0011504821094039;0.4859086491739622
0.056404223033423;0.3883495145630985;0.0003655626643066;0.2912621359223238
0.0535027075813476;0.3883495145630985;0.0014046661457776;0.4863813229572054
0.0489404418085964;0.2912621359223238;0.0020883755614669;0.2912621359223238
0.0444626686150692;0.1939864209505293;0.0002872765016608;0.1943634596695952
0.0404866937521075;0.0968992248061994;0.0001460900775569;0.1941747572815492
0.0371360869661122;-0.1934235976789127;-0.0010662385632436;0.0
0.0362798467992019;0.0;-0.00187806481952;-0.1936108422071594
0.0367758672259749;-0.1936108422071594;-0.0023929554456003;0.0
0.0364914658815591;-0.0967117988394563;-0.0038009550032445;-0.1937984496123989
0.0341973656687797;0.0;-0.0024583138331415;-0.1934235976789127
0.0309710502462757;0.1934235976789127;-0.0003582578678074;0.0
0.0281749102134389;0.0967117988394563;-8.632561705468333e-06;-0.0968054211035797
0.0278944459945041;0.1936108422071594;0.0035666301823091;0.1936108422071594
0.0280799484333321;0.0968054211035797;0.0037281296057685;0.1939864209505293
0.0277169076898402;0.0;0.0037477309453013;0.0968992248061994
0.027307034283576;-0.1937984496123989;-0.0007756985223146;-0.1939864209505465
0.0277613344743374;-0.2904162633107392;-0.0038838547339423;-0.1939864209505465
0.0308217279729973;-0.0969932104752646;-0.0070479169362052;-0.2909796314258112
0.0339978785289787;-0.1936108422071594;-0.0079502829788484;-0.0970873786407918
0.0354172090108291;-0.1934235976789127;-0.0072667265890995;-0.1937984496123989
0.0345996763808137;-0.1930501930501889;-0.0043924968236179;-0.0968054211035797
0.0319387671490861;0.0;-7.469607652943466e-05;0.1937984496123989
0.030442169624446;0.0;0.0018011833554467;-0.1932367149758413
0.0318117851030913;0.0967117988394563;0.0041647251021093;0.0968054211035797
0.0342368804226792;0.2904162633107392;0.0056959459367895;0.0968054211035797
0.034910058271084;0.1941747572815492;0.0043917048857817;0.2915451895043842
0.0328268124063682;0.0970873786407746;0.0011593479891409;0.0971817298348062
0.0312118088474241;0.0970873786407746;-0.0011039937662928;0.1945525291828925
0.0339073771915771;-0.0969932104752646;-0.0037526252573023;0.0
0.0387197268993669;-0.3875968992248151;-0.0066022315904117;-0.1941747572815665
0.0443190014080227;-0.483558994197299;-0.0084093117320591;-0.3875968992248151
0.0504098012202863;-0.7729468599033823;-0.0105621248736387;-0.6769825918762117
0.0549742086766291;-0.7729468599033823;-0.0117896963079751;-0.5808325266214955
0.0554538379959358;-0.4830917874396033;-0.0134583951685538;-0.773694390715668
0.0519647548345731;-0.3861003861003779;-0.0109464241297327;-0.483558994197299
0.0477027875232968;0.1937984496123989;-0.0067172484947501;-0.0968992248061994
0.0468662253773335;0.2909796314257939;-0.0002941826608164;0.3883495145630985
0.0479031096127368;0.2909796314257939;0.0030426081048844;0.2912621359223238
0.048896980711991;0.4854368932038731;0.0052743990514212;0.3887269193391732
0.0510916689980113;0.7782101167315182;0.0077982446675086;0.5836575875486429
0.0550413512268479;0.9718172983479244;0.0104616874473375;0.6809338521400806
0.0597025043966015;1.1684518013632037;0.016489211160616;1.1684518013632037
0.0615993133341975;1.5579357351509264;0.0191381359213878;1.0710808179162727
