ADX_14;HLC_CCI_18;Máximo_MACD_12:26;K%_8
45.358389421497805;-112.69605756383368;-29.32278971594769;3025.800000000072
46.63670416529811;-107.15452401125678;-30.393287918114765;-523.700000000008
49.64262456230603;-94.10963153749304;-30.5142960489502;116.399999999976
52.89336509685567;-101.1308654566475;-32.30376628195427;523.700000000008
55.34492594108436;-95.35555430590227;-32.455678672118665;-2502.100000000064
55.38590724417782;-97.74838746880656;-32.761881500058735;-3898.599999999988
53.01358627828744;-89.9778544876076;-32.025033214257746;-1629.1999999999462
50.43117953642055;-90.82527400269032;-31.964653124648976;-1222.0000000000257
47.727503217278816;-77.88343575442667;-31.08888350316465;349.09999999999854
45.40647897878456;-89.33293675396408;-30.09487729256398;-1629.200000000037
42.05384844828;-62.14821718377771;-26.37376271397352;-2036.5999999999983
39.65805913136647;-3.959992002141733;-22.229416389277503;814.6999999999935
39.94799410432711;15.457281224029552;-15.201413811360908;-349.09999999999854
44.95960441422636;134.63399271045728;-8.222182004601564;349.09999999999854
53.25147144471048;143.2380800232335;-2.149801734296489;-174.60000000000946
61.413165728272936;127.9993561210716;2.771462599808729;-989.1999999999824
68.87457220259844;108.19347012805008;6.874134512855562;1047.400000000016
72.89168162320432;99.43317417330618;8.060591031478907;4713.199999999961
71.17505264487234;79.58404886327294;9.037494673916626;3782.200000000012
67.38750753031799;99.91295634791555;9.51425399863183;5411.500000000069
65.27423509770423;71.07329857905853;7.179985617723105;6691.600000000017
65.01650375134369;58.432271052995056;6.244054713962214;1105.5999999999583
64.1198508702121;76.05506258404274;9.199435860998165;-349.09999999999854
59.765575516088525;84.72254689352347;9.599800738466;-2502.099999999973
53.423270209181446;75.4578037603466;11.707199993023096;-2967.599999999948
48.67480084795721;74.61238851669681;13.271308240975486;-116.399999999976
45.67616073489624;24.20728885907696;12.07104765756594;-1629.200000000037
43.07726787500536;23.996445431199724;12.4784668852908;-4305.90000000002
43.94204644405226;86.52823150698379;12.748319933961284;640.099999999984
44.85782120389291;117.10679284534662;13.046520243503435;7273.499999999967
43.62053075765956;66.70217714260386;12.481651309456538;2909.400000000005
40.863540942352586;123.6052769222823;14.449795007175451;1338.299999999981
38.5932735786104;151.2386789873763;18.10157944262756;-931.00000000004
41.63535614908145;175.61120622788926;20.75637830866436;-1687.5
47.04271818634681;152.03503663983847;22.83194575859397;2676.599999999962
49.2741652853101;118.56318588779467;24.476393809010915;1454.699999999957
50.87830039012596;103.8107816421405;25.857184802255688;-2385.699999999997
54.09454129049015;97.44215249216528;26.412275354771737;640.099999999984
56.530059594615295;112.66550774085869;26.40689871808445;4596.900000000005
55.706451648666665;115.30006531479862;26.333809914775884;6458.799999999974
50.51774380979689;102.75103761082106;27.36902740603364;2851.199999999972
46.0208589208716;113.33746506398704;30.09623168088001;-756.4000000000306
45.99168249332684;110.57824505830058;32.12201016765994;581.8000000000211
45.82510101802615;44.17092915412655;28.56211570382311;523.700000000008
44.64168278705123;22.819391923122417;23.63718282527589;232.799999999952
44.99317746306345;2.140235534989129;19.137908543505542;232.70000000002256
