autoregressive(p);diferencial(d);media(q);sazonalidade(P);diferencial(D);media(Q);periodo(S);MAE;MSE;RMSE
0.0;1.0;0.0;1.0;0.0;1.0;10.0;0.03164677444555277;0.00223204744990181;0.04724454942003162
0.0;0.0;0.0;1.0;0.0;1.0;10.0;0.10684388499846263;0.02017348809138067;0.1420334048432997
0.0;0.0;0.0;1.0;0.0;1.0;15.0;0.13518654427787058;0.031091101857474584;0.176326690712083
0.0;0.0;1.0;1.0;0.0;1.0;5.0;0.057118405177427764;0.006054392820162515;0.07780997892405905
0.0;0.0;1.0;1.0;0.0;1.0;10.0;0.0736691167951097;0.009225178161179388;0.09604779102706833
0.0;0.0;1.0;1.0;0.0;1.0;15.0;0.09035367500761675;0.013834334374770184;0.11761944726434563
0.0;1.0;0.0;1.0;0.0;1.0;5.0;0.03172444870890259;0.002233357389349946;0.047258410778928506
0.0;1.0;0.0;1.0;0.0;1.0;10.0;0.03164677444555277;0.00223204744990181;0.04724454942003162
0.0;1.0;0.0;1.0;0.0;1.0;15.0;0.03175121936689261;0.002233266581946738;0.04725745001528053
0.0;1.0;1.0;1.0;0.0;1.0;5.0;0.03196029549499286;0.0022511455959411853;0.04744623900733529
0.0;1.0;1.0;1.0;0.0;1.0;10.0;0.03193040336348631;0.0022500936867693843;0.047435152437505505
0.0;1.0;1.0;1.0;0.0;1.0;15.0;0.03198900654603581;0.0022508081117687375;0.04744268238378536
1.0;0.0;0.0;1.0;0.0;1.0;10.0;0.032129233864969645;0.0022397839458683367;0.04732635572139837
1.0;0.0;0.0;1.0;0.0;1.0;15.0;0.03170444740105547;0.002230399594621442;0.04722710656626597
1.0;0.0;1.0;1.0;0.0;1.0;5.0;0.03198013678222539;0.0022489262456176456;0.04742284518686796
1.0;0.0;1.0;1.0;0.0;1.0;10.0;0.03218189416411003;0.0022560778026358766;0.04749818736158125
1.0;0.0;1.0;1.0;0.0;1.0;15.0;0.03197586822526728;0.0022539403680034912;0.04747568185927919
1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.03198191219899954;0.002252838730722012;0.047464078319525094
1.0;1.0;0.0;1.0;0.0;1.0;10.0;0.03195571486917308;0.0022517768217498054;0.04745289055210236
1.0;1.0;0.0;1.0;0.0;1.0;15.0;0.031970274434554795;0.002252455543625325;0.047460041546814144
1.0;1.0;1.0;1.0;0.0;1.0;5.0;0.03200449519784349;0.0022521863120952817;0.0474572050598777
1.0;1.0;1.0;1.0;0.0;1.0;10.0;0.03196693230966312;0.0022498226079253236;0.04743229498901907
1.0;1.0;1.0;1.0;0.0;1.0;15.0;0.03195437258154517;0.002247741705051143;0.04741035440756737
