autoregressive(p);diferencial(d);media(q);sazonalidade(P);diferencial(D);media(Q);periodo(S);MAE;MSE;RMSE
0.0;1.0;1.0;1.0;0.0;1.0;5.0;0.3971788357458654;0.3053043390225035;0.5525435177635364
0.0;0.0;0.0;1.0;0.0;1.0;12.0;1.2588543103894532;2.351950328212918;1.5336069666680958
0.0;0.0;1.0;1.0;0.0;1.0;5.0;2.374403452576623;194.52493141558975;13.947219486893786
0.0;0.0;1.0;1.0;0.0;1.0;12.0;8.369805282794488;3039.3107974787513;55.129944653325666
0.0;1.0;0.0;1.0;0.0;1.0;5.0;0.3972906236632549;0.30590516699848336;0.553086943435192
0.0;1.0;0.0;1.0;0.0;1.0;12.0;0.4066022554654169;0.31165034404127173;0.5582565217185301
0.0;1.0;1.0;1.0;0.0;1.0;5.0;0.3971788357458654;0.3053043390225035;0.5525435177635364
0.0;1.0;1.0;1.0;0.0;1.0;12.0;0.406694212600683;0.3114809017308574;0.5581047408245673
1.0;0.0;0.0;1.0;0.0;1.0;5.0;0.4026483037920851;0.309179723000496;0.5560393178548582
1.0;0.0;1.0;1.0;0.0;1.0;5.0;0.40202869916241935;0.3090048645394929;0.5558820599187321
1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.39718323406779094;0.30528680872654657;0.5525276542640618
1.0;1.0;0.0;1.0;0.0;1.0;12.0;0.4066963549975379;0.31148252948653204;0.5581061991113627
1.0;1.0;1.0;1.0;0.0;1.0;5.0;0.39510417326471237;0.30821526189341125;0.5551713806505261
1.0;1.0;1.0;1.0;0.0;1.0;12.0;0.40384788833497914;0.309367932997296;0.5562085337328941
