autoregressive(p);diferencial(d);media(q);sazonalidade(P);diferencial(D);media(Q);periodo(S);MAE;MSE;RMSE
0.0;1.0;0.0;1.0;0.0;1.0;5.0;0.02967937801408045;0.0017088516974965498;0.04133825948799187
0.0;0.0;0.0;1.0;0.0;1.0;10.0;3.849193456692703;4121.432516559032;64.19838406501391
0.0;0.0;0.0;1.0;0.0;1.0;15.0;0.1274378384774237;0.0271993989658401;0.16492240286219487
0.0;0.0;1.0;1.0;0.0;1.0;5.0;0.05394433667066065;0.004912937450157844;0.07009234944098995
0.0;0.0;1.0;1.0;0.0;1.0;10.0;0.1128391994914746;0.4831395842785363;0.6950824298445015
0.0;0.0;1.0;1.0;0.0;1.0;15.0;0.07950715306938508;0.01093973986487614;0.10459321137089223
0.0;1.0;0.0;1.0;0.0;1.0;5.0;0.02967937801408045;0.0017088516974965498;0.04133825948799187
0.0;1.0;0.0;1.0;0.0;1.0;10.0;0.02996673616475451;0.0017384131624249535;0.04169428213106629
0.0;1.0;0.0;1.0;0.0;1.0;15.0;0.02974020913109443;0.0017073308968475797;0.04131986080382628
0.0;1.0;1.0;1.0;0.0;1.0;5.0;0.02980914740844251;0.001695611644885233;0.04117780524609384
0.0;1.0;1.0;1.0;0.0;1.0;10.0;0.029993630431740338;0.0017173244837844557;0.04144061394072795
0.0;1.0;1.0;1.0;0.0;1.0;15.0;0.029883065588613755;0.0016944255234516983;0.0411634002902056
1.0;0.0;0.0;1.0;0.0;1.0;5.0;0.03051722239732917;0.001783361727780103;0.042229867721555826
1.0;0.0;0.0;1.0;0.0;1.0;15.0;0.029721610748670878;0.0017068690402341862;0.04131427162899264
1.0;0.0;1.0;1.0;0.0;1.0;5.0;13.47192299247688;53030.034840399014;230.2825109303766
1.0;0.0;1.0;1.0;0.0;1.0;10.0;0.07119911936858163;0.47627339925498696;0.6901256401953103
1.0;0.0;1.0;1.0;0.0;1.0;15.0;0.029904309786660192;0.001693985002135626;0.04115804905648014
1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.02983404851173069;0.0016917226093334313;0.04113055566526461
1.0;1.0;0.0;1.0;0.0;1.0;10.0;0.029936385876374136;0.0017120973121905097;0.04137749765501183
1.0;1.0;0.0;1.0;0.0;1.0;15.0;0.02992525945739488;0.001696037442020403;0.041182975147752536
1.0;1.0;1.0;1.0;0.0;1.0;5.0;0.029728212034973306;0.0016727815456178006;0.04089965214543763
1.0;1.0;1.0;1.0;0.0;1.0;10.0;0.029915848514111765;0.0016927089672335532;0.041142544491481726
1.0;1.0;1.0;1.0;0.0;1.0;15.0;0.02983847176912455;0.0016692784117648522;0.04085680373897171
