autoregressive(p);diferencial(d);media(q);sazonalidade(P);diferencial(D);media(Q);periodo(S);MAE;MSE;RMSE
0.0;1.0;1.0;1.0;0.0;1.0;10.0;0.017785028472270092;0.0006542145385014518;0.025577617920780893
0.0;0.0;0.0;1.0;0.0;1.0;10.0;0.057323428971691966;0.006062481984283359;0.07786194182194121
0.0;0.0;0.0;1.0;0.0;1.0;15.0;0.07599966019257218;0.011017949100575563;0.10496641891850728
0.0;0.0;1.0;1.0;0.0;1.0;5.0;0.029403765358952137;0.0018026043072865631;0.0424570878333237
0.0;0.0;1.0;1.0;0.0;1.0;10.0;0.041435663975298076;0.003506481420870605;0.059215550498755015
0.0;0.0;1.0;1.0;0.0;1.0;15.0;0.04926045801463191;0.004517641936804459;0.06721340593069554
0.0;1.0;0.0;1.0;0.0;1.0;5.0;0.01780235828175574;0.0006570627035446067;0.025633234355902236
0.0;1.0;0.0;1.0;0.0;1.0;10.0;0.01770722208515563;0.0006583653942589366;0.025658631963901283
0.0;1.0;0.0;1.0;0.0;1.0;15.0;0.01767245928264993;0.0006577781780405011;0.02564718655214449
0.0;1.0;1.0;1.0;0.0;1.0;5.0;0.01782366462054692;0.0006505586964789894;0.025506052153929846
0.0;1.0;1.0;1.0;0.0;1.0;10.0;0.017785028472270092;0.0006542145385014518;0.025577617920780893
0.0;1.0;1.0;1.0;0.0;1.0;15.0;0.017749881901867492;0.0006545801060478464;0.02558476316184784
1.0;0.0;0.0;1.0;0.0;1.0;5.0;33.538563161504335;440465.1527066189;663.6754874986863
1.0;0.0;0.0;1.0;0.0;1.0;10.0;0.018338152411099914;0.0006666682046895851;0.02581991875838468
1.0;0.0;0.0;1.0;0.0;1.0;15.0;0.017773612928855875;0.0006576444948462729;0.02564458022363152
1.0;0.0;1.0;1.0;0.0;1.0;5.0;78.9340976916446;2431108.5226288815;1559.2012450703346
1.0;0.0;1.0;1.0;0.0;1.0;15.0;0.01785848355754596;0.0006554899775756132;0.025602538498664798
1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.017853471900933386;0.00065241931509735;0.025542500173188803
1.0;1.0;0.0;1.0;0.0;1.0;10.0;0.017785564579435885;0.0006540161269312837;0.025573739009602872
1.0;1.0;0.0;1.0;0.0;1.0;15.0;0.017760382332791556;0.0006550270087566058;0.025593495438423524
1.0;1.0;1.0;1.0;0.0;1.0;5.0;0.017889111283297756;0.0006544276767768307;0.025581784081194
1.0;1.0;1.0;1.0;0.0;1.0;10.0;0.017840205265019213;0.0006551748219672335;0.025596382986024287
1.0;1.0;1.0;1.0;0.0;1.0;15.0;0.017793146377518308;0.0006562823603879487;0.02561800851721204
