Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;27/05/2021;10:59:00;6.185,319;6.186,488;6.184,735;6.185,903;139.225.105,00;2.630
WDOFUT;27/05/2021;10:58:00;6.182,982;6.185,903;6.182,982;6.185,319;316.287.240,00;5.976
WDOFUT;27/05/2021;10:57:00;6.181,814;6.184,735;6.180,645;6.182,982;488.057.455,00;9.223
WDOFUT;27/05/2021;10:56:00;6.180,061;6.182,982;6.178,893;6.181,814;501.181.215,00;9.475
WDOFUT;27/05/2021;10:55:00;6.182,982;6.182,982;6.178,308;6.180,061;899.199.335,00;17.002
WDOFUT;27/05/2021;10:54:00;6.183,567;6.184,151;6.180,645;6.182,982;419.421.225,00;7.928
WDOFUT;27/05/2021;10:53:00;6.184,735;6.185,319;6.182,398;6.184,151;290.204.345,00;5.484
WDOFUT;27/05/2021;10:52:00;6.185,319;6.185,903;6.182,982;6.184,735;307.455.040,00;5.809
WDOFUT;27/05/2021;10:51:00;6.184,151;6.187,072;6.182,982;6.185,319;214.329.260,00;4.049
WDOFUT;27/05/2021;10:50:00;6.184,151;6.187,072;6.183,567;6.184,151;344.413.915,00;6.506
WDOFUT;27/05/2021;10:49:00;6.184,735;6.185,903;6.182,982;6.184,151;221.609.385,00;4.187
WDOFUT;27/05/2021;10:48:00;6.182,982;6.184,735;6.181,230;6.184,735;806.589.880,00;15.244
WDOFUT;27/05/2021;10:47:00;6.187,656;6.188,240;6.182,982;6.183,567;358.299.340,00;6.768
WDOFUT;27/05/2021;10:46:00;6.183,567;6.189,993;6.182,398;6.188,240;771.132.750,00;14.564
WDOFUT;27/05/2021;10:45:00;6.184,735;6.185,903;6.183,567;6.183,567;271.805.715,00;5.135
WDOFUT;27/05/2021;10:44:00;6.184,151;6.186,488;6.182,982;6.184,151;338.132.100,00;6.389
WDOFUT;27/05/2021;10:43:00;6.185,319;6.186,488;6.182,982;6.184,151;370.755.460,00;7.005
WDOFUT;27/05/2021;10:42:00;6.185,903;6.188,825;6.185,319;6.185,319;330.791.530,00;6.247
WDOFUT;27/05/2021;10:41:00;6.185,319;6.186,488;6.184,735;6.185,903;127.103.375,00;2.401
WDOFUT;27/05/2021;10:40:00;6.185,903;6.189,993;6.184,735;6.185,319;657.920.840,00;12.425
WDOFUT;27/05/2021;10:39:00;6.187,656;6.189,409;6.185,903;6.185,903;211.296.750,00;3.990
WDOFUT;27/05/2021;10:38:00;6.188,240;6.189,993;6.187,072;6.187,072;553.824.435,00;10.456
WDOFUT;27/05/2021;10:37:00;6.186,488;6.188,825;6.185,319;6.188,240;675.984.615,00;12.766
