Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;16/06/2023;17:30:00;4.828,000;4.839,000;4.824,000;4.829,500;2.318.926.735,00;48.021
WDOFUT;16/06/2023;17:00:00;4.831,500;4.832,000;4.826,000;4.828,000;2.165.089.915,00;44.839
WDOFUT;16/06/2023;16:30:00;4.829,000;4.833,500;4.826,000;4.832,000;2.815.249.260,00;58.291
WDOFUT;16/06/2023;16:00:00;4.825,500;4.831,500;4.825,000;4.829,000;4.110.722.705,00;85.134
WDOFUT;16/06/2023;15:30:00;4.826,000;4.829,000;4.821,500;4.825,500;4.430.982.915,00;91.828
WDOFUT;16/06/2023;15:00:00;4.834,000;4.836,500;4.825,500;4.826,000;4.714.029.250,00;97.571
WDOFUT;16/06/2023;14:30:00;4.839,500;4.843,000;4.833,000;4.834,000;3.603.549.420,00;74.483
WDOFUT;16/06/2023;14:00:00;4.836,500;4.845,500;4.836,000;4.840,000;3.820.222.810,00;78.910
WDOFUT;16/06/2023;13:30:00;4.843,500;4.850,000;4.835,500;4.837,000;5.422.140.600,00;111.951
WDOFUT;16/06/2023;13:00:00;4.843,000;4.848,500;4.842,000;4.843,500;4.194.734.615,00;86.584
WDOFUT;16/06/2023;12:30:00;4.843,000;4.846,000;4.837,500;4.843,000;4.898.419.125,00;101.179
WDOFUT;16/06/2023;12:00:00;4.838,500;4.844,000;4.832,500;4.842,500;10.658.793.625,00;220.313
WDOFUT;16/06/2023;11:30:00;4.831,000;4.839,500;4.824,000;4.838,500;13.089.169.115,00;270.897
WDOFUT;16/06/2023;11:00:00;4.839,000;4.839,000;4.825,000;4.831,000;14.151.965.590,00;292.899
WDOFUT;16/06/2023;10:30:00;4.855,000;4.858,500;4.834,500;4.839,000;12.846.747.675,00;265.116
WDOFUT;16/06/2023;10:00:00;4.842,000;4.861,500;4.841,500;4.854,500;14.590.888.630,00;300.657
WDOFUT;16/06/2023;09:30:00;4.835,500;4.847,500;4.835,000;4.842,500;9.590.900.525,00;198.075
WDOFUT;16/06/2023;09:00:00;4.823,500;4.841,000;4.819,500;4.835,000;13.012.417.185,00;269.263
WDOFUT;15/06/2023;17:30:00;4.819,000;4.829,500;4.817,500;4.826,500;3.230.444.810,00;66.952
WDOFUT;15/06/2023;17:00:00;4.815,000;4.822,000;4.812,500;4.818,500;2.932.320.890,00;60.860
WDOFUT;15/06/2023;16:30:00;4.816,000;4.818,000;4.813,500;4.815,000;2.358.794.915,00;48.984
WDOFUT;15/06/2023;16:00:00;4.811,000;4.817,000;4.811,000;4.815,500;2.635.463.830,00;54.745
WDOFUT;15/06/2023;15:30:00;4.818,000;4.818,000;4.809,000;4.811,000;4.197.149.265,00;87.222
WDOFUT;15/06/2023;15:00:00;4.814,000;4.820,000;4.811,000;4.818,000;4.329.256.075,00;89.901
WDOFUT;15/06/2023;14:30:00;4.813,500;4.817,500;4.808,500;4.814,000;6.150.671.285,00;127.785
WDOFUT;15/06/2023;14:00:00;4.820,500;4.823,500;4.812,500;4.813,000;5.395.802.515,00;111.997
WDOFUT;15/06/2023;13:30:00;4.828,500;4.831,000;4.817,000;4.821,000;6.822.590.085,00;141.410
WDOFUT;15/06/2023;13:00:00;4.825,500;4.830,500;4.824,500;4.828,000;3.932.361.900,00;81.466
WDOFUT;15/06/2023;12:30:00;4.821,000;4.826,000;4.815,500;4.825,500;5.315.333.780,00;110.232
WDOFUT;15/06/2023;12:00:00;4.831,000;4.838,500;4.818,000;4.821,000;9.942.905.750,00;205.992
WDOFUT;15/06/2023;11:30:00;4.822,500;4.836,000;4.822,000;4.830,500;7.069.956.190,00;146.342
WDOFUT;15/06/2023;11:00:00;4.833,500;4.838,500;4.820,500;4.822,500;12.318.866.160,00;255.100
WDOFUT;15/06/2023;10:30:00;4.829,000;4.840,500;4.826,000;4.833,500;11.642.532.600,00;240.895
WDOFUT;15/06/2023;10:00:00;4.846,000;4.851,500;4.823,000;4.829,000;14.765.643.055,00;305.117
WDOFUT;15/06/2023;09:30:00;4.849,000;4.858,500;4.841,000;4.846,000;14.798.652.785,00;305.133
WDOFUT;15/06/2023;09:00:00;4.840,000;4.854,500;4.833,500;4.848,500;12.958.867.200,00;267.478
WDOFUT;14/06/2023;17:30:00;4.819,000;4.832,500;4.816,500;4.832,500;3.161.851.340,00;65.590
WDOFUT;14/06/2023;17:00:00;4.824,500;4.825,000;4.811,500;4.819,000;10.007.272.465,00;207.741
WDOFUT;14/06/2023;16:30:00;4.838,500;4.844,500;4.824,000;4.824,500;9.852.478.215,00;203.921
WDOFUT;14/06/2023;16:00:00;4.852,500;4.860,000;4.828,500;4.839,000;13.574.338.930,00;280.201
WDOFUT;14/06/2023;15:30:00;4.878,500;4.882,500;4.848,500;4.852,500;16.646.814.205,00;342.473
WDOFUT;14/06/2023;15:00:00;4.852,000;4.883,000;4.852,000;4.878,500;22.282.163.260,00;457.381
WDOFUT;14/06/2023;14:30:00;4.858,500;4.860,000;4.852,000;4.852,000;3.602.666.555,00;74.173
WDOFUT;14/06/2023;14:00:00;4.856,500;4.860,500;4.854,000;4.859,000;4.996.335.775,00;102.860
WDOFUT;14/06/2023;13:30:00;4.850,500;4.857,000;4.850,000;4.856,000;4.928.692.800,00;101.553
WDOFUT;14/06/2023;13:00:00;4.858,500;4.860,000;4.847,000;4.850,500;6.980.678.320,00;143.869
WDOFUT;14/06/2023;12:30:00;4.857,000;4.860,500;4.852,500;4.858,000;5.123.539.945,00;105.491
WDOFUT;14/06/2023;12:00:00;4.855,000;4.858,500;4.854,500;4.857,500;5.216.985.165,00;107.434
WDOFUT;14/06/2023;11:30:00;4.859,000;4.861,000;4.854,500;4.855,000;6.419.899.825,00;132.153
WDOFUT;14/06/2023;11:00:00;4.863,500;4.866,500;4.856,500;4.859,500;8.934.383.560,00;183.801
WDOFUT;14/06/2023;10:30:00;4.869,500;4.870,500;4.859,500;4.863,500;11.898.654.195,00;244.659
